alt_id,locus_tag,source_col,source_csv,paper
PMN2A_0004,PMN2A_0004,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02955,PMN2A_0004,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06051,PMN2A_0004,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293538.1,PMN2A_0004,Gene ID,Supplemental Table 2.csv,Coe 2024
ECM27,PMN2A_0004,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0005,PMN2A_0005,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02960,PMN2A_0005,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06061,PMN2A_0005,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
pyrC,PMN2A_0005,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0005,PMN2A_0005,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02960,PMN2A_0005,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06061,PMN2A_0005,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293539.1,PMN2A_0005,Gene ID,Supplemental Table 2.csv,Coe 2024
pyrC,PMN2A_0005,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0006,PMN2A_0006,Original_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
NATL2_06081,PMN2A_0006,Alternate_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_RS02970,PMN2A_0006,Alternate_NCBI_ID_2,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
ndhL,PMN2A_0006,Gene name,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_0006,PMN2A_0006,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02970,PMN2A_0006,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06081,PMN2A_0006,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
ndhL,PMN2A_0006,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0006,PMN2A_0006,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02970,PMN2A_0006,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06081,PMN2A_0006,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293540.1,PMN2A_0006,Gene ID,Supplemental Table 2.csv,Coe 2024
ndhL,PMN2A_0006,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0007,PMN2A_0007,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02975,PMN2A_0007,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06091,PMN2A_0007,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0007,PMN2A_0007,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02975,PMN2A_0007,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06091,PMN2A_0007,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293541.1,PMN2A_0007,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0008,PMN2A_0008,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02980,PMN2A_0008,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06101,PMN2A_0008,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
trpA,PMN2A_0008,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0008,PMN2A_0008,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02980,PMN2A_0008,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06101,PMN2A_0008,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293542.1,PMN2A_0008,Gene ID,Supplemental Table 2.csv,Coe 2024
trpA,PMN2A_0008,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0009,PMN2A_0009,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02985,PMN2A_0009,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06111,PMN2A_0009,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0009,PMN2A_0009,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02985,PMN2A_0009,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06111,PMN2A_0009,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293543.1,PMN2A_0009,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0010,PMN2A_0010,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02990,PMN2A_0010,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06121,PMN2A_0010,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0010,PMN2A_0010,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02990,PMN2A_0010,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06121,PMN2A_0010,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293544.1,PMN2A_0010,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0011,PMN2A_0011,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS02995,PMN2A_0011,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06131,PMN2A_0011,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0011,PMN2A_0011,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS02995,PMN2A_0011,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06131,PMN2A_0011,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011823357.1,PMN2A_0011,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0012,PMN2A_0012,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03000,PMN2A_0012,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06141,PMN2A_0012,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0012,PMN2A_0012,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03000,PMN2A_0012,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06141,PMN2A_0012,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293546.1,PMN2A_0012,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0013,PMN2A_0013,Original_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
NATL2_06151,PMN2A_0013,Alternate_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_RS03005,PMN2A_0013,Alternate_NCBI_ID_2,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_0013,PMN2A_0013,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03005,PMN2A_0013,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06151,PMN2A_0013,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0013,PMN2A_0013,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03005,PMN2A_0013,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06151,PMN2A_0013,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293547.1,PMN2A_0013,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0014,PMN2A_0014,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03010,PMN2A_0014,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06171,PMN2A_0014,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
hisI,PMN2A_0014,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0014,PMN2A_0014,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03010,PMN2A_0014,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06171,PMN2A_0014,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293548.1,PMN2A_0014,Gene ID,Supplemental Table 2.csv,Coe 2024
hisI,PMN2A_0014,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0015,PMN2A_0015,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03015,PMN2A_0015,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06181,PMN2A_0015,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0015,PMN2A_0015,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03015,PMN2A_0015,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06181,PMN2A_0015,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293549.1,PMN2A_0015,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0016,PMN2A_0016,Original_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
NATL2_06191,PMN2A_0016,Alternate_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_RS03020,PMN2A_0016,Alternate_NCBI_ID_2,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
clpB,PMN2A_0016,Gene name,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_0016,PMN2A_0016,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03020,PMN2A_0016,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06191,PMN2A_0016,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
clpB,PMN2A_0016,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0016,PMN2A_0016,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03020,PMN2A_0016,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06191,PMN2A_0016,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293550.1,PMN2A_0016,Gene ID,Supplemental Table 2.csv,Coe 2024
clpB,PMN2A_0016,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0017,PMN2A_0017,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03025,PMN2A_0017,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06201,PMN2A_0017,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
petE,PMN2A_0017,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0017,PMN2A_0017,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03025,PMN2A_0017,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06201,PMN2A_0017,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293551.1,PMN2A_0017,Gene ID,Supplemental Table 2.csv,Coe 2024
petE,PMN2A_0017,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0018,PMN2A_0018,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03030,PMN2A_0018,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06211,PMN2A_0018,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0018,PMN2A_0018,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03030,PMN2A_0018,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06211,PMN2A_0018,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293552.1,PMN2A_0018,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0019,PMN2A_0019,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03035,PMN2A_0019,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06221,PMN2A_0019,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
hemE,PMN2A_0019,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0019,PMN2A_0019,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03035,PMN2A_0019,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06221,PMN2A_0019,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293553.1,PMN2A_0019,Gene ID,Supplemental Table 2.csv,Coe 2024
hemE,PMN2A_0019,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0020,PMN2A_0020,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03040,PMN2A_0020,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06231,PMN2A_0020,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
glgB,PMN2A_0020,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0020,PMN2A_0020,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03040,PMN2A_0020,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06231,PMN2A_0020,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293554.1,PMN2A_0020,Gene ID,Supplemental Table 2.csv,Coe 2024
glgB,PMN2A_0020,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0021,PMN2A_0021,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03045,PMN2A_0021,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06241,PMN2A_0021,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0021,PMN2A_0021,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03045,PMN2A_0021,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06241,PMN2A_0021,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293555.1,PMN2A_0021,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0022,PMN2A_0022,Original_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
NATL2_06251,PMN2A_0022,Alternate_NCBI_ID,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_RS03050,PMN2A_0022,Alternate_NCBI_ID_2,PRO DE genes 41396_2016_bfismej201682_moesm98_esm.csv,Biller 2016
PMN2A_0022,PMN2A_0022,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03050,PMN2A_0022,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06251,PMN2A_0022,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0022,PMN2A_0022,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03050,PMN2A_0022,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06251,PMN2A_0022,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293556.1,PMN2A_0022,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0023,PMN2A_0023,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03055,PMN2A_0023,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06261,PMN2A_0023,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0023,PMN2A_0023,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03055,PMN2A_0023,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06261,PMN2A_0023,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293557.1,PMN2A_0023,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0024,PMN2A_0024,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03060,PMN2A_0024,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06271,PMN2A_0024,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0024,PMN2A_0024,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03060,PMN2A_0024,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06271,PMN2A_0024,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293558.1,PMN2A_0024,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0025,PMN2A_0025,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03065,PMN2A_0025,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06281,PMN2A_0025,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0025,PMN2A_0025,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03065,PMN2A_0025,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06281,PMN2A_0025,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293559.1,PMN2A_0025,Gene ID,Supplemental Table 2.csv,Coe 2024
tamB,PMN2A_0025,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0026,PMN2A_0026,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03070,PMN2A_0026,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06291,PMN2A_0026,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
proA,PMN2A_0026,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0026,PMN2A_0026,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03070,PMN2A_0026,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06291,PMN2A_0026,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293560.1,PMN2A_0026,Gene ID,Supplemental Table 2.csv,Coe 2024
proA,PMN2A_0026,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0027,PMN2A_0027,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03075,PMN2A_0027,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06301,PMN2A_0027,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
folB,PMN2A_0027,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0027,PMN2A_0027,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03075,PMN2A_0027,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06301,PMN2A_0027,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293561.1,PMN2A_0027,Gene ID,Supplemental Table 2.csv,Coe 2024
folB,PMN2A_0027,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0028,PMN2A_0028,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03080,PMN2A_0028,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06311,PMN2A_0028,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0028,PMN2A_0028,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03080,PMN2A_0028,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06311,PMN2A_0028,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293562.1,PMN2A_0028,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0029,PMN2A_0029,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03085,PMN2A_0029,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06321,PMN2A_0029,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
prlC,PMN2A_0029,Gene Name,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0029,PMN2A_0029,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03085,PMN2A_0029,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06321,PMN2A_0029,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293563.1,PMN2A_0029,Gene ID,Supplemental Table 2.csv,Coe 2024
prlC,PMN2A_0029,Gene Name,Supplemental Table 2.csv,Coe 2024
PMN2A_0030,PMN2A_0030,NCBI ID_3,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_RS03090,PMN2A_0030,NCBI ID_2,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
NATL2_06331,PMN2A_0030,NCBI ID,table S3 DE genes natl2a axenic extended darkness sys003182233st3.csv,Biller 2018
PMN2A_0030,PMN2A_0030,NCBI ID_3,Supplemental Table 2.csv,Coe 2024
PMN2A_RS03090,PMN2A_0030,NCBI ID_2,Supplemental Table 2.csv,Coe 2024
NATL2_06331,PMN2A_0030,NCBI ID,Supplemental Table 2.csv,Coe 2024
cds-WP_011293564.1,PMN2A_0030,Gene ID,Supplemental Table 2.csv,Coe 2024
PMN2A_0030,PMN2A_0030,NATL2A original locus tag,DE genes Natl2a 42003_2019_410_MOESM7_ESM.csv,Tetu 2019
PMN2A_RS03090,PMN2A_0030,NATL2A locus tag (2017 NCBI),DE genes Natl2a 42003_2019_410_MOESM7_ESM.csv,Tetu 2019
