seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_018692.1,AMBLS11_RS00055,,AMBLS11_RS00055,AMBLS11_00055,Protein Homology,12803,13504,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947720.1,class I SAM-dependent methyltransferase,WP_014996767.1,,,,,,AMBLS11_00055,2.1.1.-
NC_018692.1,AMBLS11_RS00060,,AMBLS11_RS00060,AMBLS11_00060,Protein Homology,13805,14428,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996768.1,c-type cytochrome,WP_014996768.1,"GO:0009055,GO:0020037",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA",,,AMBLS11_00060,
NC_018692.1,yihA,yihA,AMBLS11_RS00065,AMBLS11_00065,Protein Homology,14603,15238,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975249.1,ribosome biogenesis GTP-binding protein YihA/YsxC,WP_014996769.1,"GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737",cytoplasm|0005737||IEA,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",ribosome biogenesis|0042254||IEA,,AMBLS11_00065,
NC_018692.1,polA,polA,AMBLS11_RS00070,AMBLS11_00070,Protein Homology,15653,18442,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516538.1,DNA polymerase I,WP_014996770.1,"GO:0006261,GO:0003676,GO:0003677,GO:0003887,GO:0008408",,"nucleic acid binding|0003676||IEA,DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA",DNA-templated DNA replication|0006261||IEA,,AMBLS11_00070,2.7.7.7
NC_018692.1,elbB,elbB,AMBLS11_RS00075,AMBLS11_00075,Protein Homology,18864,19517,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975251.1,isoprenoid biosynthesis glyoxalase ElbB,WP_014996771.1,,,,,,AMBLS11_00075,4.2.1.-
NC_018692.1,AMBLS11_RS00080,,AMBLS11_RS00080,AMBLS11_00080,Protein Homology,19762,21213,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516540.1,TrkH family potassium uptake protein,WP_014996772.1,"GO:0015379,GO:0016020",membrane|0016020||IEA,potassium:chloride symporter activity|0015379||IEA,,,AMBLS11_00080,
NC_018692.1,AMBLS11_RS00085,,AMBLS11_RS00085,AMBLS11_00085,Protein Homology,21333,21833,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996773.1,transposase,WP_014996773.1,,,,,,AMBLS11_00085,
NC_018692.1,trkA,trkA,AMBLS11_RS00095,AMBLS11_00095,Protein Homology,22769,24148,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982135.1,Trk system potassium transporter TrkA,WP_014996775.1,"GO:0006813,GO:0015079,GO:0016020",membrane|0016020||IEA,potassium ion transmembrane transporter activity|0015079||IEA,potassium ion transport|0006813||IEA,,AMBLS11_00095,
NC_018692.1,rsmB,rsmB,AMBLS11_RS00100,AMBLS11_00100,Protein Homology,24213,25532,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975252.1,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,WP_014996776.1,"GO:0001510,GO:0006355,GO:0006364,GO:0003723,GO:0008649",,"RNA binding|0003723||IEA,rRNA methyltransferase activity|0008649||IEA","RNA methylation|0001510||IEA,regulation of DNA-templated transcription|0006355||IEA,rRNA processing|0006364||IEA",,AMBLS11_00100,2.1.1.176
NC_018692.1,fmt,fmt,AMBLS11_RS00105,AMBLS11_00105,Protein Homology,25535,26485,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947728.1,methionyl-tRNA formyltransferase,WP_014996777.1,"GO:0006431,GO:0004479,GO:0005737",cytoplasm|0005737||IEA,methionyl-tRNA formyltransferase activity|0004479||IEA,methionyl-tRNA aminoacylation|0006431||IEA,,AMBLS11_00105,2.1.2.9
NC_018692.1,def,def,AMBLS11_RS00110,AMBLS11_00110,Protein Homology,26494,27003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982132.1,peptide deformylase,WP_014977863.1,"GO:0036211,GO:0042586",,peptide deformylase activity|0042586||IEA,protein modification process|0036211||IEA,,AMBLS11_00110,3.5.1.88
NC_018692.1,AMBLS11_RS00115,,AMBLS11_RS00115,AMBLS11_00115,Protein Homology,27211,28293,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516545.1,LysM domain-containing protein,WP_232298335.1,,,,,,AMBLS11_00115,
NC_018692.1,dprA,dprA,AMBLS11_RS00120,AMBLS11_00120,Protein Homology,28333,29442,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947731.1,DNA-processing protein DprA,WP_014996779.1,GO:0009294,,,DNA-mediated transformation|0009294||IEA,,AMBLS11_00120,
NC_018692.1,AMBLS11_RS00125,,AMBLS11_RS00125,AMBLS11_00125,Protein Homology,29444,29920,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007107314.1,DUF494 family protein,WP_014947732.1,,,,,,AMBLS11_00125,
NC_018692.1,AMBLS11_RS00130,,AMBLS11_RS00130,AMBLS11_00130,Protein Homology,30006,30548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977866.1,type I DNA topoisomerase,WP_014975256.1,"GO:0006265,GO:0003677,GO:0003916,GO:0005694",chromosome|0005694||IEA,"DNA binding|0003677||IEA,DNA topoisomerase activity|0003916||IEA",DNA topological change|0006265||IEA,,AMBLS11_00130,5.6.2.1
NC_018692.1,AMBLS11_RS00135,,AMBLS11_RS00135,AMBLS11_00135,Protein Homology,30594,31199,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947734.1,L-threonylcarbamoyladenylate synthase,WP_014996780.1,"GO:0006400,GO:0061710",,L-threonylcarbamoyladenylate synthase|0061710||IEA,tRNA modification|0006400||IEA,,AMBLS11_00135,2.7.7.87
NC_018692.1,hemF,hemF,AMBLS11_RS00140,AMBLS11_00140,Protein Homology,31196,32128,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996781.1,oxygen-dependent coproporphyrinogen oxidase,WP_014996781.1,"GO:0006779,GO:0004109",,coproporphyrinogen oxidase activity|0004109||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,AMBLS11_00140,1.3.3.3
NC_018692.1,AMBLS11_RS00145,,AMBLS11_RS00145,AMBLS11_00145,Protein Homology,32362,33036,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516551.1,OmpW family outer membrane protein,WP_014996782.1,,,,,,AMBLS11_00145,
NC_018692.1,AMBLS11_RS00150,,AMBLS11_RS00150,AMBLS11_00150,Protein Homology,33161,33592,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977869.1,group II truncated hemoglobin,WP_014996783.1,,,,,,AMBLS11_00150,
NC_018692.1,aroE,aroE,AMBLS11_RS00155,AMBLS11_00155,Protein Homology,33591,34430,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516553.1,shikimate dehydrogenase,WP_014996784.1,"GO:0019632,GO:0004764",,shikimate 3-dehydrogenase (NADP+) activity|0004764||IEA,shikimate metabolic process|0019632||IEA,,AMBLS11_00155,1.1.1.25
NC_018692.1,AMBLS11_RS00160,,AMBLS11_RS00160,AMBLS11_00160,Protein Homology,34427,34969,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947739.1,gamma carbonic anhydrase family protein,WP_014996785.1,,,,,,AMBLS11_00160,
NC_018692.1,AMBLS11_RS00165,,AMBLS11_RS00165,AMBLS11_00165,Protein Homology,35314,36225,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996786.1,UDP-N-acetylglucosamine 2-epimerase,WP_014996786.1,,,,,,AMBLS11_00165,
NC_018692.1,AMBLS11_RS00185,,AMBLS11_RS00185,AMBLS11_00170,Protein Homology,42765,43295,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947741.1,acyloxyacyl hydrolase,WP_014996787.1,,,,,,AMBLS11_00170,
NC_018692.1,AMBLS11_RS00190,,AMBLS11_RS00190,AMBLS11_00175,Protein Homology,43432,44262,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975263.1,hypothetical protein,WP_014996788.1,,,,,,AMBLS11_00175,
NC_018692.1,AMBLS11_RS00195,,AMBLS11_RS00195,AMBLS11_00180,Protein Homology,44431,47520,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516560.1,error-prone DNA polymerase,WP_014996789.1,"GO:0006260,GO:0003887,GO:0008408",,"DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA",DNA replication|0006260||IEA,,AMBLS11_00180,2.7.7.7
NC_018692.1,AMBLS11_RS00200,,AMBLS11_RS00200,AMBLS11_00185,Protein Homology,47557,49044,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996790.1,DNA polymerase Y family protein,WP_014996790.1,,,,,,AMBLS11_00185,
NC_018692.1,AMBLS11_RS00205,,AMBLS11_RS00205,AMBLS11_00190,Protein Homology,49044,49793,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065854.1,recombinase RecA,WP_044556695.1,,,,,,AMBLS11_00190,
NC_018692.1,AMBLS11_RS00210,,AMBLS11_RS00210,AMBLS11_00195,Protein Homology,50041,50553,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947747.1,hypothetical protein,WP_014947747.1,,,,,,AMBLS11_00195,
NC_018692.1,AMBLS11_RS00215,,AMBLS11_RS00215,AMBLS11_00200,Protein Homology,50556,52307,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977880.1,DUF885 domain-containing protein,WP_014996792.1,,,,,,AMBLS11_00200,
NC_018692.1,AMBLS11_RS00220,,AMBLS11_RS00220,AMBLS11_00205,Protein Homology,52346,52681,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516565.1,DUF1820 family protein,WP_014996793.1,,,,,,AMBLS11_00205,
NC_018692.1,AMBLS11_RS00225,,AMBLS11_RS00225,AMBLS11_00210,Protein Homology,52870,54507,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996794.1,M28 family metallopeptidase,WP_014996794.1,,,,,,AMBLS11_00210,
NC_018692.1,slmA,slmA,AMBLS11_RS00230,AMBLS11_00215,Protein Homology,54748,55335,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996795.1,nucleoid occlusion factor SlmA,WP_014996795.1,"GO:0010974,GO:0003677",,DNA binding|0003677||IEA,negative regulation of division septum assembly|0010974||IEA,,AMBLS11_00215,
NC_018692.1,coaBC,coaBC,AMBLS11_RS00235,AMBLS11_00220,Protein Homology,55451,56680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947751.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,WP_014996796.1,"GO:0015937,GO:0015939,GO:0004632,GO:0004633",,"phosphopantothenate--cysteine ligase activity|0004632||IEA,phosphopantothenoylcysteine decarboxylase activity|0004633||IEA","coenzyme A biosynthetic process|0015937||IEA,pantothenate metabolic process|0015939||IEA",,AMBLS11_00220,"4.1.1.36,6.3.2.5"
NC_018692.1,radC,radC,AMBLS11_RS00240,AMBLS11_00225,Protein Homology,56890,57567,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947752.1,DNA repair protein RadC,WP_014996797.1,"GO:0006281,GO:0003677",,DNA binding|0003677||IEA,DNA repair|0006281||IEA,,AMBLS11_00225,
NC_018692.1,AMBLS11_RS00245,,AMBLS11_RS00245,AMBLS11_00230,Protein Homology,57660,58013,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977885.1,hypothetical protein,WP_014996798.1,,,,,,AMBLS11_00230,
NC_018692.1,AMBLS11_RS00250,,AMBLS11_RS00250,AMBLS11_00235,Protein Homology,58108,58797,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947754.1,YjbF family lipoprotein,WP_014996799.1,,,,,,AMBLS11_00235,
NC_018692.1,AMBLS11_RS00255,,AMBLS11_RS00255,AMBLS11_00240,Protein Homology,58797,59546,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996800.1,capsule biosynthesis GfcC family protein,WP_014996800.1,,,,,,AMBLS11_00240,
NC_018692.1,AMBLS11_RS00260,,AMBLS11_RS00260,AMBLS11_00245,Protein Homology,59543,61645,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996801.1,YjbH domain-containing protein,WP_014996801.1,,,,,,AMBLS11_00245,
NC_018692.1,rpmB,rpmB,AMBLS11_RS00265,AMBLS11_00250,Protein Homology,61986,62222,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018347033.1,50S ribosomal protein L28,WP_014947757.1,"GO:0006412,GO:0003735,GO:0000311,GO:0022625","plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,AMBLS11_00250,
NC_018692.1,rpmG,rpmG,AMBLS11_RS00270,AMBLS11_00255,Protein Homology,62234,62389,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011470150.1,50S ribosomal protein L33,WP_012516577.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,AMBLS11_00255,
NC_018692.1,AMBLS11_RS00275,,AMBLS11_RS00275,AMBLS11_00260,Protein Homology,62709,63173,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977888.1,hypothetical protein,WP_014996802.1,,,,,,AMBLS11_00260,
NC_018692.1,mutM,mutM,AMBLS11_RS00280,AMBLS11_00265,Protein Homology,63174,63983,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996803.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,WP_014996803.1,"GO:0006281,GO:0006284,GO:0003676,GO:0003684,GO:0003906,GO:0008270,GO:0008534,GO:0016799,GO:0019104",,"nucleic acid binding|0003676||IEA,damaged DNA binding|0003684||IEA,DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA,zinc ion binding|0008270||IEA,oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA,DNA N-glycosylase activity|0019104||IEA","DNA repair|0006281||IEA,base-excision repair|0006284||IEA",,AMBLS11_00265,"3.2.2.23,4.2.99.18"
NC_018692.1,coaD,coaD,AMBLS11_RS00285,AMBLS11_00270,Protein Homology,64002,64490,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996804.1,pantetheine-phosphate adenylyltransferase,WP_014996804.1,"GO:0015937,GO:0004595",,pantetheine-phosphate adenylyltransferase activity|0004595||IEA,coenzyme A biosynthetic process|0015937||IEA,,AMBLS11_00270,2.7.7.3
NC_018692.1,AMBLS11_RS00290,,AMBLS11_RS00290,AMBLS11_00275,Protein Homology,64602,65324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996805.1,3-deoxy-D-manno-octulosonic acid kinase,WP_044556877.1,GO:0016773,,phosphotransferase activity%2C alcohol group as acceptor|0016773||IEA,,,AMBLS11_00275,2.7.1.166
NC_018692.1,AMBLS11_RS00295,,AMBLS11_RS00295,AMBLS11_00280,Protein Homology,65816,66289,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977891.1,hypothetical protein,WP_014996806.1,,,,,,AMBLS11_00280,
NC_018692.1,AMBLS11_RS00300,,AMBLS11_RS00300,AMBLS11_00285,Protein Homology,66286,67461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996807.1,hypothetical protein,WP_014996807.1,,,,,,AMBLS11_00285,
NC_018692.1,AMBLS11_RS00305,,AMBLS11_RS00305,AMBLS11_00290,Protein Homology,67471,69915,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947764.1,EAL domain-containing protein,WP_014996808.1,,,,,,AMBLS11_00290,
NC_018692.1,AMBLS11_RS00310,,AMBLS11_RS00310,AMBLS11_00295,Protein Homology,70080,71276,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516586.1,glycine C-acetyltransferase,WP_014996809.1,"GO:0009058,GO:0008890,GO:0030170",,"glycine C-acetyltransferase activity|0008890||IEA,pyridoxal phosphate binding|0030170||IEA",biosynthetic process|0009058||IEA,,AMBLS11_00295,2.3.1.29
NC_018692.1,tdh,tdh,AMBLS11_RS00315,AMBLS11_00300,Protein Homology,71273,72298,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065862.1,L-threonine 3-dehydrogenase,WP_014996810.1,"GO:0006567,GO:0008743",,L-threonine 3-dehydrogenase activity|0008743||IEA,threonine catabolic process|0006567||IEA,,AMBLS11_00300,1.1.1.103
NC_018692.1,glpE,glpE,AMBLS11_RS00320,AMBLS11_00305,Protein Homology,72298,72609,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977895.1,thiosulfate sulfurtransferase GlpE,WP_014996811.1,GO:0004792,,thiosulfate sulfurtransferase activity|0004792||IEA,,,AMBLS11_00305,2.8.1.1
NC_018692.1,glpG,glpG,AMBLS11_RS00325,AMBLS11_00310,Protein Homology,72750,73616,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977896.1,rhomboid family intramembrane serine protease GlpG,WP_014996812.1,"GO:0019538,GO:0004252,GO:0005886",plasma membrane|0005886||IEA,serine-type endopeptidase activity|0004252||IEA,protein metabolic process|0019538||IEA,,AMBLS11_00310,3.4.21.105
NC_018692.1,AMBLS11_RS00330,,AMBLS11_RS00330,AMBLS11_00315,Protein Homology,73672,74085,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516590.1,flagellar basal body-associated protein FliL,WP_014996813.1,,,,,,AMBLS11_00315,
NC_018692.1,AMBLS11_RS00335,,AMBLS11_RS00335,AMBLS11_00320,Protein Homology,74234,74803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065863.1,chorismate lyase,WP_014996814.1,"GO:0006744,GO:0008813,GO:0005737",cytoplasm|0005737||IEA,chorismate lyase activity|0008813||IEA,ubiquinone biosynthetic process|0006744||IEA,,AMBLS11_00320,4.1.3.40
NC_018692.1,ubiA,ubiA,AMBLS11_RS00340,AMBLS11_00325,Protein Homology,74800,75657,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996815.1,4-hydroxybenzoate octaprenyltransferase,WP_014996815.1,"GO:0006744,GO:0008412",,4-hydroxybenzoate octaprenyltransferase activity|0008412||IEA,ubiquinone biosynthetic process|0006744||IEA,,AMBLS11_00325,2.5.1.39
NC_018692.1,AMBLS11_RS00345,,AMBLS11_RS00345,AMBLS11_00330,Protein Homology,75757,76008,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975278.1,accessory factor UbiK family protein,WP_014996816.1,,,,,,AMBLS11_00330,
NC_018692.1,rep,rep,AMBLS11_RS00350,AMBLS11_00335,Protein Homology,76121,78136,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947773.1,DNA helicase Rep,WP_014996817.1,"GO:0006310,GO:0003678",,DNA helicase activity|0003678||IEA,DNA recombination|0006310||IEA,,AMBLS11_00335,3.6.4.12
NC_018692.1,AMBLS11_RS00355,,AMBLS11_RS00355,AMBLS11_00340,Protein Homology,78181,80781,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516597.1,EAL domain-containing protein,WP_014996818.1,,,,,,AMBLS11_00340,
NC_018692.1,AMBLS11_RS00360,,AMBLS11_RS00360,AMBLS11_00345,Protein Homology,80887,81294,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996819.1,c-type cytochrome,WP_014996819.1,"GO:0009055,GO:0020037",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA",,,AMBLS11_00345,
NC_018692.1,AMBLS11_RS00370,,AMBLS11_RS00370,AMBLS11_00350,Protein Homology,81789,82418,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947778.1,hypothetical protein,WP_014996820.1,,,,,,AMBLS11_00350,
NC_018692.1,AMBLS11_RS00375,,AMBLS11_RS00375,AMBLS11_00355,Protein Homology,82555,82803,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947779.1,DUF2960 family protein,WP_012516628.1,,,,,,AMBLS11_00355,
NC_018692.1,AMBLS11_RS00380,,AMBLS11_RS00380,AMBLS11_00360,Protein Homology,83098,85329,-,,,COORDINATES: protein motif:HMM:NF021352.2,DUF2357 domain-containing protein,WP_014996821.1,,,,,,AMBLS11_00360,
NC_018692.1,AMBLS11_RS19635,,AMBLS11_RS19635,AMBLS11_00365,Protein Homology,85345,87279,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004586036.1,hypothetical protein,WP_014996822.1,,,,,,AMBLS11_00365,
NC_018692.1,dcm,dcm,AMBLS11_RS00390,AMBLS11_00370,Protein Homology,87276,88493,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008846051.1,DNA (cytosine-5-)-methyltransferase,WP_014996823.1,"GO:0006304,GO:0003886",,DNA (cytosine-5-)-methyltransferase activity|0003886||IEA,DNA modification|0006304||IEA,,AMBLS11_00370,2.1.1.37
NC_018692.1,AMBLS11_RS00395,,AMBLS11_RS00395,AMBLS11_00375,Protein Homology,88825,89310,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011758403.1,very short patch repair endonuclease,WP_014996824.1,,,,,,AMBLS11_00375,
NC_018692.1,AMBLS11_RS00400,,AMBLS11_RS00400,AMBLS11_00380,Protein Homology,89297,91411,-,,,COORDINATES: protein motif:HMM:NF024642.2,3'-5' exonuclease,WP_044556700.1,,,,,,AMBLS11_00380,
NC_018692.1,AMBLS11_RS00405,,AMBLS11_RS00405,AMBLS11_00385,GeneMarkS-2+,91448,92860,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_014996826.1,,,,,,AMBLS11_00385,
NC_018692.1,AMBLS11_RS00410,,AMBLS11_RS00410,AMBLS11_00390,Protein Homology,92864,94234,-,,,COORDINATES: protein motif:HMM:NF024642.2,AAA family ATPase,WP_014996827.1,,,,,,AMBLS11_00390,
NC_018692.1,AMBLS11_RS00415,,AMBLS11_RS00415,AMBLS11_00395,Protein Homology,94231,96030,-,,,COORDINATES: protein motif:HMM:NF038324.1,DUF1998 domain-containing protein,WP_014996828.1,,,,,,AMBLS11_00395,
NC_018692.1,AMBLS11_RS00420,,AMBLS11_RS00420,AMBLS11_00400,Protein Homology,96027,99164,-,,,COORDINATES: protein motif:HMM:NF012493.2,helicase-related protein,WP_014996829.1,,,,,,AMBLS11_00400,
NC_018692.1,AMBLS11_RS00425,,AMBLS11_RS00425,AMBLS11_00405,Protein Homology,99256,101832,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065892.1,DEAD/DEAH box helicase,WP_014996830.1,,,,,,AMBLS11_00405,3.6.4.-
NC_018692.1,AMBLS11_RS00430,,AMBLS11_RS00430,AMBLS11_00410,Protein Homology,101870,102472,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065893.1,class I SAM-dependent methyltransferase,WP_232298243.1,,,,,,AMBLS11_00410,2.1.-.-
NC_018692.1,AMBLS11_RS00435,,AMBLS11_RS00435,AMBLS11_00415,Protein Homology,102659,103723,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516649.1,HlyD family efflux transporter periplasmic adaptor subunit,WP_014996832.1,,,,,,AMBLS11_00415,
