gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX50_RS01630,,TX50_RS01630,PMM0314,Protein Homology,300941.0,301039.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131951.1,photosystem II reaction center protein T,WP_011131951.1,,,,,PMM0314,300941.0,301039.0,-,CK_Pro_MED4_00314,psbT,"GO:0015979,GO:0009523",CK_00003852,J.8,Photosystem II,,,,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center T protein,"PF01405,IPR001743","Photosystem II reaction centre T protein,Photosystem II PsbT",164,Energy metabolism / Photosynthesis
psbB,psbB,TX50_RS01635,PMM0315,Protein Homology,301064.0,302587.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806116.1,photosystem II chlorophyll-binding protein CP47,WP_011131952.1,"GO:0009772,GO:0015979,GO:0016168,GO:0045156,GO:0009523,GO:0016020","photosystem II|0009523||IEA,membrane|0016020||IEA","chlorophyll binding|0016168||IEA,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity|0045156||IEA","photosynthetic electron transport in photosystem II|0009772||IEA,photosynthesis|0015979||IEA",PMM0315,301064.0,302587.0,-,CK_Pro_MED4_00315,psbB,"GO:0019684,GO:0015979,GO:0016168,GO:0009769,GO:0009539,GO:0009523",CK_00000570,J.8,Photosystem II,"NOG05024,COG0767,bactNOG03733,cyaNOG00809","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis%2C light reaction,photosynthesis,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,photosynthesis%2C light harvesting in photosystem II,photosynthesis%2C light reaction,photosynthesis,chlorophyll binding,photosynthesis%2C light harvesting in photosystem II,photosystem II reaction center,photosystem II",photosystem II chlorophyll-binding protein CP47,"TIGR03039,PF00421,IPR017486,IPR000932","photosystem II chlorophyll-binding protein CP47,Photosystem II protein,Photosystem II CP47 reaction centre protein,Photosystem antenna protein-like",164,Energy metabolism / Photosynthesis
TX50_RS01640,,TX50_RS01640,PMM0316,Protein Homology,302812.0,303174.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375883.1,2Fe-2S iron-sulfur cluster-binding protein,WP_011131953.1,GO:0051536,,iron-sulfur cluster binding|0051536||IEA,,PMM0316,302812.0,303174.0,+,CK_Pro_MED4_00316,petF,"GO:0006810,GO:0022900,GO:0009055,GO:0046872,GO:0051536,GO:0051537",CK_00000571,"D.1.1,G.2,J.10","Iron,Electron transport,Soluble electron carriers","COG0633,NOG252634,NOG271856,bactNOG41452,bactNOG55117,cyaNOG03577","COG: METABOLISM [C] Energy production and conversion,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"transport,electron transport chain,transport,electron transport chain,electron transfer activity,metal ion binding,iron-sulfur cluster binding,2 iron%2C 2 sulfur cluster binding",2Fe-2S ferredoxin,"PF00111,PS51085,IPR001041,IPR012675","2Fe-2S iron-sulfur cluster binding domain,2Fe-2S ferredoxin-type iron-sulfur binding domain profile.,2Fe-2S ferredoxin-type iron-sulfur binding domain,Beta-grasp domain superfamily",112,Energy metabolism / Electron transport
psbM,psbM,TX50_RS01645,PMM0317,Protein Homology,303280.0,303432.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817804.1,photosystem II reaction center protein PsbM,WP_011131954.1,,,,,PMM0317,303280.0,303432.0,+,CK_Pro_MED4_00317,psbM,"GO:0015979,GO:0009523",CK_00002551,J.8,Photosystem II,"NOG09653,bactNOG78048,cyaNOG04605","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction center protein PsbM,"TIGR03038,PF05151,IPR007826","photosystem II reaction center protein PsbM,Photosystem II reaction centre M protein (PsbM),Photosystem II PsbM",164,Energy metabolism / Photosynthesis
prmC,prmC,TX50_RS01650,PMM0318,Protein Homology,303445.0,304314.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131955.1,peptide chain release factor N(5)-glutamine methyltransferase,WP_011131955.1,"GO:0006412,GO:0018364,GO:0008757",,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,"translation|0006412||IEA,peptidyl-glutamine methylation|0018364||IEA",PMM0318,303445.0,304314.0,+,CK_Pro_MED4_00318,prmC,"GO:0006412,GO:0018364,GO:0008757",CK_00000573,,,"COG2890,bactNOG05410,cyaNOG00965","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.297,peptide chain release factor N5-glutamine methyltransferase%3B N5-glutamine S-adenosyl-L-methionine dependent methyltransferase%3B N5-glutamine MTase%3B HemK%3B PrmC,"translation,peptidyl-glutamine methylation,translation,peptidyl-glutamine methylation,S-adenosylmethionine-dependent methyltransferase activity",protein-(glutamine-N5) methyltransferase%2C release factor-specific,"TIGR00536,TIGR03534,PF13659,PS00092,IPR004556,IPR019874,IPR002052","methyltransferase%2C HemK family,protein-(glutamine-N5) methyltransferase%2C release factor-specific,Description not found.,N-6 Adenine-specific DNA methylases signature.,Methyltransferase HemK-like,Protein-(glutamine-N5) methyltransferase%2C release factor-specific,DNA methylase%2C N-6 adenine-specific%2C conserved site",703,Unknown function / Enzymes of unknown specificity
TX50_RS01655,,TX50_RS01655,PMM0319,Protein Homology,304335.0,304919.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131956.1,L-threonylcarbamoyladenylate synthase,WP_011131956.1,"GO:0000166,GO:0003725,GO:0005524,GO:0061710",,"nucleotide binding|0000166||IEA,double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA,L-threonylcarbamoyladenylate synthase|0061710||IEA",,PMM0319,304335.0,304919.0,+,CK_Pro_MED4_00319,tsaC,"GO:0070526,GO:0006364,GO:0006450,GO:0008033,GO:0042254,GO:0000049,GO:0003725,GO:0005524,GO:0016779,GO:0000166,GO:0003723,GO:0016740",CK_00000574,K.3,tRNA and rRNA base modification,"COG0009,bactNOG98829,bactNOG02645,bactNOG99534,cyaNOG02794,cyaNOG02891","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA threonylcarbamoyladenosine modification,rRNA processing,regulation of translational fidelity,tRNA processing,ribosome biogenesis,tRNA binding,double-stranded RNA binding,ATP binding,nucleotidyltransferase activity,nucleotide binding,RNA binding,transferase activity",L-threonylcarbamoyladenylate synthase,"PF01300,PS51163,IPR006070","Telomere recombination,YrdC-like domain profile.,YrdC-like domain",168,Protein synthesis / tRNA and rRNA base modification
minE,minE,TX50_RS01665,PMM0320,Protein Homology,305233.0,305553.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131957.1,cell division topological specificity factor MinE,WP_011131957.1,"GO:0032955,GO:0051301",,,"regulation of division septum assembly|0032955||IEA,cell division|0051301||IEA",PMM0320,305233.0,305553.0,-,CK_Pro_MED4_00320,minE,"GO:0000917,GO:0043093",CK_00000575,D.2,Cell division,"COG0851,bactNOG43889,bactNOG51027,bactNOG39115,cyaNOG03929","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis",cell division topological specificity factor MinE,"TIGR01215,PF03776,IPR005527","cell division topological specificity factor MinE,Septum formation topological specificity factor MinE,Cell division topological specificity factor MinE",93,Cellular processes / Cell division
minD,minD,TX50_RS01670,PMM0321,Protein Homology,305556.0,306371.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474809.1,septum site-determining protein MinD,WP_011131958.1,"GO:0000918,GO:0016887",,ATP hydrolysis activity|0016887||IEA,division septum site selection|0000918||IEA,PMM0321,305556.0,306371.0,-,CK_Pro_MED4_00321,minD,"GO:0000917,GO:0043093,GO:0016887",CK_00000576,D.2,Cell division,"COG2894,bactNOG05716,bactNOG02885,cyaNOG00815","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,ATPase activity",septum site-determining protein MinD,"TIGR01968,PF01656,IPR002586,IPR010223","septum site-determining protein MinD,CobQ/CobB/MinD/ParA nucleotide binding domain,CobQ/CobB/MinD/ParA nucleotide binding domain,ATP binding protein MinD%2C bacterial-type",93,Cellular processes / Cell division
TX50_RS01675,,TX50_RS01675,PMM0322,Protein Homology,306489.0,307151.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131959.1,septum site-determining protein MinC,WP_011131959.1,GO:0000902,,,cell morphogenesis|0000902||IEA,PMM0322,306489.0,307151.0,-,CK_Pro_MED4_00322,minC,"GO:0000917,GO:0043093,GO:0004857",CK_00000577,D.2,Cell division,"COG0850,bactNOG38184,bactNOG27920,bactNOG41656,bactNOG17188,cyaNOG00588","COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning",,,"division septum assembly,FtsZ-dependent cytokinesis,division septum assembly,FtsZ-dependent cytokinesis,enzyme inhibitor activity",septum formation inhibitor,"PF03775,IPR005526","Septum formation inhibitor MinC%2C C-terminal domain,Septum formation inhibitor MinC%2C C-terminal",93,Cellular processes / Cell division
TX50_RS01680,,TX50_RS01680,PMM0323,Protein Homology,307152.0,308411.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131960.1,HD domain-containing protein,WP_011131960.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,PMM0323,307152.0,308411.0,-,CK_Pro_MED4_00323,PMM0323,"GO:0008081,GO:0046872",CK_00000578,R.2,Conserved hypothetical proteins,"COG1078,bactNOG04981,cyaNOG02175","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"phosphoric diester hydrolase activity,metal ion binding",HD domain-containing protein,"PF01966,IPR006674","HD domain,HD domain",156,Hypothetical proteins / Conserved
ctpZ,ctpZ,TX50_RS01685,PMM0324,Protein Homology,308446.0,309735.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131961.1,carboxyl-terminal processing protease CtpZ,WP_011131961.1,,,,,PMM0324,308446.0,309735.0,-,CK_Pro_MED4_00324,ctp,"GO:0006508,GO:0019132",CK_00008110,"L.2,L.4","Protein modification and repair,Degradation of proteins%2C peptides%2C and glycopeptides","COG0793,bactNOG55909,bactNOG03447,cyaNOG05618","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.21.-,,"proteolysis,proteolysis,obsolete C-terminal processing peptidase activity",carboxy-terminal processing peptidase,"TIGR00225,PF03572,PS50106,IPR005151,IPR001478,IPR004447","C-terminal processing peptidase,Peptidase family S41,PDZ domain profile.,Tail specific protease,PDZ domain,C-terminal-processing peptidase S41A","138,140","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Protein fate / Protein modification and repair"
petB,petB,TX50_RS01690,PMM0325,Protein Homology,309806.0,310462.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011128825.1,cytochrome b6,WP_011131962.1,,,,,PMM0325,309806.0,310462.0,+,CK_Pro_MED4_00325,petB,"GO:0009767,GO:0022900,GO:0045158,GO:0009512",CK_00000579,J.3,Cytochrome b6/f complex,"COG1290,bactNOG05294,cyaNOG06334,cyaNOG00104","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.10.9.1,Transferred to 7.1.1.6,"photosynthetic electron transport chain,electron transport chain,photosynthetic electron transport chain,electron transport chain,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity,photosynthetic electron transport chain,electron transport chain,electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II activity,cytochrome b6f complex",cytochrome b6,"PF13631,PS51002,IPR005797","Cytochrome b(N-terminal)/b6/petB,Cytochrome b/b6 N-terminal region profile.,Cytochrome b/b6%2C N-terminal","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
petD,petD,TX50_RS01695,PMM0326,Protein Homology,310505.0,310987.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244080.1,cytochrome b6-f complex subunit IV,WP_011131963.1,"GO:0009767,GO:0045156,GO:0042651",thylakoid membrane|0042651||IEA,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity|0045156||IEA,photosynthetic electron transport chain|0009767||IEA,PMM0326,310505.0,310987.0,+,CK_Pro_MED4_00326,petD,"GO:0009767,GO:0022900,GO:0009055,GO:0009512",CK_00000580,J.3,Cytochrome b6/f complex,"COG1290,bactNOG09840,bactNOG93164,cyaNOG00486","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.10.9.1,Transferred to 7.1.1.6,"photosynthetic electron transport chain,electron transport chain,photosynthetic electron transport chain,electron transport chain,electron transfer activity,photosynthetic electron transport chain,electron transport chain,electron transfer activity,cytochrome b6f complex",cytochrome b6/f complex subunit 4,"TIGR01156,PF00032,PS51003,IPR005870,IPR005798","cytb6/f complex subunit IV,Cytochrome b(C-terminal)/b6/petD,Cytochrome b/b6 C-terminal region profile.,Cytochrome b6/f complex%2C subunit IV,Cytochrome b/b6%2C C-terminal","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
TX50_RS01700,,TX50_RS01700,PMM0327,Protein Homology,310994.0,312430.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806691.1,glycoside hydrolase 100 family protein,WP_011131964.1,,,,,PMM0327,310994.0,312430.0,-,CK_Pro_MED4_00327,invA,GO:0010131,CK_00000581,G.8, Glycogen and sugar metabolism,"NOG04872,COG2987,bactNOG14355,bactNOG24746,cyaNOG00634,cyaNOG02282","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.2.1.26,beta-fructofuranosidase%3B invertase%3B saccharase%3B glucosucrase%3B beta-h-fructosidase%3B beta-fructosidase%3B invertin%3B sucrase%3B maxinvert L 1000%3B fructosylinvertase%3B alkaline invertase%3B acid invertase,obsolete sucrose catabolic process%2C using invertase or sucrose synthase,alkaline and neutral invertase,"PF12899,IPR024746","Alkaline and neutral invertase,Glycosyl hydrolase family 100",144,Transport and binding proteins / Carbohydrates%2C organic alcohols%2C and acids
TX50_RS01730,,TX50_RS01730,PMM0328,Protein Homology,318175.0,319053.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007120.1,DNA-formamidopyrimidine glycosylase,WP_011131965.1,,,,,PMM0328,318175.0,319053.0,-,CK_Pro_MED4_00328,mutM,"GO:0006281,GO:0008534,GO:0003906",CK_00000582,F.1.1,Base excision repair,"COG0266,bactNOG04458,cyaNOG01292","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair","3.2.2.23,4.2.99.18","DNA-formamidopyrimidine glycosylase%3B Fapy-DNA glycosylase%3B deoxyribonucleate glycosidase%3B 2%2C6-diamino-4-hydroxy-5N-formamidopyrimidine-DNA glycosylase%3B 2%2C6-diamino-4-hydroxy-5(N-methyl)formamidopyrimidine-DNA glycosylase%3B formamidopyrimidine-DNA glycosylase%3B DNA-formamidopyrimidine glycosidase%3B Fpg protein,Transferred to 4.2.99.18","DNA repair,DNA repair,oxidized purine nucleobase lesion DNA N-glycosylase activity,DNA-(apurinic or apyrimidinic site) endonuclease activity",formamidopyrimidine-DNA glycolase,"TIGR00577,PF06831,PF06827,PF01149,PS01242,PS51068,PS51066,IPR015887,IPR015886,IPR012319,IPR000214,IPR010663,IPR000191","DNA-formamidopyrimidine glycosylase,Formamidopyrimidine-DNA glycosylase H2TH domain,Zinc finger found in FPG and IleRS,Formamidopyrimidine-DNA glycosylase N-terminal domain,Zinc finger FPG-type signature.,Formamidopyrimidine-DNA glycosylase catalytic domain profile.,Zinc finger FPG-type profile.,DNA glycosylase/AP lyase%2C zinc finger domain%2C DNA-binding site,DNA glycosylase/AP lyase%2C H2TH DNA-binding,Formamidopyrimidine-DNA glycosylase%2C catalytic domain,Zinc finger%2C DNA glycosylase/AP lyase-type,Zinc finger%2C FPG/IleRS-type,Description not found.",132,DNA metabolism / DNA replication%2C recombination%2C and repair
TX50_RS01735,,TX50_RS01735,PMM0329,Protein Homology,319058.0,319267.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131966.1,photosystem I reaction center subunit IV,WP_011131966.1,,,,,PMM0329,319058.0,319267.0,-,CK_Pro_MED4_00329,psaE,"GO:0015979,GO:0016168,GO:0009538,GO:0009522,GO:0042651",CK_00000137,J.7,Photosystem I,"NOG08807,bactNOG43419,cyaNOG03796","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"photosynthesis,photosynthesis,chlorophyll binding,photosynthesis,chlorophyll binding,photosystem I reaction center,photosystem I,thylakoid membrane",photosystem I reaction centre subunit IV,"PF02427,IPR003375","Photosystem I reaction centre subunit IV / PsaE,Photosystem I PsaE%2C reaction centre subunit IV",164,Energy metabolism / Photosynthesis
TX50_RS01740,,TX50_RS01740,PMM0330,Protein Homology,319348.0,320109.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131967.1,LysM peptidoglycan-binding domain-containing protein,WP_011131967.1,,,,,PMM0330,319348.0,320109.0,-,CK_Pro_MED4_00330,PMM0330,,CK_00040676,C.3,Surface polysaccharides and lipopolysaccharides,"COG0739,COG1388,bactNOG36546,cyaNOG05985","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,,LysM domain-containing protein,"PF01476,PS51782,IPR018392,IPR036779","LysM domain,LysM domain profile.,LysM domain,LysM domain superfamily",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides
TX50_RS01745,,TX50_RS01745,PMM0331,Protein Homology,320182.0,321573.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131968.1,aldehyde dehydrogenase family protein,WP_011131968.1,,,,,PMM0331,320182.0,321573.0,-,CK_Pro_MED4_00331,ALDH,"GO:0006081,GO:0006950,GO:0008152,GO:0055114,GO:0004030,GO:0004029,GO:0016491,GO:0016620,GO:0009501,GO:0009507",CK_00000138,"D.1.7,G.4,G.6","Trace metals,Glycolysis/gluconeogenesis,Pyruvate and acetyl-CoA metabolism","COG1012,bactNOG00059,bactNOG00852,cyaNOG00369","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.2.1.3,aldehyde dehydrogenase (NAD+)%3B CoA-independent aldehyde dehydrogenase%3B m-methylbenzaldehyde dehydrogenase%3B NAD-aldehyde dehydrogenase%3B NAD-dependent 4-hydroxynonenal dehydrogenase%3B NAD-dependent aldehyde dehydrogenase%3B NAD-linked aldehyde dehydrogenase%3B propionaldehyde dehydrogenase%3B aldehyde dehydrogenase (NAD),"cellular aldehyde metabolic process,response to stress,metabolic process,oxidation-reduction process,cellular aldehyde metabolic process,response to stress,metabolic process,oxidation-reduction process,aldehyde dehydrogenase [NAD(P)+] activity,aldehyde dehydrogenase (NAD+) activity,oxidoreductase activity,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,cellular aldehyde metabolic process,response to stress,metabolic process,oxidation-reduction process,aldehyde dehydrogenase [NAD(P)+] activity,aldehyde dehydrogenase (NAD+) activity,oxidoreductase activity,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor,amyloplast,chloroplast",aldehyde dehydrogenase (NAD+),"PF00171,PS00687,IPR015590,IPR029510,IPR016162,IPR016161,IPR016163","Aldehyde dehydrogenase family,Aldehyde dehydrogenases glutamic acid active site.,Aldehyde dehydrogenase domain,Aldehyde dehydrogenase%2C glutamic acid active site,Aldehyde dehydrogenase%2C N-terminal,Aldehyde/histidinol dehydrogenase,Aldehyde dehydrogenase%2C C-terminal","116,118","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Pyruvate dehydrogenase"
TX50_RS01750,,TX50_RS01750,PMM0332,Protein Homology,321783.0,322274.0,+,,,COORDINATES: protein motif:HMM:NF013827.5,rhomboid family intramembrane serine protease,WP_225866781.1,"GO:0004252,GO:0016020",membrane|0016020||IEA,serine-type endopeptidase activity|0004252||IEA,,PMM0332,321681.0,322274.0,+,CK_Pro_MED4_00332,glpG,,CK_00009154,,,"COG0705,cyaNOG02662","COG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved membrane protein,"PF01694,IPR022764","Rhomboid family,Peptidase S54%2C rhomboid domain",,
TX50_RS01755,,TX50_RS01755,PMM0333,Protein Homology,322362.0,323249.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805912.1,GNAT family N-acetyltransferase,WP_011131970.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,PMM0333,322362.0,323249.0,+,CK_Pro_MED4_00333,rimI,GO:0008080,CK_00001405,,,"COG0454,bactNOG93051,bactNOG02449,cyaNOG02984","COG: KR,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,N-acetyltransferase activity,acetyltransferase family protein,"PF00583,PS51186,IPR000182","Acetyltransferase (GNAT) family,Gcn5-related N-acetyltransferase (GNAT) domain profile.,GNAT domain",703,Unknown function / Enzymes of unknown specificity
TX50_RS01760,,TX50_RS01760,PMM0334,Protein Homology,323345.0,323599.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131971.1,DUF3104 domain-containing protein,WP_011131971.1,,,,,PMM0334,323345.0,323599.0,-,CK_Pro_MED4_00334,PMM0334,,CK_00035937,R.2,Conserved hypothetical proteins,"NOG124702,bactNOG80858,cyaNOG08930","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF3104),"PF11302,IPR021453","Protein of unknown function (DUF3104),Protein of unknown function DUF3104",156,Hypothetical proteins / Conserved
TX50_RS01765,,TX50_RS01765,PMM0335,Protein Homology,324602.0,325036.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817826.1,hypothetical protein,WP_011131972.1,,,,,PMM0335,324602.0,325036.0,+,CK_Pro_MED4_00335,PMM0335,,CK_00046930,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
TX50_RS01770,,TX50_RS01770,PMM0336,Protein Homology,325033.0,325542.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131973.1,alternative oxidase,WP_011131973.1,GO:0009916,,alternative oxidase activity|0009916||IEA,,PMM0336,325033.0,325542.0,-,CK_Pro_MED4_00336,PTOX,"GO:0055114,GO:0009916",CK_00003367,"D.1.2,J.9","Light,Respiratory terminal oxidases","NOG150154,bactNOG07085,cyaNOG00845","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,alternative oxidase activity",plastoquinol terminal oxidase,"PF01786,IPR002680","Alternative oxidase,Alternative oxidase","149,164","Cellular processes / Adaptations to atypical conditions,Energy metabolism / Photosynthesis"
