seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_CP006882.1,ftsY,ftsY,Syncc8109_RS00055,Syncc8109_0012,Protein Homology,12190.0,13704.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851221.1,signal recognition particle-docking protein FtsY,WP_006851221.1,"GO:0006614,GO:0009306,GO:0003924,GO:0005047",,"GTPase activity|0003924||IEA,signal recognition particle binding|0005047||IEA","SRP-dependent cotranslational protein targeting to membrane|0006614||IEA,protein secretion|0009306||IEA",Syncc8109_0012,12190.0,13704.0,+,CK_Syn_WH8109_00012,ftsY,"GO:0009306,GO:0006614,GO:0006184,GO:0003924,GO:0005047,GO:0005525",CK_00000356,L.1,Protein and peptide secretion and trafficking,"COG0552,bactNOG01692,cyaNOG00560","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"Description not found.,Description not found.,Description not found.,protein secretion,SRP-dependent cotranslational protein targeting to membrane,obsolete GTP catabolic process,Description not found.,Description not found.,Description not found.",signal recognition particle-docking protein FtsY,"TIGR00064,PF00448,PF02881,PS00300,IPR000897,IPR013822,IPR004390","signal recognition particle-docking protein FtsY,SRP54-type protein%2C GTPase domain,SRP54-type protein%2C helical bundle domain,SRP54-type proteins GTP-binding domain signature.,Signal recognition particle%2C SRP54 subunit%2C GTPase domain,Signal recognition particle SRP54%2C helical bundle,Signal-recognition particle receptor FtsY",97,Protein fate / Protein and peptide secretion and trafficking,,
NZ_CP006882.1,Syncc8109_RS00060,,Syncc8109_RS00060,Syncc8109_0013,Protein Homology,13740.0,15152.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363056.1,PP2C family protein-serine/threonine phosphatase,WP_025361978.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,Syncc8109_0013,13809.0,15152.0,+,CK_Syn_WH8109_00013,rsbU,"GO:0004721,GO:0004647",CK_00000355,O.2,Phosphotransferase systems (PTS),"COG2208,COG4231,bactNOG28480,bactNOG05232,bactNOG24914,bactNOG25290,bactNOG07199,cyaNOG00349","COG: TK,COG: METABOLISM [C] Energy production and conversion,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",3.1.3.3,Description not found.,"Description not found.,Description not found.",phosphoserine phosphatase RsbU/P,"PF07228,IPR001932,IPR029016","Stage II sporulation protein E (SpoIIE),PPM-type phosphatase domain,GAF-like domain superfamily",700,Signal transduction / PTS,,3.1.3.16
NZ_CP006882.1,argH,argH,Syncc8109_RS00065,Syncc8109_0014,Protein Homology,15181.0,16599.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011363057.1,argininosuccinate lyase,WP_025361979.1,"GO:0042450,GO:0004056",,argininosuccinate lyase activity|0004056||IEA,arginine biosynthetic process via ornithine|0042450||IEA,Syncc8109_0014,15181.0,16599.0,+,CK_Syn_WH8109_00014,argH,"GO:0042450,GO:0004056",CK_00000354,A.3,Glutamate family (Arg%2C Gln%2C Glu%2C Pro),"COG0165,bactNOG00740,cyaNOG02059","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.3.2.1,Description not found.,"Description not found.,arginine biosynthetic process via ornithine,Description not found.",argininosuccinate lyase,"TIGR00838,PF14698,PF00206,PS00163,IPR020557,IPR009049,IPR029419,IPR022761","argininosuccinate lyase,Argininosuccinate lyase C-terminal,Lyase,Fumarate lyases signature.,Fumarate lyase%2C conserved site,Argininosuccinate lyase,Argininosuccinate lyase%2C C-terminal,Fumarate lyase%2C N-terminal",73,Amino acid biosynthesis / Glutamate family,,4.3.2.1
NZ_CP006882.1,Syncc8109_RS00070,,Syncc8109_RS00070,Syncc8109_0015,Protein Homology,16726.0,17298.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850942.1,RNA-binding protein,WP_006850942.1,,,,,Syncc8109_0015,16726.0,17298.0,+,CK_Syn_WH8109_00015,,GO:0003676,CK_00008100,N.2,RNA interactions,"COG0724,bactNOG37496,cyaNOG05206,cyaNOG03294","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,Description not found.,RNA-binding domain RNP-1 (RNA recognition motif) containing protein,"PF00076,PS50102,IPR000504","RNA recognition motif. (a.k.a. RRM%2C RBD%2C or RNP domain),Eukaryotic RNA Recognition Motif (RRM) profile.,RNA recognition motif domain",262,Regulatory functions / RNA interactions,,
NZ_CP006882.1,dusA,dusA,Syncc8109_RS00075,Syncc8109_0016,Protein Homology,17312.0,18307.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788539.1,tRNA dihydrouridine(20/20a) synthase DusA,WP_006851969.1,"GO:0002943,GO:0017150,GO:0050660",,"tRNA dihydrouridine synthase activity|0017150||IEA,flavin adenine dinucleotide binding|0050660||IEA",tRNA dihydrouridine synthesis|0002943||IEA,Syncc8109_0016,17312.0,18307.0,-,CK_Syn_WH8109_00016,dusA,"GO:0008033,GO:0055114,GO:0002943,GO:0017150,GO:0050660",CK_00000353,K.3,tRNA and rRNA base modification,"COG0042,bactNOG00177,cyaNOG00450","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"tRNA processing,Description not found.,Description not found.,tRNA processing,oxidation-reduction process,tRNA dihydrouridine synthesis,Description not found.,Description not found.",tRNA dihydrouridine synthase,"PF01207,PS01136,IPR001269,IPR018517,IPR004653,IPR013785","Dihydrouridine synthase (Dus),Uncharacterized protein family UPF0034 signature.,tRNA-dihydrouridine synthase,tRNA-dihydrouridine synthase%2C conserved site,tRNA-dihydrouridine(20/20a) synthase,Aldolase-type TIM barrel",168,Protein synthesis / tRNA and rRNA base modification,,"1.3.1.-,1.3.1.91"
NZ_CP006882.1,msrB,msrB,Syncc8109_RS00080,Syncc8109_0017,Protein Homology,18348.0,18851.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006851432.1,peptide-methionine (R)-S-oxide reductase MsrB,WP_006851432.1,"GO:0006979,GO:0030091,GO:0033743",,peptide-methionine (R)-S-oxide reductase activity|0033743||IEA,"response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",Syncc8109_0017,18348.0,18851.0,+,CK_Syn_WH8109_00017,msrB,"GO:0055114,GO:0033743",CK_00000040,"D.1.7,L.2","Trace metals,Protein modification and repair","COG0229,bactNOG24089,bactNOG24659,bactNOG20112,bactNOG64357,cyaNOG02600","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.4.12,Description not found.,"oxidation-reduction process,oxidation-reduction process,Description not found.",peptide methionine-R-sulfoxide reductase,"TIGR00357,PF01641,IPR002579,IPR011057","methionine-R-sulfoxide reductase,SelR domain,Peptide methionine sulphoxide reductase MrsB,Mss4-like superfamily","140,149","Protein fate / Protein modification and repair,Cellular processes / Adaptations to atypical conditions",,1.8.4.12
NZ_CP006882.1,Syncc8109_RS00085,,Syncc8109_RS00085,Syncc8109_0018,Protein Homology,18823.0,20091.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006852102.1,NAD(P)/FAD-dependent oxidoreductase,WP_006852102.1,,,,,Syncc8109_0018,18823.0,20091.0,+,CK_Syn_WH8109_00018,,"GO:0055114,GO:0050662,GO:0016491",CK_00000352,R.2,Conserved hypothetical proteins,"COG2081,bactNOG05046,cyaNOG00744","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,Description not found.,oxidoreductase activity",flavoprotein%2C HI0933 family,"TIGR00275,PF03486,IPR004792,IPR023753","flavoprotein%2C HI0933 family,HI0933-like protein,3-Dehydro-bile acid delta(4%2C6)-reductase-like,FAD/NAD(P)-binding domain",156,Hypothetical proteins / Conserved,,
NZ_CP006882.1,Syncc8109_RS00095,,Syncc8109_RS00095,Syncc8109_0020,GeneMarkS-2+,20455.0,20805.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_006850157.1,,,,,Syncc8109_0020,20455.0,20805.0,-,CK_Syn_WH8109_00020,pilB,,CK_00001687,"C.4,D.1.9,D.5","Surface structures, Other,Chemotaxis and motility","COG2804,bactNOG00489,bactNOG00911,cyaNOG00826","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: U,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,type II secretory pathway%2C ATPase PulE/Tfp pilus assembly pathway%2C ATPase PilB,,,"188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures",,
NZ_CP006882.1,Syncc8109_RS00100,,Syncc8109_RS00100,Syncc8109_0021,Protein Homology,20828.0,20980.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850866.1,hypothetical protein,WP_006850866.1,,,,,Syncc8109_0021,20828.0,20980.0,-,CK_Syn_WH8109_00021,pilB,,CK_00001687,"C.4,D.1.9,D.5","Surface structures, Other,Chemotaxis and motility","COG2804,bactNOG00489,bactNOG00911,cyaNOG00826","COG: NU,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: U,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,type II secretory pathway%2C ATPase PulE/Tfp pilus assembly pathway%2C ATPase PilB,,,"188,91","Cellular processes / Chemotaxis and motility,Cell envelope / Surface structures",,
NZ_CP006882.1,grpE,grpE,Syncc8109_RS00105,Syncc8109_0022,Protein Homology,21071.0,21748.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006850867.1,nucleotide exchange factor GrpE,WP_006850867.1,,,,,Syncc8109_0022,21071.0,21748.0,+,CK_Syn_WH8109_00022,grpE,"GO:0006457,GO:0051082,GO:0000774,GO:0042803,GO:0051087",CK_00000351,"D.1.6,D.1.9,D.4,K.5,L.3","Temperature, Other,Chaperones,Other,Protein folding and stabilization","COG0576,bactNOG36629,cyaNOG02683","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"Description not found.,protein folding,Description not found.,Description not found.,Description not found.,Description not found.",chaperone protein GrpE,"PF01025,PS01071,IPR000740","GrpE,grpE protein signature.,GrpE nucleotide exchange factor","136,95","Protein synthesis / Other,Protein fate / Protein folding and stabilization",,
