Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
A5GLF8,SynWH7803_1347,11,11,0.000856846,0.000487879,0.000506919,0.000797968,0.000581156,0.000546788,0.000741481,0.000916156,0.000570435,0.001292899,0.000616078,0.000612389,0.000952555,0.000608531,0.000602311,0.000968862,0.000725511,0.00063736,0.000617215,0.000641971,0.00074269,0.000840455,0.000721132,0.000777244,0.317210236,1.040109259,0.257480374,1.20329372,0.196582723,0.858025821,0.340366882,0.924789274,Glutamine synthetase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=glnAI PE=3 SV=1,0.0567350852299654,0.2669888425683656,-0.2209070307661239,-0.1128034297874669,SynWH7803_1347,locus_tag:KEGG
A5GKW2,SynWH7803_1151,11,11,0.003504216,0.003463361,0.002747625,0.003742669,0.003590002,0.003022735,0.002729044,0.003250791,0.002486696,0.002638219,0.003221728,0.002025778,0.003057361,0.002818568,0.003321798,0.003097102,0.002530324,0.002818801,0.003238401,0.003451802,0.002822177,0.002628575,0.003065909,0.002815409,0.020550629,1.065897035,0.073460409,0.871472387,0.23337828,1.166376876,0.359034737,1.071078195,Phosphoribulokinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=prk PE=3 SV=1,0.0920680813715418,-0.1984731422624908,0.2220340229163582,0.09906380914575,SynWH7803_1151,locus_tag:KEGG
A5GJN1,SynWH7803_0720,11,11,0.001646659,0.001168075,0.001575865,0.00170241,0.001047896,0.001556234,0.001582945,0.000765418,0.001190171,0.001595057,0.001189254,0.001760058,0.001672723,0.001558503,0.001708741,0.001472231,0.001030947,0.00125005,0.001463533,0.001435513,0.001179511,0.00151479,0.001646656,0.001251076,0.318813871,0.980854795,0.061711694,0.805934366,0.200108303,1.087052573,0.083209586,0.825907471,Dihydroorotase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=pyrC PE=3 SV=1,-0.0278885181153875,-0.3112657421166302,0.120421714948727,-0.2759479338320773,SynWH7803_0720,locus_tag:KEGG
A5GJS5,SynWH7803_0764,10,10,0.000644141,0.000132555,0.000448691,0.000527868,0.000161632,0.000308624,0.00162267,0.000158995,0.000367775,0.000516814,0.000140061,0.000375931,0.000641322,0.000119827,0.000275042,0.000528823,0.000211479,0.001372482,0.000408462,0.000332708,0.00071648,0.000344268,0.000345397,0.000704261,0.144119505,0.8145372,0.228421806,1.754089627,0.49394916,1.003278125,0.187981083,2.045674535,Gamma-glutamyl phosphate reductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=proA PE=3 SV=1,-0.295947506596993,0.8107224656417694,0.0047215999048875,1.0325766318419234,SynWH7803_0764,locus_tag:KEGG
P27288,SynWH7803_0479,10,10,0.033987386,0.016509293,0.010289956,0.033657941,0.021837698,0.011491686,0.051205796,0.02496843,0.02952302,0.021535177,0.013355789,0.006670947,0.026268034,0.010986203,0.004003243,0.040584981,0.022673031,0.019320575,0.020262212,0.022329109,0.035232415,0.013853971,0.013752494,0.027526195,0.172892721,1.102007458,0.022748386,1.738823768,0.485173022,0.992675193,0.020482003,1.98688123,R-phycocyanin alpha chain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpcA PE=3 SV=3,0.1401339875961906,0.7981117210767934,-0.0106063550825513,0.9905056350378728,SynWH7803_0479,locus_tag:KEGG
A5GLZ6,SynWH7803_1535,10,10,0.001215104,0.000913117,0.00087139,0.001409792,0.001025948,0.000677408,0.002144979,0.001382948,0.000993771,0.00108793,0.000815795,0.000768637,0.001247264,0.000828633,0.001177266,0.001799346,0.001110859,0.002119156,0.000999871,0.001037716,0.001507233,0.000890787,0.001084388,0.001676454,0.389680354,1.037850182,0.081132848,1.507427784,0.117890525,1.217336221,0.06235349,1.881990799,ATP-dependent Clp protease ATP-binding subunit clpA homolog OS=Synechococcus sp. (strain WH7803) OX=32051 GN=clpA PE=3 SV=1,0.0535981996829208,0.5920888889176438,0.2837276868496962,0.9122595747882776,SynWH7803_1535,locus_tag:KEGG
A5GJN9,SynWH7803_0728,10,10,0.000862665,0.000898345,0.000644824,0.000845352,0.000774313,0.000743139,0.00111618,0.000930956,0.001208822,0.000789493,0.000618361,0.001067853,0.000679168,0.001286068,0.0012528,0.000806246,0.001146762,0.00115605,0.000801945,0.000787601,0.001085319,0.000825236,0.001072678,0.001036353,0.421982591,0.982114519,0.103675924,1.353359625,0.194556889,1.299844721,0.158877352,1.255826116,Predicted flavoprotein related to choline dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0728 PE=4 SV=1,-0.0260368357643525,0.4365452541439802,0.3783392896972591,0.3286367198417475,SynWH7803_0728,locus_tag:KEGG
A5GPD2,SynWH7803_2371,10,10,0.014504495,0.02699071,0.018702257,0.016657091,0.02434974,0.018821053,0.014261649,0.019934464,0.020029387,0.013399965,0.022238964,0.027328304,0.009902087,0.018631191,0.024234629,0.011250024,0.022893242,0.014602002,0.020065821,0.019942628,0.018075167,0.020989078,0.017589302,0.016248423,0.468705625,0.993860563,0.260030595,0.900793792,0.001053491,0.838021684,0.182313384,0.774137045,50S ribosomal protein L7/L12 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplL PE=3 SV=1,-0.0088846366403646,-0.1507312100554494,-0.2549405204203361,-0.3693391065018627,SynWH7803_2371,locus_tag:KEGG
P96486,SynWH7803_0678,10,10,0.000965476,0.000688133,0.000787924,0.001065276,0.000926912,0.000773773,0.000697061,0.000444896,0.001002741,0.001726327,0.000963019,0.000465296,0.001155438,0.000777749,0.000472026,0.00074823,0.00046925,0.001005264,0.000813845,0.000921987,0.000714899,0.001051547,0.000801738,0.000740914,0.138655466,1.132878605,0.296529542,0.878422306,0.139572948,0.76243614,0.279764745,0.704594446,Ribulose bisphosphate carboxylase large chain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cbbL PE=3 SV=1,0.1799932756795155,-0.1870134053586956,-0.3913115892766455,-0.5051349921235141,SynWH7803_0678,locus_tag:KEGG
A5GJL7,SynWH7803_0706,9,9,0.002018031,0.003499194,0.00099261,0.001887262,0.002750748,0.001124617,0.003485999,0.002238264,0.007811962,0.001333867,0.001146334,0.002933952,0.001076575,0.001026577,0.001884267,0.002016515,0.005578134,0.00491023,0.002169945,0.001920876,0.004512075,0.001804718,0.00132914,0.004168293,0.220293771,0.885218647,0.213858812,2.079350165,0.121231465,0.736480689,0.08228404,2.309665004,Glutathione reductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gor PE=3 SV=1,-0.1758942532704861,1.0561327301876458,-0.4412803975273696,1.2076836169594474,SynWH7803_0706,locus_tag:KEGG
A5GJ26,SynWH7803_0515,9,9,0.000423364,0.000497146,0.000449342,0.000763464,0.000652171,0.000617951,0.000843062,0.00078409,0.001204645,0.000680983,0.00048193,0.000349937,0.000563813,0.0003821,0.000570817,0.001310168,0.000673263,0.001513851,0.000456617,0.000677862,0.000943932,0.000504283,0.000505577,0.001165761,0.032715728,1.48452963,0.036476367,2.067227843,0.495840347,1.002564301,0.071489193,2.311717957,30S ribosomal protein S1 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpsA PE=4 SV=1,0.5700058886276742,1.0476974065916065,0.0036947691080182,1.2089653914118563,SynWH7803_0515,locus_tag:KEGG
A5GP81,SynWH7803_2320,9,8,0.000513242,0.000277132,0.00048491,0.000392904,0.000213578,0.000495788,0.000884112,0.000312214,0.000568379,0.000515708,0.000293746,0.00086906,0.000376666,0.000184,0.000912533,0.000671545,0.000398138,0.001194549,0.000425095,0.000367424,0.000588235,0.000559505,0.000491066,0.000754744,0.134167331,0.864333644,0.129916425,1.38377512,0.175042052,0.877679822,0.04991497,1.348949743,Dipeptidyl aminopeptidase/acylaminoacyl-peptidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2320 PE=4 SV=1,-0.2103397759832704,0.4686095068319287,-0.188233354963549,0.4318365996758763,SynWH7803_2320,locus_tag:KEGG
A5GJ92,SynWH7803_0581,9,9,0.000903493,0.00122408,0.001160237,0.001123301,0.001227088,0.001158564,0.001077291,0.001779304,0.001326194,0.001157422,0.001590694,0.000894663,0.000922591,0.001944238,0.000937599,0.001228023,0.00157638,0.001071051,0.001095937,0.001169651,0.001394263,0.001214259,0.001268143,0.001291818,0.209606984,1.067261615,0.07295931,1.272211263,0.390611932,1.044375459,0.1474719,1.063873203,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0581 PE=4 SV=1,0.0939138635100931,0.3473382639984602,0.0626404623469092,0.0893262144633277,SynWH7803_0581,locus_tag:KEGG
A5GPB7,SynWH7803_2356,9,9,0.000293931,0.000228469,0.00064179,0.00032951,0.000301114,0.00042622,0.00027815,0.000494423,0.000512521,0.000257234,0.000200759,0.000506863,0.000275625,0.000250279,0.000600564,0.00025398,0.000390885,0.000543769,0.000388064,0.000352281,0.000428365,0.000321618,0.000375489,0.000396211,0.365411951,0.907792585,0.382139252,1.103851853,0.066277206,1.167499796,0.166502741,1.231929183,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2356 PE=4 SV=1,-0.1395653907351711,0.1425465622574741,0.2234222978494433,0.3009193256178953,SynWH7803_2356,locus_tag:KEGG
A5GLD9,SynWH7803_1328,9,9,0.001691227,0.002738175,0.002516398,0.001528889,0.002939928,0.002414875,0.001941355,0.002777422,0.002899628,0.001566816,0.003019513,0.002984514,0.001493819,0.002714522,0.003317757,0.002089551,0.002482448,0.002912334,0.002315267,0.002294564,0.002539468,0.002523614,0.002508699,0.002494778,0.4355397,0.99105806,0.077273671,1.096836008,0.471773358,0.994089923,0.466832003,0.988573351,Elongation factor Ts OS=Synechococcus sp. (strain WH7803) OX=32051 GN=tsf PE=3 SV=1,-0.0129585163651547,0.1333478392041691,-0.0085517344495135,-0.0165800786568342,SynWH7803_1328,locus_tag:KEGG
A5GNL0,SynWH7803_2099,9,9,0.00064881,0.000692154,0.000773907,0.000741908,0.000805402,0.000786198,0.000689151,0.000751762,0.000781333,0.000732278,0.000892571,0.000731904,0.000686935,0.000956441,0.000834494,0.000726614,0.000656598,0.000818216,0.000704957,0.000777836,0.000740749,0.000785584,0.000825957,0.000733809,0.070986607,1.103380553,0.071622059,1.050771509,0.229118277,1.051391901,0.321592816,0.934093657,Delta-aminolevulinic acid dehydratase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=hemB PE=3 SV=1,0.1419304584151635,0.0714489883576342,0.0723005268094349,-0.098360885728246,SynWH7803_2099,locus_tag:KEGG
