RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
fig.6666666.52381.peg.1079,SY28_RS05395,Unknown function,Enzymes of unknown specificity,,amidohydrolase,,4,C,4,H,39.43537584,24.99832793,19.2663311,27.90001162
fig.6666666.52381.peg.1080,SY28_RS05400,Unknown function,Enzymes of unknown specificity,,chorismate synthase,,0,,3,G,44.83753979,42.53127432,62.57899321,49.98260244
fig.6666666.52381.peg.1081,SY28_RS05405,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via SEPHCHC,O-succinylbenzoate synthase MenC,menC,0,,2,F,103.9497673,102.4996087,79.2309296,95.22676855
fig.6666666.52381.peg.1082,SY28_RS05410,Unknown function,Enzymes of unknown specificity,,PLP-dependent carboxylase,,0,,3,G,25.58612327,26.1881367,25.34430319,25.70618772
fig.6666666.52381.peg.1084,SY28_RS05420,Transport and binding proteins,Cations and iron carrying compounds,,potassium transporter KefC,,0,,3,G,14.40460083,27.82682822,16.29013179,19.50718695
fig.6666666.52381.peg.1085,SY28_RS05430,Unknown function,General,,hypothetical protein,,0,,3,G,127.2134251,80.70225825,100.1659513,102.6938782
fig.6666666.52381.peg.1087,SY28_RS05445,Unknown function,General,,domain-containing protein,,0,,3,G,41.2672595,26.95942774,25.84262739,31.35643821
fig.6666666.52381.peg.1088,SY28_RS05450,Carbohydrate metabolism,Citrate cycle (TCA cycle),TCA cycle,succinyl-CoA synthetase beta subunit SucC,sucC,3,A,3,G,888.1901248,916.3953631,633.7433345,812.7762741
fig.6666666.52381.peg.1089,SY28_RS05455,Carbohydrate metabolism,Citrate cycle (TCA cycle),TCA cycle,succinyl-CoA synthetase alpha subunit SucD,sucD,3,A,4,H,408.9389334,444.410255,280.0423782,377.7971889
fig.6666666.52381.peg.109,SY28_RS00545,Intracellular trafficking_ assembly_ and processing,Peptidases,,M20 family peptidase,,4,C,3,G,123.6661494,59.13394825,47.47946912,76.75985561
fig.6666666.52381.peg.1091,SY28_RS05460,Intracellular trafficking_ assembly_ and processing,Peptidases,,M50 family peptidase,,4,C,3,G,23.39519795,19.96915159,31.31821475,24.89418809
fig.6666666.52381.peg.1092,SY28_RS05465,Intracellular trafficking_ assembly_ and processing,Peptidases,,M50 family peptidase,,4,C,1,E,35.67027053,34.71740146,41.04243013,37.14336737
fig.6666666.52381.peg.1093,SY28_RS05470,Intracellular trafficking_ assembly_ and processing,Peptidases,,M23 family peptidase,,4,C,3,G,522.7279514,346.0440091,378.5502332,415.7740646
fig.6666666.52381.peg.1094,SY28_RS05475,Transcription,Transcription factors,Rho-dependent termination,transcription termination factor Rho,rho,4,C,1,E,444.7873328,418.4506205,441.3188113,434.8522548
fig.6666666.52381.peg.1095,SY28_RS05480,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate cycle_ non-oxidative phase,transaldolase TalA,talA,4,C,1,E,624.1780898,536.5061773,584.9647528,581.8830066
fig.6666666.52381.peg.1096,SY28_RS05485,Translation,Transfer RNA biogenesis,tRNA aminoacylation,isoleucyl-tRNA synthetase IleS,ileS,4,C,3,G,121.519084,120.9395496,112.3318751,118.2635029
fig.6666666.52381.peg.1097,SY28_RS05490,Unknown function,General,,hypothetical protein,,4,C,3,G,30.65455203,68.95427457,34.92308679,44.84397113
fig.6666666.52381.peg.1098,SY28_RS05495,Intracellular trafficking_ assembly_ and processing,Peptidases,,Xaa-Pro aminopeptidase PepP,pepP,4,C,2,F,124.1957306,130.4124229,121.0260378,125.2113971
fig.6666666.52381.peg.1099,SY28_RS14710,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,,lytic transglycolase RlpA,rlpA,4,C,3,G,65.15080948,37.74393485,53.18959437,52.0281129
fig.6666666.52381.peg.11,SY28_RS00055,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis via alpha-aminoadipate (AAA pathway),bifunctional N-acetyl-gamma-glutamyl-phosphate/LysW-gamma-L-alpha-aminoadipyl-6-phosphate reductase LysY,lysY,0,,2,F,327.7157224,293.8166197,279.4055777,300.3126399
fig.6666666.52381.peg.110,SY28_RS00550,Signal transduction,Two-component systems,,two component signal transduction system LuxR family response regulator,,0,,4,H,122.2290929,103.732917,110.0037414,111.9885838
fig.6666666.52381.peg.1100,SY28_RS05505,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,deoxyribonuclease IV Nfo,nfo,0,,3,G,39.67649907,36.19798992,65.84233703,47.23894201
fig.6666666.52381.peg.1102,SY28_RS05515,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock proteins,HSP20 family protein,,0,,3,G,96.12882352,60.93390648,83.36416575,80.14229859
fig.6666666.52381.peg.1103,SY28_RS05520,Nucleic acid metabolism,Pyrimidine metabolism,,thimidine kinase Tdk,tdk,2,B,2,F,75.08051368,76.09866887,150.3684976,100.5158934
fig.6666666.52381.peg.1104,SY28_RS05525,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L31 RpmE,rpmE,2,B,2,F,1969.53798,1778.884808,2534.416461,2094.27975
fig.6666666.52381.peg.1105,SY28_RS05530,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,phenylalanine and tyrosine biosynthesis from chorismate,chorismate mutatase II AroH,aroH,2,B,2,F,106.0471056,52.50475427,138.2559138,98.93592456
fig.6666666.52381.peg.1106,SY28_RS05535,Translation,Transfer RNA biogenesis,tRNA aminoacylation,methionyl-tRNA synthetase MetG,metG,0,,4,H,109.3150241,72.89467823,67.20167715,83.1371265
fig.6666666.52381.peg.1107,SY28_RS05540,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate cycle_ non-oxidative phase,ribose 5-phosphate isomerase RpiA,rpiA,0,,2,F,97.8148676,101.9205721,99.44527008,99.72690326
fig.6666666.52381.peg.1108,SY28_RS05545,Defense and invasion systems,Detoxification and inactivation,resistance to reactive oxygen species (ROS),peroxiredoxin,bcp,3,A,4,H,139.8918414,244.8125759,146.0352478,176.9132217
fig.6666666.52381.peg.1109,SY28_RS05550,Unknown function,Enzymes of unknown specificity,,adenosine monophosphate-protein transferase,,0,,4,H,21.19332123,11.67666218,15.92702474,16.26566938
fig.6666666.52381.peg.111,SY28_RS00555,Transport and binding proteins,Unknown substrate,,DMT superfamily transporter,,2,B,2,F,17.55719889,9.724110981,74.80121317,34.02750768
fig.6666666.52381.peg.1111,SY28_RS05556,Unknown function,General,,hypothetical protein,,2,B,2,F,20.56134792,45.88528028,57.67365208,41.37342676
fig.6666666.52381.peg.1112,SY28_RS05560,Amino acid metabolism,Arginine and proline metabolism,proline biosynthesis,pyrroline-5-carboxylate reductase ProC,proC,2,B,2,F,63.4611274,46.48560757,25.89963399,45.28212299
fig.6666666.52381.peg.1113,SY28_RS05565,Translation,tRNA and rRNA base modification,tRNA N6-threonylcarbamoyladenosine modification,tRNA threonylcarbamoyl adenosine modification protein YeaZ,yeaZ,2,B,4,H,41.89416389,82.99080049,41.7747745,55.55324629
fig.6666666.52381.peg.1114,SY28_RS05570,Translation,tRNA and rRNA base modification,16S rRNA modification factors,16S rRNA (guanine1207-N2)-methyltransferase RsmC,rsmC,2,B,1,E,168.7119823,89.25449853,157.948594,138.6383583
fig.6666666.52381.peg.1116,SY28_RS05575,Transcription,Transcription factors,,RNA polymerase primary sigma factor RpoD,rpoD,4,C,2,F,587.0657827,304.959054,306.2761362,399.4336576
fig.6666666.52381.peg.1117,SY28_RS05576,Unknown function,General,,hypothetical protein,,2,B,2,F,99.68327858,75.82344765,95.77561546,90.42744723
fig.6666666.52381.peg.1118,SY28_RS05580,Unknown function,General,,hypothetical protein,,2,B,3,G,703.4579162,716.2516991,869.6566853,763.1221002
fig.6666666.52381.peg.1119,SY28_RS05585,Unknown function,General,,hypothetical protein,,1,D,3,G,340.5514243,366.6331569,569.1855101,425.4566971
fig.6666666.52381.peg.1120,SY28_RS05590,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,cysteine desulfuration protein SufE,sufE,1,D,3,G,252.8053379,408.7913493,539.7077145,400.4348006
fig.6666666.52381.peg.1122,SY28_RS05605,Carbohydrate metabolism,Pyruvate metabolism,,acylphosphatase AcyP,acyP,0,,2,F,67.17202859,56.29748462,107.5314052,77.00030614
fig.6666666.52381.peg.1123,SY28_RS05610,Unknown function,General,ribosome-binding GTPase,GTP-binding protein HflX,hflX,4,C,4,H,217.7789503,94.48810473,79.81275838,130.6932711
fig.6666666.52381.peg.1124,SY28_RS05615,Unknown function,Enzymes of unknown specificity,,HAD superfamily hydrolase,,2,B,2,F,127.4376818,61.17187494,172.7599044,120.4564871
fig.6666666.52381.peg.1125,SY28_RS05620,Unknown function,General,,hypothetical protein,,0,,2,F,90.4698007,48.30876067,94.62649819,77.80168652
fig.6666666.52381.peg.1128,SY28_RS05630,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins_ inhibitors of FtsZ assembly,cell division initiation protein DivIVA,divIVA,2,B,2,F,85.29765574,27.48803548,72.79743303,61.86104142
fig.6666666.52381.peg.1129,SY28_RS05635,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,inositol uptake system,ABC-type myo-inositol uptake system substrate-binding component InoE,inoE,0,,2,F,1.799680343,56.83172505,28.52991352,29.05377297
fig.6666666.52381.peg.113,SY28_RS00565,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,,short-chain Z-isoprenyl diphosphate synthase UppS1,uppS1,0,,2,F,53.78176626,66.81506955,91.88193675,70.82625752
fig.6666666.52381.peg.1135,SY28_RS05665,Carbohydrate metabolism,Inositol phosphate metabolism,myo-inositol degradation,5-dehydro-2-deoxygluconokinase IolC,iolC,0,,2,F,12.30023924,19.83184562,17.40840975,16.5134982
fig.6666666.52381.peg.1138,SY28_RS05680,Carbohydrate metabolism,Inositol phosphate metabolism,myo-inositol degradation,5-deoxy-glucuronate isomerase IolB,iolB,0,,2,F,1.974679272,18.54885922,12.18438082,10.90263977
fig.6666666.52381.peg.1139,SY28_RS05685,Regulatory functions,DNA interactions,myo-inositol degradation,DeoR family transcriptional regulator of myo-inositol degradation,,0,,2,F,23.38397976,13.98561847,8.946038108,15.43854545
fig.6666666.52381.peg.1140,SY28_RS05690,Unknown function,Enzymes of unknown specificity,,PLP-dependent protein modulating 2-ketobutyrate and CoA availability YggS,yggS,2,B,3,G,50.24034793,10.23018159,79.03943152,46.50332034
fig.6666666.52381.peg.1141,SY28_RS05695,Nucleic acid metabolism,General,deoxynucleoside degradation,purine-nucleoside phosphorylase PunA,punA,0,,1,E,71.0004082,101.9202259,68.70333681,80.54132365
fig.6666666.52381.peg.1142,SY28_RS05700,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase beta' subunit RpoC,rpoC,4,C,3,G,740.656032,434.1564505,456.5301756,543.780886
fig.6666666.52381.peg.1143,SY28_RS05705,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase beta subunit RpoB,rpoB,1,D,2,F,2484.1439,3136.18972,7039.534383,4219.956001
fig.6666666.52381.peg.1144,SY28_RS05710,Translation,Transfer RNA biogenesis,tRNA aminoacylation,seryl-tRNA synthetase SerS,serS,0,,2,F,65.50885951,66.42750638,76.04161825,69.32599471
fig.6666666.52381.peg.1145,SY28_RS05715,Translation,Aminoacyl-tRNA biosynthesis,GatABC aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase complex,bifunctional aspartyl-tRNA(Asn) / glutamyl-tRNA(Gln) amidotransferase subunit GatC,gatC,4,C,2,F,271.1653073,120.1432337,120.3273037,170.5452816
fig.6666666.52381.peg.1147,SY28_RS05720,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis,O-acetylhomoserine (thiol)-lyase MetY,metY,4,C,2,F,408.0593742,17.27304625,19.46462703,148.2656825
fig.6666666.52381.peg.1148,SY28_RS05725,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis from homoserine,homoserine O-acetyltransferase MetX,metX,4,C,2,F,249.2811737,2.373296717,3.118153757,84.92420805
fig.6666666.52381.peg.1149,SY28_RS05730,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,glycine cleavage system GcvHLPT,decarboxylating glycine dehydrogenase GcvP,gcvP,4,C,2,F,178.4917753,133.2130521,121.2963446,144.333724
fig.6666666.52381.peg.1150,SY28_RS05731,Mobile and extrachromosomal element functions,Selfish genetic elements,,transposase,,4,C,1,E,212.5215402,104.3188479,100.214323,139.0182371
fig.6666666.52381.peg.1151,SY28_RS05735,Unknown function,General,,hypothetical protein,,0,,2,F,41.40868485,56.45130854,42.35290991,46.73763443
fig.6666666.52381.peg.1152,SY28_RS05740,Defense and invasion systems,Restriction-modification systems,restriction enzyme system_ type I,type I site-specific restriction-modification system specificity subunit HsdS,hsdS,0,,2,F,29.42344455,72.63352163,76.16973046,59.40889888
fig.6666666.52381.peg.1153,SY28_RS05745,Unknown function,General,,hypothetical protein,,1,D,2,F,38.12823614,52.25255235,95.83280624,62.07119825
fig.6666666.52381.peg.1154,SY28_RS05750,Defense and invasion systems,Restriction-modification systems,restriction enzyme system_ type I,type I site-specific restriction-modification system DNA methyltransferase subunit HsdM,hsdM,0,,2,F,81.89970384,98.24065855,62.94073986,81.02703408
fig.6666666.52381.peg.1156,SY28_RS05760,Unknown function,General,,hypothetical protein,,0,,2,F,36.32694562,25.23729389,16.96251808,26.17558587
fig.6666666.52381.peg.116,SY28_RS00590,Intracellular trafficking_ assembly_ and processing,Peptidases,intramolecular chaperones,serine protease,,0,,2,F,18.15131855,3.414718532,19.41426766,13.66010158
