original_rast_id,genbank_id,assembly_coordinates
fig|226.6.peg.99,MIT1002_0099 ,contig00001_103495_104289 
fig|226.6.peg.100,MIT1002_0100 ,contig00001_104315_105214 
fig|226.6.peg.101,MIT1002_0101 ,contig00001_105214_106653 
fig|226.6.peg.102,MIT1002_0102 ,contig00001_107460_106753 
fig|226.6.peg.104,MIT1002_0104 ,contig00001_108182_107439 
fig|226.6.peg.105,MIT1002_0105 ,contig00001_109777_108209 
fig|226.6.peg.106,MIT1002_0106 ,contig00001_112768_109862 
fig|226.6.peg.107,MIT1002_0107 ,contig00001_113310_114467 
fig|226.6.peg.108,MIT1002_0108 ,contig00001_114470_114751 
fig|226.6.peg.109,MIT1002_0109 ,contig00001_114763_116151 
fig|226.6.peg.110,MIT1002_0110 ,contig00001_116337_116759 
fig|226.6.peg.111,MIT1002_0111 ,contig00001_116918_118828 
fig|226.6.peg.112,MIT1002_0112 ,contig00001_120020_118872 
fig|226.6.peg.113,MIT1002_0113 ,contig00001_120320_121762 
fig|226.6.peg.114,MIT1002_0114 ,contig00001_121777_122325 
fig|226.6.peg.115,MIT1002_0115 ,contig00001_122359_123243 
fig|226.6.peg.116,MIT1002_0116 ,contig00001_124682_123261 
fig|226.6.peg.117,MIT1002_0117 ,contig00001_124921_126279 
fig|226.6.peg.118,MIT1002_0118 ,contig00001_126569_127609 
fig|226.6.peg.119,MIT1002_0119 ,contig00001_127750_128619 
fig|226.6.peg.120,MIT1002_0120 ,contig00001_128622_130454 
fig|226.6.peg.121,MIT1002_0121 ,contig00001_130729_131715 
fig|226.6.peg.122,MIT1002_0122 ,contig00001_131885_132862 
fig|226.6.peg.123,MIT1002_0123 ,contig00001_132882_134807 
fig|226.6.peg.124,MIT1002_0124 ,contig00001_134912_135988 
fig|226.6.peg.125,MIT1002_0125 ,contig00001_137010_136012 
fig|226.6.peg.126,MIT1002_0126 ,contig00001_137001_137117 
fig|226.6.peg.127,MIT1002_0127 ,contig00001_137359_138756 
fig|226.6.peg.128,MIT1002_0128 ,contig00001_139768_138884 
fig|226.6.peg.129,MIT1002_0129 ,contig00001_140083_141093 
fig|226.6.peg.130,MIT1002_0130 ,contig00001_141252_141368 
fig|226.6.peg.131,MIT1002_0131 ,contig00001_142049_144118 
fig|226.6.peg.132,MIT1002_0132 ,contig00001_144304_145596 
fig|226.6.peg.133,MIT1002_0133 ,contig00001_146238_145672 
fig|226.6.peg.134,MIT1002_0134 ,contig00001_146788_146261 
fig|226.6.peg.135,MIT1002_0135 ,contig00001_147249_147482 
fig|226.6.peg.136,MIT1002_0136 ,contig00001_147526_148089 
fig|226.6.peg.137,MIT1002_0137 ,contig00001_148220_148666 
fig|226.6.peg.138,MIT1002_0138 ,contig00001_148740_149174 
fig|226.6.peg.139,MIT1002_0139 ,contig00001_150113_149184 
fig|226.6.peg.140,MIT1002_0140 ,contig00001_150259_150675 
fig|226.6.peg.141,MIT1002_0141 ,contig00001_150802_151479 
fig|226.6.peg.142,MIT1002_0142 ,contig00001_151602_152657 
fig|226.6.peg.143,MIT1002_0143 ,contig00001_152908_153927 
fig|226.6.peg.144,MIT1002_0144 ,contig00001_155345_153969 
fig|226.6.peg.145,MIT1002_0145 ,contig00001_155696_156193 
fig|226.6.peg.146,MIT1002_0146 ,contig00001_156190_157029 
fig|226.6.peg.147,MIT1002_0147 ,contig00001_157019_157540 
fig|226.6.peg.148,MIT1002_0148 ,contig00001_157889_157698 
fig|226.6.peg.149,MIT1002_0149 ,contig00001_158729_158091 
fig|226.6.peg.150,MIT1002_0150 ,contig00001_160486_159353 
fig|226.6.peg.151,MIT1002_0151 ,contig00001_160476_160622 
fig|226.6.peg.152,MIT1002_0152 ,contig00001_161568_164171 
fig|226.6.peg.153,MIT1002_0153 ,contig00001_164218_165054 
fig|226.6.peg.154,MIT1002_0154 ,contig00001_165083_166696 
fig|226.6.peg.155,MIT1002_0155 ,contig00001_166724_166957 
fig|226.6.peg.156,MIT1002_0156 ,contig00001_167855_167058 
fig|226.6.peg.157,MIT1002_0157 ,contig00001_168844_167918 
fig|226.6.peg.158,MIT1002_0158 ,contig00001_169386_168940 
fig|226.6.peg.159,MIT1002_0159 ,contig00001_170114_169488 
fig|226.6.peg.160,MIT1002_0160 ,contig00001_170205_172613 
fig|226.6.peg.161,MIT1002_0161 ,contig00001_172654_174051 
fig|226.6.peg.162,MIT1002_0162 ,contig00001_174620_174198 
fig|226.6.peg.163,MIT1002_0163 ,contig00001_175125_174949 
fig|226.6.peg.164,MIT1002_0164 ,contig00001_175243_176025 
fig|226.6.peg.165,MIT1002_0165 ,contig00001_178298_176181 
fig|226.6.peg.166,MIT1002_0166 ,contig00001_178738_178370 
fig|226.6.peg.167,MIT1002_0167 ,contig00001_180128_178848 
fig|226.6.peg.168,MIT1002_0168 ,contig00001_180284_180889 
fig|226.6.peg.169,MIT1002_0169 ,contig00001_181218_182798 
fig|226.6.peg.170,MIT1002_0170 ,contig00001_182795_183931 
fig|226.6.peg.171,MIT1002_0171 ,contig00001_183942_184055 
fig|226.6.peg.172,MIT1002_0172 ,contig00001_184288_186123 
fig|226.6.peg.173,MIT1002_0173 ,contig00001_186113_187702 
fig|226.6.peg.174,MIT1002_0174 ,contig00001_189290_187722 
fig|226.6.peg.175,MIT1002_0175 ,contig00001_190293_189292 
fig|226.6.peg.176,MIT1002_0176 ,contig00001_191670_190312 
fig|226.6.peg.177,MIT1002_0177 ,contig00001_191876_193138 
fig|226.6.peg.178,MIT1002_0178 ,contig00001_193151_195703 
fig|226.6.peg.179,MIT1002_0179 ,contig00001_195936_197423 
fig|226.6.peg.180,MIT1002_0180 ,contig00001_199440_197557 
fig|226.6.peg.181,MIT1002_0181 ,contig00001_202522_199577 
fig|226.6.peg.182,MIT1002_0182 ,contig00001_205270_202589 
fig|226.6.peg.183,MIT1002_0183 ,contig00001_205665_206660 
fig|226.6.peg.184,MIT1002_0184 ,contig00001_209146_206783 
fig|226.6.peg.185,MIT1002_0185 ,contig00001_211226_209499 
fig|226.6.peg.186,MIT1002_0186 ,contig00001_213309_211243 
fig|226.6.peg.187,MIT1002_0187 ,contig00001_214178_213426 
fig|226.6.peg.188,MIT1002_0188 ,contig00001_214278_215027 
fig|226.6.peg.189,MIT1002_0189 ,contig00001_215382_216335 
fig|226.6.peg.190,MIT1002_0190 ,contig00001_216345_217352 
fig|226.6.peg.191,MIT1002_0191 ,contig00001_217359_218363 
fig|226.6.peg.192,MIT1002_0192 ,contig00001_218363_219742 
fig|226.6.peg.193,MIT1002_0193 ,contig00001_219787_220188 
fig|226.6.peg.194,MIT1002_0194 ,contig00001_220341_221423 
fig|226.6.peg.195,MIT1002_0195 ,contig00001_221511_223016 
fig|226.6.peg.196,MIT1002_0196 ,contig00001_223173_224744 
fig|226.6.peg.197,MIT1002_0197 ,contig00001_226199_224874 
fig|226.6.peg.198,MIT1002_0198 ,contig00001_227002_226199 
fig|226.6.peg.199,MIT1002_0199 ,contig00001_226970_227101 
fig|226.6.peg.200,MIT1002_0200 ,contig00001_227512_227225 
fig|226.6.peg.201,MIT1002_0201 ,contig00001_227759_228160 
fig|226.6.peg.202,MIT1002_0202 ,contig00001_228172_228399 
fig|226.6.peg.203,MIT1002_0203 ,contig00001_228426_228878 
fig|226.6.peg.204,MIT1002_0204 ,contig00001_229338_232523 
fig|226.6.peg.205,MIT1002_0205 ,contig00001_232537_233625 
fig|226.6.peg.206,MIT1002_0206 ,contig00001_233722_235767 
fig|226.6.peg.207,MIT1002_0207 ,contig00001_235781_236911 
fig|226.6.peg.208,MIT1002_0208 ,contig00001_238319_236889 
fig|226.6.peg.209,MIT1002_0209 ,contig00001_239005_238316 
fig|226.6.peg.210,MIT1002_0210 ,contig00001_239295_240407 
fig|226.6.peg.211,MIT1002_0211 ,contig00001_241079_240429 
fig|226.6.peg.212,MIT1002_0212 ,contig00001_241197_241772 
fig|226.6.peg.213,MIT1002_0213 ,contig00001_241765_242262 
fig|226.6.peg.214,MIT1002_0214 ,contig00001_242276_243277 
fig|226.6.peg.215,MIT1002_0215 ,contig00001_243658_244002 
fig|226.6.peg.216,MIT1002_0216 ,contig00001_244118_245503 
fig|226.6.peg.217,MIT1002_0217 ,contig00001_246826_245630 
fig|226.6.peg.218,MIT1002_0218 ,contig00001_247365_246928 
fig|226.6.peg.219,MIT1002_0219 ,contig00001_247819_247355 
fig|226.6.peg.220,MIT1002_0220 ,contig00001_248282_247809 
fig|226.6.peg.221,MIT1002_0221 ,contig00001_248782_248318 
fig|226.6.peg.222,MIT1002_0222 ,contig00001_248944_249777 
fig|226.6.peg.223,MIT1002_0223 ,contig00001_250046_251137 
fig|226.6.peg.224,MIT1002_0224 ,contig00001_251161_251784 
fig|226.6.peg.225,MIT1002_0225 ,contig00001_252989_251847 
fig|226.6.peg.226,MIT1002_0226 ,contig00001_253098_254495 
fig|226.6.peg.227,MIT1002_0227 ,contig00001_254565_255047 
fig|226.6.peg.228,MIT1002_0228 ,contig00001_255133_256482 
fig|226.6.peg.229,MIT1002_0229 ,contig00001_256577_258436 
fig|226.6.peg.230,MIT1002_0230 ,contig00001_258438_259373 
fig|226.6.peg.231,MIT1002_0231 ,contig00001_259452_259700 
fig|226.6.peg.232,MIT1002_0232 ,contig00001_259718_261007 
fig|226.6.peg.233,MIT1002_0233 ,contig00001_261075_262226 
fig|226.6.peg.234,MIT1002_0234 ,contig00001_262232_263113 
fig|226.6.peg.235,MIT1002_0235 ,contig00001_263408_265009 
fig|226.6.peg.236,MIT1002_0236 ,contig00001_265222_266301 
fig|226.6.peg.237,MIT1002_0237 ,contig00001_266395_266796 
fig|226.6.peg.238,MIT1002_0238 ,contig00001_266939_267823 
fig|226.6.peg.239,MIT1002_0239 ,contig00001_267975_269615 
fig|226.6.peg.240,MIT1002_0240 ,contig00001_269648_271078 
fig|226.6.peg.241,MIT1002_0241 ,contig00001_271330_271163 
fig|226.6.peg.242,MIT1002_0242 ,contig00001_271687_272439 
fig|226.6.peg.243,MIT1002_0243 ,contig00001_272779_273678 
fig|226.6.peg.244,MIT1002_0244 ,contig00001_273678_274691 
fig|226.6.peg.245,MIT1002_0245 ,contig00001_274929_275489 
fig|226.6.peg.246,MIT1002_0246 ,contig00001_275489_276148 
fig|226.6.peg.247,MIT1002_0247 ,contig00001_276305_276138 
fig|226.6.peg.248,MIT1002_0248 ,contig00001_277347_276439 
fig|226.6.peg.249,MIT1002_0249 ,contig00001_278547_277375 
fig|226.6.peg.250,MIT1002_0250 ,contig00001_278833_279801 
fig|226.6.peg.251,MIT1002_0251 ,contig00001_280478_279903 
fig|226.6.peg.252,MIT1002_0252 ,contig00001_282266_280581 
fig|226.6.peg.253,MIT1002_0253 ,contig00001_283282_282266 
fig|226.6.peg.254,MIT1002_0254 ,contig00001_284405_283557 
fig|226.6.peg.255,MIT1002_0255 ,contig00001_285816_284638 
fig|226.6.peg.256,MIT1002_0256 ,contig00001_286040_288673 
fig|226.6.peg.257,MIT1002_0257 ,contig00001_288714_289418 
fig|226.6.peg.258,MIT1002_0258 ,contig00002_1313_282 
fig|226.6.peg.259,MIT1002_0259 ,contig00002_2396_1323 
fig|226.6.peg.260,MIT1002_0260 ,contig00002_2722_2393 
fig|226.6.peg.261,MIT1002_0261 ,contig00002_3798_3070 
fig|226.6.peg.262,MIT1002_0262 ,contig00002_5492_3801 
fig|226.6.peg.263,MIT1002_0263 ,contig00002_7108_5615 
fig|226.6.peg.264,MIT1002_0264 ,contig00002_7454_9043 
fig|226.6.peg.265,MIT1002_0265 ,contig00002_9077_10807 
fig|226.6.peg.266,MIT1002_0266 ,contig00002_11096_11662 
fig|226.6.peg.267,MIT1002_0267 ,contig00002_11882_13840 
fig|226.6.peg.268,MIT1002_0268 ,contig00002_14595_13927 
fig|226.6.peg.269,MIT1002_0269 ,contig00002_16511_14661 
fig|226.6.peg.270,MIT1002_0270 ,contig00002_17390_16755 
fig|226.6.peg.271,MIT1002_0271 ,contig00002_17733_22340 
fig|226.6.peg.272,MIT1002_0272 ,contig00002_23639_22383 
fig|226.6.peg.273,MIT1002_0273 ,contig00002_24725_23676 
fig|226.6.peg.274,MIT1002_0274 ,contig00002_25028_26242 
fig|226.6.peg.275,MIT1002_0275 ,contig00002_26318_29203 
fig|226.6.peg.276,MIT1002_0276 ,contig00002_30143_29265 
fig|226.6.peg.277,MIT1002_0277 ,contig00002_30436_30849 
fig|226.6.peg.278,MIT1002_0278 ,contig00002_31898_30846 
fig|226.6.peg.279,MIT1002_0279 ,contig00002_32290_31979 
fig|226.6.peg.280,MIT1002_0280 ,contig00002_33504_32593 
fig|226.6.peg.281,MIT1002_0281 ,contig00002_33612_34469 
fig|226.6.peg.282,MIT1002_0282 ,contig00002_34613_35050 
fig|226.6.peg.283,MIT1002_0283 ,contig00002_36182_35028 
fig|226.6.peg.284,MIT1002_0284 ,contig00002_37075_36179 
fig|226.6.peg.285,MIT1002_0285 ,contig00002_37527_38612 
fig|226.6.peg.286,MIT1002_0286 ,contig00002_39057_38839 
fig|226.6.peg.287,MIT1002_0287 ,contig00002_39625_40467 
fig|226.6.peg.288,MIT1002_0288 ,contig00002_40491_42059 
fig|226.6.peg.289,MIT1002_0289 ,contig00002_43041_42100 
fig|226.6.peg.290,MIT1002_0290 ,contig00002_43871_43119 
fig|226.6.peg.291,MIT1002_0291 ,contig00002_44437_43871 
fig|226.6.peg.292,MIT1002_0292 ,contig00002_44775_47660 
fig|226.6.peg.293,MIT1002_0293 ,contig00002_47735_49333 
fig|226.6.peg.294,MIT1002_0294 ,contig00002_49401_50039 
fig|226.6.peg.295,MIT1002_0295 ,contig00002_50322_50780 
fig|226.6.peg.296,MIT1002_0296 ,contig00002_51182_51054 
fig|226.6.peg.297,MIT1002_0297 ,contig00002_51471_51596 
fig|226.6.peg.298,MIT1002_0298 ,contig00002_52276_51626 
fig|226.6.peg.299,MIT1002_0299 ,contig00002_52414_53364 
fig|226.6.peg.300,MIT1002_0300 ,contig00002_53374_54471 
fig|226.6.peg.301,MIT1002_0301 ,contig00002_54623_55840 
fig|226.6.peg.302,MIT1002_0302 ,contig00002_57416_55869 
fig|226.6.peg.303,MIT1002_0303 ,contig00002_58704_57418 
fig|226.6.peg.304,MIT1002_0304 ,contig00002_60712_58790 
fig|226.6.peg.305,MIT1002_0305 ,contig00002_61535_60954 
fig|226.6.peg.306,MIT1002_0306 ,contig00002_61884_62234 
fig|226.6.peg.307,MIT1002_0307 ,contig00002_62568_65156 
fig|226.6.peg.308,MIT1002_0308 ,contig00002_65239_65871 
fig|226.6.peg.309,MIT1002_0309 ,contig00002_65873_66928 
fig|226.6.peg.310,MIT1002_0310 ,contig00002_67148_70081 
fig|226.6.peg.311,MIT1002_0311 ,contig00002_70085_70210 
fig|226.6.peg.312,MIT1002_0312 ,contig00002_70537_70343 
fig|226.6.peg.313,MIT1002_0313 ,contig00002_70813_71418 
fig|226.6.peg.314,MIT1002_0314 ,contig00002_72128_71493 
fig|226.6.peg.315,MIT1002_0315 ,contig00002_72591_72457 
fig|226.6.peg.316,MIT1002_0316 ,contig00002_72470_73342 
fig|226.6.peg.317,MIT1002_0317 ,contig00002_74576_73380 
fig|226.6.peg.318,MIT1002_0318 ,contig00002_75104_74709 
fig|226.6.peg.319,MIT1002_0319 ,contig00002_76081_75371 
fig|226.6.peg.320,MIT1002_0320 ,contig00002_76415_76627 
fig|226.6.peg.321,MIT1002_0321 ,contig00002_76796_76975 
fig|226.6.peg.322,MIT1002_0322 ,contig00002_78589_77171 
fig|226.6.peg.323,MIT1002_0323 ,contig00002_79508_78786 
fig|226.6.peg.324,MIT1002_0324 ,contig00002_80235_79543 
fig|226.6.peg.325,MIT1002_0325 ,contig00002_81121_80237 
fig|226.6.peg.326,MIT1002_0326 ,contig00002_82203_81121 
fig|226.6.peg.327,MIT1002_0327 ,contig00002_85094_82203 
fig|226.6.peg.328,MIT1002_0328 ,contig00002_85681_85100 
fig|226.6.peg.329,MIT1002_0329 ,contig00002_86262_85681 
fig|226.6.peg.330,MIT1002_0330 ,contig00002_87635_89017 
fig|226.6.peg.331,MIT1002_0331 ,contig00002_89114_91129 
fig|226.6.peg.332,MIT1002_0332 ,contig00002_91403_92329 
fig|226.6.peg.333,MIT1002_0333 ,contig00002_93082_92426 
fig|226.6.peg.334,MIT1002_0334 ,contig00002_93178_93852 
fig|226.6.peg.335,MIT1002_0335 ,contig00002_93929_94825 
fig|226.6.peg.336,MIT1002_0336 ,contig00002_96564_94894 
fig|226.6.peg.337,MIT1002_0337 ,contig00002_98623_96956 
fig|226.6.peg.338,MIT1002_0338 ,contig00002_98783_99562 
fig|226.6.peg.339,MIT1002_0339 ,contig00002_99579_99698 
fig|226.6.peg.340,MIT1002_0340 ,contig00002_100496_99792 
fig|226.6.peg.341,MIT1002_0341 ,contig00002_102498_100774 
fig|226.6.peg.342,MIT1002_0342 ,contig00002_103930_102515 
fig|226.6.peg.343,MIT1002_0343 ,contig00002_104723_103932 
fig|226.6.peg.344,MIT1002_0344 ,contig00002_105319_104723 
fig|226.6.peg.345,MIT1002_0345 ,contig00002_106233_105319 
fig|226.6.peg.346,MIT1002_0346 ,contig00002_108004_106499 
fig|226.6.peg.347,MIT1002_0347 ,contig00002_110088_108121 
fig|226.6.peg.348,MIT1002_0348 ,contig00002_111004_110300 
fig|226.6.peg.349,MIT1002_0349 ,contig00002_111554_110997 
fig|226.6.peg.350,MIT1002_0350 ,contig00002_113524_111671 
fig|226.6.peg.351,MIT1002_0351 ,contig00002_115550_113730 
fig|226.6.peg.352,MIT1002_0352 ,contig00002_117614_115551 
fig|226.6.peg.353,MIT1002_0353 ,contig00002_118690_117614 
fig|226.6.peg.354,MIT1002_0354 ,contig00002_119333_118683 
fig|226.6.peg.355,MIT1002_0355 ,contig00002_120307_119333 
fig|226.6.peg.356,MIT1002_0356 ,contig00002_121267_120311 
fig|226.6.peg.357,MIT1002_0357 ,contig00002_121697_123007 
fig|226.6.peg.358,MIT1002_0358 ,contig00002_123009_125168 
fig|226.6.peg.359,MIT1002_0359 ,contig00002_125376_125573 
fig|226.6.peg.360,MIT1002_0360 ,contig00002_125836_125672 
fig|226.6.peg.361,MIT1002_0361 ,contig00002_126016_125852 
fig|226.6.peg.362,MIT1002_0362 ,contig00002_130688_126138 
fig|226.6.peg.363,MIT1002_0363 ,contig00002_133661_130914 
fig|226.6.peg.364,MIT1002_0364 ,contig00002_133821_134348 
fig|226.6.peg.365,MIT1002_0365 ,contig00002_134470_134664 
fig|226.6.peg.366,MIT1002_0366 ,contig00002_135997_134702 
fig|226.6.peg.367,MIT1002_0367 ,contig00002_136964_136173 
fig|226.6.peg.368,MIT1002_0368 ,contig00002_137263_138702 
fig|226.6.peg.369,MIT1002_0369 ,contig00002_138891_140957 
fig|226.6.peg.370,MIT1002_0370 ,contig00002_141308_145030 
fig|226.6.peg.371,MIT1002_0371 ,contig00002_145027_145662 
fig|226.6.peg.372,MIT1002_0372 ,contig00002_145659_146876 
fig|226.6.peg.374,MIT1002_0374 ,contig00002_147346_147738 
fig|226.6.peg.375,MIT1002_0375 ,contig00002_147773_149029 
fig|226.6.peg.376,MIT1002_0376 ,contig00002_152352_149236 
fig|226.6.peg.377,MIT1002_0377 ,contig00002_153403_152345 
fig|226.6.peg.378,MIT1002_0378 ,contig00002_155343_153535 
fig|226.6.peg.379,MIT1002_0379 ,contig00002_155535_156209 
fig|226.6.peg.380,MIT1002_0380 ,contig00002_156660_156235 
fig|226.6.peg.381,MIT1002_0381 ,contig00002_157118_157369 
fig|226.6.peg.382,MIT1002_0382 ,contig00002_157393_157914 
fig|226.6.peg.383,MIT1002_0383 ,contig00002_157915_158676 
fig|226.6.peg.384,MIT1002_0384 ,contig00002_158695_159054 
fig|226.6.peg.385,MIT1002_0385 ,contig00002_159184_159813 
fig|226.6.peg.386,MIT1002_0386 ,contig00002_160627_159911 
fig|226.6.peg.387,MIT1002_0387 ,contig00002_161057_162145 
fig|226.6.peg.388,MIT1002_0388 ,contig00002_162221_163375 
fig|226.6.peg.389,MIT1002_0389 ,contig00002_164614_163433 
fig|226.6.peg.390,MIT1002_0390 ,contig00002_165770_164970 
fig|226.6.peg.391,MIT1002_0391 ,contig00002_166166_165834 
fig|226.6.peg.392,MIT1002_0392 ,contig00002_166338_166643 
fig|226.6.peg.393,MIT1002_0393 ,contig00002_166687_168363 
fig|226.6.peg.394,MIT1002_0394 ,contig00002_168615_169055 
fig|226.6.peg.395,MIT1002_0395 ,contig00002_169237_171309 
fig|226.6.peg.396,MIT1002_0396 ,contig00002_171611_171889 
fig|226.6.peg.397,MIT1002_0397 ,contig00002_171950_173347 
fig|226.6.peg.398,MIT1002_0398 ,contig00002_173349_173933 
fig|226.6.peg.399,MIT1002_0399 ,contig00002_173930_175270 
fig|226.6.peg.400,MIT1002_0400 ,contig00002_175842_175357 
fig|226.6.peg.401,MIT1002_0401 ,contig00002_176818_175967 
