Other metabolic functions,SYNW1767,putative arsenate reductase ,-3.29,-0.39
,,,,
,,,,
"Detoxification, antioxidants",SYNW0687,putative thioredoxin reductase ,-7.37,-1.59
"Detoxification, antioxidants",SYNW0280,thioredoxin-like protein TxlA,-7.21,-0.27
"Detoxification, antioxidants",SYNW0099,Glutathione peroxidase ,-4.23,-1.22
"Detoxification, antioxidants",SYNW1280,Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergens family protein,-3.96,-0.31
"Detoxification, antioxidants",SYNW1626,putative nickel-containing superoxide dismutase precursor (NISOD),-3.43,-0.75
,,,,
,,,,
Photosynthesis,SYNW0303,photosystem II manganese-stabilizing polypeptide,-7.13,-0.63
Photosynthesis,SYNW0927,putative photosystem II oxygen-evolving complex 23K protein PsbP,-7.02,-1.19
Photosynthesis,SYNW2151,photosystem II D1 protein form II,-5.74,-2.77
Photosynthesis,SYNW1982,photosystem II chlorophyll-binding protein CP47,-4.48,-1.01
Photosynthesis,SYNW1065,putative photosystem II reaction center Psb28 protein,-4.04,-0.41
Photosynthesis,SYNW1919,photosystem II D1 protein form II,-3.84,-1.1
Photosynthesis,SYNW0676,photosystem II chlorophyll-binding protein CP43,-3.73,-1.37
Photosynthesis,SYNW2403,putative high light inducible protein,-3.54,-0.49
Photosynthesis,SYNW1097,geranylgeranyl hydrogenase,-3.09,-0.4
,,,,
,,,,
Ferrodoxins and other iron-rich photosynthetic proteins,SYNW1277,ferredoxin,-11.86,-1.12
Ferrodoxins and other iron-rich photosynthetic proteins,SYNW0751,ferredoxin--NADP reductase (FNR),-6.56,-0.95
Ferrodoxins and other iron-rich photosynthetic proteins,SYNW0318,Ferredoxin thioredoxin reductase catalytic beta chain,-6.07,-1.92
Ferrodoxins and other iron-rich photosynthetic proteins,SYNW0624,possible 3Fe-4S ferredoxin,-3.19,-0.6
,,,,
,,,,
"Electron transport, cytochrome b6f complex",SYNW1967,apocytochrome b6,-9.29,-1.19
"Electron transport, cytochrome b6f complex",SYNW1841,Cytochrome b6/f complex subunit (Rieske iron-sulfur protein) ,-8.7,-1
"Electron transport, cytochrome b6f complex",SYNW1842,apocytochrome f,-8.06,-1.35
"Electron transport, cytochrome b6f complex",SYNW1966,cytochrome b6-f complex subunit 4 (17 kd polypeptide),-3.61,-0.76
,,,,
,,,,
NADH dehydrogenase,SYNW1873,NADH dehydrogenase I chain 2 (or N),-6.6,-0.93
NADH dehydrogenase,SYNW2262,NADH dehydrogenase I chain 5 (or L),-5.86,-0.71
NADH dehydrogenase,SYNW2273,NADH dehydrogenase I chain I (or NdhI),-5,-0.46
NADH dehydrogenase,SYNW2274,NADH dehydrogenase I chain 1 (or H),-4.69,-0.68
NADH dehydrogenase,SYNW2165,putative NADH dehydrogenase transport associated ,-4.62,-0.37
NADH dehydrogenase,SYNW0207,NADH dehydrogenase I chain 3 (or A),-4.61,-0.51
NADH dehydrogenase,SYNW0208,NADH dehydrogenase I chain B or NdhK,-4.28,-0.61
NADH dehydrogenase,SYNW2299,NADH dehydrogenase I chain 7 (or D),-4.15,-0.47
NADH dehydrogenase,SYNW1482,putative NADH dehydrogenase I chain 4 (or M),-3.52,-0.29
,,,,
,,,,
Transcriptional regulators,SYNW1592,Possible AraC-type regulatory protein,-5.82,-0.5
Transcriptional regulators,SYNW0220,putative pleiotropic regulatory protein ,-4.72,-0.44
Transcriptional regulators,SYNW2401,Ferric uptake regulator family ,-3.57,-0.18
,,,,
,,,,
Transcription,SYNW1232,Possible type 3  alternative RNA polymerase sigma factor,-6.46,-1.33
Transcription,SYNW0102,Type II alternative RNA polymerase sigma factor sigma-70 family,-5.35,-1.84
Transcription,SYNW0926,similar to membrane bound transcriptional regulator,-6.01,-0.48
Transcription,SYNW0600,N utilization substance protein A,-3.55,-0.49
,,,,
,,,,
Translation,SYNW2288,probable pseudouridine synthase ,-7.34,-1
Translation,SYNW2378,50S ribosomal protein L9 ,-6.04,-0.74
Translation,SYNW2136,30S ribosomal protein S7 ,-5.18,-0.59
Translation,SYNW0134,tmRNA binding protein SmpB,-3.74,-0.14
Translation,SYNW0686,translation initiation factor IF-1 ,-3.47,-0.44
Translation,SYNW2137,elongation factor EF-G,-3.44,-0.81
,,,,
,,,,
Post-translational modification and protein folding,SYNW1021,peptide methionine sulfoxide reductase ,-10.09,-1.35
Post-translational modification and protein folding,SYNW1618,signal recognition particle protein (SRP54),-6.15,-0.65
Post-translational modification and protein folding,SYNW0338,putative methionine sulfoxide reductase family,-5.27,-0.59
Post-translational modification and protein folding,SYNW0065,Possible FKBP-type peptidyl-prolyl cis-trans isomerase,-4,-0.33
Post-translational modification and protein folding,SYNW1625,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),-3.79,-0.38
Post-translational modification and protein folding,SYNW0011,signal recognition particle docking protein FtsY,-3.25,-0.23
Post-translational modification and protein folding,SYNW0324,putative formylmethionine deformylase,-3.18,-0.14
,,,,
,,,,
"Protein folding, chaperones",SYNW2365,putative small heat shock protein ,-8.83,-1.6
"Protein folding, chaperones",SYNW2508,Molecular chaperone DnaK2 heat shock protein hsp70-2,-7.81,-1.78
"Protein folding, chaperones",SYNW0023,putative heat shock protein GrpE,-6.87,-0.74
"Protein folding, chaperones",SYNW1854,60 kD chaperonin 2 GroEL homolog 2 ,-5.8,-1.24
"Protein folding, chaperones",SYNW0024,DnaJ protein ,-5.45,-0.84
"Protein folding, chaperones",SYNW1934,DnaJ3 protein,-5.14,-0.83
"Protein folding, chaperones",SYNW0514,GroEL  chaperonin ,-3.86,-0.85
,,,,
,,,,
"DNA replication, recombination, and repair",SYNW0077,excinuclease ABC subunit B ,-4.85,-0.26
"DNA replication, recombination, and repair",SYNW0612,possible deoxyribonuclease similar to TatD ,-4.76,-0.36
"DNA replication, recombination, and repair",SYNW0219,probable deoxyribodipyrimidine photolyase ,-4.73,-0.4
"DNA replication, recombination, and repair",SYNW0702,DNA polymerase I ,-4.55,-0.13
"DNA replication, recombination, and repair",SYNW1196,possible modulator of DNA gyrase,-4.2,-0.47
"DNA replication, recombination, and repair",SYNW1032,DNA polymerase III alpha subunit ,-4.12,-0.74
"DNA replication, recombination, and repair",SYNW1197,putative modulator of DNA gyrase; TldD ,-3.69,-0.67
"DNA replication, recombination, and repair",SYNW0224,probable deoxyribodipyrimidine photolyase ,-3.35,-0.74
"DNA replication, recombination, and repair",SYNW1346,phage integrase family,-3.19,-0.24
"DNA replication, recombination, and repair",SYNW2062,RecA bacterial DNA recombination protein,-3.09,-0.58
,,,,
,,,,
Cell division and other cellular processes,SYNW1832,homologous to C-terminus of pilT2 protein  ,-12.38,-0.87
Cell division and other cellular processes,SYNW1587,cell division protein FtsH3,-8.59,-2.47
Cell division and other cellular processes,SYNW0305,cell division protein FtsH2,-4.43,-2.06
Cell division and other cellular processes,SYNW2266,Putative sugar-phosphate nucleotidyl transferase,-4.29,-0.36
Cell division and other cellular processes,SYNW0859,cell death suppressor protein Lls1 homolog ,-4.27,-0.44
Cell division and other cellular processes,SYNW1608,putative circadian phase modifier CpmA homolog ,-3.61,-0.3
,,,,
,,,,
Uncategorized,SYNW1687,NifU-like protein ,-6.9,-0.94
Uncategorized,SYNW1932,possible ring-cleaving dioxygenase ,-6.1,-0.3
Uncategorized,SYNW2524,possible protein kinase: ABC1 family,-5.81,-0.82
Uncategorized,SYNW1684,GTP-binding protein LepA,-5.48,-0.44
Uncategorized,SYNW1198,phytochrome-regulated gene homologue,-5.45,-0.79
Uncategorized,SYNW1072,SAM (and some other nucleotide) binding motif:Generic methyl-transferase,-5.13,-1.32
Uncategorized,SYNW1191,TerC family protein,-4.85,-0.97
Uncategorized,SYNW2227,possible porin,-3.84,-0.73
Uncategorized,SYNW1709,putative CO2 hydration protein ChpX,-3.61,-0.19
Uncategorized,SYNW1735,putative short-chain dehydrogenase ,-3.55,-0.54
Uncategorized,SYNW0369,weak similarity to phage integrase family,-3.43,-0.22
Uncategorized,SYNW0945,possible kinase,-3.41,-0.27
Uncategorized,SYNW1715,putative Carboxysome shell polypeptide CsoS3,-3.39,-0.57
Uncategorized,SYNW1037,putative membrane protein ,-3.24,-0.17
Uncategorized,SYNW0015,Uncharacterized protein family UPF0034 ,-3.15,-0.13
,,,,
,,,,
Conserved hypothetical and hypothetical ORFs,SYNW0878,hypothetical,-14.17,-1.13
Conserved hypothetical and hypothetical ORFs,SYNW1356,hypothetical,-13.25,-1.02
Conserved hypothetical and hypothetical ORFs,SYNW1511,conserved hypothetical,-11.23,-1.45
Conserved hypothetical and hypothetical ORFs,SYNW0722,conserved hypothetical protein,-10.83,-0.76
Conserved hypothetical and hypothetical ORFs,SYNW1443,hypothetical,-9.81,-3.48
Conserved hypothetical and hypothetical ORFs,SYNW0856,conserved hypothetical protein,-9.63,-0.98
Conserved hypothetical and hypothetical ORFs,SYNW1033,conserved hypothetical protein,-9.27,-0.88
Conserved hypothetical and hypothetical ORFs,SYNW0903,conserved hypothetical protein,-9.16,-1.01
Conserved hypothetical and hypothetical ORFs,SYNW1821,conserved hypothetical protein,-9.09,-1.03
Conserved hypothetical and hypothetical ORFs,SYNW1504,conserved hypothetical protein,-8.72,-0.53
Conserved hypothetical and hypothetical ORFs,SYNW2313,conserved hypothetical protein,-7.8,-1.29
Conserved hypothetical and hypothetical ORFs,SYNW0670,conserved hypothetical protein,-7.43,-1.19
Conserved hypothetical and hypothetical ORFs,SYNW1855,conserved hypothetical protein,-7.34,-0.9
Conserved hypothetical and hypothetical ORFs,SYNW0623,conserved hypothetical protein,-6.82,-1.24
Conserved hypothetical and hypothetical ORFs,SYNW1817,conserved hypothetical protein,-6.7,-0.33
Conserved hypothetical and hypothetical ORFs,SYNW0404,conserved hypothetical protein similar to GumB protein ,-6.58,-0.38
Conserved hypothetical and hypothetical ORFs,SYNW0250,conserved hypothetical protein,-6.47,-0.55
Conserved hypothetical and hypothetical ORFs,SYNW2150,conserved hypothetical protein,-6.35,-0.59
Conserved hypothetical and hypothetical ORFs,SYNW0879,hypothetical,-6.35,-0.88
Conserved hypothetical and hypothetical ORFs,SYNW1444,hypothetical,-6.33,-2.17
Conserved hypothetical and hypothetical ORFs,SYNW0265,conserved hypothetical protein,-6.1,-0.85
Conserved hypothetical and hypothetical ORFs,SYNW0189,conserved hypothetical protein,-6.06,-0.23
Conserved hypothetical and hypothetical ORFs,SYNW1395,hypothetical,-5.95,-1.03
Conserved hypothetical and hypothetical ORFs,SYNW2451,conserved hypothetical protein,-5.86,-0.34
Conserved hypothetical and hypothetical ORFs,SYNW1312,conserved hypothetical protein,-5.82,-1.07
Conserved hypothetical and hypothetical ORFs,SYNW2148,conserved hypothetical protein,-5.72,-0.42
Conserved hypothetical and hypothetical ORFs,SYNW2243,hypothetical,-5.72,-0.88
Conserved hypothetical and hypothetical ORFs,SYNW2436,conserved hypothetical protein,-5.63,-0.85
Conserved hypothetical and hypothetical ORFs,SYNW0946,conserved hypothetical protein,-5.62,-0.46
Conserved hypothetical and hypothetical ORFs,SYNW0139,conserved hypothetical protein,-5.61,-0.41
Conserved hypothetical and hypothetical ORFs,SYNW1791,conserved hypothetical protein,-5.6,-0.34
Conserved hypothetical and hypothetical ORFs,SYNW1355,conserved hypothetical protein,-5.57,-0.6
Conserved hypothetical and hypothetical ORFs,SYNW0129,conserved hypothetical protein,-5.53,-0.44
Conserved hypothetical and hypothetical ORFs,SYNW1369,conserved hypothetical protein,-5.45,-1.43
Conserved hypothetical and hypothetical ORFs,SYNW0974,conserved hypothetical protein,-5.31,-0.62
Conserved hypothetical and hypothetical ORFs,SYNW1193,hypothetical,-5.31,-0.44
Conserved hypothetical and hypothetical ORFs,SYNW2125,conserved hypothetical protein,-5.27,-0.37
Conserved hypothetical and hypothetical ORFs,SYNW1358,hypothetical,-5.23,-0.93
Conserved hypothetical and hypothetical ORFs,SYNW1606,conserved hypothetical protein,-5.18,-1.28
Conserved hypothetical and hypothetical ORFs,SYNW0625,conserved hypothetical protein,-5.17,-0.95
Conserved hypothetical and hypothetical ORFs,SYNW0372,conserved hypothetical protein,-5.07,-0.25
Conserved hypothetical and hypothetical ORFs,SYNW2061,conserved hypothetical protein,-5.06,-2.11
Conserved hypothetical and hypothetical ORFs,SYNW1886,conserved hypothetical protein,-5.03,-0.78
Conserved hypothetical and hypothetical ORFs,SYNW1135,hypothetical,-4.98,-0.29
Conserved hypothetical and hypothetical ORFs,SYNW0760,conserved hypothetical protein,-4.96,-0.25
Conserved hypothetical and hypothetical ORFs,SYNW0008,conserved hypothetical protein,-4.94,-0.46
Conserved hypothetical and hypothetical ORFs,SYNW0286,conserved hypothetical protein,-4.9,-0.3
Conserved hypothetical and hypothetical ORFs,SYNW1647,conserved hypothetical protein,-4.9,-0.68
Conserved hypothetical and hypothetical ORFs,SYNW1446,hypothetical,-4.87,-1.19
Conserved hypothetical and hypothetical ORFs,SYNW2233,conserved hypothetical protein in cyanobacteria,-4.87,-1.16
Conserved hypothetical and hypothetical ORFs,SYNW1445,hypothetical,-4.8,-0.81
Conserved hypothetical and hypothetical ORFs,SYNW0911,conserved hypothetical protein,-4.79,-0.32
Conserved hypothetical and hypothetical ORFs,SYNW1257,conserved hypothetical protein,-4.78,-0.74
Conserved hypothetical and hypothetical ORFs,SYNW1940,hypothetical,-4.73,-1.63
Conserved hypothetical and hypothetical ORFs,SYNW0622,conserved hypothetical protein,-4.7,-0.94
Conserved hypothetical and hypothetical ORFs,SYNW2031,conserved hypothetical protein,-4.69,-0.79
Conserved hypothetical and hypothetical ORFs,SYNW0809,conserved hypothetical protein,-4.69,-0.45
Conserved hypothetical and hypothetical ORFs,SYNW2240,cyanobacterial conserved hypothetical,-4.68,-0.42
Conserved hypothetical and hypothetical ORFs,SYNW1510,conserved hypothetical protein,-4.67,-0.99
Conserved hypothetical and hypothetical ORFs,SYNW1434,conserved hypothetical protein,-4.61,-0.48
Conserved hypothetical and hypothetical ORFs,SYNW1795,conserved hypothetical protein,-4.49,-0.33
Conserved hypothetical and hypothetical ORFs,SYNW1377,hypothetical,-4.36,-0.62
Conserved hypothetical and hypothetical ORFs,SYNW0270,conserved hypothetical protein,-4.34,-0.44
Conserved hypothetical and hypothetical ORFs,SYNW1532,hypothetical,-4.32,-0.59
Conserved hypothetical and hypothetical ORFs,SYNW0935,conserved hypothetical protein,-4.22,-0.37
Conserved hypothetical and hypothetical ORFs,SYNW1060,conserved hypothetical protein,-4.21,-0.99
Conserved hypothetical and hypothetical ORFs,SYNW0496,hypothetical ,-4.19,-0.31
Conserved hypothetical and hypothetical ORFs,SYNW0386,hypothetical,-4.19,-0.72
Conserved hypothetical and hypothetical ORFs,SYNW1895,conserved hypothetical protein,-4.18,-0.66
Conserved hypothetical and hypothetical ORFs,SYNW0385,hypothetical,-4.11,-0.79
Conserved hypothetical and hypothetical ORFs,SYNW2399,conserved hypothetical protein,-4.05,-0.44
Conserved hypothetical and hypothetical ORFs,SYNW2312,conserved hypothetical protein,-4.01,-0.79
Conserved hypothetical and hypothetical ORFs,SYNW1520,conserved hypothetical protein,-3.95,-0.27
Conserved hypothetical and hypothetical ORFs,SYNW1556,hypothetical,-3.93,-0.58
Conserved hypothetical and hypothetical ORFs,SYNW1359,hypothetical,-3.93,-0.68
Conserved hypothetical and hypothetical ORFs,SYNW0804,hypothetical,-3.93,-0.86
Conserved hypothetical and hypothetical ORFs,SYNW2178,conserved hypothetical protein,-3.89,-0.44
Conserved hypothetical and hypothetical ORFs,SYNW0810,conserved hypothetical protein,-3.88,-0.87
Conserved hypothetical and hypothetical ORFs,SYNW2122,conserved hypothetical protein,-3.86,-0.17
Conserved hypothetical and hypothetical ORFs,SYNW2258,conserved hypothetical protein,-3.85,-0.53
Conserved hypothetical and hypothetical ORFs,SYNW2456,conserved hypothetical protein,-3.85,-0.4
Conserved hypothetical and hypothetical ORFs,SYNW0345,conserved hypothetical protein,-3.81,-0.3
Conserved hypothetical and hypothetical ORFs,SYNW0803,conserved hypothetical,-3.8,-0.22
Conserved hypothetical and hypothetical ORFs,SYNW0576,conserved hypothetical protein,-3.78,-0.22
Conserved hypothetical and hypothetical ORFs,SYNW1402,conserved hypothetical protein,-3.74,-0.29
Conserved hypothetical and hypothetical ORFs,SYNW1624,conserved hypothetical protein,-3.73,-0.39
Conserved hypothetical and hypothetical ORFs,SYNW1499,conserved hypothetical protein,-3.73,-0.26
Conserved hypothetical and hypothetical ORFs,SYNW1420,conserved hypothetical protein,-3.72,-0.26
Conserved hypothetical and hypothetical ORFs,SYNW0325,conserved hypothetical protein,-3.72,-0.41
Conserved hypothetical and hypothetical ORFs,SYNW0755,conserved hypothetical protein,-3.68,-0.29
Conserved hypothetical and hypothetical ORFs,SYNW1732,conserved hypothetical protein,-3.67,-0.3
Conserved hypothetical and hypothetical ORFs,SYNW2204,conserved hypothetical protein,-3.66,-0.33
Conserved hypothetical and hypothetical ORFs,SYNW1905,hypothetical,-3.65,-0.27
Conserved hypothetical and hypothetical ORFs,SYNW1360,conserved hypothetical protein,-3.65,-0.98
Conserved hypothetical and hypothetical ORFs,SYNW2330,conserved hypothetical protein,-3.65,-0.56
Conserved hypothetical and hypothetical ORFs,SYNW1235,conserved hypothetical protein,-3.61,-0.17
Conserved hypothetical and hypothetical ORFs,SYNW0829,conserved hypothetical protein,-3.59,-0.42
Conserved hypothetical and hypothetical ORFs,SYNW0105,conserved hypothetical protein,-3.53,-0.43
Conserved hypothetical and hypothetical ORFs,SYNW0531,conserved hypothetical protein,-3.51,-0.2
Conserved hypothetical and hypothetical ORFs,SYNW0190,conserved hypothetical protein,-3.47,-0.16
Conserved hypothetical and hypothetical ORFs,SYNW1512,conserved hypothetical,-3.47,-0.31
Conserved hypothetical and hypothetical ORFs,SYNW0098,conserved hypothetical protein,-3.43,-0.33
Conserved hypothetical and hypothetical ORFs,SYNW1615,conserved hypothetical protein,-3.41,-0.94
Conserved hypothetical and hypothetical ORFs,SYNW2267,conserved hypothetical protein,-3.37,-0.22
Conserved hypothetical and hypothetical ORFs,SYNW1860,conserved hypothetical protein,-3.35,-0.62
Conserved hypothetical and hypothetical ORFs,SYNW0293,conserved hypothetical protein,-3.33,-0.38
Conserved hypothetical and hypothetical ORFs,SYNW1585,conserved hypothetical protein,-3.29,-0.17
Conserved hypothetical and hypothetical ORFs,SYNW0159,conserved hypothetical protein,-3.29,-0.29
Conserved hypothetical and hypothetical ORFs,SYNW1549,conserved hypothetical,-3.29,-0.19
Conserved hypothetical and hypothetical ORFs,SYNW0172,conserved hypothetical protein,-3.27,-0.31
Conserved hypothetical and hypothetical ORFs,SYNW0361,hypothetical,-3.25,-0.23
Conserved hypothetical and hypothetical ORFs,SYNW0326,conserved hypothetical protein,-3.24,-0.32
Conserved hypothetical and hypothetical ORFs,SYNW0313,conserved hypothetical protein,-3.23,-0.65
Conserved hypothetical and hypothetical ORFs,SYNW2259,conserved hypothetical protein,-3.21,-0.21
Conserved hypothetical and hypothetical ORFs,SYNW0995,conserved hypothetical protein,-3.2,-0.72
Conserved hypothetical and hypothetical ORFs,SYNW1451,conserved hypothetical protein,-3.2,-0.24
Conserved hypothetical and hypothetical ORFs,SYNW2149,conserved hypothetical protein,-3.19,-0.52
Conserved hypothetical and hypothetical ORFs,SYNW1942,conserved hypothetical protein,-3.16,-0.3
Conserved hypothetical and hypothetical ORFs,SYNW1804,conserved hypothetical protein,-3.1,-0.22
