gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
rplJ,rplJ,P9301_RS10175,P9301_02221,Protein Homology,206261.0,206788.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007010.1,50S ribosomal protein L10,WP_011862246.1,P9301_02221,206261.0,206788.0,-,CK_Pro_MIT9301_02221,rplJ,"GO:0006412,GO:0042254,GO:0003723,GO:0003735,GO:0019843,GO:0022625,GO:0005840,GO:0015934,GO:0030529,GO:0005622",CK_00000428,"D.1.5,K.2","Phosphorus,Ribosomal proteins: synthesis and modification","COG0244,bactNOG36847,bactNOG32845,cyaNOG05345,cyaNOG02762","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,ribosome biogenesis,translation,ribosome biogenesis,RNA binding,structural constituent of ribosome,rRNA binding,translation,ribosome biogenesis,RNA binding,structural constituent of ribosome,rRNA binding,cytosolic large ribosomal subunit,ribosome,large ribosomal subunit,ribonucleoprotein complex,intracellular",50S ribosomal protein L10,"PF00466,IPR001790,IPR022973","Ribosomal protein L10,Ribosomal protein L10P,Ribosomal protein L10",158,Protein synthesis / Ribosomal proteins: synthesis and modification
rplA,rplA,P9301_RS10180,P9301_02231,Protein Homology,206979.0,207686.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807029.1,50S ribosomal protein L1,WP_011862247.1,P9301_02231,206979.0,207686.0,-,CK_Pro_MIT9301_02231,rplA,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0022625,GO:0005840,GO:0015934,GO:0030529",CK_00000427,K.2,Ribosomal proteins: synthesis and modification,"COG0081,bactNOG01155,cyaNOG00033","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,cytosolic large ribosomal subunit,ribosome,large ribosomal subunit,ribonucleoprotein complex",50S ribosomal protein L1,"TIGR01169,PF00687,PS01199,IPR023673,IPR028364,IPR005878","ribosomal protein uL1,Ribosomal protein L1p/L10e family,Ribosomal protein L1 signature.,Ribosomal protein L1%2C conserved site,Ribosomal protein L1/ribosomal biogenesis protein,Ribosomal protein L1%2C bacterial-type",158,Protein synthesis / Ribosomal proteins: synthesis and modification
rplK,rplK,P9301_RS10185,P9301_02241,Protein Homology,207753.0,208178.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805232.1,50S ribosomal protein L11,WP_002805232.1,P9301_02241,207753.0,208178.0,-,CK_Pro_MIT9301_02241,rplK,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0022625,GO:0005840,GO:0015934,GO:0030529",CK_00000426,K.2,Ribosomal proteins: synthesis and modification,"COG0080,bactNOG23290,cyaNOG02689,cyaNOG04796","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,cytosolic large ribosomal subunit,ribosome,large ribosomal subunit,ribonucleoprotein complex",50S ribosomal protein L11,"TIGR01632,PF03946,PF00298,PS00359,IPR006519,IPR020784,IPR020783,IPR020785","ribosomal protein uL11,Ribosomal protein L11%2C N-terminal domain,Ribosomal protein L11%2C RNA binding domain,Ribosomal protein L11 signature.,Ribosomal protein L11%2C bacterial-type,Ribosomal protein L11%2C N-terminal,Ribosomal protein L11%2C C-terminal,Ribosomal protein L11%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification
nusG,nusG,P9301_RS10190,P9301_02251,Protein Homology,208246.0,208857.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019480093.1,transcription termination/antitermination protein NusG,WP_011862248.1,P9301_02251,208246.0,208857.0,-,CK_Pro_MIT9301_02251,nusG,"GO:0006353,GO:0032784,GO:0006355,GO:0003715",CK_00000425,,,"COG0250,bactNOG09524,cyaNOG06091,cyaNOG01219","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",,,"DNA-templated transcription%2C termination,regulation of DNA-templated transcription%2C elongation,regulation of transcription%2C DNA-templated,DNA-templated transcription%2C termination,regulation of DNA-templated transcription%2C elongation,regulation of transcription%2C DNA-templated,obsolete transcription termination factor activity",transcription termination/antitermination factor NusG,"TIGR00922,PF00467,PF02357,PS01014,IPR005824,IPR015869,IPR001062,IPR006645","transcription termination/antitermination factor NusG,KOW motif,Transcription termination factor nusG,Transcription termination factor nusG signature.,KOW,Transcription antitermination protein%2C NusG%2C bacteria%2C conserved site,Transcription antitermination protein%2C NusG,NusG%2C N-terminal",165,Transcription / Transcription factors
secE,secE,P9301_RS10195,P9301_02261,Protein Homology,208909.0,209151.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807376.1,preprotein translocase subunit SecE,WP_011862249.1,P9301_02261,208909.0,209151.0,-,CK_Pro_MIT9301_02261,secE,,CK_00000424,,,"COG0690,bactNOG73179,bactNOG75001,bactNOG50168,cyaNOG07947,cyaNOG04399,cyaNOG08348","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,Preprotein translocase SecE subunit,"TIGR00964,PF00584,IPR001901,IPR005807","preprotein translocase%2C SecE subunit,SecE/Sec61-gamma subunits of protein translocation complex,Protein translocase complex%2C SecE/Sec61-gamma subunit,SecE subunit of protein translocation complex%2C bacterial-like",97,Protein fate / Protein and peptide secretion and trafficking
P9301_RS10200,,P9301_RS10200,P9301_02271,Protein Homology,209214.0,211970.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807478.1,ATP-dependent Clp protease ATP-binding subunit,WP_011862250.1,P9301_02271,209214.0,211970.0,-,CK_Pro_MIT9301_02271,clpB2,"GO:0051082,GO:0005524",CK_00008034,L.3,Protein folding and stabilization,COG0542,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,,,"unfolded protein binding,ATP binding",ATP-dependent Clp protease ATP-binding subunit ClpB,"PF10431,PF07724,PF02861,PF00004,PS00870,PS00871,IPR019489,IPR003959,IPR004176,IPR018368,IPR028299","C-terminal%2C D2-small domain%2C of ClpB protein,AAA domain (Cdc48 subfamily),Clp amino terminal domain%2C pathogenicity island component,ATPase family associated with various cellular activities (AAA),Chaperonins clpA/B signature 1.,Chaperonins clpA/B signature 2.,Clp ATPase%2C C-terminal,ATPase%2C AAA-type%2C core,Clp%2C N-terminal,ClpA/B%2C conserved site 1,ClpA/B%2C conserved site 2",95,Protein fate / Protein folding and stabilization
eno,eno,P9301_RS10205,P9301_02281,Protein Homology,212228.0,213520.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805405.1,phosphopyruvate hydratase,WP_011862251.1,P9301_02281,212228.0,213520.0,+,CK_Pro_MIT9301_02281,eno,"GO:0006096,GO:0000287,GO:0004634,GO:0005515,GO:0042802,GO:0042803,GO:0016829,GO:0046872",CK_00000422,G.4,Glycolysis/gluconeogenesis,"COG0148,bactNOG00735,cyaNOG02276","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",4.2.1.11,phosphopyruvate hydratase%3B enolase%3B 2-phosphoglycerate dehydratase%3B 14-3-2-protein%3B nervous-system specific enolase%3B phosphoenolpyruvate hydratase%3B 2-phosphoglycerate dehydratase%3B 2-phosphoglyceric dehydratase%3B 2-phosphoglycerate enolase%3B gamma-enolase%3B 2-phospho-D-glycerate hydro-lyase,"glycolytic process,glycolytic process,magnesium ion binding,phosphopyruvate hydratase activity,protein binding,identical protein binding,protein homodimerization activity,lyase activity,metal ion binding",enolase,"TIGR01060,PF03952,PF00113,PS00164,IPR020811,IPR000941,IPR020810,IPR020809","phosphopyruvate hydratase,Enolase%2C N-terminal domain,Enolase%2C C-terminal TIM barrel domain,Enolase signature.,Enolase%2C N-terminal,Enolase,Enolase%2C C-terminal TIM barrel domain,Enolase%2C conserved site",116,Energy metabolism / Glycolysis/gluconeogenesis
P9301_RS10210,,P9301_RS10210,P9301_02291,Protein Homology,213525.0,215192.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007015.1,ABC1 kinase family protein,WP_011862252.1,P9301_02291,213525.0,215192.0,-,CK_Pro_MIT9301_02291,,GO:0016772,CK_00000421,R.2,Conserved hypothetical proteins,"COG0661,bactNOG01128,cyaNOG00589","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,transferase activity%2C transferring phosphorus-containing groups,ABC1 family protein,"PF03109,IPR004147,IPR011009","ABC1 family,UbiB domain,Protein kinase-like domain superfamily",185,Unclassified / Role category not yet assigned
P9301_RS10215,,P9301_RS10215,P9301_02301,Protein Homology,215189.0,215506.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862253.1,hypothetical protein,WP_011862253.1,P9301_02301,215189.0,215506.0,-,CK_Pro_MIT9301_02301,,,CK_00056279,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS10220,,P9301_RS10220,P9301_02311,Protein Homology,215756.0,216712.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478042.1,NAD(P)/FAD-dependent oxidoreductase,WP_011862254.1,P9301_02311,215756.0,216712.0,+,CK_Pro_MIT9301_02311,trxB,"GO:0055114,GO:0004791,GO:0016491",CK_00001904,"B.9,D.1.4,D.1.9,D.4"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress, Other,Chaperones","COG0492,bactNOG00066,cyaNOG01952","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.1.9,Transferred to 1.8.1.9,"oxidation-reduction process,oxidation-reduction process,thioredoxin-disulfide reductase activity,oxidoreductase activity",thioredoxin-disulfide reductase (NTR system),"PF07992,PS51257,IPR023753,IPR000103","Pyridine nucleotide-disulphide oxidoreductase,Prokaryotic membrane lipoprotein lipid attachment site profile.,FAD/NAD(P)-binding domain,Pyridine nucleotide-disulphide oxidoreductase%2C class-II",149,Cellular processes / Adaptations to atypical conditions
P9301_RS10225,,P9301_RS10225,P9301_02321,Protein Homology,216730.0,217011.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478043.1,P-II family nitrogen regulator,WP_041484740.1,P9301_02321,216730.0,217017.0,-,CK_Pro_MIT9301_02321,,,CK_00002023,N.3,Protein interactions,"COG0347,bactNOG54633,cyaNOG04572","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,,possible regulator of sodium-dependent bicarbonate transport,"IPR015867,IPR011322","Nitrogen regulatory protein PII/ATP phosphoribosyltransferase%2C C-terminal,Nitrogen regulatory PII-like%2C alpha/beta",263,Regulatory functions / Protein interactions
P9301_RS10230,,P9301_RS10230,P9301_02331,Protein Homology,217014.0,218012.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007018.1,sodium-dependent bicarbonate transport family permease,WP_011862256.1,P9301_02331,217014.0,218012.0,-,CK_Pro_MIT9301_02331,,,CK_00002024,Q.9, Unknown substrate,"COG3329,bactNOG00753,cyaNOG00395","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,possible sodium-dependent bicarbonate transporter,"PF05982,IPR010293","Na+-dependent bicarbonate transporter superfamily,Na+-dependent bicarbonate transporter superfamily",141,Transport and binding proteins / Unknown substrate
P9301_RS10235,,P9301_RS10235,P9301_02351,Protein Homology,218019.0,219671.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817706.1,SulP family inorganic anion transporter,WP_011862258.1,P9301_02351,218019.0,219671.0,-,CK_Pro_MIT9301_02351,sul3,"GO:0008272,GO:0015116,GO:0016021",CK_00056721,Q.2,Anions,"COG0659,bactNOG00621,cyaNOG02100","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"sulfate transport,sulfate transport,sulfate transmembrane transporter activity,sulfate transport,sulfate transmembrane transporter activity,integral component of membrane",sulfate transporter family protein,"PF00916,PF13792,PF01740,PS50801,IPR011547,IPR030402,IPR002645","Sulfate permease family,Description not found.,STAS domain,STAS domain profile.,SLC26A/SulP transporter domain,Description not found.,STAS domain",143,Transport and binding proteins / Anions
hemB,hemB,P9301_RS10240,P9301_02361,Protein Homology,219896.0,220897.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805084.1,porphobilinogen synthase,WP_011862259.1,P9301_02361,219896.0,220897.0,+,CK_Pro_MIT9301_02361,hemB,"GO:0006783,GO:0015995,GO:0046872,GO:0004655,GO:0009507",CK_00048448,"B.10.2,B.5.2,B.5.3","Cobalamin (b12),Chlorophylls and porphyrins,Hemes and phycobilins","COG0113,bactNOG00832,cyaNOG00673","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.2.1.24,porphobilinogen synthase%3B aminolevulinate dehydratase%3B delta-aminolevulinate dehydratase%3B delta-aminolevulinic acid dehydrase%3B delta-aminolevulinic acid dehydratase%3B aminolevulinic dehydratase%3B delta-aminolevulinic dehydratase%3B 5-levulinic acid dehydratase%3B 5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing)%3B hemB (gene name),"heme biosynthetic process,chlorophyll biosynthetic process,heme biosynthetic process,chlorophyll biosynthetic process,metal ion binding,porphobilinogen synthase activity,heme biosynthetic process,chlorophyll biosynthetic process,metal ion binding,porphobilinogen synthase activity,chloroplast",delta-aminolevulinic acid dehydratase,"PF00490,PS00169,IPR001731","Delta-aminolevulinic acid dehydratase,Delta-aminolevulinic acid dehydratase active site.,Delta-aminolevulinic acid dehydratase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
P9301_RS10245,,P9301_RS10245,P9301_02371,Protein Homology,220960.0,221346.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817709.1,VOC family protein,WP_011862260.1,P9301_02371,220960.0,221346.0,+,CK_Pro_MIT9301_02371,,"GO:0004462,GO:0046872",CK_00001214,,,"COG0346,NOG147832,NOG75827,bactNOG86092,bactNOG30592,cyaNOG04652,cyaNOG03470","COG: METABOLISM [E] Amino acid transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"lactoylglutathione lyase activity,metal ion binding",glyoxalase/Bleomycin resistance /Dioxygenase superfamily protein,"PF00903,PS00934,IPR004360,IPR018146","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,Glyoxalase I signature 1.,Glyoxalase/fosfomycin resistance/dioxygenase domain,Glyoxalase I%2C conserved site",703,Unknown function / Enzymes of unknown specificity
P9301_RS10250,,P9301_RS10250,P9301_02381,Protein Homology,221362.0,223773.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862261.1,endonuclease MutS2,WP_011862261.1,P9301_02381,221362.0,223773.0,+,CK_Pro_MIT9301_02381,mutS2,"GO:0006298,GO:0003677,GO:0005524",CK_00000586,F.1,DNA replication%2C recombination%2C and repair,"COG1193,bactNOG01214,cyaNOG01113","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"mismatch repair,mismatch repair,DNA binding,ATP binding",DNA mismatch repair protein%2C MutS family,"TIGR01069,PF01713,PF00488,PF05192,PS00486,PS50828,IPR002625,IPR000432,IPR007696,IPR005747","MutS2 family protein,Smr domain,MutS domain V,MutS domain III,DNA mismatch repair proteins mutS family signature.,Smr domain profile.,Smr domain,DNA mismatch repair protein MutS%2C C-terminal,DNA mismatch repair protein MutS%2C core,Endonuclease MutS2",132,DNA metabolism / DNA replication%2C recombination%2C and repair
obgE,obgE,P9301_RS10255,P9301_02391,Protein Homology,223814.0,224797.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375786.1,GTPase ObgE,WP_011862262.1,P9301_02391,223814.0,224797.0,+,CK_Pro_MIT9301_02391,cgtA,"GO:0042254,GO:0005525,GO:0005525,GO:0000287,GO:0003924",CK_00000587,,,"COG0536,bactNOG01782,cyaNOG00670","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.6.5.-,,"ribosome biogenesis,ribosome biogenesis,GTP binding,GTP binding,magnesium ion binding,GTPase activity",obg family GTPase CgtA,"TIGR02729,PF01926,PF01018,PS51710,IPR006073,IPR006169,IPR014100","Obg family GTPase CgtA,50S ribosome-binding GTPase,GTP1/OBG,OBG-type guanine nucleotide-binding (G) domain profile.,GTP binding domain,GTP1/OBG domain,GTP-binding protein Obg/CgtA",136,Protein synthesis / Other
P9301_RS10260,,P9301_RS10260,P9301_02401,Protein Homology,224884.0,225066.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477241.1,hypothetical protein,WP_011862263.1,P9301_02401,224884.0,225066.0,+,CK_Pro_MIT9301_02401,,,CK_00001731,,,"NOG118619,NOG42460,bactNOG75240,bactNOG73625,cyaNOG08291,cyaNOG07888","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS10265,,P9301_RS10265,P9301_02411,Protein Homology,225138.0,225356.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817713.1,CP12 domain-containing protein,WP_011817713.1,P9301_02411,225138.0,225356.0,-,CK_Pro_MIT9301_02411,cp12,GO:0015977,CK_00049420,"J.2,N.3","CO2 fixation,Protein interactions","NOG314061,bactNOG43926,cyaNOG04189","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,carbon fixation,CP12 polypeptide,"PF02672,IPR003823","CP12 domain,Domain of unknown function CP12","164,263","Energy metabolism / Photosynthesis,Regulatory functions / Protein interactions"
P9301_RS10270,,P9301_RS10270,P9301_02421,Protein Homology,225476.0,226429.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862264.1,glutathione S-transferase family protein,WP_011862264.1,P9301_02421,225476.0,226429.0,-,CK_Pro_MIT9301_02421,yqjG,"GO:0055114,GO:0016672,GO:0042803,GO:0004364,GO:0016491,GO:0005515",CK_00000140,D.1.4,Oxidative stress,"COG0435,bactNOG00167,cyaNOG01419","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.5.7,glutathionyl-hydroquinone reductase%3B pcpF (gene name)%3B yqjG (gene name),"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on a sulfur group of donors%2C quinone or similar compound as acceptor,protein homodimerization activity,glutathione transferase activity,oxidoreductase activity,protein binding",glutathionyl-hydroquinone reductase,"PF13409,PF13410,PS50405,IPR004045,IPR010987,IPR016639,IPR036282","Glutathione S-transferase%2C N-terminal domain,Glutathione S-transferase%2C C-terminal domain,Soluble glutathione S-transferase C-terminal domain profile.,Glutathione S-transferase%2C N-terminal,Glutathione S-transferase%2C C-terminal-like,Glutathione S-transferase Omega/GSH,Glutathione S-transferase%2C C-terminal domain superfamily",149,Cellular processes / Adaptations to atypical conditions
P9301_RS10275,,P9301_RS10275,P9301_02431,Protein Homology,226447.0,227352.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862265.1,aspartoacylase,WP_011862265.1,P9301_02431,226447.0,227352.0,+,CK_Pro_MIT9301_02431,aspA,"GO:0008152,GO:0016788",CK_00000588,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG2988,bactNOG15922,bactNOG53901,bactNOG78639,bactNOG97725,cyaNOG02351","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",3.5.1.15,aspartoacylase%3B aminoacylase II%3B N-acetylaspartate amidohydrolase%3B acetyl-aspartic deaminase%3B acylase II,"metabolic process,metabolic process,hydrolase activity%2C acting on ester bonds",aspartoacylase,"PF04952,IPR007036","Succinylglutamate desuccinylase / Aspartoacylase family,Succinylglutamate desuccinylase/aspartoacylase",71,Amino acid biosynthesis / Aspartate family
P9301_RS18905,,P9301_RS18905,P9301_02441,Protein Homology,227470.0,227598.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817716.1,hypothetical protein,WP_011862266.1,P9301_02441,227470.0,227598.0,-,CK_Pro_MIT9301_02441,,,CK_00002389,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
psbA,psbA,P9301_RS10280,P9301_02451,Protein Homology,227788.0,228870.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131862.1,photosystem II q(b) protein,WP_002805533.1,P9301_02451,227788.0,228870.0,+,CK_Pro_MIT9301_02451,psbA,"GO:0009771,GO:0009055,GO:0045156,GO:0009055,GO:0009523,GO:0009539",CK_00008058,J.8,Photosystem II,"NOG04871,bactNOG12939,cyaNOG00439","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",1.10.3.9,photosystem II,"primary charge separation in photosystem II,primary charge separation in photosystem II,electron transfer activity,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity,electron transfer activity,primary charge separation in photosystem II,electron transfer activity,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity,electron transfer activity,photosystem II,photosystem II reaction center",photosystem II protein D1.1,"TIGR01151,PF00124,PS00244,IPR000484,IPR005867","photosystem II q(b) protein,Photosynthetic reaction centre protein,Photosynthetic reaction center proteins signature.,Photosynthetic reaction centre%2C L/M,Photosystem II protein D1","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
aroC,aroC,P9301_RS10285,P9301_02461,Protein Homology,228980.0,230077.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808417.1,chorismate synthase,WP_011862267.1,P9301_02461,228980.0,230077.0,+,CK_Pro_MIT9301_02461,aroC,"GO:0009423,GO:0009073,GO:0004107",CK_00000482,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0082,bactNOG01306,cyaNOG01350","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.3.5,chorismate synthase%3B 5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase,"chorismate biosynthetic process,aromatic amino acid family biosynthetic process,chorismate biosynthetic process,aromatic amino acid family biosynthetic process,chorismate synthase activity",chorismate synthase,"TIGR00033,PF01264,PS00789,PS00787,PS00788,IPR000453,IPR020541","chorismate synthase,Chorismate synthase,Chorismate synthase signature 3.,Chorismate synthase signature 1.,Chorismate synthase signature 2.,Chorismate synthase,Chorismate synthase%2C conserved site",70,Amino acid biosynthesis / Aromatic amino acid family
