baseMean,log2FoldChange (positive means more highly expressed in UV treatment),lfcSE,stat,pvalue,padj,gene
386.9012072,-0.685623329,0.179641555,-3.816618758,1.35E-04,7.12E-04,MIT0604_00033
963.899437,-0.626042984,0.160833729,-3.892485664,9.92E-05,5.50E-04,MIT0604_00034
1331.611783,-0.703935079,0.162721924,-4.326000211,1.52E-05,1.05E-04,MIT0604_00035
628.3748123,0.120877263,0.180799197,0.668571903,0.503768601,0.64164862,MIT0604_00036
2049.223963,-0.278108185,0.091947689,-3.024634846,0.002489335,0.009298665,MIT0604_00037
913.0817263,-0.216410393,0.122030093,-1.773418232,0.07615943,0.156681762,MIT0604_00038
1977.092513,-0.191067073,0.222804754,-0.857553843,0.391138872,0.538803008,MIT0604_00039
3659.18232,0.255101227,0.157733131,1.617296407,0.105814314,0.202054013,MIT0604_00040
1068.1054,0.182136099,0.171237241,1.063647711,0.28748832,0.439827049,MIT0604_00041
4940.467999,-0.723098221,0.11762525,-6.147474438,7.87E-10,1.17E-08,MIT0604_00042
5408.550408,0.708625187,0.106835281,6.632876138,3.29E-11,6.07E-10,MIT0604_00043
1504.606719,0.619982721,0.153657929,4.034824137,5.46E-05,3.34E-04,MIT0604_00044
405.7582484,-0.399109556,0.19338271,-2.063832673,0.039033584,0.092418917,MIT0604_00045
703.5593498,1.917406849,0.119996402,15.97886947,1.79E-57,2.45E-55,MIT0604_00046
403.0211227,0.185609435,0.115337685,1.609269637,0.107557395,0.204428958,MIT0604_00047
105.8157121,0.181910631,0.247748323,0.734255751,0.462792881,0.60455458,MIT0604_00048
265.7956827,-0.547038043,0.159077784,-3.438808558,5.84E-04,0.002611401,MIT0604_00049
17.53016679,-0.053850454,0.500932307,-0.107500461,0.914391959,0.944790151,MIT0604_00050
533.3259458,-0.142531652,0.153972287,-0.925696794,0.354603575,0.509384924,MIT0604_00051
597.7074047,0.252569501,0.140332056,1.799799044,0.071892375,0.148650194,MIT0604_00052
2059.263707,0.06377986,0.166795867,0.382382734,0.702177496,0.802096726,MIT0604_00053
1301.783435,0.231138361,0.127505491,1.812771822,0.069867022,0.145195729,MIT0604_00054
194.1345113,-0.007510445,0.316010233,-0.023766461,0.981038893,0.986574844,MIT0604_00055
5481.675767,-0.717476661,0.196201916,-3.656828002,2.55E-04,0.001259549,MIT0604_00056
1453.829068,0.365403604,0.096083298,3.802987733,1.43E-04,7.45E-04,MIT0604_00057
831.048572,0.160646264,0.107487098,1.494563226,0.13502847,0.245243772,MIT0604_00058
630.8156196,0.589184495,0.142726252,4.128073759,3.66E-05,2.33E-04,MIT0604_00059
1359.51365,0.071486889,0.128223984,0.557515734,0.577175112,0.702006806,MIT0604_00060
4015.195559,-0.026764493,0.126907908,-0.21089697,0.832967669,0.89411894,MIT0604_00061
802.7715755,0.585088621,0.201985592,2.896684929,0.003771283,0.01304023,MIT0604_00062
959.1370616,0.393058001,0.129531323,3.03446296,0.002409643,0.009033956,MIT0604_00063
4097.208565,-0.916386595,0.098047494,-9.346354056,9.07E-21,3.15E-19,MIT0604_00064
4369.22167,-0.834268846,0.124888508,-6.680109019,2.39E-11,4.53E-10,MIT0604_00065
554.79691,-0.460740758,0.109839714,-4.19466459,2.73E-05,1.78E-04,MIT0604_00066
1230.406495,-0.771487195,0.135602936,-5.689310418,1.28E-08,1.58E-07,MIT0604_00067
452.8741151,0.17666487,0.184173362,0.959231389,0.337442191,0.493967272,MIT0604_00068
16.66971544,-0.234966833,0.660427866,-0.355779707,0.722005548,0.815193247,MIT0604_00069
502.6401099,0.357682923,0.136661357,2.617293803,0.008863002,0.026917752,MIT0604_00071
385.6008791,-1.104124241,0.177453535,-6.222047048,4.91E-10,7.67E-09,MIT0604_00072
785.6664535,-0.527657975,0.132726738,-3.975521303,7.02E-05,4.12E-04,MIT0604_00073
2018.74156,0.184398541,0.182790233,1.008798656,0.313071206,0.46743746,MIT0604_00074
2543.61923,0.563655693,0.12187027,4.625046741,3.75E-06,3.01E-05,MIT0604_00075
1937.693694,0.593953766,0.135837614,4.372527962,1.23E-05,8.70E-05,MIT0604_00076
671.5300785,-0.302421217,0.131654753,-2.297077843,0.02161433,0.056434353,MIT0604_00077
477.2617175,-0.06758718,0.137424426,-0.491813442,0.622851233,0.737905224,MIT0604_00078
1895.650535,0.194022404,0.101777856,1.906332204,0.056607119,0.122618806,MIT0604_00080
248.9756519,0.299617336,0.137854465,2.173432215,0.029747802,0.074533356,MIT0604_00081
1650.884261,0.035738297,0.162910531,0.219373765,0.826358905,0.890761811,MIT0604_00082
9710.099303,0.310453005,0.109074388,2.846250269,0.004423741,0.014918284,MIT0604_00083
419.4074036,0.298091645,0.153139418,1.946537665,0.051590188,0.114913074,MIT0604_00084
2887.621016,-0.142652244,0.113232576,-1.259816295,0.20773564,0.34237911,MIT0604_00085
232.3997245,0.036494653,0.240514607,0.151735702,0.879395397,0.92077871,MIT0604_00086
492.3781844,0.141113879,0.117217123,1.203867452,0.228640814,0.368960974,MIT0604_00087
1579.361728,0.037552844,0.139765416,0.268684809,0.788172243,0.864624105,MIT0604_00088
286.6305717,-0.124531997,0.151023349,-0.824587707,0.409605703,0.555273426,MIT0604_00089
692.7492711,-0.334758273,0.10493008,-3.190298474,0.001421259,0.005743741,MIT0604_00090
977.4286813,0.07155095,0.121204701,0.590331478,0.55496844,0.682981866,MIT0604_00091
1695.826624,0.190015569,0.152273482,1.247857255,0.212083337,0.347864255,MIT0604_00092
4007.899112,0.314809116,0.140051864,2.247803817,0.024588702,0.063074027,MIT0604_00093
39.58569391,0.572023786,0.508643382,1.124606759,0.260755708,0.410274354,MIT0604_00094
1646.696339,-0.517776024,0.22295921,-2.322290357,0.020217306,0.053816419,MIT0604_00095
146.6491609,-1.176372264,0.246723613,-4.767975989,1.86E-06,1.61E-05,MIT0604_00096
1330.846592,0.053726873,0.159725024,0.336371046,0.736591081,0.823035995,MIT0604_00097
537.547941,-0.454047538,0.159428061,-2.847977556,0.004399803,0.01486204,MIT0604_00098
196.345821,0.368553316,0.188538449,1.954791277,0.050607711,0.11309387,MIT0604_00099
589.6308294,-0.274903175,0.225536885,-1.218883445,0.222888434,0.3618181,MIT0604_00100
366.7742002,0.537560587,0.126387566,4.253271152,2.11E-05,1.41E-04,MIT0604_00101
824.9712701,0.646367582,0.096521581,6.696612041,2.13E-11,4.11E-10,MIT0604_00102
257.8740345,-0.315313424,0.137247125,-2.2974137,0.021595181,0.056434353,MIT0604_00103
1739.094433,-0.104263112,0.108925781,-0.957194069,0.33846931,0.494784426,MIT0604_00104
1172.364527,0.377031257,0.113525605,3.321112057,8.97E-04,0.003823605,MIT0604_00105
1600.323443,0.313456699,0.153293455,2.04481462,0.040873138,0.095510631,MIT0604_00106
702.2548861,-0.495505435,0.171266823,-2.893178177,0.003813649,0.013142322,MIT0604_00107
757.0171989,-0.137329121,0.160974137,-0.853112951,0.39359667,0.541047666,MIT0604_00108
954.9792351,-0.128459057,0.102084526,-1.25835973,0.208261689,0.342694274,MIT0604_00109
133.7797338,-0.182024722,0.275307833,-0.661167974,0.508504597,0.645912909,MIT0604_00110
897.0023745,0.244819609,0.118455059,2.066772077,0.038755636,0.092019645,MIT0604_00111
409.2419508,-0.045489631,0.318123028,-0.142993834,0.886295051,0.924534547,MIT0604_00112
602.3310962,-0.132322938,0.152230562,-0.869227154,0.384722898,0.532863658,MIT0604_00113
2251.587335,0.241591588,0.120676414,2.001978516,0.045287042,0.103578297,MIT0604_00114
3707.191649,0.437624094,0.098177396,4.457483193,8.29E-06,6.11E-05,MIT0604_00115
1539.893835,0.630112204,0.13265046,4.750169751,2.03E-06,1.75E-05,MIT0604_00116
256.4773694,-0.138428229,0.129551274,-1.068520789,0.285285658,0.437765923,MIT0604_00117
934.0684563,-0.023262199,0.137762598,-0.168857145,0.865909008,0.912460122,MIT0604_00118
611.1273836,-0.104944754,0.131228986,-0.79970712,0.423880507,0.568599867,MIT0604_00119
450.3644293,0.334245602,0.118312396,2.825110578,0.00472643,0.015751366,MIT0604_00120
719.8953247,-0.235459302,0.09979794,-2.359360352,0.01830647,0.049699394,MIT0604_00121
10.01692725,1.045214282,0.979774069,1.066791126,0.286066167,0.43830647,MIT0604_00122
215.018202,0.887808203,0.161113977,5.51043567,3.58E-08,4.16E-07,MIT0604_00123
372.0760581,0.513456454,0.145002509,3.541017729,3.99E-04,0.001884312,MIT0604_00124
1525.515121,0.025586784,0.111340759,0.229806089,0.818242453,0.884341236,MIT0604_00125
1796.85693,-0.169984594,0.146478896,-1.160471564,0.245856865,0.391344481,MIT0604_00126
121.7391562,-0.559149813,0.397960058,-1.405040031,0.160009375,0.282118166,MIT0604_00127
154.3101314,-0.193538612,0.180956454,-1.069531411,0.284830283,0.43739504,MIT0604_00128
632.1234951,0.432135964,0.199987386,2.160816097,0.030709548,0.076568143,MIT0604_00129
1511.172802,0.158322152,0.105109335,1.506261569,0.13200004,0.240609155,MIT0604_00130
7045.598072,-0.024739261,0.136527408,-0.181203624,0.85620775,0.906703189,MIT0604_00131
201.5927318,0.450105973,0.143336035,3.140215029,0.001688239,0.006645816,MIT0604_00132
189.1493287,0.625376469,0.319529016,1.957182095,0.050326063,0.112587379,MIT0604_00133
179.8348026,-0.041921803,0.218603194,-0.191771229,0.847921409,0.903537285,MIT0604_00134
806.0269814,-0.123455136,0.144224339,-0.855993769,0.392001226,0.539627781,MIT0604_00135
513.7830203,0.424704972,0.154466523,2.749495256,0.005968713,0.019240874,MIT0604_00136
592.2179867,0.503022543,0.13329914,3.773636812,1.61E-04,8.27E-04,MIT0604_00137
617.1324887,0.718685631,0.113954838,6.306758405,2.85E-10,4.63E-09,MIT0604_00138
1306.224335,-0.243502004,0.174224101,-1.397636732,0.162222182,0.284886891,MIT0604_00139
4142.217717,-0.212123106,0.181888925,-1.166223323,0.243524165,0.388576131,MIT0604_00140
688.1173064,0.039544323,0.138003058,0.286546714,0.77445942,0.852321738,MIT0604_00141
983.4409793,-0.115993793,0.133830853,-0.866719373,0.386095788,0.534012215,MIT0604_00142
629.8149905,0.149610221,0.098544019,1.518207017,0.128962219,0.23591212,MIT0604_00143
79.45605107,0.804983305,0.376376675,2.138770436,0.032454265,0.079428286,MIT0604_00144
509.069499,-0.591809884,0.1908617,-3.100726259,0.001930467,0.007470067,MIT0604_00145
300.2629442,-0.550290593,0.248347678,-2.21580728,0.026704704,0.067821996,MIT0604_00146
303.8446976,0.077831077,0.143684139,0.541681756,0.58803776,0.711619905,MIT0604_00147
671.51549,0.312473913,0.106490796,2.934280947,0.003343214,0.011840069,MIT0604_00148
942.3507357,0.010438966,0.109812135,0.095062044,0.924265546,0.950603283,MIT0604_00149
1119.298787,0.052400064,0.082587175,0.634481851,0.525766408,0.6590593,MIT0604_00150
82.33206328,-0.343643559,0.266973127,-1.287184083,0.198030134,0.330373011,MIT0604_00152
124.826758,-0.241939683,0.257413088,-0.939888818,0.347274593,0.503701714,MIT0604_00153
125.018022,-0.368745909,0.258125151,-1.428554746,0.153132249,0.271866187,MIT0604_00154
353.3912566,-0.053769879,0.214660519,-0.250487977,0.802210001,0.873470145,MIT0604_00155
115.8751588,-0.435921675,0.22458443,-1.941014678,0.052256497,0.1155337,MIT0604_00156
358.1751317,-0.393717448,0.186734824,-2.108430765,0.034993746,0.084542925,MIT0604_00157
735.5387065,0.227689131,0.189952753,1.198661922,0.23065943,0.371779412,MIT0604_00158
1414.86026,0.077801611,0.155012003,0.501907011,0.615732933,0.732793787,MIT0604_00159
720.4022938,-0.189994354,0.199044808,-0.95453057,0.339815143,0.495825761,MIT0604_00160
806.7911823,0.92740616,0.322532581,2.875387523,0.004035319,0.013836345,MIT0604_00161
27.06817573,0.380694343,0.420537766,0.905256018,0.365329771,0.518141378,MIT0604_00162
14983.00249,2.205633147,0.194995653,11.31119135,1.16E-29,6.39E-28,MIT0604_00163
3257.381212,2.094321563,0.219376135,9.546715559,1.34E-21,4.81E-20,MIT0604_00164
73.86381871,-0.546740898,0.311624549,-1.754485967,0.079347272,0.161938052,MIT0604_00165
39.64598126,0.250749546,0.324902957,0.771767509,0.440252139,0.583676249,MIT0604_00166
173.9681532,-0.460748836,0.158924527,-2.899167574,0.003741549,0.01304023,MIT0604_00167
145.1665374,-0.054226368,0.175168985,-0.309566034,0.756890989,0.838849949,MIT0604_00168
1594.074679,-0.254557997,0.215889382,-1.179113091,0.238353147,0.382373739,MIT0604_00169
305.5799463,-0.475506287,0.231995825,-2.04963295,0.040400262,0.094730054,MIT0604_00170
939.3019058,-0.282598331,0.09982714,-2.830876756,0.00464206,0.015552042,MIT0604_00171
4199.668561,-0.3859758,0.10076611,-3.830412822,1.28E-04,6.77E-04,MIT0604_00172
1126.895359,0.282679814,0.12443714,2.271667559,0.023106597,0.059721217,MIT0604_00173
242.5179115,0.019510309,0.163529073,0.119307891,0.905031432,0.937076045,MIT0604_00174
4049.540257,0.055228918,0.167870553,0.328997058,0.742157912,0.827900407,MIT0604_00175
2221.261396,-0.099666892,0.106079378,-0.939550117,0.347448373,0.503701714,MIT0604_00176
1867.177855,0.200148616,0.08458462,2.366253072,0.017969157,0.048978513,MIT0604_00177
1478.975307,0.117257405,0.084537001,1.387054226,0.165425228,0.288290604,MIT0604_00178
780.598604,-0.086165306,0.095414297,-0.903064937,0.366491432,0.518141378,MIT0604_00179
722.1688827,-0.259277773,0.121727823,-2.129979537,0.033173303,0.08064816,MIT0604_00180
1050.966912,-0.379713137,0.152895073,-2.483488378,0.013010258,0.0374571,MIT0604_00181
358.1911984,0.353231329,0.201036284,1.75705262,0.078908841,0.161203989,MIT0604_00182
3446.328714,0.073263737,0.195397378,0.374947391,0.707699593,0.806155296,MIT0604_00183
1192.028068,-0.136051988,0.129859633,-1.04768499,0.294783765,0.445330161,MIT0604_00184
3326.738179,-0.327829012,0.20160981,-1.626056848,0.103937563,0.199400366,MIT0604_00185
1568.143969,-0.221647012,0.074217823,-2.986439137,0.00282247,0.010335593,MIT0604_00186
1884.699006,-0.073237252,0.089198955,-0.82105505,0.411614912,0.557259078,MIT0604_00187
1856.93111,0.292102765,0.144187027,2.02586023,0.04277911,0.099059771,MIT0604_00188
714.401101,0.538567229,0.104298887,5.163691034,2.42E-07,2.47E-06,MIT0604_00189
6409.696014,-0.181061217,0.13383175,-1.352901816,0.176086999,0.302137541,MIT0604_00190
4957.482423,-0.344119804,0.137710007,-2.498872892,0.012458899,0.036072654,MIT0604_00191
416.8114024,0.070975614,0.140066924,0.506726439,0.612346777,0.732169306,MIT0604_00192
1199.769678,-0.323215618,0.126096375,-2.563242755,0.010369951,0.03085362,MIT0604_00193
1332.859937,-0.090309926,0.151837386,-0.594780566,0.55199016,0.68232117,MIT0604_00194
3732.468047,0.361071938,0.115169385,3.135138186,0.001717732,0.006748938,MIT0604_00195
124.5987054,-0.043650823,0.240238453,-0.181697904,0.855819811,0.906703189,MIT0604_00196
278.4941822,0.131566467,0.199208681,0.660445452,0.508968013,0.645912909,MIT0604_00197
796.8734934,0.623446815,0.157468519,3.959183826,7.52E-05,4.39E-04,MIT0604_00198
822.8744518,0.328878165,0.142558322,2.306972755,0.021056339,0.055759801,MIT0604_00199
2049.193602,0.100216957,0.128403254,0.780486117,0.435104796,0.5788788,MIT0604_00200
2159.324864,-0.264582756,0.130030039,-2.034781795,0.041872834,0.097401921,MIT0604_00201
3627.020679,-0.127011084,0.146126269,-0.86918721,0.384744742,0.532863658,MIT0604_00202
1742.978607,-0.123603705,0.180337529,-0.685402015,0.493090273,0.6336297,MIT0604_00203
36.82026055,-0.145983153,0.409816085,-0.356216259,0.721678616,0.815193247,MIT0604_00204
173.8397933,0.250234711,0.149790248,1.670567437,0.094807149,0.185359945,MIT0604_00205
2993.866857,-0.587077267,0.17757076,-3.306159567,9.46E-04,0.00399403,MIT0604_00206
83.80991494,0.029929149,0.248896168,0.120247529,0.904287068,0.937076045,MIT0604_00207
946.9709394,0.586076608,0.107200491,5.467107501,4.57E-08,5.20E-07,MIT0604_00208
144.4220179,-0.725422627,0.212211995,-3.418386533,6.30E-04,0.002797133,MIT0604_00209
942.5614181,-0.038839503,0.10975709,-0.353867827,0.723437939,0.816079543,MIT0604_00210
763.9974153,0.332759117,0.167137462,1.990930782,0.046488497,0.105267649,MIT0604_00211
681.6235063,-0.072152871,0.167443354,-0.430909138,0.666534438,0.774784779,MIT0604_00212
263.2314717,-0.117889873,0.132255893,-0.891377087,0.372726906,0.521868657,MIT0604_00213
2862.785855,-0.460898986,0.158134527,-2.914600586,0.00356144,0.012547794,MIT0604_00214
636.3133551,-0.588588748,0.193117155,-3.047832531,0.002304983,0.008689321,MIT0604_00215
154.5606651,-0.277662613,0.215062977,-1.291075836,0.196677382,0.329458757,MIT0604_00216
154.6766167,-0.050595801,0.219609257,-0.230390109,0.817788646,0.884317675,MIT0604_00217
246.583878,-0.08377994,0.192232623,-0.435825815,0.662963113,0.771948517,MIT0604_00218
297.7736137,0.182212589,0.215169313,0.846833527,0.397087918,0.543341556,MIT0604_00219
534.2789051,0.047423669,0.120188497,0.394577435,0.693154769,0.794045929,MIT0604_00220
228.2328112,0.033627937,0.159084534,0.211384076,0.832587582,0.89411894,MIT0604_00221
1120.332682,-0.070196543,0.113396955,-0.619033753,0.535894124,0.66766602,MIT0604_00222
243.0286588,0.252442629,0.194182586,1.300027126,0.193591672,0.325622147,MIT0604_00223
112.8599,0.294195653,0.271455927,1.083769494,0.278467014,0.429655065,MIT0604_00224
26.10616212,0.545612524,0.474842589,1.149038726,0.250540012,0.39756233,MIT0604_00225
488.3910113,-0.103405395,0.160192447,-0.64550731,0.518598483,0.653274519,MIT0604_00226
664.2999614,-0.007814123,0.11168661,-0.069964728,0.944221734,0.960982453,MIT0604_00227
520.8221272,-0.029318231,0.243607743,-0.120350159,0.904205772,0.937076045,MIT0604_00228
655.875898,-0.053727522,0.127477146,-0.421467878,0.673413462,0.779241016,MIT0604_00229
272.8734568,0.136495042,0.174713746,0.781249586,0.434655715,0.5788788,MIT0604_00230
790.1802477,0.718243946,0.115590455,6.21369596,5.18E-10,8.03E-09,MIT0604_00231
130.6084509,0.488421173,0.179549295,2.720262271,0.006523016,0.020701726,MIT0604_00232
1318.533402,-0.25805387,0.119830809,-2.153485167,0.031280569,0.077239233,MIT0604_00233
169.5497456,0.253028415,0.161038726,1.571227132,0.1161299,0.217093977,MIT0604_00234
533.2620849,-0.028442223,0.194642619,-0.14612536,0.883822427,0.923524507,MIT0604_00235
338.3180889,-0.072100221,0.178167429,-0.404676778,0.685715114,0.787658305,MIT0604_00236
1802.193102,0.015370924,0.191814048,0.080134508,0.936130278,0.956216906,MIT0604_00237
348.074427,0.291420192,0.23572281,1.236283378,0.216353247,0.354016865,MIT0604_00238
323.9308174,-0.523229275,0.146546625,-3.570394568,3.56E-04,0.001700794,MIT0604_00239
777.6312108,-0.398499666,0.171472778,-2.323982102,0.020126453,0.053644336,MIT0604_00240
1271.194849,-0.236911435,0.117817236,-2.010838511,0.044342517,0.101759117,MIT0604_00241
2876.603971,-0.908727584,0.116973845,-7.768639065,7.93E-15,1.91E-13,MIT0604_00242
7027.219431,-1.009272016,0.091716243,-11.0042887,3.64E-28,1.91E-26,MIT0604_00243
16437.76807,-0.708783093,0.121724033,-5.822868971,5.78E-09,7.54E-08,MIT0604_00244
6165.624732,0.118402068,0.152751098,0.775130714,0.438262425,0.581791947,MIT0604_00245
5820.793936,0.55889469,0.118167008,4.729701638,2.25E-06,1.91E-05,MIT0604_00246
4519.131339,0.399109577,0.088558538,4.50673179,6.58E-06,4.95E-05,MIT0604_00247
4279.079885,0.361028317,0.137394195,2.627682465,0.008596872,0.026148287,MIT0604_00248
3852.13093,-0.240902396,0.077527228,-3.107326342,0.001887879,0.007346935,MIT0604_00249
5213.402567,0.023482763,0.081042655,0.289758064,0.772001332,0.85088833,MIT0604_00250
1618.58992,0.164342239,0.12448959,1.320128369,0.186792162,0.315741995,MIT0604_00251
260.5239869,0.056044018,0.20534687,0.272923655,0.784911903,0.861971387,MIT0604_00252
1526.150016,0.059451157,0.108261924,0.549141886,0.582908082,0.707298663,MIT0604_00253
857.57191,0.172243598,0.154337987,1.116015581,0.264415465,0.414757438,MIT0604_00254
3782.816901,0.062345692,0.109377505,0.570004701,0.56867451,0.69414235,MIT0604_00255
12508.93524,0.349156413,0.138340997,2.52388245,0.011606673,0.03384453,MIT0604_00256
1980.076486,-0.049687437,0.102707994,-0.483773806,0.628546407,0.742860563,MIT0604_00257
585.2246866,0.39647153,0.103235951,3.840440524,1.23E-04,6.60E-04,MIT0604_00258
587.4440257,-0.060190381,0.121404405,-0.495784161,0.620046701,0.737070614,MIT0604_00259
384.7742326,0.475235872,0.138309629,3.436028824,5.90E-04,0.002626871,MIT0604_00260
810.4838801,0.038661939,0.183112473,0.21113766,0.832779854,0.89411894,MIT0604_00261
8297.829528,-0.099870417,0.199362369,-0.500949188,0.616406884,0.733169606,MIT0604_00262
324.6222154,0.55518928,0.122176873,4.544143813,5.52E-06,4.28E-05,MIT0604_00263
349.1752805,0.152828827,0.163388866,0.935368675,0.349598334,0.505386858,MIT0604_00264
416791.001,-0.771314633,0.234142006,-3.294217236,9.87E-04,0.004139982,MIT0604_00265
757.6811274,-0.297542642,0.15699811,-1.895198872,0.05806606,0.124538984,MIT0604_00266
342.0311591,-0.505772914,0.134598789,-3.75763346,1.72E-04,8.80E-04,MIT0604_00267
9329.49414,-0.413961119,0.160017329,-2.586976798,0.009682211,0.029103504,MIT0604_00268
2890.51721,-0.159909094,0.093890586,-1.703143003,0.08854131,0.175284392,MIT0604_00269
23931.89031,0.092819454,0.10500514,0.883951532,0.376722377,0.525665103,MIT0604_00270
1063.473384,-0.22732928,0.149654488,-1.51902748,0.128755579,0.23591212,MIT0604_00271
279.1635144,-0.144046342,0.233692073,-0.61639379,0.537634651,0.669054865,MIT0604_00272
356.5364434,0.124567207,0.149920497,0.830888437,0.406036656,0.552500141,MIT0604_00273
394.4904086,0.380606808,0.148196043,2.568265656,0.010220879,0.030498746,MIT0604_00274
994.5491786,0.29945963,0.12997703,2.30394271,0.02122586,0.055991411,MIT0604_00275
326.8802604,0.411937503,0.152603255,2.699401807,0.006946425,0.021842292,MIT0604_00276
718.8445167,0.208091021,0.157488697,1.321307655,0.186398803,0.315598303,MIT0604_00277
1850.329876,0.356646358,0.127020327,2.807789641,0.00498828,0.016549447,MIT0604_00278
127.6901925,0.399169507,0.250003844,1.596653478,0.110342971,0.207793985,MIT0604_00280
6917.595889,0.075564781,0.100078063,0.755058388,0.450213949,0.593424311,MIT0604_00281
356.6860673,0.073796172,0.255055088,0.289334248,0.772325607,0.85088833,MIT0604_00282
374.8829011,0.04484386,0.174955313,0.256316077,0.797706784,0.869955135,MIT0604_00283
143.6674237,0.178410929,0.324444933,0.549895871,0.582390796,0.707090131,MIT0604_00284
2218.743226,0.498355016,0.104210854,4.782179581,1.73E-06,1.52E-05,MIT0604_00285
195.6222475,-0.016089257,0.235322838,-0.068370999,0.945490308,0.960982453,MIT0604_00286
1753.033446,0.404425529,0.147369038,2.744304601,0.006063924,0.019425435,MIT0604_00287
2557.443407,0.463964587,0.196388139,2.362487828,0.018152738,0.049347482,MIT0604_00288
1191.820217,0.809537835,0.121545852,6.660349357,2.73E-11,5.13E-10,MIT0604_00289
1465.59093,-0.814305359,0.232574318,-3.501269465,4.63E-04,0.002154223,MIT0604_00290
548.137167,-0.039758124,0.14659312,-0.271214122,0.786226352,0.862951926,MIT0604_00291
129.5571538,0.343769295,0.266943221,1.287799306,0.197815834,0.330373011,MIT0604_00292
93.82816686,0.188380606,0.25022085,0.752857349,0.45153564,0.594469031,MIT0604_00293
401.1624657,0.997673413,0.241753352,4.126823502,3.68E-05,2.33E-04,MIT0604_00294
2279.902156,-0.06506917,0.165971805,-0.39204954,0.69502161,0.795253905,MIT0604_00295
359.4378348,0.183397549,0.203012693,0.903379716,0.366324402,0.518141378,MIT0604_00296
1291.795811,0.459085485,0.268412131,1.710375318,0.087196492,0.173460855,MIT0604_00297
3538.831366,0.962910539,0.193485133,4.976664235,6.47E-07,6.16E-06,MIT0604_00298
481.9023929,-0.192072668,0.122637273,-1.566185082,0.117305294,0.218493118,MIT0604_00299
2556.030552,0.028246466,0.091209697,0.309687097,0.756798916,0.838849949,MIT0604_00300
2853.433099,-0.229455066,0.162288362,-1.413872582,0.157399318,0.277995171,MIT0604_00301
6397.864959,-0.414265843,0.1491998,-2.776584429,0.005493337,0.017877361,MIT0604_00302
285.8552896,0.388850338,0.39395237,0.987049113,0.323618562,0.479686602,MIT0604_00304
467.6221567,0.342804328,0.260016933,1.318392323,0.18737235,0.316200494,MIT0604_00305
