SeqID	Localization	Score
WP_011293622.1 GMC oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293623.1 pentapeptide repeat-containing protein [Prochlorococcus marinus]	Extracellular	9.71
WP_011293624.1 ArnT family glycosyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293625.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011293627.1 ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293628.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293629.1 peptide chain release factor 3 [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293630.1 CPP1-like family protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293631.1 Hsp33 family molecular chaperone HslO [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293632.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293633.1 DUF3531 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293634.1 16S rRNA (uracil(1498)-N(3))-methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293635.1 TIGR00297 family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293636.1 GDSL-type esterase/lipase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293637.1 PhnE/PtxC family ABC transporter permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293638.1 ATP-binding cassette domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011293639.1 putative selenate ABC transporter substrate-binding protein [Prochlorococcus marinus]	Periplasmic	9.44
WP_011293640.1 pyridoxal phosphate-dependent aminotransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293642.1 uracil-DNA glycosylase [Prochlorococcus marinus]	Unknown	2.00
WP_011293644.1 S41 family peptidase [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293645.1 DUF1543 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293647.1 TIGR04168 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293648.1 TPM domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293649.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293650.1 3-dehydroquinate synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293651.1 5-(carboxyamino)imidazole ribonucleotide synthase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293652.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293653.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293654.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293655.1 DUF1824 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293656.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293657.1 DUF1651 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293658.1 nucleoside 2-deoxyribosyltransferase [Prochlorococcus marinus]	Unknown	2.00
WP_011293659.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293660.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293661.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293662.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293663.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293664.1 NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293665.1 DoxX family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293667.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011293668.1 AI-2E family transporter [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293669.1 photosystem II reaction center protein Psb28 [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293670.1 tRNA 2-selenouridine(34) synthase MnmH [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293671.1 GUN4 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293672.1 ATP-binding protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293673.1 DUF6439 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293674.1 class I SAM-dependent methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293675.1 type I glutamate--ammonia ligase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293677.1 nucleoside deaminase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293678.1 pyridoxal phosphate-dependent decarboxylase family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293679.1 DUF697 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293680.1 signal peptidase II [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293682.1 DUF3148 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293683.1 M16 family metallopeptidase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293684.1 M16 family metallopeptidase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293685.1 phycocyanobilin:ferredoxin oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293686.1 efflux RND transporter periplasmic adaptor subunit [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293687.1 ABC transporter permease DevC [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293688.1 DevA family ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293689.1 MULTISPECIES: hypothetical protein [Cyanophyceae]	Unknown	2.00
WP_011293690.1 glycosyltransferase family 2 protein [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011293691.1 30S ribosomal protein S2 [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293692.1 translation elongation factor Ts [Prochlorococcus marinus]	Cytoplasmic	10.00
WP_011293693.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293694.1 ATP-dependent DNA helicase RecG [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293695.1 M15 family metallopeptidase [Prochlorococcus marinus]	Unknown	2.00
WP_011293696.1 NADPH-dependent assimilatory sulfite reductase hemoprotein subunit [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293697.1 glycine--tRNA ligase subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293698.1 MULTISPECIES: geranylgeranyl reductase [Prochlorococcus]	Cytoplasmic	8.96
WP_011293699.1 M15 family metallopeptidase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293700.1 translational GTPase TypA [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011293701.1 DUF309 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293702.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293703.1 LPS export ABC transporter ATP-binding protein [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011293704.1 LptF/LptG family permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293705.1 c-type cytochrome biogenesis protein CcsB [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293706.1 ribulose-phosphate 3-epimerase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293707.1 class II fructose-bisphosphatase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293708.1 glutamyl-tRNA reductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293709.1 glucose-1-phosphate adenylyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293710.1 NADP-dependent phosphogluconate dehydrogenase [Prochlorococcus marinus]	Unknown	2.00
WP_011293711.1 6-phosphogluconolactonase [Prochlorococcus marinus]	Unknown	2.00
WP_011293712.1 CIA30 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293713.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293714.1 dihydroxy-acid dehydratase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293715.1 membrane protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293716.1 uracil phosphoribosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293717.1 MULTISPECIES: pentapeptide repeat-containing protein [Prochlorococcus]	Unknown	2.50
WP_011293718.1 cobalamin biosynthesis protein CobW [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293719.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293720.1 phosphoribosylformylglycinamidine synthase subunit PurS [Prochlorococcus marinus]	Unknown	2.00
WP_011293721.1 phosphoribosylformylglycinamidine synthase subunit PurQ [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293722.1 class I fructose-bisphosphate aldolase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293723.1 Gfo/Idh/MocA family protein [Prochlorococcus marinus]	Unknown	5.41
WP_011293724.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293725.1 acetyl-CoA carboxylase, carboxyltransferase subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293726.1 prepilin peptidase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293727.1 phosphoribulokinase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293728.1 3-isopropylmalate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293729.1 UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase [Prochlorococcus marinus]	Unknown	2.00
WP_011293730.1 glutamate 5-kinase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293732.1 DUF3727 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293733.1 Holliday junction resolvase RuvX [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293734.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293736.1 thylakoid membrane photosystem I accumulation factor [Prochlorococcus marinus]	Unknown	2.50
WP_011293737.1 DUF3685 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293738.1 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293739.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293741.1 GNAT family N-acetyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293742.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293743.1 SDR family oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293744.1 endonuclease III [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293745.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293746.1 ferritin [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293748.1 Crp/Fnr family transcriptional regulator [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293749.1 chlorophyll a/b binding light-harvesting protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293751.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293752.1 Rieske 2Fe-2S domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293753.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293754.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293755.1 UDP-glucose 4-epimerase GalE [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293756.1 asparaginase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293757.1 CGLD27 family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293758.1 ribosome silencing factor [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293759.1 MULTISPECIES: DUF3318 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011293760.1 carbamoyl-phosphate synthase large subunit [Prochlorococcus marinus]	Periplasmic	7.80
WP_011293761.1 magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293762.1 MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein [Prochlorococcus]	Unknown	2.00
WP_011293763.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011293764.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293765.1 NAD(P)-dependent oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293767.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293768.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011293769.1 ABC transporter permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293770.1 ABC transporter permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293771.1 NRAMP family divalent metal transporter [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293772.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293773.1 phosphoribosyltransferase [Prochlorococcus marinus]	Unknown	2.00
WP_011293774.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293775.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293776.1 DUF2862 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293777.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293778.1 sulfite exporter TauE/SafE family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293779.1 glycosyl transferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293780.1 sugar phosphorylase [Prochlorococcus marinus]	Extracellular	9.45
WP_011293782.1 uridine kinase [Prochlorococcus marinus]	Unknown	2.00
WP_011293783.1 GIY-YIG nuclease family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293784.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293785.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293786.1 undecaprenyl-diphosphate phosphatase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293787.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293788.1 peptide-methionine (S)-S-oxide reductase MsrA [Prochlorococcus marinus]	Unknown	2.00
WP_011293789.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293790.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293791.1 DUF3288 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293792.1 anthranilate phosphoribosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293793.1 glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293795.1 Mini-ribonuclease 3 [Prochlorococcus marinus]	Unknown	2.00
WP_011293796.1 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Prochlorococcus marinus]	Unknown	6.58
WP_011293797.1 DUF1816 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293798.1 Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293799.1 DNA polymerase III subunit alpha [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293800.1 PAM68 family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293801.1 30S ribosomal protein S15 [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293802.1 Holliday junction branch migration protein RuvA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293803.1 cAMP phosphodiesterase [Prochlorococcus marinus]	Unknown	2.00
WP_011293804.1 DMT family transporter [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293805.1 DNA primase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293806.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293807.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293808.1 Y-family DNA polymerase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293809.1 LexA family protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011293811.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293812.1 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293813.1 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293814.1 DUF3082 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293815.1 pyruvate dehydrogenase complex E1 component subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293816.1 protein translocase subunit SecD [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293817.1 protein translocase subunit SecF [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293819.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293820.1 ArnT family glycosyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293821.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293822.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293823.1 DUF2103 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293824.1 cytochrome b6-f complex subunit PetN [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011293825.1 photosystem II biogenesis protein Psp29 [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011293826.1 ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293827.1 ATP-dependent zinc metalloprotease FtsH [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293828.1 ABC transporter permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293830.1 nucleoside triphosphate pyrophosphohydrolase family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011293831.1 MULTISPECIES: YggT family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011293832.1 MULTISPECIES: SMC-Scp complex subunit ScpB [Prochlorococcus]	Cytoplasmic	8.96
WP_011293833.1 threonine ammonia-lyase, biosynthetic [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293834.1 1-deoxy-D-xylulose-5-phosphate synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011293835.1 MULTISPECIES: photosystem I reaction center subunit PsaK [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011293836.1 DUF3593 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293837.1 DUF2499 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011293838.1 peroxiredoxin [Prochlorococcus marinus]	Cytoplasmic	9.26
