partner,treatment,product,logFC,logFC_rel_axenic,Pvalue
Synechococus_WH8102,400ppm,acyl-CoA dehydrogenase,-0.988950226,0.251086445,3.30E-05
Synechococus_WH8102,400ppm,acetyl-CoA C-acetyltransferase,-1.115374103,0.242474663,5.69E-05
Synechococus_WH8102,400ppm,pyruvate dehydrogenase E1 component,-0.994022426,0.039449168,2.53E-06
Synechococus_WH8102,400ppm,serine hydroxymethyltransferase,0.033812736,1.253915753,0.809329904
Synechococus_WH8102,400ppm,acetyl-coenzyme A synthetase,-0.11775965,0.886172227,0.607041399
Synechococus_WH8102,400ppm,glycine cleavage system H protein,0.228126805,0.53736138,0.300619038
Synechococus_WH8102,400ppm,3-hydroxyacyl-CoA dehydrogenase,-1.243799157,0.017602444,3.92E-06
Synechococus_WH8102,400ppm,malate dehydrogenase (NAD),0.171998363,1.486409173,0.309526959
Synechococus_WH8102,400ppm,L-glutamine synthetase,-0.867608597,2.008928209,0.00373009
Synechococus_WH8102,400ppm,methylisocitrate lyase,0.771754419,-1.211109688,0.005445389
Synechococus_WH8102,400ppm,glycine dehydrogenase,0.482673233,1.440686157,0.055587626
Synechococus_WH8102,400ppm,2-methylcitrate synthase,1.145701484,-0.690254645,0.000102094
Synechococus_WH8102,400ppm,2-methylcitrate dehydratase,1.460902263,0.24357888,2.35E-05
Synechococus_WH8102,400ppm,aminomethyltransferase,0.591861357,0.220727961,0.011615087
Synechococus_WH8102,400ppm,malate synthase,1.187262305,1.856099599,0.001889613
Synechococus_WH8102,400ppm,isocitrate lyase,1.171484766,1.831555868,0.003927906
General_coculture,800ppm,nitrogen regulatory protein P-II family,-0.994534503,-0.994534503,0.423042643
General_coculture,800ppm,phosphoglycolate phosphatase,-0.505481816,-0.505481816,0.054542663
General_coculture,800ppm,glycine/D-amino acid oxidase-like deaminating,0.244203802,0.244203802,0.342000291
General_coculture,800ppm,glycerate dehydrogenase,0.031768094,0.031768094,0.909339
General_coculture,800ppm,D-lactate dehydrogenase-like protein,0.063003854,0.063003854,0.906762721
General_coculture,800ppm,3-hydroxyisobutyrate dehydrogenase,-1.148082536,-1.148082536,0.180133094
General_coculture,800ppm,choline dehydrogenase,0.867408309,0.867408309,0.186391158
General_coculture,800ppm,Fis family nitrogen metabolism transcriptional,-0.535568118,-0.535568118,0.382151664
General_coculture,800ppm,hydroxypyruvate isomerase,-0.858081003,-0.858081003,0.317122627
General_coculture,800ppm,acetate kinase,-0.221731219,-0.221731219,0.430250892
General_coculture,800ppm,methylmalonate-semialdehyde dehydrogenase,-1.571675537,-1.571675537,0.076415522
General_coculture,800ppm,phosphotransacetylase,-0.541051018,-0.541051018,0.109828004
General_coculture,800ppm,pyruvate dehydrogenase E2 component,0.177687029,0.177687029,0.770284013
General_coculture,800ppm,propionyl-CoA synthetase,-0.295356122,-0.295356122,0.653468454
General_coculture,800ppm,betaine aldehyde dehydrogenase,2.531249575,2.531249575,0.007216907
General_coculture,800ppm,acyl-CoA dehydrogenase,-1.615761788,-1.615761788,0.006123114
General_coculture,800ppm,acetyl-CoA C-acetyltransferase,-1.031271249,-1.031271249,0.127509552
General_coculture,800ppm,pyruvate dehydrogenase E1 component,0.288676257,0.288676257,0.579148708
General_coculture,800ppm,serine hydroxymethyltransferase,0.120842126,0.120842126,0.745204258
General_coculture,800ppm,acetyl-coenzyme A synthetase,-0.245155795,-0.245155795,0.683702299
General_coculture,800ppm,glycine cleavage system H protein,-0.79895814,-0.79895814,0.176180832
General_coculture,800ppm,3-hydroxyacyl-CoA dehydrogenase,-1.380010139,-1.380010139,0.03416542
General_coculture,800ppm,malate dehydrogenase (NAD),0.466299176,0.466299176,0.302664761
General_coculture,800ppm,L-glutamine synthetase,-0.444554985,-0.444554985,0.550640696
General_coculture,800ppm,methylisocitrate lyase,-0.609423497,-0.609423497,0.422130223
General_coculture,800ppm,glycine dehydrogenase,-0.811506332,-0.811506332,0.235147554
General_coculture,800ppm,2-methylcitrate synthase,-0.221089104,-0.221089104,0.785096685
General_coculture,800ppm,2-methylcitrate dehydratase,0.222962027,0.222962027,0.814556264
General_coculture,800ppm,aminomethyltransferase,-0.577473112,-0.577473112,0.365242807
General_coculture,800ppm,malate synthase,-0.529337993,-0.529337993,0.614717268
General_coculture,800ppm,isocitrate lyase,-0.351899981,-0.351899981,0.752848107
Procholorococcus_MIT9312,800ppm,nitrogen regulatory protein P-II family,-2.702353323,-3.696887826,2.63E-05
Procholorococcus_MIT9312,800ppm,phosphoglycolate phosphatase,0.134544925,-0.37093689,0.369022315
Procholorococcus_MIT9312,800ppm,glycine/D-amino acid oxidase-like deaminating,-0.078595563,0.165608239,0.581623005
Procholorococcus_MIT9312,800ppm,glycerate dehydrogenase,-0.120216494,-0.0884484,0.429807286
Procholorococcus_MIT9312,800ppm,D-lactate dehydrogenase-like protein,0.287051655,0.350055509,0.308572939
Procholorococcus_MIT9312,800ppm,3-hydroxyisobutyrate dehydrogenase,0.693822131,-0.454260405,0.131383006
Procholorococcus_MIT9312,800ppm,choline dehydrogenase,-0.801514296,0.065894013,0.023942128
Procholorococcus_MIT9312,800ppm,Fis family nitrogen metabolism transcriptional,-0.759536774,-1.295104892,0.020561351
Procholorococcus_MIT9312,800ppm,hydroxypyruvate isomerase,-0.068682919,-0.926763921,0.880280248
Procholorococcus_MIT9312,800ppm,acetate kinase,-0.085551217,-0.307282437,0.575578479
Procholorococcus_MIT9312,800ppm,methylmalonate-semialdehyde dehydrogenase,0.438170309,-1.133505228,0.355218692
Procholorococcus_MIT9312,800ppm,phosphotransacetylase,-0.116925803,-0.657976821,0.520885931
Procholorococcus_MIT9312,800ppm,pyruvate dehydrogenase E2 component,-0.885374712,-0.707687683,0.006803105
Procholorococcus_MIT9312,800ppm,propionyl-CoA synthetase,1.388605226,1.093249103,9.65E-05
Procholorococcus_MIT9312,800ppm,betaine aldehyde dehydrogenase,-0.698381928,1.832867646,0.163295575
Procholorococcus_MIT9312,800ppm,acyl-CoA dehydrogenase,-0.574954809,-2.190716597,0.06759067
Procholorococcus_MIT9312,800ppm,acetyl-CoA C-acetyltransferase,-1.009045681,-2.04031693,0.005547038
Procholorococcus_MIT9312,800ppm,pyruvate dehydrogenase E1 component,-1.111747178,-0.823070921,7.47E-05
Procholorococcus_MIT9312,800ppm,serine hydroxymethyltransferase,-0.128818017,-0.00797589,0.517519958
Procholorococcus_MIT9312,800ppm,acetyl-coenzyme A synthetase,0.658938467,0.413782673,0.041159876
Procholorococcus_MIT9312,800ppm,glycine cleavage system H protein,0.231919807,-0.567038333,0.463156936
Procholorococcus_MIT9312,800ppm,3-hydroxyacyl-CoA dehydrogenase,-0.543339852,-1.923349991,0.11841594
Procholorococcus_MIT9312,800ppm,malate dehydrogenase (NAD),0.357442903,0.823742078,0.139730248
Procholorococcus_MIT9312,800ppm,L-glutamine synthetase,-0.947060152,-1.391615136,0.018061985
Procholorococcus_MIT9312,800ppm,methylisocitrate lyase,-1.256571705,-1.865995202,0.002215107
Procholorococcus_MIT9312,800ppm,glycine dehydrogenase,-0.122109321,-0.933615653,0.738159666
Procholorococcus_MIT9312,800ppm,2-methylcitrate synthase,-1.326023967,-1.547113071,0.002544717
Procholorococcus_MIT9312,800ppm,2-methylcitrate dehydratase,-1.153889184,-0.930927157,0.024576101
Procholorococcus_MIT9312,800ppm,aminomethyltransferase,0.630673276,0.053200165,0.065180061
Procholorococcus_MIT9312,800ppm,malate synthase,0.96182876,0.432490766,0.089123734
Procholorococcus_MIT9312,800ppm,isocitrate lyase,0.848655851,0.49675587,0.157553104
Synechococcus_CC9311,800ppm,nitrogen regulatory protein P-II family,1.537124781,0.542590279,0.012573365
Synechococcus_CC9311,800ppm,phosphoglycolate phosphatase,-0.058861124,-0.56434294,0.681392627
Synechococcus_CC9311,800ppm,glycine/D-amino acid oxidase-like deaminating,0.138719493,0.382923295,0.305395046
Synechococcus_CC9311,800ppm,glycerate dehydrogenase,0.147541938,0.179310032,0.319119358
Synechococcus_CC9311,800ppm,D-lactate dehydrogenase-like protein,-0.015890754,0.0471131,0.954885106
Synechococcus_CC9311,800ppm,3-hydroxyisobutyrate dehydrogenase,-1.589123865,-2.737206401,0.000637417
Synechococcus_CC9311,800ppm,choline dehydrogenase,1.237162153,2.104570462,0.00052395
Synechococcus_CC9311,800ppm,Fis family nitrogen metabolism transcriptional,0.674629912,0.139061794,0.038868787
Synechococcus_CC9311,800ppm,hydroxypyruvate isomerase,-0.679161203,-1.537242206,0.137356526
Synechococcus_CC9311,800ppm,acetate kinase,0.323780708,0.102049488,0.031191262
Synechococcus_CC9311,800ppm,methylmalonate-semialdehyde dehydrogenase,-0.849257745,-2.420933282,0.073682773
Synechococcus_CC9311,800ppm,phosphotransacetylase,0.49574974,-0.045301278,0.006040643
Synechococcus_CC9311,800ppm,pyruvate dehydrogenase E2 component,0.224413898,0.402100927,0.490314028
Synechococcus_CC9311,800ppm,propionyl-CoA synthetase,-0.111667836,-0.407023958,0.750202929
Synechococcus_CC9311,800ppm,betaine aldehyde dehydrogenase,1.886127593,4.417377168,0.000231983
Synechococcus_CC9311,800ppm,acyl-CoA dehydrogenase,0.105749049,-1.510012739,0.736003912
Synechococcus_CC9311,800ppm,acetyl-CoA C-acetyltransferase,0.44326939,-0.588001859,0.220094244
Synechococcus_CC9311,800ppm,pyruvate dehydrogenase E1 component,0.496282299,0.784958556,0.074896123
Synechococcus_CC9311,800ppm,serine hydroxymethyltransferase,0.241699065,0.362541191,0.22374193
Synechococcus_CC9311,800ppm,acetyl-coenzyme A synthetase,-0.360159875,-0.60531567,0.263161373
Synechococcus_CC9311,800ppm,glycine cleavage system H protein,0.145293493,-0.653664648,0.645175552
Synechococcus_CC9311,800ppm,3-hydroxyacyl-CoA dehydrogenase,0.194853313,-1.185156826,0.574688032
Synechococcus_CC9311,800ppm,malate dehydrogenase (NAD),0.241709101,0.708008276,0.317324646
Synechococcus_CC9311,800ppm,L-glutamine synthetase,1.031562252,0.587007268,0.010092904
Synechococcus_CC9311,800ppm,methylisocitrate lyase,0.687640106,0.078216609,0.091376965
Synechococcus_CC9311,800ppm,glycine dehydrogenase,0.554762971,-0.25674336,0.129405119
Synechococcus_CC9311,800ppm,2-methylcitrate synthase,0.61985663,0.398767526,0.154125506
Synechococcus_CC9311,800ppm,2-methylcitrate dehydratase,0.338850059,0.561812086,0.505288061
Synechococcus_CC9311,800ppm,aminomethyltransferase,-0.225565416,-0.803038527,0.50817045
Synechococcus_CC9311,800ppm,malate synthase,-0.288270872,-0.817608865,0.608136572
Synechococcus_CC9311,800ppm,isocitrate lyase,-0.062893061,-0.414793042,0.916135096
Synechococus_WH8102,800ppm,nitrogen regulatory protein P-II family,1.165228541,0.170694038,0.057027749
Synechococus_WH8102,800ppm,phosphoglycolate phosphatase,-0.075683801,-0.581165617,0.594769165
Synechococus_WH8102,800ppm,glycine/D-amino acid oxidase-like deaminating,-0.06012393,0.184079872,0.655876727
Synechococus_WH8102,800ppm,glycerate dehydrogenase,-0.027325443,0.004442651,0.853965042
Synechococus_WH8102,800ppm,D-lactate dehydrogenase-like protein,-0.271160901,-0.208157048,0.333331419
Synechococus_WH8102,800ppm,3-hydroxyisobutyrate dehydrogenase,0.895301734,-0.252780802,0.051251975
Synechococus_WH8102,800ppm,choline dehydrogenase,-0.435647856,0.431760453,0.216352801
Synechococus_WH8102,800ppm,Fis family nitrogen metabolism transcriptional,0.084906863,-0.450661255,0.794447384
Synechococus_WH8102,800ppm,hydroxypyruvate isomerase,0.747844121,-0.110236881,0.101974673
Synechococus_WH8102,800ppm,acetate kinase,-0.23822949,-0.459960709,0.112729543
Synechococus_WH8102,800ppm,methylmalonate-semialdehyde dehydrogenase,0.411087436,-1.1605881,0.384609244
Synechococus_WH8102,800ppm,phosphotransacetylase,-0.378823937,-0.919874955,0.035778614
Synechococus_WH8102,800ppm,pyruvate dehydrogenase E2 component,0.660960814,0.838647843,0.042765307
Synechococus_WH8102,800ppm,propionyl-CoA synthetase,-1.27693739,-1.572293512,0.000320572
Synechococus_WH8102,800ppm,betaine aldehyde dehydrogenase,-1.187745665,1.34350391,0.018476189
Synechococus_WH8102,800ppm,acyl-CoA dehydrogenase,0.46920576,-1.146556029,0.135403542
Synechococus_WH8102,800ppm,acetyl-CoA C-acetyltransferase,0.565776291,-0.465494958,0.117946916
Synechococus_WH8102,800ppm,pyruvate dehydrogenase E1 component,0.615464879,0.904141135,0.027335088
Synechococus_WH8102,800ppm,serine hydroxymethyltransferase,-0.112881048,0.007961078,0.569811968
Synechococus_WH8102,800ppm,acetyl-coenzyme A synthetase,-0.298778593,-0.543934387,0.353129529
Synechococus_WH8102,800ppm,glycine cleavage system H protein,-0.377213299,-1.17617144,0.232322104
Synechococus_WH8102,800ppm,3-hydroxyacyl-CoA dehydrogenase,0.348486539,-1.0315236,0.315948217
Synechococus_WH8102,800ppm,malate dehydrogenase (NAD),-0.599152003,-0.132852828,0.013395836
Synechococus_WH8102,800ppm,L-glutamine synthetase,-0.084502101,-0.529057086,0.831801513
Synechococus_WH8102,800ppm,methylisocitrate lyase,0.568931599,-0.040491898,0.161823294
Synechococus_WH8102,800ppm,glycine dehydrogenase,-0.432653651,-1.244159983,0.236531014
Synechococus_WH8102,800ppm,2-methylcitrate synthase,0.706167337,0.485078233,0.104601025
Synechococus_WH8102,800ppm,2-methylcitrate dehydratase,0.815039125,1.038001153,0.110416796
Synechococus_WH8102,800ppm,aminomethyltransferase,-0.405107861,-0.982580972,0.235098026
Synechococus_WH8102,800ppm,malate synthase,-0.673557887,-1.202895881,0.232190989
Synechococus_WH8102,800ppm,isocitrate lyase,-0.785762789,-1.13766277,0.19032534
