seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_003911.12,mutS,mutS,SPO_RS00055,SPO0011,Protein Homology,8822,11437,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009810280.1,DNA mismatch repair protein MutS,WP_044027713.1,"GO:0006298,GO:0005524,GO:0030983",,"ATP binding|0005524||IEA,mismatched DNA binding|0030983||IEA",mismatch repair|0006298||IEA,,SPO0011,
NC_003911.12,SPO_RS00060,,SPO_RS00060,SPO0012,Protein Homology,11598,13853,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005618734.1,NADP-dependent malic enzyme,WP_011045784.1,"GO:0004470,GO:0004471,GO:0051287",,"malic enzyme activity|0004470||IEA,malate dehydrogenase (decarboxylating) (NAD+) activity|0004471||IEA,NAD binding|0051287||IEA",,,SPO0012,1.1.1.40
NC_003911.12,SPO_RS00065,,SPO_RS00065,SPO0013,Protein Homology,13857,14729,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014876383.1,ribokinase,WP_011045785.1,"GO:0005524,GO:0019200",,"ATP binding|0005524||IEA,carbohydrate kinase activity|0019200||IEA",,,SPO0013,2.7.1.15
NC_003911.12,msrA,msrA,SPO_RS00070,SPO0014,Protein Homology,14726,15388,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045786.1,peptide-methionine (S)-S-oxide reductase MsrA,WP_011045786.1,"GO:0006979,GO:0030091,GO:0008113,GO:0033744",,"peptide-methionine (S)-S-oxide reductase activity|0008113||IEA,L-methionine:thioredoxin-disulfide S-oxidoreductase activity|0033744||IEA","response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",,SPO0014,1.8.4.11
NC_003911.12,SPO_RS00075,,SPO_RS00075,SPO0015,Protein Homology,15551,16264,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014881522.1,hypothetical protein,WP_044027714.1,,,,,,SPO0015,
NC_003911.12,SPO_RS00080,,SPO_RS00080,SPO0016,Protein Homology,16332,16613,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008755857.1,SCP2 sterol-binding domain-containing protein,WP_011045788.1,GO:0008289,,lipid binding|0008289||IEA,,,SPO0016,
NC_003911.12,SPO_RS00085,,SPO_RS00085,SPO0017,Protein Homology,16689,17090,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008556036.1,DUF1810 domain-containing protein,WP_051420411.1,,,,,,SPO0017,
NC_003911.12,SPO_RS00090,,SPO_RS00090,SPO0018,Protein Homology,17129,18358,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045790.1,argininosuccinate synthase,WP_011045790.1,"GO:0006526,GO:0004055,GO:0005524",,"argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA",L-arginine biosynthetic process|0006526||IEA,,SPO0018,6.3.4.5
NC_003911.12,SPO_RS00095,,SPO_RS00095,SPO0019,GeneMarkS-2+,18450,19280,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011045791.1,,,,,,SPO0019,
NC_003911.12,ilvA,ilvA,SPO_RS00100,SPO0020,Protein Homology,19338,20564,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008553578.1,threonine ammonia-lyase IlvA,WP_011045792.1,"GO:0006520,GO:0004794",,threonine deaminase activity|0004794||IEA,amino acid metabolic process|0006520||IEA,,SPO0020,4.3.1.19
NC_003911.12,SPO_RS00105,,SPO_RS00105,SPO0021,Protein Homology,20571,20897,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014876374.1,Hpt domain-containing protein,WP_044027719.1,"GO:0000160,GO:0009927,GO:0043424",,"histidine phosphotransfer kinase activity|0009927||IEA,protein histidine kinase binding|0043424||IEA",phosphorelay signal transduction system|0000160||IEA,,SPO0021,
NC_003911.12,SPO_RS00110,,SPO_RS00110,SPO0022,Protein Homology,21089,22342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010442958.1,PP2C family protein-serine/threonine phosphatase,WP_044027720.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,,SPO0022,3.1.3.16
NC_003911.12,SPO_RS00115,,SPO_RS00115,SPO0023,Protein Homology,22329,22781,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045795.1,NUDIX hydrolase,WP_011045795.1,,,,,,SPO0023,
NC_003911.12,SPO_RS00120,,SPO_RS00120,SPO0024,Protein Homology,22858,23838,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045796.1,Hsp33 family molecular chaperone HslO,WP_011045796.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,,SPO0024,
NC_003911.12,SPO_RS00125,,SPO_RS00125,SPO0025,Protein Homology,23855,24427,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045797.1,CoA pyrophosphatase,WP_011045797.1,"GO:0000287,GO:0010945",,"magnesium ion binding|0000287||IEA,coenzyme A diphosphatase activity|0010945||IEA",,,SPO0025,
NC_003911.12,SPO_RS00130,,SPO_RS00130,SPO0026,Protein Homology,24424,25578,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045798.1,CCA tRNA nucleotidyltransferase,WP_011045798.1,"GO:0008033,GO:0000049,GO:0005524,GO:0052929",,"tRNA binding|0000049||IEA,ATP binding|0005524||IEA,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity|0052929||IEA",tRNA processing|0008033||IEA,,SPO0026,
NC_003911.12,SPO_RS00135,,SPO_RS00135,SPO0027,Protein Homology,25770,27608,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009177831.1,ABC transporter ATP-binding protein,WP_011045799.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0027,7.-.-.-
NC_003911.12,SPO_RS00140,,SPO_RS00140,SPO0028,Protein Homology,27605,29437,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045800.1,ABC transporter ATP-binding protein,WP_011045800.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0028,7.-.-.-
NC_003911.12,SPO_RS00145,,SPO_RS00145,SPO0029,Protein Homology,29477,30709,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045801.1,class I SAM-dependent RNA methyltransferase,WP_044027721.1,"GO:0001510,GO:0008757,GO:0046872,GO:1904047",,"S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,metal ion binding|0046872||IEA,S-adenosyl-L-methionine binding|1904047||IEA",RNA methylation|0001510||IEA,,SPO0029,2.1.1.-
NC_003911.12,SPO_RS00150,,SPO_RS00150,SPO0030,Protein Homology,30727,31503,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045802.1,ion transporter,WP_011045802.1,"GO:0034220,GO:0005216,GO:0005886,GO:0034702","plasma membrane|0005886||IEA,monoatomic ion channel complex|0034702||IEA",monoatomic ion channel activity|0005216||IEA,monoatomic ion transmembrane transport|0034220||IEA,,SPO0030,
NC_003911.12,SPO_RS00155,,SPO_RS00155,SPO0031,Protein Homology,31568,32086,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008205632.1,L%2CD-transpeptidase family protein,WP_030003157.1,"GO:0018104,GO:0071972",,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA,peptidoglycan-protein cross-linking|0018104||IEA,,SPO0031,2.-.-.-
NC_003911.12,SPO_RS00160,,SPO_RS00160,SPO_RS00160,GeneMarkS-2+,32070,32345,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_144083935.1,,,,,,,
NC_003911.12,SPO_RS00165,,SPO_RS00165,SPO0033,Protein Homology,32458,33366,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045805.1,LysR substrate-binding domain-containing protein,WP_011045805.1,,,,,,SPO0033,
NC_003911.12,SPO_RS00170,,SPO_RS00170,SPO0034,Protein Homology,33377,34816,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045806.1,sulfotransferase family 2 domain-containing protein,WP_011045806.1,,,,,,SPO0034,
NC_003911.12,SPO_RS00175,,SPO_RS00175,SPO0035,Protein Homology,34823,36523,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008553447.1,beta-1%2C6-N-acetylglucosaminyltransferase,WP_044027728.1,"GO:0016757,GO:0016020",membrane|0016020||IEA,glycosyltransferase activity|0016757||IEA,,,SPO0035,
NC_003911.12,SPO_RS00180,,SPO_RS00180,SPO0036,Protein Homology,36520,37506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014876476.1,glycosyltransferase family 2 protein,WP_044027729.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,,SPO0036,2.4.-.-
NC_003911.12,SPO_RS00185,,SPO_RS00185,SPO0037,Protein Homology,37703,38752,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045809.1,glycosyltransferase family 2 protein,WP_011045809.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,,SPO0037,2.4.-.-
NC_003911.12,SPO_RS00190,,SPO_RS00190,SPO0038,Protein Homology,38766,39566,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010442943.1,3-deoxy-manno-octulosonate cytidylyltransferase,WP_011045810.1,"GO:0009103,GO:0033468,GO:0008690",,3-deoxy-manno-octulosonate cytidylyltransferase activity|0008690||IEA,"lipopolysaccharide biosynthetic process|0009103||IEA,CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process|0033468||IEA",,SPO0038,2.7.7.38
NC_003911.12,cysQ,cysQ,SPO_RS00195,SPO0039,Protein Homology,39567,40364,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008553419.1,3'(2')%2C5'-bisphosphate nucleotidase CysQ,WP_011045811.1,"GO:0006790,GO:0000287,GO:0008441",,"magnesium ion binding|0000287||IEA,3'(2')%2C5'-bisphosphate nucleotidase activity|0008441||IEA",sulfur compound metabolic process|0006790||IEA,,SPO0039,3.1.3.7
NC_003911.12,SPO_RS00200,,SPO_RS00200,SPO0040,Protein Homology,40531,41304,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005850582.1,ABC transporter permease,WP_144083936.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,SPO0040,
NC_003911.12,SPO_RS22085,,SPO_RS22085,SPO0041,Protein Homology,41301,41885,+,,,COORDINATES: protein motif:HMM:NF019844.6,COG3650 family protein,WP_011045813.1,,,,,,SPO0041,
NC_003911.12,SPO_RS00210,,SPO_RS00210,SPO0042,Protein Homology,41882,42484,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008756402.1,alpha-ketoglutarate-dependent dioxygenase AlkB family protein,WP_044027730.1,"GO:0003676,GO:0008198,GO:0016706",,"nucleic acid binding|0003676||IEA,ferrous iron binding|0008198||IEA,2-oxoglutarate-dependent dioxygenase activity|0016706||IEA",,,SPO0042,1.14.11.-
NC_003911.12,dnaK,dnaK,SPO_RS00215,SPO0043,Protein Homology,42698,44611,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045815.1,molecular chaperone DnaK,WP_011045815.1,"GO:0006457,GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",protein folding|0006457||IEA,,SPO0043,
NC_003911.12,dnaJ,dnaJ,SPO_RS00220,SPO0044,Protein Homology,44687,45832,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011566721.1,molecular chaperone DnaJ,WP_011045816.1,"GO:0006457,GO:0009408,GO:0005515,GO:0005524",,"protein binding|0005515||IEA,ATP binding|0005524||IEA","protein folding|0006457||IEA,response to heat|0009408||IEA",,SPO0044,1.8.4.-
NC_003911.12,thiD,thiD,SPO_RS00225,SPO0045,Protein Homology,46122,46925,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009178396.1,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,WP_011045817.1,"GO:0009228,GO:0008902,GO:0008972",,"hydroxymethylpyrimidine kinase activity|0008902||IEA,phosphomethylpyrimidine kinase activity|0008972||IEA",thiamine biosynthetic process|0009228||IEA,,SPO0045,"2.7.1.49,2.7.4.7"
NC_003911.12,SPO_RS00230,,SPO_RS00230,SPO0046,Protein Homology,46922,47899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045818.1,FAD-dependent oxidoreductase,WP_011045818.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,SPO0046,
NC_003911.12,thiS,thiS,SPO_RS00235,SPO0046a,Protein Homology,47883,48077,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045819.1,sulfur carrier protein ThiS,WP_011045819.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,SPO0046a,
NC_003911.12,SPO_RS00240,,SPO_RS00240,SPO0047,Protein Homology,48081,48845,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011537258.1,thiazole synthase,WP_011045820.1,GO:1990107,,thiazole synthase activity|1990107||IEA,,,SPO0047,2.8.1.10
NC_003911.12,SPO_RS00245,,SPO_RS00245,SPO0048,Protein Homology,48842,49438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005605915.1,thiamine phosphate synthase,WP_011045821.1,"GO:0009228,GO:0004789",,thiamine-phosphate diphosphorylase activity|0004789||IEA,thiamine biosynthetic process|0009228||IEA,,SPO0048,2.5.1.3
NC_003911.12,SPO_RS00250,,SPO_RS00250,SPO0049,Protein Homology,49435,50400,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009178366.1,ThiF family adenylyltransferase,WP_084790932.1,GO:0008641,,ubiquitin-like modifier activating enzyme activity|0008641||IEA,,,SPO0049,
NC_003911.12,SPO_RS00255,,SPO_RS00255,SPO0050,Protein Homology,50414,51349,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011567058.1,ABC transporter substrate-binding protein,WP_044027732.1,,,,,,SPO0050,
NC_003911.12,tenA,tenA,SPO_RS00260,SPO0051,Protein Homology,51346,52026,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011537262.1,thiaminase II,WP_044027739.1,"GO:0006772,GO:0050334",,thiaminase activity|0050334||IEA,thiamine metabolic process|0006772||IEA,,SPO0051,3.5.99.2
NC_003911.12,SPO_RS00265,,SPO_RS00265,SPO0052,Protein Homology,52023,52751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045825.1,ABC transporter ATP-binding protein,WP_044027741.1,"GO:0006810,GO:0005215,GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"transporter activity|0005215||IEA,ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transport|0006810||IEA,,SPO0052,7.6.2.-
NC_003911.12,SPO_RS00270,,SPO_RS00270,SPO0053,Protein Homology,52748,53482,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045826.1,ABC transporter permease,WP_044027743.1,"GO:0005524,GO:0022857",,"ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA",,,SPO0053,
NC_003911.12,radC,radC,SPO_RS00275,SPO0054,Protein Homology,53519,54274,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010142293.1,RadC family protein,WP_044027744.1,,,,,,SPO0054,
NC_003911.12,SPO_RS00280,,SPO_RS00280,SPO0055,Protein Homology,54337,55893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014876341.1,substrate-binding domain-containing protein,WP_011045828.1,,,,,,SPO0055,
NC_003911.12,SPO_RS00285,,SPO_RS00285,SPO0056,Protein Homology,55919,56911,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008205597.1,hypothetical protein,WP_030003158.1,,,,,,SPO0056,
NC_003911.12,secA,secA,SPO_RS00290,SPO0057,Protein Homology,57011,59716,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019295261.1,preprotein translocase subunit SecA,WP_011045830.1,"GO:0006605,GO:0006886,GO:0017038,GO:0005524",,ATP binding|0005524||IEA,"protein targeting|0006605||IEA,intracellular protein transport|0006886||IEA,protein import|0017038||IEA",,SPO0057,
NC_003911.12,SPO_RS00295,,SPO_RS00295,SPO0058,Protein Homology,59891,60742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010442932.1,peptidylprolyl isomerase,WP_044027745.1,"GO:0006457,GO:0003755",,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,protein folding|0006457||IEA,,SPO0058,5.2.1.8
NC_003911.12,argJ,argJ,SPO_RS00300,SPO0059,Protein Homology,60750,61976,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009178030.1,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ,WP_011045832.1,"GO:0006526,GO:0004358",,glutamate N-acetyltransferase activity|0004358||IEA,L-arginine biosynthetic process|0006526||IEA,,SPO0059,"2.3.1.1,2.3.1.35"
NC_003911.12,mutT,mutT,SPO_RS00305,SPO0060,Protein Homology,61973,62371,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007811869.1,8-oxo-dGTP diphosphatase MutT,WP_011045833.1,"GO:0006281,GO:0016818",,hydrolase activity%2C acting on acid anhydrides%2C in phosphorus-containing anhydrides|0016818||IEA,DNA repair|0006281||IEA,,SPO0060,3.6.1.55
NC_003911.12,SPO_RS23400,,SPO_RS23400,SPO_RS23400,Protein Homology,62566,62697,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010142302.1,hypothetical protein,WP_268957420.1,,,,,,,
NC_003911.12,infB,infB,SPO_RS00310,SPO0061,Protein Homology,62848,65355,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011566727.1,translation initiation factor IF-2,WP_011045834.1,"GO:0006413,GO:0003743,GO:0003924,GO:0005525,GO:0005737",cytoplasm|0005737||IEA,"translation initiation factor activity|0003743||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",translational initiation|0006413||IEA,,SPO0061,
NC_003911.12,SPO_RS00315,,SPO_RS00315,SPO0062,Protein Homology,65364,65987,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005618812.1,RNA-binding protein,WP_011045835.1,,,,,,SPO0062,
NC_003911.12,nusA,nusA,SPO_RS00320,SPO0063,Protein Homology,66012,67637,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045836.1,transcription termination factor NusA,WP_011045836.1,"GO:0006353,GO:0003723",,RNA binding|0003723||IEA,DNA-templated transcription termination|0006353||IEA,,SPO0063,
NC_003911.12,rimP,rimP,SPO_RS00325,SPO0064,Protein Homology,67637,68263,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014881498.1,ribosome maturation factor RimP,WP_011045837.1,,,,,,SPO0064,
NC_003911.12,SPO_RS00330,,SPO_RS00330,SPO0065,Protein Homology,68420,69241,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045838.1,ABC transporter substrate-binding protein,WP_011045838.1,,,,,,SPO0065,
NC_003911.12,pip,pip,SPO_RS00335,SPO0066,Protein Homology,69238,70218,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011540220.1,prolyl aminopeptidase,WP_044027748.1,"GO:0030163,GO:0004177,GO:0005737",cytoplasm|0005737||IEA,aminopeptidase activity|0004177||IEA,protein catabolic process|0030163||IEA,,SPO0066,3.4.11.5
NC_003911.12,ubiG,ubiG,SPO_RS00340,SPO0067,Protein Homology,70268,71014,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014881501.1,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,WP_011045840.1,"GO:0006744,GO:0061542",,3-demethylubiquinol 3-O-methyltransferase activity|0061542||IEA,ubiquinone biosynthetic process|0006744||IEA,,SPO0067,"2.1.1.222,2.1.1.64"
NC_003911.12,SPO_RS00345,,SPO_RS00345,SPO0068,Protein Homology,71105,71545,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045841.1,MarR family winged helix-turn-helix transcriptional regulator,WP_011045841.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,SPO0068,
NC_003911.12,SPO_RS00350,,SPO_RS00350,SPO0069,Protein Homology,71558,72388,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008555050.1,carbon-nitrogen hydrolase family protein,WP_011045842.1,GO:0016787,,hydrolase activity|0016787||IEA,,,SPO0069,3.5.-.-
NC_003911.12,grxC,grxC,SPO_RS00355,SPO0070,Protein Homology,72385,72645,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045843.1,glutaredoxin 3,WP_011045843.1,GO:0045454,,,cell redox homeostasis|0045454||IEA,,SPO0070,
NC_003911.12,SPO_RS00360,,SPO_RS00360,SPO0071,Protein Homology,72738,73466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045844.1,ComF family protein,WP_011045844.1,,,,,,SPO0071,
NC_003911.12,SPO_RS00365,,SPO_RS00365,SPO0072,Protein Homology,73483,74316,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045845.1,methyltransferase domain-containing protein,WP_011045845.1,GO:0008757,,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,,,SPO0072,
NC_003911.12,hemH,hemH,SPO_RS00370,SPO0073,Protein Homology,74375,75424,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005979323.1,ferrochelatase,WP_044027749.1,"GO:0006779,GO:0004325",,ferrochelatase activity|0004325||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,SPO0073,4.98.1.1
NC_003911.12,SPO_RS00375,,SPO_RS00375,SPO0074,Protein Homology,75521,75706,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045847.1,hypothetical protein,WP_011045847.1,,,,,,SPO0074,
NC_003911.12,SPO_RS00380,,SPO_RS00380,SPO0075,Protein Homology,75848,76447,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005618792.1,L%2CD-transpeptidase,WP_044027751.1,"GO:0018104,GO:0042834,GO:0071972",,"peptidoglycan binding|0042834||IEA,peptidoglycan L%2CD-transpeptidase activity|0071972||IEA",peptidoglycan-protein cross-linking|0018104||IEA,,SPO0075,2.-.-.-
NC_003911.12,SPO_RS00385,,SPO_RS00385,SPO0076,Protein Homology,76615,77127,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009157586.1,CAP domain-containing protein,WP_044027753.1,,,,,,SPO0076,
NC_003911.12,SPO_RS00390,,SPO_RS00390,SPO0077,Protein Homology,77195,77659,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005608874.1,PTS sugar transporter subunit IIA,WP_011045850.1,"GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495",transmembrane transporter complex|1902495||IEA,kinase activity|0016301||IEA,"carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA",,SPO0077,
