Gene ID,NCBI ID,NCBI ID_2,NCBI ID_3,0 hours,4 hours,8 hours,13 hours,16 hours,20 hours,24 hours,Gene Name,product,pathway_plot,locus_tag
cds-WP_011293552.1,NATL2_06211,PMN2A_RS03030,PMN2A_0018,-0.94158713232836***,-0.195705841834303***,0.487228712053019***,0.003719546,-1.35239114616809***,-2.0794951579984***,-1.87210612417323***,,NAD(P)-dependent oxidoreductase,,PMN2A_0018
cds-WP_011293553.1,NATL2_06221,PMN2A_RS03035,PMN2A_0019,-0.955021825495773***,-0.322004179191053***,0.308836885199821***,-0.069006876,-1.36550285212018***,-2.24072147620728***,-2.23773708022494***,hemE,uroporphyrinogen decarboxylase,,PMN2A_0019
cds-WP_011293554.1,NATL2_06231,PMN2A_RS03040,PMN2A_0020,-1.13138282526263***,-0.833787149981832***,-0.219877815,0.181579653,-0.840337842977987***,-1.68193964473801***,-2.08079878895404***,glgB,1%2C4-alpha-glucan branching protein GlgB,solutes_genes,PMN2A_0020
cds-WP_011293555.1,NATL2_06241,PMN2A_RS03045,PMN2A_0021,0.289939963998307***,-0.087680389,-0.08268999,-0.192764354,-0.020969211,0.353464588513557***,0.426041636348901***,,CocE/NonD family hydrolase,,PMN2A_0021
cds-WP_011293556.1,NATL2_06251,PMN2A_RS03050,PMN2A_0022,0.093857833,0.276119477,0.191035744,0.408010280642142***,0.905337399270733***,1.19357331420769***,1.49448667943562***,,hypothetical protein,,PMN2A_0022
cds-WP_011293557.1,NATL2_06261,PMN2A_RS03055,PMN2A_0023,-0.525819394265681***,-0.263826718,0.069921463,0.037088283,0.108011408,-0.242351044,-0.881797947648526***,,DUF4332 domain-containing protein,,PMN2A_0023
cds-WP_011293558.1,NATL2_06271,PMN2A_RS03060,PMN2A_0024,-0.940457670400275***,-0.526826023904113***,-0.17079677,-0.039511069,-0.307152375944867***,-0.892365754342819***,-1.11452079409252***,,hypothetical protein,,PMN2A_0024
cds-WP_011293559.1,NATL2_06281,PMN2A_RS03065,PMN2A_0025,0.824611641838743***,0.235476089420949***,-0.537582665635274***,-0.261243726985015***,1.10699138692028***,1.46347233631068***,1.25628872293874***,tamB,translocation/assembly module TamB,,PMN2A_0025
cds-WP_011293560.1,NATL2_06291,PMN2A_RS03070,PMN2A_0026,0.382905983671557***,0.376310894749123***,0.434333081431117***,-0.169003633,-0.554125579174171***,-0.334512163526307***,0.165702244,proA,glutamate-5-semialdehyde dehydrogenase,,PMN2A_0026
cds-WP_011293561.1,NATL2_06301,PMN2A_RS03075,PMN2A_0027,0.58375295632972***,0.49322054403977***,0.587549069411892***,0.047788453,-0.650008048032923***,-0.14320511,0.121129744,folB,dihydroneopterin aldolase,,PMN2A_0027
cds-WP_011293562.1,NATL2_06311,PMN2A_RS03080,PMN2A_0028,0.994932466002839***,0.828491580528487***,0.504727529,-0.385795715788704***,-0.785283701539601***,0.249705584,1.05324210443665***,,alpha/beta hydrolase,,PMN2A_0028
cds-WP_011293563.1,NATL2_06321,PMN2A_RS03085,PMN2A_0029,-0.062354319,0.002825997,-0.554730925106407***,0.122372481,-0.436240992024634***,-0.847069393650948***,-0.610480084539452***,prlC,M3 family peptidase,,PMN2A_0029
cds-WP_011293564.1,NATL2_06331,PMN2A_RS03090,PMN2A_0030,-0.415434871016042***,-0.241081823030747***,-0.231696583,0.192162785,-0.629831786314105***,-1.00769314225505***,-0.944107472997019***,,NADH-quinone oxidoreductase subunit M,,PMN2A_0030
cds-WP_011293565.1,NATL2_06341,PMN2A_RS03095,PMN2A_0031,-0.518268199454147***,-0.357588520981931***,-0.356794007,0.030880515,-0.748524201910795***,-1.22795583838072***,-1.22217494025056***,thrB,homoserine kinase,,PMN2A_0031
cds-WP_011293566.1,NATL2_06351,PMN2A_RS03100,PMN2A_0032,-0.07471916,-0.099096215,-0.088205813,-0.138306371,-0.110980935,-0.539971078672119***,-0.181511395,glk,glucokinase,,PMN2A_0032
cds-WP_011293567.1,,PMN2A_RS03105,PMN2A_0033,-0.330652843608576***,0.010205426,-0.205654609608491***,0.089632516,-0.25663283254998***,-0.357140208572599***,-0.129860391,,threonine--tRNA ligase,,PMN2A_0033
cds-WP_011293568.1,NATL2_06371,PMN2A_RS03110,PMN2A_0034,-0.689176690890606***,-0.159744692,-0.608332544040409***,0.02272163,-0.83260876799294***,-1.5735652190723***,-1.93949441991878***,trpS,tryptophan--tRNA ligase,,PMN2A_0034
cds-WP_011293569.1,NATL2_06381,PMN2A_RS03115,PMN2A_0035,-0.976013251958993***,-0.429799740563894***,-0.912481895392843***,0.087288326,-0.670755541458762***,-1.49600751662438***,-2.27823270361088***,,hypothetical protein,,PMN2A_0035
cds-WP_011293570.1,NATL2_06391,PMN2A_RS03120,PMN2A_0036,-0.012589929,-0.241161291509766***,0.139769434,0.092022488,0.505825102179195***,0.344730852650466***,-0.011637953,,DUF697 domain-containing protein,,PMN2A_0036
cds-WP_011293571.1,NATL2_06401,PMN2A_RS03125,PMN2A_0037,-0.179568649829346***,-0.103399965,0.129155158,-0.00590495,-0.26527964805461***,-0.48809444481139***,-0.61543762451838***,,metal ABC transporter substrate-binding protein,,PMN2A_0037
cds-WP_011293572.1,NATL2_06411,PMN2A_RS03130,PMN2A_0038,-0.414625094462401***,-0.182085073,0.068565904,-0.096835144,-0.991462986534426***,-1.16661996235323***,-0.955665068396049***,,metal ABC transporter ATP-binding protein,,PMN2A_0038
cds-WP_011293573.1,NATL2_06421,PMN2A_RS03135,PMN2A_0039,-0.160912927,0.176383842,0.301813120566955***,-0.079966532,-0.938925038066827***,-0.610851345230542***,-0.437980483450536***,,metal ABC transporter permease,,PMN2A_0039
cds-WP_011293574.1,,PMN2A_RS03140,PMN2A_0040,-0.238520776165193***,-0.006430071,0.329252165200457***,-0.270515876385961***,-1.00872255179061***,-0.930743570358889***,-0.481741541908078***,,DUF4336 domain-containing protein,,PMN2A_0040
cds-WP_011293575.1,NATL2_06441,PMN2A_RS03145,PMN2A_0041,-0.20182443,0.010527906,-0.543783324894362***,-0.481887678387497***,-0.083092828,-0.220074637,0.126327786,,DUF760 domain-containing protein,,PMN2A_0041
cds-WP_011293576.1,NATL2_06451,PMN2A_RS03150,PMN2A_0042,-0.485486398520825***,-0.216535692494292***,0.014155992,0.06518239,-0.02821668,-0.416122482659038***,-0.084476695,,signal peptidase I,,PMN2A_0042
cds-WP_011293577.1,NATL2_06461,PMN2A_RS03155,PMN2A_0043,-0.773208688220717***,-0.311244373197461***,0.011121298,-0.114164987,-0.711026166726488***,-1.46163140884565***,-1.76997533250987***,menD,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,,PMN2A_0043
cds-WP_041711157.1,NATL2_06471,PMN2A_RS03160,PMN2A_0044,-0.27291753769098***,-0.29760041502124***,0.014738685,-0.448977585807779***,-0.177817021897199***,-0.291577485362981***,0.009257026,menB,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,,PMN2A_0044
cds-WP_011293579.1,NATL2_06481,PMN2A_RS03165,PMN2A_0045,-0.268119742727865***,0.089469109,0.269158553517033***,-0.140863005,-0.37953579143473***,-1.0994255507989***,-0.724652966398392***,glgA,glycogen synthase GlgA,solutes_genes,PMN2A_0045
cds-WP_011293580.1,NATL2_06491,PMN2A_RS03170,PMN2A_0046,0.10827478,0.327828964038838***,0.523149017566403***,-0.246597828342574***,-0.607633201792034***,-0.945311975312077***,-0.689655153364588***,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,,PMN2A_0046
cds-WP_011293581.1,NATL2_06501,PMN2A_RS03175,PMN2A_0047,1.61222320737841***,0.794700400445643***,-0.180329888,-0.045965395,0.169645306,0.802201377023263***,1.13355868288918***,glmU,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,,PMN2A_0047
cds-WP_011293582.1,NATL2_06511,PMN2A_RS03180,PMN2A_0048,-0.257865193,-0.236839494,0.362359637,-0.005687871,0.059352773,0.310447667072549***,0.496618416774289***,,SAM-dependent methyltransferase,,PMN2A_0048
cds-WP_011293583.1,NATL2_06521,PMN2A_RS03185,PMN2A_0049,-0.562135660494457***,-0.513738834784405***,-0.254985644,-0.20561436,-0.0422252,-0.347427184174334***,-0.226909561,aroA,3-phosphoshikimate 1-carboxyvinyltransferase,,PMN2A_0049
cds-WP_041710949.1,NATL2_06531,PMN2A_RS03190,PMN2A_0050,-0.732949193268638***,-0.4083943407841***,-0.701134695283377***,-0.033921968,-0.113433168,-1.34384787766258***,-2.09466987543383***,ubiD,UbiD family decarboxylase,,PMN2A_0050
cds-WP_011293585.1,NATL2_06541,PMN2A_RS03195,PMN2A_0051,-0.308407840463157***,-0.155230834,-0.485515119526536***,-0.106821053,-0.242837865481657***,-0.596028325535946***,-0.860359530304217***,,2-phosphosulfolactate phosphatase family protein,,PMN2A_0051
cds-WP_011293586.1,NATL2_06551,PMN2A_RS03200,PMN2A_0052,-0.189353669364681***,-0.189274719482793***,-0.361275746870705***,-0.570881998508479***,-0.737838753616397***,-1.16770657731585***,-1.17335889053786***,,carbon-nitrogen hydrolase family protein,,PMN2A_0052
cds-WP_041711160.1,NATL2_06561,PMN2A_RS03205,PMN2A_0053,0.169809394,0.081103582,-0.161324901,-0.824127881364809***,-1.22865019917368***,-1.10024197694238***,-0.989842237723039***,amiC,N-acetylmuramoyl-L-alanine amidase,,PMN2A_0053
cds-WP_011293588.1,NATL2_06571,PMN2A_RS03210,PMN2A_0054,0.019334097,0.17353676,0.223471008,-0.682281096671741***,-0.188204891,-0.133955409,0.155180298,murI,glutamate racemase,,PMN2A_0054
cds-WP_011293589.1,NATL2_06581,PMN2A_RS03215,PMN2A_0055,-0.746377354782165***,-0.128777271,-0.283226083992433***,-0.229746596535574***,0.052907808,-0.278012608908982***,-0.065630789,sds,solanesyl diphosphate synthase,,PMN2A_0055
cds-WP_011293590.1,NATL2_06591,PMN2A_RS03220,PMN2A_0056,-0.361651213176869***,-0.079841849,-0.17712296,-0.017934606,-0.093725142,-0.402591031780325***,-0.525340954588911***,,HAD family phosphatase,,PMN2A_0056
cds-WP_011293591.1,NATL2_06601,PMN2A_RS03225,PMN2A_0057,0.236941269237859***,-0.284753201418832***,-0.235103342,-0.177356228,0.795317845436191***,0.914293345487668***,0.458557805566437***,acs,acetate--CoA ligase,,PMN2A_0057
cds-WP_011293592.1,NATL2_06611,PMN2A_RS03230,PMN2A_0058,0.757682030186567***,0.708540118547793***,0.219895741,0.015260736,-0.061694316,0.371798207249734***,0.861507883077176***,,DUF1350 domain-containing protein,,PMN2A_0058
cds-WP_011293593.1,NATL2_06621,PMN2A_RS03235,PMN2A_0059,1.73885458404922***,0.61886645755052***,0.474363127278293***,-0.13752857,0.142915449,1.06342585879813***,1.84791241667973***,dnaQ,3'-5' exonuclease,,PMN2A_0059
cds-WP_011293594.1,NATL2_06631,PMN2A_RS03240,PMN2A_0060,1.79920952297128***,0.017958563,-0.553575757458966***,-0.234026795,0.138934309,0.794724199246737***,2.18370467833584***,,hypothetical protein,,PMN2A_0060
cds-WP_011293595.1,NATL2_06641,PMN2A_RS03245,PMN2A_0061,-0.202474657026569***,-0.186147818189464***,0.103672258,-0.289044934929147***,-0.428863739022792***,-0.650126643891225***,-0.724029506051782***,hisS,histidine--tRNA ligase,,PMN2A_0061
cds-WP_011293596.1,NATL2_06651,PMN2A_RS03250,PMN2A_0062,-0.241833808587853***,-0.126478759,0.213131406687387***,-0.062490423,-0.285520358331574***,-0.22334506505439***,-0.10837643,ugd,nucleotide sugar dehydrogenase,,PMN2A_0062
cds-WP_011293597.1,NATL2_06661,PMN2A_RS03255,PMN2A_0063,-0.351780442,-0.079675713,0.37063906,-0.403851354,0.843385044567127***,1.06022132108224***,0.084711746,,hypothetical protein,,PMN2A_0063
cds-WP_011293598.1,NATL2_06671,PMN2A_RS03260,PMN2A_0064,0.33671793737299***,0.48998814740008***,0.22594143,-0.356987771887103***,0.084740449,0.089086259,-0.021925292,,TIGR02450 family Trp-rich protein,,PMN2A_0064
cds-WP_011293599.1,NATL2_06681,PMN2A_RS03265,PMN2A_0065,1.18776529010283***,0.388115167771978***,0.431653416438876***,0.029468917,0.196302777,0.913522020863784***,-0.28627998251892***,,hypothetical protein,,PMN2A_0065
cds-WP_011293600.1,NATL2_06701,PMN2A_RS03275,PMN2A_0066,-1.22216606933258***,-0.50439831363389***,-0.182053655,-0.250362435,-1.28354131409959***,-1.98916290967024***,-1.98473501477096***,pcbA,chlorophyll a/b binding light-harvesting protein,,PMN2A_0066
cds-WP_011293601.1,NATL2_06711,PMN2A_RS03280,PMN2A_0067,-0.226823375157373***,0.157726888,0.589044375709627***,-0.230674786027119***,-0.996943121126659***,-1.06641941682772***,-1.05335059882575***,,sodium:solute symporter,,PMN2A_0067
cds-WP_011293602.1,NATL2_06721,PMN2A_RS03285,PMN2A_0068,0.006997733,-0.03950131,0.231408771,-0.018516144,-0.387516216680485***,-0.564828730461482***,-0.124409691,,hypothetical protein,,PMN2A_0068
cds-WP_011293603.1,NATL2_06731,PMN2A_RS03290,PMN2A_0069,1.7393688035593***,0.89181910465218***,0.366775173098218***,0.250730723,0.926940375834884***,1.730514431219***,2.18081738145739***,,glutathione S-transferase,,PMN2A_0069
cds-WP_011293604.1,NATL2_06741,PMN2A_RS03295,PMN2A_0070,1.16983220511052***,0.512051344,0.341220515,-0.149433506,0.616713240421534***,1.29677947222798***,0.415495752,,GIY-YIG nuclease family protein,,PMN2A_0070
cds-WP_011293605.1,NATL2_06751,PMN2A_RS03300,PMN2A_0071,1.60426960043195***,0.621760508468631***,0.676999078349845***,0.524582285722045***,0.903747768481594***,1.9370150512398***,2.20241766790428***,,hypothetical protein,,PMN2A_0071
cds-WP_011293606.1,NATL2_06761,PMN2A_RS03305,PMN2A_0072,-0.24133006149606***,-0.206793816,0.04973272,-0.130468282,0.718933080504902***,0.903954339217645***,0.458373980152343***,,SDR family NAD(P)-dependent oxidoreductase,,PMN2A_0072
cds-WP_011293607.1,NATL2_06771,PMN2A_RS03310,PMN2A_0073,0.070806469,-0.312101975868246***,0.042679293,-0.186800995,-0.26939385978008***,-0.221449784590894***,-0.094007166,,lycopene cyclase family protein,,PMN2A_0073
cds-WP_011293608.1,NATL2_06791,PMN2A_RS03315,PMN2A_0074,-0.222587539,0.204564906,0.231856437,0.058252532,0.089860556,0.479753799540137***,0.489549374,,SDR family NAD(P)-dependent oxidoreductase,,PMN2A_0074
cds-WP_011293609.1,NATL2_06801,PMN2A_RS03320,PMN2A_0075,1.56987701684251***,0.317652491,0.302012596342297***,0.685460152556799***,1.0054409684493***,2.0373106410894***,0.783905678803706***,mscS,mechanosensitive ion channel,,PMN2A_0075
cds-WP_011293610.1,NATL2_06811,PMN2A_RS03325,PMN2A_0076,-0.112586331,-0.353182777,-0.009676165,0.832098954541305***,1.60242224611122***,1.92121680888048***,0.807031993009553***,pncA,isochorismatase family protein,,PMN2A_0076
cds-WP_080502540.1,,PMN2A_RS03330,PMN2A_0077,0.701539603064316***,-0.016370963,-0.258055247,0.012995678,0.612678876706966***,0.947386541377069***,0.687696710356896***,,transcriptional repressor,,PMN2A_0077
cds-WP_011293612.1,NATL2_06831,PMN2A_RS03335,PMN2A_0078,0.264594673040975***,0.044076639,0.186576479,0.448605588571817***,1.35148008328068***,1.66548950090818***,1.54901830473972***,,radical SAM/Cys-rich domain protein,,PMN2A_0078
cds-WP_011293613.1,NATL2_06841,PMN2A_RS03340,PMN2A_0079,-0.105708064,-0.475952965741222***,-0.175632358,0.170249441,0.760796778806897***,0.438823354118539***,0.375730205890538***,stpA,glucosylglycerol 3-phosphatase,,PMN2A_0079
cds-WP_011293614.1,NATL2_06851,PMN2A_RS03345,PMN2A_0080,0.383700990255049***,0.180902378,0.346869135358853***,0.091095669,0.493998336899834***,0.612285411016297***,0.578509032110254***,,hypothetical protein,,PMN2A_0080
cds-WP_011293616.1,NATL2_06871,PMN2A_RS03355,PMN2A_0082,0.742458887874906***,0.320501358468083***,0.103170819,-0.200856074862705***,-0.16942732641194***,0.434664885109963***,0.113420904,,hypothetical protein,,PMN2A_0082
cds-WP_011293617.1,NATL2_06881,PMN2A_RS03360,PMN2A_0083,3.50766084812857***,1.10742038540215***,-0.596808266486494***,0.015842655,0.556167260433101***,1.7819030136961***,3.77820742649717***,MET17,O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase,,PMN2A_0083
cds-WP_011293618.1,NATL2_06891,PMN2A_RS03365,PMN2A_0084,2.20045695665112***,0.445991640608797***,-0.492917810690891***,0.121070783,0.577033077497593***,1.55057258010284***,2.63838847443442***,metA,homoserine O-succinyltransferase,,PMN2A_0084
cds-WP_071813621.1,NATL2_06901,PMN2A_RS03370,PMN2A_0085,-0.189839599329511***,0.054192727,-0.037047156,-0.269724819144352***,-0.388963051606685***,-0.520587665820819***,-0.417738997085978***,,FAD-binding oxidoreductase,,PMN2A_0085
cds-WP_011293620.1,NATL2_06911,PMN2A_RS03375,PMN2A_0086,-0.418481499439768***,-0.12445175,-0.067858154,0.081607309,-0.346325604599647***,-0.634382875953114***,-0.317358114410175***,,sirohydrochlorin chelatase,,PMN2A_0086
cds-WP_011293621.1,NATL2_06921,PMN2A_RS03380,PMN2A_0087,-0.625085744419865***,-0.395635009,0.16136173,-0.017167891,-0.215525213,-0.698308911370328***,-0.542669156126335***,,DUF2811 domain-containing protein,,PMN2A_0087
cds-WP_011293622.1,NATL2_06931,PMN2A_RS03385,PMN2A_0088,-0.499149170732657***,-0.263913951834149***,0.078936468,0.031769363,-0.503810780392603***,-0.731147668395382***,-0.687398919099986***,,GMC family oxidoreductase,,PMN2A_0088
cds-WP_011293623.1,NATL2_06941,PMN2A_RS03390,PMN2A_0089,-0.200209481,0.120169114,-0.137097881,0.565392979441755***,0.933990062538268***,1.32262354369595***,1.53359900593145***,,pentapeptide repeat-containing protein,,PMN2A_0089
cds-WP_011293624.1,NATL2_06951,PMN2A_RS03395,PMN2A_0090,0.368080812319192***,0.34621636444522***,0.114513768,0.166282145,0.306950717427272***,0.912191166547024***,0.745946218237194***,,hypothetical protein,,PMN2A_0090
cds-WP_011293625.1,,PMN2A_RS03405,PMN2A_0091,-1.22038086695685***,-0.722265779259141***,-0.125480427,0.23719616,-1.15195499146909***,-2.09794765799801***,-1.96890921631848***,,hypothetical protein,,PMN2A_0091
cds-WP_011293626.1,NATL2_06981,PMN2A_RS03410,PMN2A_0092,3.53166235541982***,1.3251760378496***,0.2677856,0.579173548348167***,1.62125603572868***,3.16308909210269***,5.01414652763218***,,hypothetical protein,,PMN2A_0092
cds-WP_011293627.1,NATL2_06991,PMN2A_RS03415,PMN2A_0093,0.506354040588067***,0.121704434,-0.483683085703581***,-0.222235364,0.095812894,0.00931284,-1.05122471567353***,nrdA,ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent,,PMN2A_0093
cds-WP_011293628.1,NATL2_07001,PMN2A_RS03420,PMN2A_0094,-0.947540742631368***,-0.241099543,0.283244884,0.334379684,-0.212208623,-0.697791247150332***,-0.450042263199782***,,class I SAM-dependent methyltransferase,,PMN2A_0094
cds-WP_011293629.1,NATL2_07011,PMN2A_RS03425,PMN2A_0095,-0.359071455204614***,-0.205174150682699***,0.020636185,-0.179542210805349***,-0.449785405673001***,-0.592869666561057***,-0.611133740851126***,prfC,peptide chain release factor 3,,PMN2A_0095
cds-WP_011293630.1,NATL2_07021,PMN2A_RS03430,PMN2A_0096,-0.030308982,-0.154272655,0.168229769,0.428559708033744***,0.246424183,0.41067623659798***,0.492122357086171***,,hypothetical protein,,PMN2A_0096
cds-WP_011293631.1,NATL2_07031,PMN2A_RS03435,PMN2A_0097,0.567315258902698***,0.117457378,-0.142003789,-0.08646972,0.167517800582687***,0.36123301682137***,0.877608090170435***,hslO,Hsp33 family molecular chaperone HslO,,PMN2A_0097
cds-WP_011293632.1,NATL2_07041,PMN2A_RS03440,PMN2A_0098,0.616276087615549***,0.053312326,-0.097775469,-0.109923664,0.277331098919721***,0.601646961689699***,1.33268786478403***,,ABC transporter ATP-binding protein,,PMN2A_0098
cds-WP_011293633.1,NATL2_07051,PMN2A_RS03445,PMN2A_0099,0.999685492680757***,0.488862856757414***,0.006748707,-0.216376524824545***,0.124310745,0.534201807927041***,0.407854926200017***,,DUF3531 family protein,,PMN2A_0099
cds-WP_011293634.1,NATL2_07061,PMN2A_RS03450,PMN2A_0100,0.859523051380624***,0.211835009,0.161748771,-0.276922197743806***,-0.088035218,0.564195863768537***,0.403240604865735***,,16S rRNA (uracil(1498)-N(3))-methyltransferase,,PMN2A_0100
cds-WP_011293635.1,NATL2_07071,PMN2A_RS03455,PMN2A_0101,-0.612718140113034***,-0.755082649940373***,-0.225199531,0.092415883,0.631641550814051***,0.580001969666935***,0.376528594650701***,,TIGR00297 family protein,,PMN2A_0101
cds-WP_011293636.1,NATL2_07081,PMN2A_RS03460,PMN2A_0102,-0.041699722,0.108318482,0.102553828,-0.071914932,0.732239441733458***,1.05510334764646***,0.80197026828125***,tesA,arylesterase,,PMN2A_0102
cds-WP_011293637.1,NATL2_07091,PMN2A_RS03465,PMN2A_0103,0.379060301,0.554093730187294***,0.040320532,-0.136274081,0.174520607,0.708149373675472***,0.376889266,,phosphate ABC transporter permease,,PMN2A_0103
cds-WP_011293638.1,NATL2_07101,PMN2A_RS03470,PMN2A_0104,-0.393730102692706***,-0.264748985,-0.111732909,0.001436541,-0.003286391,-0.295626363,-0.372173358,,ATP-binding cassette domain-containing protein,,PMN2A_0104
cds-WP_011293639.1,NATL2_07111,PMN2A_RS03475,PMN2A_0105,-0.194123967692992***,-0.136878526,-0.090324134,-0.025182855,-0.20349150746201***,-0.592930063805116***,-0.671264035677853***,phnD,putative selenate ABC transporter substrate-binding protein,,PMN2A_0105
cds-WP_011293640.1,NATL2_07121,PMN2A_RS03480,PMN2A_0106,-0.020102726,-0.068243311,0.214856573077623***,-0.003282021,-0.313861322811113***,-0.352223983999477***,-0.040408563,aspC,pyridoxal phosphate-dependent aminotransferase,carbon_metabolism,PMN2A_0106
cds-WP_011293641.1,NATL2_07131,PMN2A_RS03485,PMN2A_0107,-0.387778308216123***,-0.202845207,-0.290401801,-0.174192284,-0.226255374,-0.836081558792169***,-1.13304998982469***,,hypothetical protein,,PMN2A_0107
cds-WP_011293642.1,NATL2_07141,PMN2A_RS03490,PMN2A_0108,-0.374499827585962***,-0.318320775660305***,-0.064599725,-0.142811294,-0.035829276,-0.468810749754553***,-0.722673210168613***,,uracil-DNA glycosylase,,PMN2A_0108
cds-WP_011823448.1,NATL2_07151,PMN2A_RS03495,PMN2A_0109,-0.519700244212355***,-0.323945343656485***,0.160609366057088***,0.310444662401568***,-0.316585649256968***,-0.78791037173422***,-0.864217360948784***,ispG,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,,PMN2A_0109
cds-WP_011293644.1,NATL2_07171,PMN2A_RS03500,PMN2A_0110,-0.332467601204515***,-0.329763125974792***,-0.049102938,0.334233757751817***,0.336347093584962***,0.102432882,-0.05932903,,PDZ domain-containing protein,,PMN2A_0110
