Gene ID,NCBI ID,0 hours,4 hours,8 hours,13 hours,16 hours,20 hours,24 hours,Gene Name,product
cds-TK37_RS10625,,-1.834230302,0.849335939,0.397709952,-0.064681166,-0.74277937,-0.472703166,1.488524896,,methionyl-tRNA formyltransferase
cds-TK37_RS10985,MIT1002_02410,0.506720511,0.437593774,1.498069897,-0.903193139,0.169607491,0.572507132,1.010888971,,5'-methylthioadenosine nucleosidase
cds-TK37_RS11250,,-2.02484052,0.166885622,-0.383817428,-0.954553691,0.432183301,-0.64036395,1.784645678,,LysE family translocator
cds-TK37_RS11265,,0.47235062,1.45009864,0.764114763,0.862667308,1.35798167,1.761919055,1.259305304,,DNA-3-methyladenine glycosylase
cds-TK37_RS11895,,2.078731749,-0.71183316,-1.400580289,-0.814575598,-0.662114946,1.536354462,0.273464216,,AMP-binding protein
cds-TK37_RS12005,MIT1002_01896,1.083434309,0.58666486,1.221308003,-0.724845981,1.164084204,0.873693398,-0.894893171,,transposase
cds-TK37_RS12505,MIT1002_02975,0.381641615,-0.360297024,0.007601886,0.786594437,0.33308322,0.411237068,0.310671466,,exopolyphosphatase
cds-TK37_RS12510,MIT1002_02849,-0.681178644,0.154245877,-0.160827192,-1.534540577,0.826090972,0.018693923,-0.289821287,,glycosyltransferase family 2 protein
cds-TK37_RS13035,MIT1002_01066,-0.332401179,-1.095100586,-0.05406728,0.74270412,1.649220771,-0.095207248,-0.179708328,,IS66 family insertion sequence element accessory protein TnpB
cds-TK37_RS13040,,0.353858371,-0.345507953,0.897065129,0.420215224,0.649226444,0.568367242,0.059103244,,transposase
cds-TK37_RS13095,,-0.033641188,0.150899865,-0.271620258,-0.508038342,0.032954723,-0.234321887,-0.31278098,,flagellin
cds-TK37_RS13380,,-0.33241302,0,1.36623099,0,0,0,0,,hypothetical protein
cds-TK37_RS13475,,0.342562215,-0.280832195,0.815020219,0.399916401,0.284542638,0.424349103,0.103379223,,response regulator
cds-TK37_RS13555,MIT1002_03235,2.158931382,0,0,0,0.639545189,-0.070085023,0,,IS66 family transposase
cds-TK37_RS13570,MIT1002_03232,0.693763689,0.78822,0.709520291,0.154112039,0.447440881,0.290255941,0.221548106,,IS66 family transposase
cds-TK37_RS13590,MIT1002_03228,0.828943684,1.101242579,0.144567754,-2.074118462,0.210517933,1.74381308,2.218224783,,site-specific integrase
cds-TK37_RS13805,,0.761820713,0.324007669,0.422275694,0.022680274,0.186690506,0.178894316,0.29914843,ovoA,5-histidylcysteine sulfoxide synthase
cds-TK37_RS14375,MIT1002_00460,-0.265210023,0.4726518,0.810505842,1.390438972,0.543201069,0.088051208,0.298218138,,hypothetical protein
cds-TK37_RS15145,,-1.055166773,-0.583774932,1.065047273,2.5471637,1.078805523,1.329731118,0.254920075,,peroxide stress protein YaaA
cds-TK37_RS15150,,-0.64217012,1.148268447,-0.963653249,0.757934112,1.371823121,0.501510242,1.778965621,,HAMP domain-containing histidine kinase
cds-TK37_RS15535,,-0.134294305,-0.849378973,-0.329921937,-0.451298109,0.351685085,0.464035856,-0.327198296,,hypothetical protein
cds-TK37_RS15555,,0.920254658,0.619553549,0.130109115,-0.828562527,0.675608092,1.839965312,-0.831281853,,glycosyltransferase
cds-TK37_RS15655,,-1.293797476,0,0,0,0,-1.11769031,0.237983803,,IS66 family transposase
cds-TK37_RS16010,MIT1002_02660,0,-0.623372197,1.22845895,0,1.516360961,1.740120867,-0.626852054,,hypothetical protein
cds-TK37_RS16160,MIT1002_02629,-1.293845613,-1.143370426,1.37128357,0,-1.345105559,1.939071831,-1.668072892,,ParA family protein
cds-TK37_RS16255,MIT1002_02203,-0.167531249,0.148793233,-0.404145638,0.593366739,-0.008956253,0.138714147,1.365446923,,GGDEF domain-containing protein
cds-TK37_RS16565,,0.788194427,0.747168016,0.318230569,0.403099288,0.274025388,0.528202365,0.490528016,,arginyltransferase
cds-TK37_RS16800,,-0.274424867,1.035370779,0.027566501,0.119309918,-0.168657321,-0.271118449,-0.448010955,,EAL domain-containing protein
cds-TK37_RS17105,,0.629294912,0.780174725,0,0,0,-1.031802509,0,,IS1634 family transposase
cds-TK37_RS17420,MIT1002_01552,1.578557204,0.068850849,0.155274223,4.028283925,1.266230321,2.059473784,0.981545075,,VOC family protein
cds-TK37_RS17555,MIT1002_01578,0.10339222,0.989818018,-0.404954518,0.393912833,-0.928137335,-1.276526496,-0.458213987,,DUF3862 domain-containing protein
cds-TK37_RS17570,,0.38885577,0,2.192631325,-0.661517523,-2.7425729,-0.076095565,1.496418296,,IS66 family transposase
cds-TK37_RS17740,MIT1002_01589,-0.332393086,0,0,-0.792070169,1.310601878,0.863426842,0,,adenosine deaminase
cds-TK37_RS17830,MIT1002_01607,-0.332388471,0,-0.552267313,0,-1.345102102,2.128145916,0,,cupin domain-containing protein
cds-TK37_RS18180,MIT1002_03572,-1.546735262,0.327260103,0.825279711,-1.432971765,0.998611599,-0.074482075,0.25119952,,iduronate sulfatase
cds-TK37_RS18780,,,,,,,,,,transposase
cds-TK37_RS18885,MIT1002_01527,-0.058716622,-1.089596756,-0.546201005,1.683780059,-0.094356391,-0.086406893,0.263631747,,cyanate hydratase
cds-TK37_RS18890,,0.883295845,-0.476363951,-0.062199653,-0.064408552,-0.868599435,0.195194374,0.231681298,,permease
cds-TK37_RS19010,,-0.35699029,-0.293694089,-0.874217337,0.969568252,-0.643258229,0.354950605,3.107262788,tolA,cell envelope integrity protein TolA
cds-TK37_RS19120,,-0.762171203,-0.158163722,0.407997629,-0.170624839,-0.339048708,0.478017424,-0.049497907,tuf,elongation factor Tu
cds-TK37_RS19315,,0.748810784,-0.1344772,0.008754872,0.50569897,0.435504111,0.249395383,0.312370529,,IS110 family transposase
cds-TK37_RS19470,,0.232776989,0,0.390768502,1.961882608,2.629185459,-0.086316431,1.106468578,,methionyl-tRNA formyltransferase
cds-TK37_RS19775,,0,0.780174725,0,0,0,0,0.237985067,,IS1634 family transposase
cds-TK37_RS19980,,0.166795862,-0.13857698,0.640688721,-0.024758573,-0.680259512,-0.798620597,-0.221239873,,flagellin
cds-TK37_RS20055,,0.053681935,-0.133398674,-0.219897938,-0.154260834,-0.290671416,-0.150289967,-0.018710277,,AAA family ATPase
cds-TK37_RS20100,,-0.107924098,-0.168008913,-0.238258668,-0.588119044,-0.413670987,0.065840418,0.200481661,,AAA family ATPase
cds-TK37_RS20310,,-1.387761576,0.780195911,0.826214792,1.131496478,1.045700007,1.048594805,-2.557415873,,IS3 family transposase
cds-TK37_RS20340,,-0.017216858,-1.734454822,0.9703379,0.631602902,0.504510814,1.825908933,1.906703878,,nuclear transport factor 2 family protein
cds-TK37_RS20395,,0.521023854,-1.114632037,-1.404124742,1.131497398,-0.701373114,-1.564246293,0,,hypothetical protein
cds-TK37_RS20430,MIT1002_02605,0.346202349,-0.243931412,0.741966955,0.482189533,0.240913119,0.617613503,0.635101738,,tyrosine-type recombinase/integrase
cds-TK37_RS20540,,0.441788019,0.164905347,0.234578121,-0.094309272,-0.629411075,-0.464524443,-0.820793626,,flagellin
cds-TK37_RS20545,,0.362500211,-0.096539417,0.758595061,0.405725998,0.0677371,-0.130432606,-0.837996066,,flagellin
cds-TK37_RS20565,,0.30323773,0.40823263,0.007568485,0.136819854,0.140253859,0.313188719,0.358163771,,IS3 family transposase
cds-TK37_RS20655,,-2.356121055,-2.1026246,-0.552276834,0,0.626068444,-1.914026788,0.808339433,,AAA family ATPase
cds-TK37_RS20725,,-1.293769606,0,2.324761937,-0.792068918,0,0,0,,response regulator transcription factor
cds-TK37_RS20770,,-0.215778671,-0.615262757,-0.50014271,0.517953796,-0.369012804,-0.397410679,1.016423971,,HAMP domain-containing histidine kinase
cds-TK37_RS20795,,-0.332406801,-0.181597593,-2.318988354,1.015252022,-0.63474939,0.863449174,-1.66810338,,DNA/RNA non-specific endonuclease
cds-TK37_RS20815,,0,0,0,1.131465751,0,0,0,tuf,elongation factor Tu
cds-TK37_RS20830,,0.098717369,-3.386791765,0.459984106,-0.377404763,1.380178853,0.330034536,-2.178994899,,IS3 family transposase
cds-TK37_RS20860,,0.600361894,-0.279334915,0.924645588,0.48041417,0.48482871,0.909167015,0.54519736,,hypothetical protein
cds-TK37_RS20895,,1.798653687,-0.181597789,-0.451618706,0.11851284,0.259409818,-2.40623402,1.550219718,,hypothetical protein
cds-TK37_RS20900,,,,,,,,,,IS1634 family transposase
cds-TK37_RS20925,,0.339447256,-0.500671131,-0.069059697,-2.285057629,1.197417432,-0.064137755,1.576953722,,IS30 family transposase
cds-TK37_RS20930,,1.150282981,-2.055162036,-1.505276048,0.169703227,1.460251134,0.976571354,-0.791355244,,transposase
cds-TK37_RS20945,,0.367592161,-0.228542901,-0.592572315,-0.932275765,0.467071317,2.064715334,0.216380384,,GGDEF domain-containing protein
cds-TK37_RS21005,,-0.519428884,0.051875583,-0.332849784,0.501381517,-3.357615866,-0.362551981,-0.205919465,,DUF3862 domain-containing protein
cds-TK37_RS21030,MIT1002_03347,-1.293947199,-1.124186437,0,-0.792080523,0.636091705,0.863438128,0,,hypothetical protein
cds-TK37_RS21065,,0,0,0,-0.792068918,0,0.863425477,0,,tyrosine-type recombinase/integrase
cds-TK37_RS21080,,0.456587571,0.578217737918523***,0.229419971,0.505884112,0.527937503,0.62095478809159***,0.262925803,,transposase
cds-TK37_RS21115,,1.895335093,-0.003325694,0.798297034,-0.160427044,0.69172412,0.379187191,-0.320050564,,DUF2252 family protein
cds-TK37_RS21185,,,,,,,,,,IS110 family transposase
cds-TK37_RS21230,,1.03155175,1.816116916,0.898767311,1.582941971,0.454020141,1.064113326,0.72956303,,hypothetical protein
cds-TK37_RS21235,,0.039728098,1.722373637,0.655326178,-0.565146078,0.759114398,1.454775829,1.203910916,,transposase
cds-TK37_RS21255,,-2.1882902799361***,-1.508852464,-0.774329013,-1.233475953,-0.515011944,-0.763441589,-0.940678583,,response regulator
cds-TK37_RS21265,,,,,,,,,,IS110 family transposase
cds-TK37_RS21270,,0.629293995,0,0,0,0.548397084,-1.031802509,0,,chemotaxis response regulator protein-glutamate methylesterase
cds-TK37_RS21285,,0.620942642,1.548186708,1.316603647,-0.783056221,0.234355149,0.126777759,1.295538496,,IS3 family transposase
cds-TK37_RS21315,,,,,,,,,,IS3 family transposase
cds-TK37_RS21390,,-0.441317936,0.676785427,1.011974586,1.151116123,3.212046629,-1.173957219,1.169362342,,transposase
cds-WP_000349485.1,MIT1002_02441,-0.634246706,-0.219151708,1.401439436,1.49046944,-1.359850224,-1.260196235,0.042762797,,helix-turn-helix domain-containing protein
cds-WP_004587121.1,MIT1002_04158,0.129996837,1.113753127,1.414129486,-1.073856414,0.031812744,0.135773847,0.085666354,,AAA family ATPase
cds-WP_004587123.1,MIT1002_04146,0.323436575,0.181491866,0.780552863,0.082917784,-0.285409814,0.135593603,0.570901603,,recombinase family protein
cds-WP_004587124.1,MIT1002_04144,2.37112036922077***,1.53027164937857***,1.98674204944047***,1.269499762,-0.242236077,1.207915774,-1.6835758741331***,,four-helix bundle copper-binding protein
cds-WP_004587125.1,MIT1002_04143,-0.411123753,0.352993882,0.42184021,-0.834634294,1.425192195,2.247757724,-0.225037094,,IS30 family transposase
cds-WP_006991848.1,MIT1002_00273,0.517508244,1.656401257,1.940801501,0.548867855,1.129670166,0.808926612,0.512937816,,hydrogenase expression/formation protein
cds-WP_010179497.1,MIT1002_00383,-0.373855762,-0.39188081,-0.175514573,0.020524354,-0.06410283,-0.149779536,-0.074353289,rpsJ,30S ribosomal protein S10
cds-WP_012516568.1,MIT1002_00047,-0.16112275,-0.207682966,-0.054284406,-0.092324393,-0.12976769,-0.135527605,-0.523306703,slmA,nucleoid occlusion factor SlmA
cds-WP_012516577.1,MIT1002_00055,-0.389503733,-0.2062077,-0.337793914,-0.013829517,0.018672344,-0.340336596,-0.391851001,rpmG,50S ribosomal protein L33
cds-WP_012516741.1,MIT1002_00178,1.80383635241186***,0.822483874,1.08718663,-0.117074879,0.958215696,0.299125517,-2.05230259915695***,,hypothetical protein
cds-WP_012516825.1,MIT1002_00316,-0.137510383,3.315803343,1.397591198,-0.503618217,0.804968883,-0.19979661,-1.24339473,,BlaI/MecI/CopY family transcriptional regulator
cds-WP_012516827.1,MIT1002_00243,-0.070351232,1.012252393,0.849362277,0.205519309,0.686059735,0.323712954,0.072465881,,metal-binding protein
cds-WP_012516834.1,MIT1002_00252,-0.514372396,0.392199086,0.32932293,0.075784529,0.045502807,0.319211555,-0.183190249,,efflux RND transporter permease subunit
cds-WP_012516837.1,MIT1002_00254,-0.032208308,0.392187668,0.858477552,0.722444454,0.367605479,0.187989777,0.524709938,,copper resistance protein CopC
cds-WP_012516840.1,MIT1002_00257,0.146429565,-0.690788262,-0.398372115,-0.58275164,0.442724229,-0.320773184,-1.521535596,,nuclear transport factor 2 family protein
cds-WP_012516845.1,,-0.334127048,2.010709085,1.405419371,1.173859699,-0.000923632,1.507494906,0.280241485,,hypothetical protein
cds-WP_012516849.1,MIT1002_00266,-0.636183039,-0.162723959,0.078117854,0.348874556,-0.181496229,0.362666002,0.255646352,,hypothetical protein
cds-WP_012516857.1,MIT1002_00274,0.949857239,-0.117797123,0.599205168,0.378981997,0.614050996,0.071804549,-0.50659604,,hydrogenase small subunit
cds-WP_012516859.1,MIT1002_00276,3.321053375,1.625972353,-2.530868074,0.574048168,0.677246768,-1.050832766,0.639216021,,hypothetical protein
cds-WP_012516861.1,MIT1002_00278,0.806708628,1.564137044,-1.063276697,-1.792903748,-1.160397728,-0.562018046,0.737248679,,hydrogenase maturation nickel metallochaperone HypA
cds-WP_012516862.1,MIT1002_00279,-0.20712085,1.046508594,0.643843719,-0.250560136,0.351284436,0.827047576,1.408655184,hypB,hydrogenase nickel incorporation protein HypB
cds-WP_012516863.1,MIT1002_00280,0.384951148,-0.072639936,0.119072397,-0.141412087,0.556933505,0.176186273,0.969792018,hypD,hydrogenase formation protein HypD
cds-WP_012516865.1,MIT1002_00282,0.646242102,0.03758589,0.188922444,0.542152229,0.766760339,0.994400015,1.047379037,hypE,hydrogenase expression/formation protein HypE
cds-WP_012516866.1,MIT1002_00283,1.529892013,0.513488898,-0.026725095,0.845407069,0.170224377,0.098885247,-1.398647163,,MerR family DNA-binding protein
cds-WP_012516872.1,MIT1002_03576,0.605756264,0.458173882,-0.863303705,-1.234904096,3.602165897,-2.374139111,-0.434776097,,hypothetical protein
cds-WP_012516877.1,MIT1002_00290,-0.245570885,0.654504309,-0.31866211,-0.442223306,0.154324102,-1.07288824,-1.787955402,,hypothetical protein
cds-WP_012516881.1,MIT1002_00294,1.300768045,-0.924579853,0.129471609,0.474024753,-0.236180016,-1.103395709,0.572626009,,hypothetical protein
cds-WP_012516884.1,MIT1002_00296,0.512669235,0.361549074,0.466397241,0.523993514,0.593893814,1.32320141961428***,0.307500504,,TolC family protein
cds-WP_012516885.1,MIT1002_00297,-0.510739914,-0.46699892,-0.571853192,0.282306775,1.380090314,0.731188454,0.766835138,,efflux RND transporter periplasmic adaptor subunit
cds-WP_012516886.1,MIT1002_00298,0.101687925,-0.13790227,0.118448765,-0.493739778,0.659862829,0.290940562,0.006355427,,CusA/CzcA family heavy metal efflux RND transporter
cds-WP_012516887.1,MIT1002_00299,-0.274889459,-0.238407861,0.302023574,0.309604266,0.136714955,0.460046355,1.057527477,,cation diffusion facilitator family transporter
cds-WP_012516900.1,MIT1002_00321,0.17485773,-0.22725822,0.685369457,0.398376818,-0.326333447,1.330978606,0.221805613,,copper resistance protein CopC
cds-WP_012516902.1,MIT1002_00325,1.287678148,0.584903861,-1.45647248,0.826195303,1.216932689,0.001762274,-0.701171942,,nuclear transport factor 2 family protein
cds-WP_012516906.1,MIT1002_00329,1.925175685,0.400252501,0.403732959,1.131498152,2.36426068,0.009599956,-1.309621879,,MerR family DNA-binding protein
cds-WP_012516907.1,MIT1002_00330,0.322373371,0.706192023,-1.285221184,0.318043747,1.15600944,1.034437644,0.632579834,,heavy metal translocating P-type ATPase
cds-WP_012516908.1,MIT1002_00331,1.827439472,0.259335187,-1.555933609,-0.935300933,0.294891171,0.863450007,0.93468103,,cupredoxin domain-containing protein
cds-WP_012516909.1,MIT1002_00332,-0.835773563,-2.106803317,-0.544506444,-1.400159979,0.805525281,2.014169973,-0.286812041,,DUF2933 domain-containing protein
cds-WP_012516910.1,MIT1002_00333,-0.339248863,-0.828081388,-0.543844135,-0.237981661,0.629707527,0.447921268,-1.359848015,,isoprenylcysteine carboxylmethyltransferase family protein
cds-WP_012516911.1,MIT1002_00334,0.554886217,-0.73110507,1.270374027,1.132586062,0.431310191,-0.215978006,-0.568805935,,hypothetical protein
cds-WP_012516912.1,MIT1002_00335,0.177754059,-0.664694551,0.125470762,-0.572955877,0.893818098,0.509792924,-0.181379183,,hypothetical protein
cds-WP_012516913.1,,0.756632284,1.194042221,0.207094964,0.462377244,1.164607618,0.446916411,0.01279006,,DUF5676 family membrane protein
cds-WP_012516914.1,MIT1002_00336,-0.225081909,-0.598574215,0.164321278,-0.198706788,-0.673333908,-1.009297283,-0.858859547,,hypothetical protein
cds-WP_012516915.1,MIT1002_00337,0.089184139,0.052099767,0.662811353,-0.067652986,-0.106379589,0.28808826,0.310369586,,APC family permease
cds-WP_012516916.1,MIT1002_00338,-0.153172513,-0.218456332,0.375128413,-0.347639194,0.078519212,0.242550712,0.19014754,,copper resistance protein B
cds-WP_012516917.1,MIT1002_00339,0.164377685,-0.461491781,-0.181380769,-0.385248238,-0.19633345,-0.043106865,-0.140308754,,copper resistance system multicopper oxidase
cds-WP_012516918.1,MIT1002_00341,1.97530422004324***,0.106069448,0.531422811,0.277965358,-0.060992829,0.832088903,-2.9550491777495***,,glutaredoxin
cds-WP_012516919.1,MIT1002_00342,2.22376588754537***,0.503677462,-0.118685052,0.632940637,-0.090853821,1.070309462,-3.3402855652836***,,DUF305 domain-containing protein
cds-WP_012516958.1,MIT1002_00385,-0.570660658,-0.591512776,-0.384126474,-0.187838917,-0.297071209,-0.360488672,-0.694359442,rplD,50S ribosomal protein L4
cds-WP_012516959.1,MIT1002_00386,-0.752981222,-0.653248287,-0.417154123,-0.210712855,-0.332193116,-0.032259996,-0.730928803,rplW,50S ribosomal protein L23
cds-WP_012516961.1,MIT1002_00388,-0.724742589,-1.28800467421516***,-0.619732979,-0.117067986,-0.325486132,-0.355398878,-0.924960124,rpsS,30S ribosomal protein S19
cds-WP_012516988.1,MIT1002_00416,-0.529103174,0,0,1.131465751,0,0,0,glnK,P-II family nitrogen regulator
cds-WP_012517074.1,MIT1002_00516,-0.287212283,0.258338266,0.087512676,0.169202297,-0.107746951,-0.10366253,-0.035436049,trxA,thioredoxin TrxA
cds-WP_012517169.1,MIT1002_00580,-0.178120165,-0.064035866,-0.244087947,0.024965037,0.078054847,-0.411788575,-0.12386524,rplU,50S ribosomal protein L21
cds-WP_012517170.1,MIT1002_00581,-0.064456966,0.074565163,0.040292612,0.152077658,0.061920834,-0.103092712,0.072381976,rpmA,50S ribosomal protein L27
cds-WP_012517256.1,MIT1002_00735,-0.317589743,-0.273146149,-0.316690061,0.721849896,-0.094370156,-0.133238411,0.071854636,,GatB/YqeY domain-containing protein
cds-WP_012517258.1,MIT1002_00737,-0.042642296,0.116090802,0.138773501,0.527136711,0.074099243,0.103737921,0.152574678,rpsU,30S ribosomal protein S21
cds-WP_012517276.1,MIT1002_00756,-0.553079349,0.415022485,-0.509857026,0.323179899,0.058911273,0.48036929,-0.174958247,,TonB-dependent receptor
cds-WP_012517279.1,MIT1002_00759,3.122318156,-0.131372552,1.265200024,-1.742070771,0.308554486,0.720638529,1.684950013,,MotA/TolQ/ExbB proton channel family protein
cds-WP_012517332.1,MIT1002_00817,0.130010529,0.308973677,0.25185296,0.093858676,0.102643995,0.220395645,0.074632999,sspA,stringent starvation protein A
cds-WP_012517338.1,MIT1002_00826,-0.356315722,-0.139087123,-0.072860514,-0.278134552,-0.287226052,-0.501778742887189***,-0.077765897,hpf,ribosome hibernation promoting factor
cds-WP_012517351.1,MIT1002_00839,0.148265122,0.246881587,0.658281205,0.593519636,0.534161776,0.417985963,1.030489768,,BolA family transcriptional regulator
cds-WP_012517538.1,MIT1002_02701,-0.025356605,-0.337188521,-0.052776778,-0.18101928,-0.159854337,-0.15738556,-0.356825856,nrdR,transcriptional regulator NrdR
cds-WP_012517627.1,MIT1002_01040,0.21734591,-0.007718173,-0.174790836,-0.303203447,-0.746374294,-0.49874978,-0.223155161,flgC,flagellar basal body rod protein FlgC
cds-WP_012517628.1,MIT1002_01041,0.21206543,0.056388506,-0.079691361,-0.349199912,-0.813167184,-0.795335435,-0.570089796,flgD,flagellar hook assembly protein FlgD
cds-WP_012517675.1,MIT1002_01096,0.232177094,-0.030588706,0.356649422,0.604077776,-0.894832948,-0.356686594,-0.072137808,fliQ,flagellar biosynthesis protein FliQ
cds-WP_012517682.1,MIT1002_01104,0.163103591,-0.024297563,0.280396776,0.158403357,-0.375286442,-0.206803046,0.079155865,cheY,chemotaxis response regulator CheY
cds-WP_012517705.1,MIT1002_01129,0.629040639,0.594277465,0.524547584,0.287594078,0.394871081,0.652995026,0.685647951,csrA,carbon storage regulator CsrA
cds-WP_012517736.1,MIT1002_01165,-0.169028373,0.057238825,-0.321938825,-0.243555101,-0.227869742,-0.462422182,-0.392828007,,MotA/TolQ/ExbB proton channel family protein
cds-WP_012517737.1,MIT1002_01166,0.027930065,-0.078196094,-0.193424829,-0.185308141,-0.453740691,-0.3241138,-0.417497468,,biopolymer transporter ExbD
cds-WP_012517742.1,MIT1002_01170,0.405688904,-0.000791758,-0.460651366,0.129279977,-0.103497807,0.159241956,0.049039601,,acyl-CoA thioesterase
cds-WP_012517852.1,MIT1002_01418,0.569392368,1.05249704,1.137170495,1.036694797,0.442262641,0.982521722,1.145965658,folX,dihydroneopterin triphosphate 2'-epimerase
cds-WP_012517879.1,MIT1002_01442,0.228399332,0.107949109,0.748984904,0.206714638,0.044221887,0.36920921,0.717834155,,outer membrane protein assembly factor BamE
cds-WP_012518091.1,MIT1002_01605,0.110029815,0.134781132,0.18130514,0.073850054,-0.055041293,-0.105833771,-0.198745979,rpmI,50S ribosomal protein L35
cds-WP_012518092.1,MIT1002_01606,-0.113453198,-0.015311114,0.00480279,-0.009083986,-0.323882228,-0.120260109,-0.198889503,rplT,50S ribosomal protein L20
cds-WP_012518127.1,MIT1002_01636,-0.059241231,-0.119273375,-0.078722898,0.209053167,0.189935707,-0.145632012,-0.266317342,pheS,phenylalanine--tRNA ligase subunit alpha
cds-WP_012518206.1,MIT1002_01729,-0.393186116,-0.470177153,-0.283567384,-0.283951081,-0.252002097,-0.245088901,-0.307333316,rpmF,50S ribosomal protein L32
cds-WP_012518211.1,MIT1002_01734,-0.504005708,-0.1694736,0.134831706,0.131863948,-0.05941681,0.001441746,0.507871632,acpP,acyl carrier protein
cds-WP_012518257.1,MIT1002_01775,-0.488369193,-0.343794603,-0.341627727,0.074240968,-0.101413595,-0.328188476,0.107707973,rpsO,30S ribosomal protein S15
cds-WP_012518305.1,MIT1002_01809,0.74822455192998***,0.647629054973518***,0.316921379,-0.165342542,0.321470604,0.518663823,0.658213236,,MarR family transcriptional regulator
cds-WP_012518362.1,MIT1002_01947,0.120183986,-0.177542222,-0.09366718,-0.209575705,-0.056038185,-0.040864499,-0.215968475,,succinate dehydrogenase iron-sulfur subunit
cds-WP_012518366.1,MIT1002_01951,-0.309536295,-0.773460373199566***,-0.67067812005974***,-0.343315896,-0.279425924,-0.508710231,-0.503188837,sucD,succinate--CoA ligase subunit alpha
