seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NZ_CP097527.1,gyrB,gyrB,M8001_RS00065,M8001_00065,Protein Homology,13330,15750,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002551319.1,DNA topoisomerase (ATP-hydrolyzing) subunit B,WP_003253152.1,"GO:0006265,GO:0003677,GO:0003918,GO:0005524,GO:0005694",chromosome|0005694||IEA,"DNA binding|0003677||IEA,DNA topoisomerase type II (double strand cut%2C ATP-hydrolyzing) activity|0003918||IEA,ATP binding|0005524||IEA",DNA topological change|0006265||IEA,,M8001_00065,5.6.2.2
NZ_CP097527.1,M8001_RS00070,,M8001_RS00070,M8001_00070,Protein Homology,16589,17227,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011953077.1,TnsA endonuclease N-terminal domain-containing protein,WP_011953077.1,,,,,,M8001_00070,
NZ_CP097527.1,M8001_RS00075,,M8001_RS00075,M8001_00075,Protein Homology,17208,19166,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016497347.1,DDE-type integrase/transposase/recombinase,WP_016497347.1,,,,,,M8001_00075,
NZ_CP097527.1,M8001_RS00080,,M8001_RS00080,M8001_00080,Protein Homology,19163,20122,+,,,COORDINATES: protein motif:HMM:NF017437.6,TniB family NTP-binding protein,WP_010951429.1,,,,,,M8001_00080,
NZ_CP097527.1,M8001_RS00085,,M8001_RS00085,M8001_00085,Protein Homology,20198,22114,+,,,COORDINATES: protein motif:HMM:NF018259.6,TniQ family protein,WP_010951430.1,"GO:0015074,GO:0032196",,,"DNA integration|0015074||IEA,transposition|0032196||IEA",,M8001_00085,
NZ_CP097527.1,M8001_RS00090,,M8001_RS00090,M8001_00090,Protein Homology,22171,22530,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951431.1,histone-like nucleoid-structuring protein%2C MvaT/MvaU family,WP_010951431.1,"GO:0071824,GO:0003677",,DNA binding|0003677||IEA,protein-DNA complex organization|0071824||IEA,,M8001_00090,
NZ_CP097527.1,M8001_RS00095,,M8001_RS00095,M8001_00095,Protein Homology,23176,24018,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020302570.1,TIGR04255 family protein,WP_010951432.1,,,,,,M8001_00095,
NZ_CP097527.1,M8001_RS00100,,M8001_RS00100,M8001_00100,Protein Homology,24015,24698,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951433.1,transcriptional regulator,WP_126404318.1,,,,,,M8001_00100,
NZ_CP097527.1,M8001_RS00105,,M8001_RS00105,M8001_00105,Protein Homology,24701,25570,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016497350.1,hypothetical protein,WP_016497350.1,,,,,,M8001_00105,
NZ_CP097527.1,M8001_RS00110,,M8001_RS00110,M8001_00110,Protein Homology,25881,26804,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011953102.1,hypothetical protein,WP_010951435.1,,,,,,M8001_00110,
NZ_CP097527.1,M8001_RS00115,,M8001_RS00115,M8001_00115,Protein Homology,27025,27234,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015268418.1,hypothetical protein,WP_003298409.1,,,,,,M8001_00115,
NZ_CP097527.1,M8001_RS00120,,M8001_RS00120,M8001_00120,Protein Homology,27249,27455,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009395894.1,hypothetical protein,WP_003298411.1,,,,,,M8001_00120,
NZ_CP097527.1,M8001_RS00125,,M8001_RS00125,M8001_RS00125,Protein Homology,27599,27727,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253468.1,hypothetical protein,WP_003253468.1,,,,,,,
NZ_CP097527.1,M8001_RS00130,,M8001_RS00130,M8001_00125,Protein Homology,27850,29547,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014860516.1,phosphoethanolamine transferase,WP_003298414.1,"GO:0009244,GO:0016772,GO:0016776,GO:0005886",plasma membrane|0005886||IEA,"transferase activity%2C transferring phosphorus-containing groups|0016772||IEA,phosphotransferase activity%2C phosphate group as acceptor|0016776||IEA",lipopolysaccharide core region biosynthetic process|0009244||IEA,,M8001_00125,2.7.-.-
NZ_CP097527.1,M8001_RS00135,,M8001_RS00135,M8001_00130,Protein Homology,30038,30376,+,,,COORDINATES: protein motif:HMM:NF024183.6,zinc ribbon domain-containing protein,WP_079732563.1,GO:0008270,,zinc ion binding|0008270||IEA,,,M8001_00130,
NZ_CP097527.1,M8001_RS00140,,M8001_RS00140,M8001_00135,Protein Homology,30431,31336,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004577663.1,cation diffusion facilitator family transporter,WP_010951438.1,"GO:0008324,GO:0046872",,"monoatomic cation transmembrane transporter activity|0008324||IEA,metal ion binding|0046872||IEA",,,M8001_00135,
NZ_CP097527.1,M8001_RS00145,,M8001_RS00145,M8001_00140,Protein Homology,31494,31844,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011953105.1,DUF3147 family protein,WP_011953105.1,,,,,,M8001_00140,
NZ_CP097527.1,M8001_RS00150,,M8001_RS00150,M8001_00145,Protein Homology,31877,32203,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009395890.1,DUF2790 domain-containing protein,WP_010951440.1,,,,,,M8001_00145,
NZ_CP097527.1,M8001_RS00155,,M8001_RS00155,M8001_00150,Protein Homology,32893,33567,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009395889.1,heavy metal response regulator transcription factor,WP_003253457.1,"GO:0006355,GO:0003677",,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA,,M8001_00150,
NZ_CP097527.1,M8001_RS00160,,M8001_RS00160,M8001_00155,Protein Homology,33564,34982,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009395888.1,heavy metal sensor histidine kinase,WP_010951441.1,"GO:0000160,GO:0016310,GO:0000155,GO:0004673,GO:0016772,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","phosphorelay signal transduction system|0000160||IEA,phosphorylation|0016310||IEA",,M8001_00155,2.7.13.3
NZ_CP097527.1,M8001_RS00165,,M8001_RS00165,M8001_00160,GeneMarkS-2+,35040,35627,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_010951442.1,,,,,,M8001_00160,
NZ_CP097527.1,M8001_RS00170,,M8001_RS00170,M8001_00165,Protein Homology,35894,36115,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951443.1,hypothetical protein,WP_010951443.1,,,,,,M8001_00165,
NZ_CP097527.1,M8001_RS00175,,M8001_RS00175,M8001_00170,Protein Homology,36198,37652,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253448.1,phospholipid carrier-dependent glycosyltransferase,WP_010951444.1,"GO:0006493,GO:0000030,GO:0016020",membrane|0016020||IEA,mannosyltransferase activity|0000030||IEA,protein O-linked glycosylation|0006493||IEA,,M8001_00170,
NZ_CP097527.1,M8001_RS00180,,M8001_RS00180,M8001_00175,Protein Homology,37646,38629,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253446.1,glycosyltransferase family 2 protein,WP_010951445.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,M8001_00175,2.4.-.-
NZ_CP097527.1,M8001_RS00185,,M8001_RS00185,M8001_00180,Protein Homology,38595,39014,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253444.1,GtrA family protein,WP_010951446.1,GO:0016020,membrane|0016020||IEA,,,,M8001_00180,
NZ_CP097527.1,M8001_RS00190,,M8001_RS00190,M8001_00185,Protein Homology,39272,40240,+,,,COORDINATES: protein motif:HMM:NF015431.6,LysR family transcriptional regulator,WP_010951447.1,,,,,,M8001_00185,
NZ_CP097527.1,M8001_RS00195,,M8001_RS00195,M8001_00190,Protein Homology,40451,41758,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019438068.1,OprO/OprP family phosphate-selective porin,WP_009395904.1,,,,,,M8001_00190,
NZ_CP097527.1,M8001_RS00200,,M8001_RS00200,M8001_00195,Protein Homology,42057,43082,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253439.1,hypothetical protein,WP_010951450.1,,,,,,M8001_00195,
NZ_CP097527.1,M8001_RS00205,,M8001_RS00205,M8001_00200,Protein Homology,43210,43434,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004576058.1,hypothetical protein,WP_010951451.1,,,,,,M8001_00200,
NZ_CP097527.1,M8001_RS00210,,M8001_RS00210,M8001_00205,Protein Homology,43527,45524,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004576057.1,heavy metal translocating P-type ATPase,WP_010951452.1,"GO:0005524,GO:0015662,GO:0016887,GO:0019829,GO:0046872",,"ATP binding|0005524||IEA,P-type ion transporter activity|0015662||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA,metal ion binding|0046872||IEA",,,M8001_00205,7.2.2.-
NZ_CP097527.1,M8001_RS00215,,M8001_RS00215,M8001_00210,Protein Homology,45727,46050,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253432.1,DUF2790 domain-containing protein,WP_003253432.1,,,,,,M8001_00210,
NZ_CP097527.1,M8001_RS00220,,M8001_RS00220,M8001_00215,Protein Homology,46213,49374,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951454.1,CusA/CzcA family heavy metal efflux RND transporter,WP_010951454.1,"GO:0006812,GO:0051139,GO:0016020",membrane|0016020||IEA,metal cation:proton antiporter activity|0051139||IEA,monoatomic cation transport|0006812||IEA,,M8001_00215,
NZ_CP097527.1,M8001_RS00225,,M8001_RS00225,M8001_00220,Protein Homology,49399,50649,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020302560.1,efflux RND transporter periplasmic adaptor subunit,WP_010951455.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,M8001_00220,
NZ_CP097527.1,M8001_RS00230,,M8001_RS00230,M8001_00225,Protein Homology,50718,51989,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951456.1,TolC family protein,WP_010951456.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,M8001_00225,
NZ_CP097527.1,M8001_RS00235,,M8001_RS00235,M8001_00230,Protein Homology,52394,53737,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019818113.1,OprD family porin,WP_003253422.1,"GO:0006811,GO:0015802,GO:0015288,GO:0009279,GO:0019867,GO:0046930","cell outer membrane|0009279||IEA,outer membrane|0019867||IEA,pore complex|0046930||IEA",porin activity|0015288||IEA,"monoatomic ion transport|0006811||IEA,basic amino acid transport|0015802||IEA",,M8001_00230,
NZ_CP097527.1,M8001_RS00240,,M8001_RS00240,M8001_00235,Protein Homology,54227,54901,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009395004.1,heavy metal response regulator transcription factor,WP_003253420.1,"GO:0006355,GO:0003677",,DNA binding|0003677||IEA,regulation of DNA-templated transcription|0006355||IEA,,M8001_00235,
NZ_CP097527.1,M8001_RS00245,,M8001_RS00245,M8001_00240,Protein Homology,55019,55342,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951457.1,hypothetical protein,WP_010951457.1,,,,,,M8001_00240,
NZ_CP097527.1,M8001_RS00250,,M8001_RS00250,M8001_00245,Protein Homology,55444,55971,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004577223.1,hypothetical protein,WP_012269855.1,,,,,,M8001_00245,
NZ_CP097527.1,M8001_RS00255,,M8001_RS00255,M8001_00250,Protein Homology,56161,57558,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012269856.1,hypothetical protein,WP_223296393.1,,,,,,M8001_00250,
NZ_CP097527.1,M8001_RS00260,,M8001_RS00260,M8001_00255,GeneMarkS-2+,57640,58041,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_153428583.1,,,,,,M8001_00255,
NZ_CP097527.1,M8001_RS00265,,M8001_RS00265,M8001_00260,Protein Homology,58777,59184,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011953114.1,RcnB family protein,WP_010951459.1,GO:0042597,periplasmic space|0042597||IEA,,,,M8001_00260,
NZ_CP097527.1,M8001_RS00270,,M8001_RS00270,M8001_00265,Protein Homology,59316,60608,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014589203.1,sigma-54 interaction domain-containing protein,WP_010951460.1,"GO:0006355,GO:0005524,GO:0008134",,"ATP binding|0005524||IEA,transcription factor binding|0008134||IEA",regulation of DNA-templated transcription|0006355||IEA,,M8001_00265,
NZ_CP097527.1,M8001_RS00275,,M8001_RS00275,M8001_00270,Protein Homology,60831,61715,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016712782.1,MBL fold metallo-hydrolase,WP_010951461.1,,,,,,M8001_00270,3.-.-.-
NZ_CP097527.1,M8001_RS00280,,M8001_RS00280,M8001_00275,Protein Homology,61756,63024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253143.1,NAD(P)/FAD-dependent oxidoreductase,WP_010951462.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,M8001_00275,1.-.-.-
NZ_CP097527.1,M8001_RS00285,,M8001_RS00285,M8001_00280,Protein Homology,63021,63839,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016712784.1,sulfite exporter TauE/SafE family protein,WP_049588437.1,"GO:0006810,GO:0016020",membrane|0016020||IEA,,transport|0006810||IEA,,M8001_00280,
NZ_CP097527.1,M8001_RS00290,,M8001_RS00290,M8001_00285,Protein Homology,63828,64715,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253138.1,LysR family transcriptional regulator,WP_010951464.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,M8001_00285,
NZ_CP097527.1,M8001_RS00295,,M8001_RS00295,M8001_00290,Protein Homology,64949,66595,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019750117.1,GMC family oxidoreductase,WP_049588436.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,M8001_00290,1.-.-.-
NZ_CP097527.1,M8001_RS00300,,M8001_RS00300,M8001_00295,Protein Homology,66693,68312,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_016712787.1,MFS transporter,WP_010951466.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,M8001_00295,
NZ_CP097527.1,M8001_RS00305,,M8001_RS00305,M8001_00300,Protein Homology,68487,69272,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012269866.1,lysophospholipid acyltransferase family protein,WP_010951467.1,"GO:0008654,GO:0016746",,acyltransferase activity|0016746||IEA,phospholipid biosynthetic process|0008654||IEA,,M8001_00300,2.3.1.-
NZ_CP097527.1,gmhB,gmhB,M8001_RS00310,M8001_00305,Protein Homology,69319,69846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019471030.1,D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase,WP_003253129.1,"GO:0005975,GO:0016791",,phosphatase activity|0016791||IEA,carbohydrate metabolic process|0005975||IEA,,M8001_00305,3.1.3.82
NZ_CP097527.1,glyS,glyS,M8001_RS00315,M8001_00310,Protein Homology,69850,71904,-,,,COORDINATES: similar to AA sequence:RefSeq:NP_064728.1,glycine--tRNA ligase subunit beta,WP_010951468.1,"GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA",glycyl-tRNA aminoacylation|0006426||IEA,,M8001_00310,6.1.1.14
NZ_CP097527.1,glyQ,glyQ,M8001_RS00320,M8001_00315,Protein Homology,71901,72848,-,,,COORDINATES: similar to AA sequence:RefSeq:NP_064729.1,glycine--tRNA ligase subunit alpha,WP_003253126.1,"GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA",glycyl-tRNA aminoacylation|0006426||IEA,,M8001_00315,6.1.1.14
NZ_CP097527.1,M8001_RS00325,,M8001_RS00325,M8001_00320,Protein Homology,72932,73483,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003260004.1,DNA-3-methyladenine glycosylase I,WP_010951469.1,"GO:0006284,GO:0008725",,DNA-3-methyladenine glycosylase activity|0008725||IEA,base-excision repair|0006284||IEA,,M8001_00320,3.2.2.20
NZ_CP097527.1,M8001_RS00330,,M8001_RS00330,M8001_00325,Protein Homology,73525,74412,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014335795.1,lysophospholipid acyltransferase,WP_010951470.1,GO:0016740,,transferase activity|0016740||IEA,,,M8001_00325,2.3.1.15
NZ_CP097527.1,M8001_RS00335,,M8001_RS00335,M8001_00330,Protein Homology,74510,74824,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951471.1,tetratricopeptide repeat protein,WP_010951471.1,,,,,,M8001_00330,
NZ_CP097527.1,trkA,trkA,M8001_RS00340,M8001_00335,Protein Homology,74836,76209,-,,,COORDINATES: similar to AA sequence:RefSeq:NP_248706.1,Trk system potassium transporter TrkA,WP_010951472.1,"GO:0006813,GO:0015079,GO:0005886",plasma membrane|0005886||IEA,potassium ion transmembrane transporter activity|0015079||IEA,potassium ion transport|0006813||IEA,,M8001_00335,
NZ_CP097527.1,rsmB,rsmB,M8001_RS00345,M8001_00340,Protein Homology,76233,77543,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003170720.1,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,WP_010951473.1,"GO:0001510,GO:0006355,GO:0006364,GO:0003723,GO:0008649",,"RNA binding|0003723||IEA,rRNA methyltransferase activity|0008649||IEA","RNA methylation|0001510||IEA,regulation of DNA-templated transcription|0006355||IEA,rRNA processing|0006364||IEA",,M8001_00340,2.1.1.176
NZ_CP097527.1,fmt,fmt,M8001_RS00350,M8001_00345,Protein Homology,77540,78472,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951474.1,methionyl-tRNA formyltransferase,WP_010951474.1,"GO:0071951,GO:0004479,GO:0005737",cytoplasm|0005737||IEA,methionyl-tRNA formyltransferase activity|0004479||IEA,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA|0071951||IEA,,M8001_00345,2.1.2.9
NZ_CP097527.1,def,def,M8001_RS00355,M8001_00350,Protein Homology,78533,79039,-,,,COORDINATES: similar to AA sequence:RefSeq:NP_248709.1,peptide deformylase,WP_003253111.1,"GO:0036211,GO:0042586",,peptide deformylase activity|0042586||IEA,protein modification process|0036211||IEA,,M8001_00350,3.5.1.88
NZ_CP097527.1,dprA,dprA,M8001_RS00360,M8001_00355,Protein Homology,79246,80343,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253109.1,DNA-processing protein DprA,WP_010951475.1,GO:0009294,,,DNA-mediated transformation|0009294||IEA,,M8001_00355,
NZ_CP097527.1,M8001_RS00365,,M8001_RS00365,M8001_00360,Protein Homology,80386,80943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010951476.1,L-threonylcarbamoyladenylate synthase type 1 TsaC,WP_010951476.1,"GO:0000166,GO:0003725,GO:0005524,GO:0061710",,"nucleotide binding|0000166||IEA,double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA,L-threonylcarbamoyladenylate synthase|0061710||IEA",,,M8001_00360,2.7.7.87
NZ_CP097527.1,M8001_RS00370,,M8001_RS00370,M8001_00365,GeneMarkS-2+,81077,81277,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_003253106.1,,,,,,M8001_00365,
NZ_CP097527.1,M8001_RS00375,,M8001_RS00375,M8001_00370,Protein Homology,81709,82023,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253104.1,hypothetical protein,WP_172835044.1,,,,,,M8001_00370,
NZ_CP097527.1,M8001_RS00380,,M8001_RS00380,M8001_00375,Protein Homology,82151,83128,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003187279.1,NADPH:quinone reductase,WP_010951478.1,"GO:0008270,GO:0016491",,"zinc ion binding|0008270||IEA,oxidoreductase activity|0016491||IEA",,,M8001_00375,1.6.5.5
NZ_CP097527.1,hemF,hemF,M8001_RS00385,M8001_00380,Protein Homology,83261,84172,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011953125.1,oxygen-dependent coproporphyrinogen oxidase,WP_010951479.1,"GO:0006779,GO:0004109",,coproporphyrinogen oxidase activity|0004109||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,M8001_00380,1.3.3.3
NZ_CP097527.1,aroE,aroE,M8001_RS00390,M8001_00385,Protein Homology,84198,85022,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003253098.1,shikimate dehydrogenase,WP_010951480.1,"GO:0019632,GO:0004764",,shikimate 3-dehydrogenase (NADP+) activity|0004764||IEA,shikimate metabolic process|0019632||IEA,,M8001_00385,1.1.1.25
NZ_CP097527.1,M8001_RS00395,,M8001_RS00395,M8001_00390,Protein Homology,85152,86717,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014589223.1,SulP family inorganic anion transporter,WP_010951481.1,"GO:0015103,GO:0016020",membrane|0016020||IEA,inorganic anion transmembrane transporter activity|0015103||IEA,,,M8001_00390,
NZ_CP097527.1,choX,choX,M8001_RS00400,M8001_00395,Protein Homology,86862,87785,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_016484231.1,choline ABC transporter substrate-binding protein,WP_049588430.1,"GO:0015871,GO:0033265,GO:0042597",periplasmic space|0042597||IEA,choline binding|0033265||IEA,choline transport|0015871||IEA,,M8001_00395,
NZ_CP097527.1,betC,betC,M8001_RS00405,M8001_00400,Protein Homology,87800,89317,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_017147851.1,choline-sulfatase,WP_010951483.1,GO:0008484,,sulfuric ester hydrolase activity|0008484||IEA,,,M8001_00400,3.1.6.6
NZ_CP097527.1,M8001_RS00410,,M8001_RS00410,M8001_00405,Protein Homology,89426,90325,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014859482.1,choline sulfate utilization transcriptional regulator,WP_010951485.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,,M8001_00405,
