seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_004113.1,ndhO,ndhO,TLL_RS00080,tsl0017,Protein Homology,17096,17308,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055872.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit O,WP_011055872.1,,,,,,tsl0017,
NC_004113.1,TLL_RS00085,,TLL_RS00085,tlr0018,Protein Homology,17429,18859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055873.1,mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase,WP_011055873.1,"GO:0000271,GO:0016779",,nucleotidyltransferase activity|0016779||IEA,polysaccharide biosynthetic process|0000271||IEA,,tlr0018,"2.7.7.13,5.3.1.8"
NC_004113.1,TLL_RS00090,,TLL_RS00090,tll0019,Protein Homology,18870,19319,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055874.1,divergent PAP2 family protein,WP_011055874.1,,,,,,tll0019,
NC_004113.1,crtE,crtE,TLL_RS00095,tll0020,Protein Homology,19371,20294,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055875.1,geranylgeranyl diphosphate synthase CrtE,WP_011055875.1,"GO:0033386,GO:0016740",,transferase activity|0016740||IEA,geranylgeranyl diphosphate biosynthetic process|0033386||IEA,,tll0020,2.5.1.1
NC_004113.1,folD,folD,TLL_RS00100,tll0021,Protein Homology,20305,21225,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012594917.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,WP_164920629.1,GO:0004488,,methylenetetrahydrofolate dehydrogenase (NADP+) activity|0004488||IEA,,,tll0021,
NC_004113.1,TLL_RS00105,,TLL_RS00105,tll0022,Protein Homology,21388,21723,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055877.1,hypothetical protein,WP_011055877.1,,,,,,tll0022,
NC_004113.1,TLL_RS13405,,TLL_RS13405,TLL_RS13405,Protein Homology,21720,21881,-,,,COORDINATES: protein motif:HMM:NF016211.6,DUF454 family protein,WP_164921063.1,,,,,,,
NC_004113.1,TLL_RS00115,,TLL_RS00115,tll0024,Protein Homology,21994,22638,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055879.1,pentapeptide repeat-containing protein,WP_011055879.1,,,,,,tll0024,
NC_004113.1,TLL_RS00120,,TLL_RS00120,tll0025,Protein Homology,22644,23105,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055880.1,Fur family transcriptional regulator,WP_011055880.1,"GO:0006355,GO:0003677,GO:0003700,GO:0046872",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,metal ion binding|0046872||IEA",regulation of DNA-templated transcription|0006355||IEA,,tll0025,
NC_004113.1,TLL_RS00125,,TLL_RS00125,tll0026,Protein Homology,23238,23537,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055881.1,TMEM165/GDT1 family protein,WP_011055881.1,,,,,,tll0026,
NC_004113.1,TLL_RS00130,,TLL_RS00130,tlr0027,Protein Homology,23700,24683,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055882.1,hypothetical protein,WP_011055882.1,,,,,,tlr0027,
NC_004113.1,TLL_RS00135,,TLL_RS00135,tlr0028,Protein Homology,24680,25006,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055883.1,hypothetical protein,WP_011055883.1,,,,,,tlr0028,
NC_004113.1,TLL_RS00140,,TLL_RS00140,tlr0029,Protein Homology,25137,26279,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055884.1,histidine kinase,WP_011055884.1,,,,,,tlr0029,
NC_004113.1,TLL_RS00145,,TLL_RS00145,tll0030,GeneMarkS-2+,26276,27235,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011055885.1,,,,,,tll0030,
NC_004113.1,ltrA,ltrA,TLL_RS00150,tlr0031,Protein Homology,28812,30485,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011056467.1,group II intron reverse transcriptase/maturase,WP_231833792.1,"GO:0000373,GO:0003964",,RNA-directed DNA polymerase activity|0003964||IEA,Group II intron splicing|0000373||IEA,,tlr0031,2.7.7.49
NC_004113.1,lpxD,lpxD,TLL_RS00155,tll0032,Protein Homology,30580,31596,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055887.1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,WP_011055887.1,"GO:0009245,GO:0016410",,N-acyltransferase activity|0016410||IEA,lipid A biosynthetic process|0009245||IEA,,tll0032,2.3.1.191
NC_004113.1,TLL_RS00160,,TLL_RS00160,tsr0033,Protein Homology,31799,31984,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055888.1,NblA/ycf18 family protein,WP_011055888.1,,,,,,tsr0033,
NC_004113.1,TLL_RS12795,,TLL_RS12795,TLL_RS12795,GeneMarkS-2+,32156,32449,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011055889.1,,,,,,,
NC_004113.1,TLL_RS00170,,TLL_RS00170,tlr0035,GeneMarkS-2+,33008,33289,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_164920630.1,,,,,,tlr0035,
NC_004113.1,TLL_RS00175,,TLL_RS00175,tlr0036,Protein Homology,33336,34058,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055891.1,superoxide dismutase,WP_011055891.1,"GO:0006801,GO:0004784,GO:0046872",,"superoxide dismutase activity|0004784||IEA,metal ion binding|0046872||IEA",superoxide metabolic process|0006801||IEA,,tlr0036,1.15.1.1
NC_004113.1,TLL_RS00180,,TLL_RS00180,tll0037,Protein Homology,34003,35025,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055892.1,PhoH family protein,WP_011055892.1,GO:0005524,,ATP binding|0005524||IEA,,,tll0037,
NC_004113.1,rpsU,rpsU,TLL_RS00185,tsl0038,Protein Homology,35035,35208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055893.1,30S ribosomal protein S21,WP_011055893.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tsl0038,
NC_004113.1,TLL_RS00190,,TLL_RS00190,tll0039,Protein Homology,35212,35565,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055894.1,KH domain-containing protein,WP_011055894.1,GO:0003676,,nucleic acid binding|0003676||IEA,,,tll0039,
NC_004113.1,rpsP,rpsP,TLL_RS00195,tsl0040,Protein Homology,35569,35820,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055895.1,30S ribosomal protein S16,WP_011055895.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tsl0040,
NC_004113.1,fabD,fabD,TLL_RS00200,tlr0041,Protein Homology,35927,36817,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017304030.1,ACP S-malonyltransferase,WP_164920631.1,"GO:0006633,GO:0004314",,[acyl-carrier-protein] S-malonyltransferase activity|0004314||IEA,fatty acid biosynthetic process|0006633||IEA,,tlr0041,2.3.1.39
NC_004113.1,TLL_RS00205,,TLL_RS00205,tlr0042,Protein Homology,36814,37449,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008051757.1,lysophospholipid acyltransferase family protein,WP_011055897.1,"GO:0008654,GO:0016746",,acyltransferase activity|0016746||IEA,phospholipid biosynthetic process|0008654||IEA,,tlr0042,2.3.1.-
NC_004113.1,gap,gap,TLL_RS00210,tll0043,Protein Homology,37446,38468,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055898.1,type I glyceraldehyde-3-phosphate dehydrogenase,WP_011055898.1,"GO:0006006,GO:0016620,GO:0050661,GO:0051287",,"oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NADP binding|0050661||IEA,NAD binding|0051287||IEA",glucose metabolic process|0006006||IEA,,tll0043,
NC_004113.1,TLL_RS00215,,TLL_RS00215,tll0044,Protein Homology,38491,38826,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055899.1,rhodanese-like domain-containing protein,WP_011055899.1,,,,,,tll0044,
NC_004113.1,TLL_RS00220,,TLL_RS00220,tll0045,Protein Homology,38879,40426,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055900.1,NAD(P)H-quinone oxidoreductase subunit N,WP_011055900.1,,,,,,tll0045,
NC_004113.1,TLL_RS00225,,TLL_RS00225,tll0046,Protein Homology,40601,41497,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055901.1,S66 peptidase family protein,WP_011055901.1,"GO:0006508,GO:0004180,GO:0008236,GO:0016787",,"carboxypeptidase activity|0004180||IEA,serine-type peptidase activity|0008236||IEA,hydrolase activity|0016787||IEA",proteolysis|0006508||IEA,,tll0046,3.4.-.-
NC_004113.1,TLL_RS00230,,TLL_RS00230,tll0047,GeneMarkS-2+,41499,41837,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011055902.1,,,,,,tll0047,
NC_004113.1,TLL_RS00235,,TLL_RS00235,tll0048,Protein Homology,41841,42362,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055903.1,transcriptional repressor,WP_164920633.1,,,,,,tll0048,
NC_004113.1,TLL_RS00240,,TLL_RS00240,tll0049,Protein Homology,42585,44516,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055904.1,transglycosylase domain-containing protein,WP_011055904.1,"GO:0008360,GO:0009252,GO:0071555,GO:0008955,GO:0016757",,"peptidoglycan glycosyltransferase activity|0008955||IEA,glycosyltransferase activity|0016757||IEA","regulation of cell shape|0008360||IEA,peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",,tll0049,2.4.-.-
NC_004113.1,tyrS,tyrS,TLL_RS00245,tlr0050,Protein Homology,44678,45904,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055905.1,tyrosine--tRNA ligase,WP_011055905.1,"GO:0006437,GO:0000166,GO:0004831,GO:0005524",,"nucleotide binding|0000166||IEA,tyrosine-tRNA ligase activity|0004831||IEA,ATP binding|0005524||IEA",tyrosyl-tRNA aminoacylation|0006437||IEA,,tlr0050,6.1.1.1
NC_004113.1,TLL_RS00250,,TLL_RS00250,tlr0051,Protein Homology,46286,49024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055906.1,M16 family metallopeptidase,WP_011055906.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,,tlr0051,
NC_004113.1,TLL_RS00255,,TLL_RS00255,tlr0052,Protein Homology,49029,49751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055907.1,cytochrome c biogenesis protein CcdA,WP_011055907.1,"GO:0017004,GO:0016020",membrane|0016020||IEA,,cytochrome complex assembly|0017004||IEA,,tlr0052,
NC_004113.1,TLL_RS00260,,TLL_RS00260,tlr0053,Protein Homology,50147,50869,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055908.1,ABC transporter ATP-binding protein,WP_011055908.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,tlr0053,
NC_004113.1,gmk,gmk,TLL_RS00265,tll0054,Protein Homology,50866,51441,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055909.1,guanylate kinase,WP_011055909.1,"GO:0006163,GO:0004385",,guanylate kinase activity|0004385||IEA,purine nucleotide metabolic process|0006163||IEA,,tll0054,2.7.4.8
NC_004113.1,TLL_RS00270,,TLL_RS00270,tlr0055,Protein Homology,51518,52021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055910.1,ExbD/TolR family protein,WP_011055910.1,"GO:0055085,GO:0022857",,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,tlr0055,
NC_004113.1,era,era,TLL_RS00275,tlr0056,Protein Homology,52031,52954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055911.1,GTPase Era,WP_011055911.1,"GO:0003723,GO:0005525",,"RNA binding|0003723||IEA,GTP binding|0005525||IEA",,,tlr0056,
NC_004113.1,ureG,ureG,TLL_RS00280,tlr0057,Protein Homology,52959,53561,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055912.1,urease accessory protein UreG,WP_011055912.1,"GO:0019627,GO:0003924,GO:0016530,GO:0046872",,"GTPase activity|0003924||IEA,metallochaperone activity|0016530||IEA,metal ion binding|0046872||IEA",urea metabolic process|0019627||IEA,,tlr0057,
NC_004113.1,TLL_RS00285,,TLL_RS00285,tlr0058,Protein Homology,53676,54584,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055913.1,S1 family peptidase,WP_164920635.1,"GO:0006508,GO:0004252,GO:0008233,GO:0008236",,"serine-type endopeptidase activity|0004252||IEA,peptidase activity|0008233||IEA,serine-type peptidase activity|0008236||IEA",proteolysis|0006508||IEA,,tlr0058,3.4.21.-
NC_004113.1,TLL_RS00290,,TLL_RS00290,tlr0059,Protein Homology,54668,55396,+,,,COORDINATES: protein motif:HMM:NF017829.6,DUF928 domain-containing protein,WP_164920636.1,,,,,,tlr0059,
NC_004113.1,TLL_RS00295,,TLL_RS00295,tll0060,Protein Homology,55378,56664,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055915.1,metallophosphoesterase family protein,WP_011055915.1,"GO:0003677,GO:0042578,GO:0046872",,"DNA binding|0003677||IEA,phosphoric ester hydrolase activity|0042578||IEA,metal ion binding|0046872||IEA",,,tll0060,3.1.-.-
NC_004113.1,TLL_RS00300,,TLL_RS00300,tll0061,Protein Homology,56678,58132,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012626990.1,CIA30 family protein,WP_011055916.1,,,,,,tll0061,
NC_004113.1,tsaB,tsaB,TLL_RS00305,tll0062,Protein Homology,58122,58700,-,,,COORDINATES: protein motif:HMM:TIGR03725.1,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,WP_011055917.1,GO:0002949,,,tRNA threonylcarbamoyladenosine modification|0002949||IEA,,tll0062,2.3.1.234
NC_004113.1,psb34,psb34,TLL_RS00310,tsl0063,Protein Homology,58741,58911,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055918.1,photosystem II assembly protein Psb34,WP_011055918.1,GO:0019684,,,photosynthesis%2C light reaction|0019684||IEA,,tsl0063,
NC_004113.1,TLL_RS00315,,TLL_RS00315,tll0064,Protein Homology,58964,60127,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055919.1,glycosyltransferase,WP_011055919.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,tll0064,
NC_004113.1,TLL_RS00320,,TLL_RS00320,tll0065,Protein Homology,60124,60957,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055920.1,thiazole synthase,WP_011055920.1,GO:1990107,,thiazole synthase activity|1990107||IEA,,,tll0065,2.8.1.10
NC_004113.1,TLL_RS00325,,TLL_RS00325,tlr0066,Protein Homology,61091,61543,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015227747.1,hypothetical protein,WP_164920637.1,,,,,,tlr0066,
NC_004113.1,ribH,ribH,TLL_RS00330,tlr0067,Protein Homology,61591,62127,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055922.1,6%2C7-dimethyl-8-ribityllumazine synthase,WP_011055922.1,"GO:0000906,GO:0009349",riboflavin synthase complex|0009349||IEA,6%2C7-dimethyl-8-ribityllumazine synthase activity|0000906||IEA,,,tlr0067,2.5.1.78
NC_004113.1,TLL_RS00335,,TLL_RS00335,tsl0068,Protein Homology,62148,62444,-,,,COORDINATES: protein motif:HMM:NF024180.6,CHAT domain-containing protein,WP_011055923.1,,,,,,tsl0068,
NC_004113.1,TLL_RS00340,,TLL_RS00340,tlr0069,Protein Homology,62718,63740,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055924.1,aspartate-semialdehyde dehydrogenase,WP_011055924.1,"GO:0008652,GO:0004073,GO:0016620,GO:0051287",,"aspartate-semialdehyde dehydrogenase activity|0004073||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA,NAD binding|0051287||IEA",amino acid biosynthetic process|0008652||IEA,,tlr0069,1.2.1.11
NC_004113.1,TLL_RS00345,,TLL_RS00345,tll0070,Protein Homology,63777,64613,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055925.1,DUF1838 domain-containing protein,WP_011055925.1,,,,,,tll0070,
NC_004113.1,TLL_RS00350,,TLL_RS00350,tll0071,GeneMarkS-2+,64616,65293,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011055926.1,,,,,,tll0071,
NC_004113.1,TLL_RS00355,,TLL_RS00355,tll0072,Protein Homology,65298,66473,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055927.1,AI-2E family transporter,WP_164920638.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",,tll0072,
NC_004113.1,murD,murD,TLL_RS00360,tll0073,Protein Homology,66470,67834,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055928.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,WP_011055928.1,"GO:0008360,GO:0009252,GO:0051301,GO:0005524,GO:0008764,GO:0005737",cytoplasm|0005737||IEA,"ATP binding|0005524||IEA,UDP-N-acetylmuramoylalanine-D-glutamate ligase activity|0008764||IEA","regulation of cell shape|0008360||IEA,peptidoglycan biosynthetic process|0009252||IEA,cell division|0051301||IEA",,tll0073,6.3.2.9
NC_004113.1,TLL_RS00365,,TLL_RS00365,tlr0074,Protein Homology,67985,68413,+,,,COORDINATES: protein motif:HMM:NF038353.1,FxLYD domain-containing protein,WP_011055929.1,,,,,,tlr0074,
NC_004113.1,TLL_RS00370,,TLL_RS00370,tll0075,Protein Homology,68437,68907,-,,,COORDINATES: protein motif:HMM:NF019844.6,SH3 domain-containing protein,WP_011055930.1,"GO:0005515,GO:0070064",,"protein binding|0005515||IEA,proline-rich region binding|0070064||IEA",,,tll0075,
NC_004113.1,TLL_RS00375,,TLL_RS00375,tll0076,Protein Homology,68908,70407,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055931.1,AAA family ATPase,WP_011055931.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,tll0076,
NC_004113.1,TLL_RS00380,,TLL_RS00380,tll0077,Protein Homology,70404,70901,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015185675.1,YceD family protein,WP_011055932.1,,,,,,tll0077,
NC_004113.1,TLL_RS00385,,TLL_RS00385,tll0078,Protein Homology,70904,71335,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055933.1,BLUF domain-containing protein,WP_011055933.1,GO:0071949,,FAD binding|0071949||IEA,,,tll0078,
NC_004113.1,TLL_RS00390,,TLL_RS00390,tll0079,Protein Homology,71398,71874,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007312278.1,DUF2752 domain-containing protein,WP_164920639.1,,,,,,tll0079,
NC_004113.1,tgt,tgt,TLL_RS00395,tll0080,Protein Homology,71858,72994,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055935.1,tRNA guanosine(34) transglycosylase Tgt,WP_011055935.1,"GO:0006400,GO:0008479,GO:0005737",cytoplasm|0005737||IEA,tRNA-guanosine(34) queuine transglycosylase activity|0008479||IEA,tRNA modification|0006400||IEA,,tll0080,2.4.2.29
NC_004113.1,rplC,rplC,TLL_RS00400,tlr0081,Protein Homology,73361,73999,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055936.1,50S ribosomal protein L3,WP_011055936.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tlr0081,
NC_004113.1,rplD,rplD,TLL_RS00405,tlr0082,Protein Homology,74016,74648,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055937.1,50S ribosomal protein L4,WP_011055937.1,"GO:0006412,GO:0003735,GO:0022625",cytosolic large ribosomal subunit|0022625||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tlr0082,
NC_004113.1,TLL_RS00410,,TLL_RS00410,tlr0083,Protein Homology,74641,74943,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010469320.1,50S ribosomal protein L23,WP_011055938.1,,,,,,tlr0083,
NC_004113.1,rplB,rplB,TLL_RS00415,tlr0084,Protein Homology,74955,75821,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010469319.1,50S ribosomal protein L2,WP_011055939.1,"GO:0006412,GO:0003723,GO:0003735,GO:0016740,GO:0015934",large ribosomal subunit|0015934||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA,transferase activity|0016740||IEA",translation|0006412||IEA,,tlr0084,
NC_004113.1,rpsS,rpsS,TLL_RS00420,tsr0085,Protein Homology,75844,76122,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055940.1,30S ribosomal protein S19,WP_011055940.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tsr0085,
NC_004113.1,rplV,rplV,TLL_RS00425,tlr0086,Protein Homology,76153,76521,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055941.1,50S ribosomal protein L22,WP_011055941.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tlr0086,
NC_004113.1,rpsC,rpsC,TLL_RS00430,tlr0087,Protein Homology,76534,77250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055942.1,30S ribosomal protein S3,WP_011055942.1,"GO:0006412,GO:0003735",,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tlr0087,
NC_004113.1,rplP,rplP,TLL_RS00435,tlr0088,Protein Homology,77265,77696,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055943.1,50S ribosomal protein L16,WP_011055943.1,"GO:0006412,GO:0003735,GO:0019843",,"structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA",translation|0006412||IEA,,tlr0088,
NC_004113.1,rpmC,rpmC,TLL_RS00440,tsr0089,Protein Homology,77699,77911,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011055944.1,50S ribosomal protein L29,WP_011055944.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,tsr0089,
