Accession,KO,Name,MW,Localization,Score,LTPE26_Supernatant,LTPE397_Supernatant,LTPE403_Supernatant,number of replicates where found in Supernatant (out of 3 replicates) - proteins in the >50 kDa supernatant size fraction,LTPE26_Lysate,LTPE397_Lysate,LTPE403_Lysate,number of replicates where found in Lysate (out of 3 replicates) -  proteins present in crude cell lysates,Amino Acid Metabolism,Carbohydrate Metabolism,Energy Metabolism,Lipid Metabolism,Metabolism of Cofactors and Vitamins,Metabolism of Other Amino Acids,Nucleotide Metabolism,Signal Transduction,Other,Unknown,resolved_locus_tag,resolution_method
WP_069943723,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,91141.5782,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944178,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,78704.0114,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944320,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,104007.412,OuterMembrane,9.52,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944667,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,105377.8736,OuterMembrane,9.52,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944888,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,78305.7536,OuterMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945059,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,77358.7649,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_155279934,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,86668.0686,OuterMembrane,10.0,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_196248010,K02014,TC.FEV.OM; iron complex outermembrane recepter protein,87255.6583,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012518211,K02078,"acpP, acpM; acyl carrier protein",8802.7383,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01756,multi:Accession
WP_012520223,K02108,"ATPF0A, atpB; F-type H+-transporting ATPase subunit a",30686.4108,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951452,K02109,"ATPF0B, atpF; F-type H+-transporting ATPase subunit b",17395.8624,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012520222,K02110,"ATPF0C, atpE; F-type H+-transporting ATPase subunit c",7416.0854,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951450,K02111,"ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]",55477.1715,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_04113,multi:Accession
WP_014951449,K02112,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",49961.8823,Cytoplasmic,9.12,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039221268,K02112,"ATPF1B, atpD; F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",49933.8255,Cytoplasmic,9.12,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_04111,multi:Accession
WP_014951451,K02113,"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta",18965.5313,Cytoplasmic,9.26,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_04114,multi:Accession
WP_014951276,K02160,"accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein",16420.8625,Unknown,4.9,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039223316,K02197,ccmE; cytochrome c-type biogenesis protein CcmE,17700.4519,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943850,K02199,"ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE",26002.6528,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943851,K02200,ccmH; cytochrome c-type biogenesis protein CcmH,18344.3777,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951264,K02297,cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],34765.8285,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03925,multi:Accession
WP_069945177,K02298,cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3],74128.7598,CytoplasmicMembrane,10.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948217,K02356,efp; elongation factor P,20751.3746,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
OES34660,K02357,"tsf, TSFM; elongation factor Ts",30748.142,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
OES27803,K02358,"tuf, TUFM; elongation factor Tu",32634.4651,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039235223,K02358,"tuf, TUFM; elongation factor Tu",35469.6323,Cytoplasmic,9.97,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948562,K02372,fabZ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59],16699.4916,Cytoplasmic,9.97,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_01022,multi:Accession
WP_014948637,K02415,fliL; flagellar protein FliL,18801.6678,CytoplasmicMembrane,9.82,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014950360,K02437,"gcvH, GCSH; glycine cleavage system H protein",13747.9312,Cytoplasmic,8.96,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_02977,multi:Accession
WP_049588165,K02440,glpF; glycerol uptake facilitator,30877.9168,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951309,K02456,gspG; general secretion pathway protein G,15946.1681,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_03978,multi:Accession
WP_069943508,K02496,hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],42868.558,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236592,K02529,"galR; LacI family transcriptional regulator, galactose operon repressor",36871.1455,Cytoplasmic,9.97,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947855,K02553,"rraA, menG; regulator of ribonuclease activity A",17033.0178,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00182,multi:Accession
WP_014949255,K02600,nusA; transcription termination/antitermination protein NusA,55390.143,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01800,multi:Accession
WP_014951044,K02601,nusG; transcription termination/antitermination protein NusG,21126.2345,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03732,multi:Accession
OES35230,K02666,pilQ; type IV pilus assembly protein PilQ,60689.8038,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949257,K02834,rbfA; ribosome-binding factor A,15448.5636,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01802,multi:Accession
WP_014948555,K02838,"frr, MRRF, RRF; ribosome recycling factor",20647.6369,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01015,multi:Accession
WP_014980521,K02863,"RP-L1, MRPL1, rplA; large subunit ribosomal protein L1",24285.9369,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951041,K02864,"RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10",18186.2304,Cytoplasmic,9.26,no,yes,no,1,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03727,multi:Accession
WP_014951043,K02867,"RP-L11, MRPL11, rplK; large subunit ribosomal protein L11",14866.0652,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03729,multi:Accession
WP_014948329,K02871,"RP-L13, MRPL13, rplM; large subunit ribosomal protein L13",15976.615,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00790,multi:Accession
WP_012519228,K02874,"RP-L14, MRPL14, rplN; large subunit ribosomal protein L14",13340.6483,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03590,multi:Accession
WP_014950906,K02876,"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15",14990.2368,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03581,multi:Accession
WP_014947979,K02878,"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16",15543.3867,Cytoplasmic,9.97,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_00366,multi:Accession
WP_012519212,K02879,"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17",15037.2864,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03573,multi:Accession
WP_014950908,K02881,"RP-L18, MRPL18, rplR; large subunit ribosomal protein L18",12681.6744,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_03584,multi:Accession
WP_024015986,K02884,"RP-L19, MRPL19, rplS; large subunit ribosomal protein L19",13338.3877,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01306,multi:Accession
WP_014947976,K02886,"RP-L2, MRPL2, RML2, rplB; large subunit ribosomal protein L2",29790.2272,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00362,multi:Accession
WP_012518092,K02887,"RP-L20, MRPL20, rplT; large subunit ribosomal protein L20",13347.6173,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01628,multi:Accession
WP_012517169,K02888,"RP-L21, MRPL21, rplU; large subunit ribosomal protein L21",11397.1466,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00591,multi:Accession
WP_014947977,K02890,"RP-L22, MRPL22, rplV; large subunit ribosomal protein L22",12203.1782,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00364,multi:Accession
WP_012516959,K02892,"RP-L23, MRPL23, rplW; large subunit ribosomal protein L23",10946.6927,Cytoplasmic,9.26,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00361,multi:Accession
WP_039231136,K02892,"RP-L23, MRPL23, rplW; large subunit ribosomal protein L23",10919.6671,Cytoplasmic,9.26,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014950912,K02895,"RP-L24, MRPL24, rplX; large subunit ribosomal protein L24",11330.203,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03589,multi:Accession
WP_014976150,K02897,"RP-L25, rplY; large subunit ribosomal protein L25",22877.7232,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01531,multi:Accession
WP_012517170,K02899,"RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27",9209.5791,Cytoplasmic,9.26,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00592,multi:Accession
WP_014947757,K02902,"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28",9105.5845,Cytoplasmic,9.26,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00079,multi:Accession
WP_014947980,K02904,"RP-L29, rpmC; large subunit ribosomal protein L29",7391.5863,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00367,multi:Accession
WP_014947975,K02906,"RP-L3, MRPL3, rplC; large subunit ribosomal protein L3",22586.724,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00359,multi:Accession
WP_014950907,K02907,"RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30",6732.037,Cytoplasmic,9.26,yes,no,no,1,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03582,multi:Accession
WP_012518206,K02911,"RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32",6209.9867,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01751,multi:Accession
WP_014290886,K02914,"RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34",5067.037,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_04131,multi:Accession
WP_012516958,K02926,"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4",22038.4143,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00360,multi:Accession
WP_014950911,K02931,"RP-L5, MRPL5, rplE; large subunit ribosomal protein L5",20178.4807,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03588,multi:Accession
WP_014950909,K02933,"RP-L6, MRPL6, rplF; large subunit ribosomal protein L6",19119.8062,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03585,multi:Accession
WP_015068303,K02935,"RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12",12826.6802,Unknown,4.99,no,no,no,0,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_03726,multi:Accession
WP_012519953,K02939,"RP-L9, MRPL9, rplI; large subunit ribosomal protein L9",15843.093,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03809,multi:Accession
WP_014949642,K02945,"RP-S1, rpsA; small subunit ribosomal protein S1",61062.8164,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_02191,multi:Accession
WP_010179497,K02946,"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10",11654.468,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00358,multi:Accession
WP_012519215,K02948,"RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11",13810.7649,Cytoplasmic,9.26,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_03576,multi:Accession
WP_012518257,K02956,"RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15",10233.894,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01805,multi:Accession
WP_014948832,K02959,"RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16",9323.708,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01303,multi:Accession
WP_014975444,K02961,"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17",9710.3878,Cytoplasmic,9.26,yes,yes,no,2,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00368,multi:Accession
OES35917,K02965,"RP-S19, RSM19, rpsS; small subunit ribosomal protein S19",7934.312,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012516961,K02965,"RP-S19, RSM19, rpsS; small subunit ribosomal protein S19",10376.301,Cytoplasmic,9.97,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_00363,multi:Accession
WP_012517258,K02970,"RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21",8667.3021,Cytoplasmic,9.26,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_00715,multi:Accession
WP_012519214,K02986,"RP-S4, NAM9, rpsD; small subunit ribosomal protein S4",23484.0326,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03575,multi:Accession
WP_012519221,K02988,"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5",17560.3124,Cytoplasmic,9.97,no,no,no,0,no,yes,yes,2,no,no,no,no,no,no,no,no,no,no,EZ55_03583,multi:Accession
WP_014951120,K02990,"RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6",15651.6503,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03811,multi:Accession
WP_014951036,K02992,"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7",17657.638,Cytoplasmic,9.26,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012519224,K02994,"RP-S8, MRPS8, rpsH; small subunit ribosomal protein S8",14099.5601,Cytoplasmic,9.97,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03586,multi:Accession
OES27570,K03040,rpoA; DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],33266.7539,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948068,K03071,secB; preprotein translocase subunit SecB,18562.8272,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00464,multi:Accession
WP_014950187,K03072,secD; preprotein translocase subunit SecD,67197.6006,CytoplasmicMembrane,9.99,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02782,multi:Accession
WP_014951045,K03073,secE; preprotein translocase subunit SecE,13478.9379,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03733,multi:Accession
WP_014977044,K03074,secF; preprotein translocase subunit SecF,33817.4804,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_02781,multi:Accession
WP_014977524,K03076,secY; preprotein translocase subunit SecY,47880.7856,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_03580,multi:Accession
OES26631,K03098,APOD; apolipoprotein D and lipocalin family protein,18417.5423,OuterMembrane,9.92,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945074,K03110,ftsY; fused signal recognition particle receptor,61629.8973,Cytoplasmic,9.12,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947881,K03111,ssb; single-strand DNA-binding protein,21128.0373,Cytoplasmic,9.26,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00207,multi:Accession
WP_014948086,K03116,tatA; sec-independent protein translocase protein TatA,8576.982,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948087,K03117,tatB; sec-independent protein translocase protein TatB,11262.0026,CytoplasmicMembrane,9.82,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00489,multi:Accession
WP_069943506,K03147,thiC; phosphomethylpyrimidine synthase [EC:4.1.99.17],71535.823,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943503,K03149,thiG; thiazole synthase [EC:2.8.1.10],26512.7829,Cytoplasmic,9.26,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236825,K03186,"ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]",22680.1289,Cytoplasmic,9.26,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014999069,K03210,yajC; preprotein translocase subunit YajC,11995.0497,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02783,multi:Accession
WP_069945256,K03217,"yidC, spoIIIJ, OXA1, ccfA; YidC/Oxa1 family membrane protein insertase",61931.0316,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_04128,multi:Accession
WP_039233614,K03286,"TC.OOP; OmpA-OmpF porin, OOP family",43351.1356,OuterMembrane,9.93,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945117,K03286,"TC.OOP; OmpA-OmpF porin, OOP family",43271.87,OuterMembrane,9.93,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944604,K03303,"lutP, lctP; lactate permease",60123.4634,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949838,K03310,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",59663.9254,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_02395,multi:Accession
WP_069944571,K03314,"nhaB; Na+:H+ antiporter, NhaB family",57360.9111,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948004,K03320,"amt, AMT, MEP; ammonium transporter, Amt family",42985.2935,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_00391,multi:Accession
WP_014978293,K03321,"TC.SULP; sulfate permease, SulP family",56154.3863,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,EZ55_00678,multi:Accession
WP_069943917,K03321,"TC.SULP; sulfate permease, SulP family",56385.4171,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948770,K03386,"PRDX2_4, ahpC; peroxiredoxin 2/4 [EC:1.11.1.24]",22048.9867,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01230,multi:Accession
OES35226,K03406,mcp; methyl-accepting chemotaxis protein,70072.5762,Unknown,4.92,no,no,no,0,no,yes,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948305,K03406,mcp; methyl-accepting chemotaxis protein,72897.3062,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00756,multi:Accession
WP_014948419,K03406,mcp; methyl-accepting chemotaxis protein,47317.6709,Unknown,4.92,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014950687,K03406,mcp; methyl-accepting chemotaxis protein,49115.8284,Unknown,4.74,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_03337,multi:Accession
WP_014977395,K03406,mcp; methyl-accepting chemotaxis protein,64894.2771,CytoplasmicMembrane,7.88,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039224512,K03406,mcp; methyl-accepting chemotaxis protein,58131.0055,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039228352,K03406,mcp; methyl-accepting chemotaxis protein,59040.65,OuterMembrane,9.92,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_061439211,K03406,mcp; methyl-accepting chemotaxis protein,68753.1355,Unknown,4.93,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_00374,multi:Accession
WP_061439400,K03406,mcp; methyl-accepting chemotaxis protein,58921.4931,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943520,K03406,mcp; methyl-accepting chemotaxis protein,53361.818,CytoplasmicMembrane,9.81,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943580,K03406,mcp; methyl-accepting chemotaxis protein,42408.2194,CytoplasmicMembrane,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943585,K03406,mcp; methyl-accepting chemotaxis protein,43054.0913,CytoplasmicMembrane,9.99,no,no,no,0,no,yes,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943740,K03406,mcp; methyl-accepting chemotaxis protein,49040.1971,CytoplasmicMembrane,7.88,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944455,K03406,mcp; methyl-accepting chemotaxis protein,72537.5703,OuterMembrane,9.92,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944529,K03406,mcp; methyl-accepting chemotaxis protein,69404.4207,CytoplasmicMembrane,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945018,K03406,mcp; methyl-accepting chemotaxis protein,56826.7291,OuterMembrane,9.92,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947935,K03408,cheW; purine-binding chemotaxis protein CheW,18357.9363,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00309,multi:Accession
WP_014947943,K03408,cheW; purine-binding chemotaxis protein CheW,18413.077,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00317,multi:Accession
WP_014948654,K03408,cheW; purine-binding chemotaxis protein CheW,18095.2175,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01100,multi:Accession
WP_014951104,K03409,cheX; chemotaxis protein CheX,16670.3339,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03793,multi:Accession
