SeqID	Localization	Score
WP_012516877.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516879.1 MULTISPECIES: hypothetical protein [Alteromonas]	Cytoplasmic	8.96
WP_012516885.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Gammaproteobacteria]	OuterMembrane	9.52
WP_012516887.1 MULTISPECIES: cation diffusion facilitator family transporter [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516900.1 MULTISPECIES: copper resistance CopC family protein [Gammaproteobacteria]	Unknown	2.50
WP_012516902.1 MULTISPECIES: YybH family protein [Gammaproteobacteria]	Unknown	2.50
WP_012516906.1 MULTISPECIES: MerR family transcriptional regulator [Gammaproteobacteria]	Cytoplasmic	9.26
WP_012516907.1 MULTISPECIES: heavy metal translocating P-type ATPase [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516908.1 MULTISPECIES: cupredoxin domain-containing protein [Gammaproteobacteria]	Unknown	2.00
WP_012516909.1 MULTISPECIES: DUF2933 domain-containing protein [Gammaproteobacteria]	Unknown	2.00
WP_012516911.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.50
WP_012516912.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Cytoplasmic	8.96
WP_012516914.1 MULTISPECIES: hypothetical protein [Gammaproteobacteria]	Unknown	2.00
WP_012516915.1 MULTISPECIES: APC family permease [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516916.1 MULTISPECIES: copper resistance protein B [Gammaproteobacteria]	OuterMembrane	9.92
WP_012516917.1 MULTISPECIES: copper resistance system multicopper oxidase [Gammaproteobacteria]	Periplasmic	10.00
WP_012516918.1 MULTISPECIES: MauE/DoxX family redox-associated membrane protein [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516919.1 MULTISPECIES: DUF305 domain-containing protein [Gammaproteobacteria]	CytoplasmicMembrane	10.00
WP_012516928.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_012516929.1 hypothetical protein [Alteromonas mediterranea]	Unknown	2.00
WP_012516932.1 MULTISPECIES: haloacid dehalogenase type II [Alteromonas]	Cytoplasmic	9.26
WP_012516936.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012516938.1 MULTISPECIES: DUF3392 family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516947.1 3-keto-disaccharide hydrolase [Alteromonas mediterranea]	Unknown	2.50
WP_012516952.1 MULTISPECIES: 2,3-diphosphoglycerate-dependent phosphoglycerate mutase [Alteromonas]	Cytoplasmic	8.96
WP_012516954.1 aconitate hydratase AcnA [Alteromonas mediterranea]	Cytoplasmic	9.97
WP_012516957.1 MULTISPECIES: 50S ribosomal protein L3 [Alteromonas]	Cytoplasmic	9.26
WP_012516958.1 MULTISPECIES: 50S ribosomal protein L4 [Alteromonas]	Cytoplasmic	9.97
WP_012516959.1 MULTISPECIES: 50S ribosomal protein L23 [Alteromonas]	Cytoplasmic	9.26
WP_012516961.1 MULTISPECIES: 30S ribosomal protein S19 [Alteromonas]	Cytoplasmic	9.97
WP_012516962.1 MULTISPECIES: 50S ribosomal protein L22 [Alteromonas]	Cytoplasmic	9.97
WP_012516966.1 MULTISPECIES: 30S ribosomal protein S17 [Alteromonas]	Cytoplasmic	9.26
WP_012516968.1 MULTISPECIES: group II intron reverse transcriptase/maturase [Alteromonadales]	Cytoplasmic	8.96
WP_012516972.1 cation:proton antiporter [Alteromonas mediterranea]	CytoplasmicMembrane	10.00
WP_012516973.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_012516974.1 hypothetical protein [Alteromonas mediterranea]	Unknown	2.50
WP_012516979.1 MULTISPECIES: RNA 2',3'-cyclic phosphodiesterase [Alteromonas]	Unknown	2.00
WP_012516981.1 lytic murein transglycosylase [Alteromonas mediterranea]	CytoplasmicMembrane	9.97
WP_012516982.1 penicillin-binding protein 1B [Alteromonas mediterranea]	Unknown	4.86
WP_012516984.1 hypothetical protein [Alteromonas mediterranea]	Unknown	2.50
WP_012516985.1 MULTISPECIES: DUF808 domain-containing protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516986.1 AraC family transcriptional regulator [Alteromonas mediterranea]	Cytoplasmic	8.96
WP_012516987.1 hypothetical protein [Alteromonas mediterranea]	Unknown	2.00
WP_012516988.1 MULTISPECIES: P-II family nitrogen regulator [Alteromonas]	CytoplasmicMembrane	7.88
WP_012516991.1 MULTISPECIES: Dyp-type peroxidase [Alteromonas]	Cytoplasmic	8.96
WP_012516993.1 glutamate-1-semialdehyde 2,1-aminomutase [Alteromonas mediterranea]	Cytoplasmic	9.26
WP_012516994.1 MULTISPECIES: aspartate carbamoyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_012516995.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.26
WP_012516996.1 efflux RND transporter periplasmic adaptor subunit [Alteromonas mediterranea]	CytoplasmicMembrane	9.97
WP_012516997.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_012516999.1 hybrid sensor histidine kinase/response regulator [Alteromonas mediterranea]	CytoplasmicMembrane	10.00
WP_012517003.1 DUF1338 domain-containing protein [Alteromonas mediterranea]	Unknown	2.00
WP_012517005.1 MULTISPECIES: arginine N-succinyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_012517006.1 MULTISPECIES: aspartate aminotransferase family protein [Alteromonas]	Cytoplasmic	9.97
WP_012517010.1 ribulose-phosphate 3-epimerase [Alteromonas mediterranea]	Cytoplasmic	9.97
WP_012517011.1 MULTISPECIES: TorF family putative porin [Alteromonas]	Unknown	2.50
WP_012517012.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_012517013.1 MULTISPECIES: DUF2970 domain-containing protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_012517014.1 MULTISPECIES: Dam family site-specific DNA-(adenine-N6)-methyltransferase [Alteromonas]	Unknown	2.00
WP_012517017.1 MULTISPECIES: shikimate kinase AroK [Alteromonas]	Cytoplasmic	9.97
WP_012517019.1 MULTISPECIES: pilus assembly protein PilP [Alteromonas]	CytoplasmicMembrane	9.82
WP_012517021.1 PilN domain-containing protein [Alteromonas mediterranea]	CytoplasmicMembrane	9.82
WP_012517026.1 MULTISPECIES: glutathione-dependent disulfide-bond oxidoreductase [Alteromonas]	Cytoplasmic	9.26
WP_012517030.1 alpha/beta hydrolase family protein [Alteromonas mediterranea]	CytoplasmicMembrane	9.82
WP_012517032.1 MULTISPECIES: amino-acid N-acetyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_012517033.1 MULTISPECIES: argininosuccinate lyase [Alteromonas]	Cytoplasmic	9.97
WP_012517034.1 MULTISPECIES: argininosuccinate synthase [Alteromonas]	Cytoplasmic	9.97
WP_012517036.1 MULTISPECIES: acetylglutamate kinase [Alteromonas]	Cytoplasmic	9.26
WP_012517038.1 MULTISPECIES: methylglyoxal synthase [Alteromonas]	CytoplasmicMembrane	8.46
WP_012517039.1 Spy/CpxP family protein refolding chaperone [Alteromonas mediterranea]	Unknown	4.90
WP_012517040.1 MULTISPECIES: response regulator transcription factor [Alteromonas]	Cytoplasmic	9.97
WP_012517041.1 MULTISPECIES: ATP-binding protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517042.1 alpha/beta fold hydrolase [Alteromonas mediterranea]	CytoplasmicMembrane	10.00
WP_012517043.1 MULTISPECIES: tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL [Alteromonas]	Unknown	2.00
WP_012517044.1 hypothetical protein [Alteromonas mediterranea]	Unknown	2.00
WP_012517046.1 MULTISPECIES: protein-export chaperone SecB [Alteromonas]	Cytoplasmic	9.26
WP_012517047.1 glutaredoxin 3 [Alteromonas mediterranea]	Unknown	2.00
WP_012517048.1 MULTISPECIES: rhodanese-like domain-containing protein [Alteromonas]	Unknown	2.50
WP_012517050.1 divergent polysaccharide deacetylase family protein [Alteromonas mediterranea]	Cytoplasmic	8.96
WP_012517051.1 MULTISPECIES: MerC domain-containing protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_012517053.1 MULTISPECIES: DMT family transporter [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517055.1 MULTISPECIES: small ribosomal subunit biogenesis GTPase RsgA [Alteromonas]	Cytoplasmic	9.97
WP_012517056.1 MULTISPECIES: oligoribonuclease [Alteromonas]	Cytoplasmic	9.97
WP_012517059.1 MULTISPECIES: hotdog fold domain-containing protein [Gammaproteobacteria]	Unknown	2.00
WP_012517062.1 MULTISPECIES: acetolactate synthase small subunit [Alteromonas]	Cytoplasmic	9.97
WP_012517063.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_012517065.1 MULTISPECIES: Sec-independent protein translocase subunit TatA [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517066.1 MULTISPECIES: Sec-independent protein translocase protein TatB [Alteromonas]	CytoplasmicMembrane	9.82
WP_012517067.1 MULTISPECIES: twin-arginine translocase subunit TatC [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517069.1 MULTISPECIES: TatD family hydrolase [Alteromonas]	Cytoplasmic	9.97
WP_012517074.1 MULTISPECIES: thioredoxin TrxA [Alteromonas]	Cytoplasmic	9.26
WP_012517075.1 MULTISPECIES: transcription termination factor Rho [Alteromonas]	Cytoplasmic	9.97
WP_012517082.1 Dps family protein [Alteromonas mediterranea]	Cytoplasmic	9.97
WP_012517083.1 MULTISPECIES: PQQ-dependent sugar dehydrogenase [Alteromonas]	Unknown	4.90
WP_012517084.1 S9 family peptidase [Alteromonas mediterranea]	Unknown	6.49
WP_012517085.1 MULTISPECIES: Mpo1-like protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_012517086.1 MULTISPECIES: thioredoxin [Alteromonas]	Cytoplasmic	9.97
WP_012517087.1 MULTISPECIES: hypothetical protein [Alteromonas]	Cytoplasmic	8.96
WP_012517088.1 aminotransferase class V-fold PLP-dependent enzyme [Alteromonas mediterranea]	Cytoplasmic	8.96
WP_012517089.1 MULTISPECIES: DUF2065 domain-containing protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_012517091.1 aldehyde dehydrogenase family protein [Alteromonas mediterranea]	Cytoplasmic	9.26
WP_012517104.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]	OuterMembrane	9.52
WP_012517105.1 MULTISPECIES: substrate-binding periplasmic protein [Alteromonas]	Unknown	4.90
WP_012517111.1 putative toxin-antitoxin system toxin component, PIN family [Alteromonas mediterranea]	Unknown	2.00
WP_012517112.1 MULTISPECIES: toxin-antitoxin system HicB family antitoxin [Alteromonas]	Unknown	2.00
