SeqID	Localization	Score
WP_011132786.1 MULTISPECIES: cytochrome b6-f complex subunit PetM [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375642.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375661.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011375671.1 MULTISPECIES: cytochrome b6-f complex subunit PetL [Prochlorococcus]	Unknown	2.50
WP_011375837.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375863.1 MULTISPECIES: cytochrome b559 subunit beta [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375864.1 MULTISPECIES: photosystem II reaction center protein J [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011375871.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011375968.1 MULTISPECIES: glutaredoxin family protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011375974.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011376025.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011376108.1 MULTISPECIES: ribulose bisphosphate carboxylase small subunit [Prochlorococcus]	Unknown	2.00
WP_011376112.1 MULTISPECIES: carboxysome peptide B [Prochlorococcus]	Unknown	2.00
WP_011376303.1 MULTISPECIES: cytochrome b6-f complex subunit PetN [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011376314.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011376338.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011376579.1 MULTISPECIES: DUF1330 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011376589.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011376619.1 MULTISPECIES: cytochrome b6-f complex subunit V [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011376622.1 MULTISPECIES: thioredoxin [Prochlorococcus]	Cytoplasmic	9.26
WP_011376693.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011376777.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011376917.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011376956.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Prochlorococcus]	Cytoplasmic	9.97
WP_011376994.1 MULTISPECIES: ferredoxin [Prochlorococcus]	Unknown	2.00
WP_011377098.1 MULTISPECIES: P-II family nitrogen regulator [Prochlorococcus]	CytoplasmicMembrane	7.88
WP_011377173.1 MULTISPECIES: 50S ribosomal protein L36 [Prochlorococcus]	Unknown	2.00
WP_011377237.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011377332.1 MULTISPECIES: RpoD/SigA family RNA polymerase sigma factor [Prochlorococcus]	Cytoplasmic	9.97
WP_011817478.1 DNA polymerase III subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817479.1 PRC-barrel domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817480.1 phosphoribosylformylglycinamidine synthase subunit PurL [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817481.1 amidophosphoribosyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817482.1 DNA gyrase/topoisomerase IV subunit A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817483.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817484.1 tRNA epoxyqueuosine(34) reductase QueG [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817485.1 MULTISPECIES: DUF502 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011817486.1 transcription antitermination factor NusB [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817487.1 signal recognition particle-docking protein FtsY [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011817488.1 PP2C family protein-serine/threonine phosphatase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817489.1 argininosuccinate lyase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817490.1 RNA recognition motif domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817491.1 tRNA dihydrouridine(20/20a) synthase DusA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817492.1 peptide-methionine (R)-S-oxide reductase MsrB [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817493.1 nucleotide exchange factor GrpE [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817494.1 molecular chaperone DnaJ [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817495.1 sulfurtransferase TusA family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817496.1 ribosome small subunit-dependent GTPase A [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817497.1 YbaB/EbfC family nucleoid-associated protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817498.1 UDP-N-acetylmuramate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817500.1 type I glyceraldehyde-3-phosphate dehydrogenase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817501.1 thiamine-phosphate kinase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817502.1 peptidylprolyl isomerase [Prochlorococcus marinus]	Unknown	5.41
WP_011817503.1 elongation factor P [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817504.1 acetyl-CoA carboxylase biotin carboxyl carrier protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817505.1 4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817506.1 NAD-dependent epimerase/dehydratase family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817508.1 HNH endonuclease [Prochlorococcus marinus]	Unknown	2.00
WP_011817509.1 DUF6554 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817510.1 AbrB family transcriptional regulator [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817511.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817512.1 pyridoxal-phosphate-dependent aminotransferase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817514.1 glutamine-hydrolyzing GMP synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817515.1 tetratricopeptide repeat-containing sulfotransferase family protein [Prochlorococcus marinus]	OuterMembrane	9.49
WP_011817516.1 PD-(D/E)XK nuclease family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817517.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817518.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817520.1 NAD(P)H-dependent oxidoreductase [Prochlorococcus marinus]	Unknown	2.00
WP_011817521.1 diflavin flavoprotein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817522.1 diflavin flavoprotein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817523.1 alanine--tRNA ligase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817524.1 biosynthetic arginine decarboxylase [Prochlorococcus marinus]	Unknown	5.41
WP_011817525.1 nucleoside-diphosphate kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817526.1 glycine oxidase ThiO [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011817527.1 Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817528.1 dephospho-CoA kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817529.1 bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817530.1 DEAD/DEAH box helicase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817531.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817532.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817533.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817534.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817535.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817536.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817537.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817538.1 YadA-like family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817539.1 AAA family ATPase [Prochlorococcus marinus]	Unknown	2.00
WP_011817540.1 aldo/keto reductase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817542.1 THUMP domain-containing class I SAM-dependent RNA methyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817543.1 phage holin family protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817544.1 DUF883 C-terminal domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817546.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817547.1 chromosome segregation protein SMC [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817548.1 PRC-barrel domain-containing protein [Prochlorococcus marinus]	Unknown	5.48
WP_011817550.1 acetyl-CoA carboxylase biotin carboxylase subunit [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817551.1 YggT family protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817552.1 photosystem II reaction center X protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.86
WP_011817553.1 Ycf66 family protein [Prochlorococcus marinus]	OuterMembrane	8.97
WP_011817554.1 chlorophyll a/b-binding protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817555.1 ABC transporter ATP-binding protein/permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817556.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817557.1 histidine triad nucleotide-binding protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817558.1 peptide deformylase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817559.1 alpha/beta hydrolase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817560.1 aminotransferase class V-fold PLP-dependent enzyme [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817561.1 SufD family Fe-S cluster assembly protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817562.1 MULTISPECIES: Fe-S cluster assembly ATPase SufC [Prochlorococcus]	Cytoplasmic	9.97
WP_011817563.1 Fe-S cluster assembly protein SufB [Prochlorococcus marinus]	Unknown	2.00
WP_011817564.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817565.1 DUF4912 domain-containing protein [Prochlorococcus marinus]	OuterMembrane	9.49
WP_011817566.1 alpha-D-glucose phosphate-specific phosphoglucomutase [Prochlorococcus marinus]	Unknown	2.00
WP_011817567.1 AAA family ATPase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817568.1 4'-phosphopantetheinyl transferase family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817569.1 thioredoxin-dependent thiol peroxidase [Prochlorococcus marinus]	Unknown	2.00
WP_011817570.1 type III pantothenate kinase [Prochlorococcus marinus]	Unknown	2.00
WP_011817571.1 phosphoadenylyl-sulfate reductase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817572.1 NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011817573.1 SLC13 family permease [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817574.1 potassium transporter TrkG [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817575.1 potassium channel family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817576.1 ribbon-helix-helix domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817577.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817578.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011817579.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817581.1 ABC-F family ATP-binding cassette domain-containing protein [Prochlorococcus marinus]	Unknown	7.33
WP_011817582.1 hypothetical protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817583.1 trypsin-like peptidase domain-containing protein [Prochlorococcus marinus]	Unknown	5.41
WP_011817584.1 DUF2973 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817585.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817586.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817587.1 YihY/virulence factor BrkB family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817588.1 inositol monophosphatase family protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817589.1 TolC family protein [Prochlorococcus marinus]	OuterMembrane	10.00
WP_011817590.1 TIGR03279 family radical SAM protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817591.1 DUF3120 domain-containing protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817592.1 L-aspartate oxidase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817593.1 vitamin K epoxide reductase family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817594.1 30S ribosomal protein S12 methylthiotransferase RimO [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817596.1 DUF4346 domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817597.1 peptidogalycan biosysnthesis protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817598.1 RibD family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817599.1 6-pyruvoyl trahydropterin synthase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817600.1 shikimate kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817601.1 chlororespiratory reduction protein 7 [Prochlorococcus marinus]	Unknown	2.00
WP_011817602.1 DUF6816 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817603.1 glutathione S-transferase family protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817605.1 30S ribosome-binding factor RbfA [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817606.1 uroporphyrinogen-III synthase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817607.1 SRPBCC family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817608.1 9,9'-di-cis-zeta-carotene desaturase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817610.1 tetratricopeptide repeat protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817611.1 lipid-A-disaccharide synthase-related protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817612.1 hypothetical protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.82
WP_011817613.1 TIGR01777 family oxidoreductase [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817614.1 NAD(P)H-quinone oxidoreductase subunit O [Prochlorococcus marinus]	Unknown	2.00
WP_011817616.1 cysteine synthase A [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817618.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817619.1 DUF7326 family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817620.1 response regulator transcription factor [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817621.1 DNA polymerase III subunit delta' [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817622.1 dTMP kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817623.1 heavy metal translocating P-type ATPase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817624.1 photosystem I assembly protein Ycf3 [Prochlorococcus marinus]	Unknown	2.00
WP_011817625.1 DNA repair protein RadA [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817626.1 response regulator transcription factor RpaB [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817627.1 phosphate acyltransferase PlsX [Prochlorococcus marinus]	Unknown	4.99
WP_011817628.1 beta-ketoacyl-ACP synthase III [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817629.1 ACP S-malonyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817630.1 lysophospholipid acyltransferase family protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817631.1 molecular chaperone [Prochlorococcus marinus]	Unknown	2.00
WP_011817632.1 MULTISPECIES: Ycf34 family protein [Prochlorococcus]	Unknown	2.00
WP_011817633.1 CCA tRNA nucleotidyltransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817634.1 RNA recognition motif domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817635.1 phytoene synthase [Prochlorococcus marinus]	Unknown	2.00
WP_011817636.1 15-cis-phytoene desaturase [Prochlorococcus marinus]	Unknown	2.00
WP_011817637.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit M [Prochlorococcus]	Cytoplasmic	8.96
WP_011817638.1 DUF3172 domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817639.1 LysR family transcriptional regulator [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817640.1 NnrU family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817641.1 NAD(P)H-quinone oxidoreductase subunit 5 [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817642.1 NAD(P)H-quinone oxidoreductase subunit 4 [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817643.1 segregation/condensation protein A [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817644.1 nucleotidyltransferase family protein [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817645.1 methylenetetrahydrofolate reductase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817646.1 MULTISPECIES: helix-turn-helix domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011817648.1 CYTH domain-containing protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817649.1 NAD(+) kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817651.1 NADH-quinone oxidoreductase subunit J [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817652.1 NAD(P)H-quinone oxidoreductase subunit I [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011817653.1 NADH-quinone oxidoreductase subunit NuoH [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817654.1 citrate synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817655.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817656.1 rhodanese-like domain-containing protein [Prochlorococcus marinus]	Unknown	2.00
WP_011817657.1 tryptophan synthase subunit beta [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817659.1 adenylyl-sulfate kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817661.1 magnesium protoporphyrin IX methyltransferase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817662.1 response regulator transcription factor [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817663.1 cysteine desulfurase family protein [Prochlorococcus marinus]	Cytoplasmic	9.26
WP_011817664.1 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817665.1 NAD(P)H-quinone oxidoreductase subunit H [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011817666.1 acyl-CoA thioesterase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817667.1 AMP-binding protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817668.1 o-succinylbenzoate synthase [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817669.1 2-carboxy-1,4-naphthoquinone phytyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817670.1 chorismate-binding protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817671.1 glutathione synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817672.1 MULTISPECIES: glutaredoxin 3 [Prochlorococcus]	Cytoplasmic	8.96
WP_011817674.1 MULTISPECIES: DUF3285 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011817675.1 rRNA maturation RNase YbeY [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817676.1 diacylglycerol kinase family protein [Prochlorococcus marinus]	CytoplasmicMembrane	10.00
WP_011817677.1 anthranilate synthase component II [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817678.1 MBL fold metallo-hydrolase [Prochlorococcus marinus]	Unknown	2.50
WP_011817679.1 pyridoxal phosphate-dependent aminotransferase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817680.1 arginine--tRNA ligase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817681.1 carboxylating nicotinate-nucleotide diphosphorylase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817682.1 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE [Prochlorococcus marinus]	Cytoplasmic	9.12
WP_011817683.1 MULTISPECIES: DUF2062 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011817684.1 RelA/SpoT family protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817685.1 ABC transporter ATP-binding protein [Prochlorococcus marinus]	CytoplasmicMembrane	9.59
WP_011817686.1 RluA family pseudouridine synthase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817687.1 ribosome biogenesis GTPase YlqF [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817688.1 phosphoglycerate kinase [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817689.1 hypothetical protein [Prochlorococcus marinus]	Cytoplasmic	8.96
WP_011817690.1 undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase [Prochlorococcus marinus]	CytoplasmicMembrane	9.99
WP_011817692.1 quinone-dependent dihydroorotate dehydrogenase [Prochlorococcus marinus]	CytoplasmicMembrane	7.88
WP_011817693.1 ribonuclease HI [Prochlorococcus marinus]	Unknown	2.00
WP_011817694.1 MULTISPECIES: 50S ribosomal protein L7/L12 [Prochlorococcus]	Unknown	6.49
WP_011817695.1 MULTISPECIES: 50S ribosomal protein L10 [Prochlorococcus]	Cytoplasmic	9.26
WP_011817696.1 50S ribosomal protein L1 [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817697.1 MULTISPECIES: transcription termination/antitermination protein NusG [Prochlorococcus]	Cytoplasmic	9.97
WP_011817698.1 MULTISPECIES: preprotein translocase subunit SecE [Prochlorococcus]	Unknown	2.00
WP_011817699.1 ATP-dependent Clp protease ATP-binding subunit [Prochlorococcus marinus]	Cytoplasmic	9.97
WP_011817700.1 phosphopyruvate hydratase [Prochlorococcus marinus]	Cytoplasmic	9.97
