SeqID	Localization	Score
WP_011130567.1 MULTISPECIES: DUF3136 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011130579.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011130580.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130590.1 MULTISPECIES: photosystem I reaction center subunit XII [Prochlorococcus]	Unknown	2.00
WP_011130609.1 MULTISPECIES: ferrochelatase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130612.1 MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130616.1 MULTISPECIES: SDR family oxidoreductase [Prochlorococcus]	Extracellular	9.45
WP_011130626.1 MULTISPECIES: inorganic diphosphatase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130634.1 MULTISPECIES: single-stranded DNA-binding protein [Prochlorococcus]	Unknown	2.00
WP_011130673.1 MULTISPECIES: SDR family oxidoreductase [Prochlorococcus]	Unknown	2.00
WP_011130682.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130684.1 MULTISPECIES: photosystem I PsaF protein (subunit III) [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130685.1 MULTISPECIES: photosystem I reaction center subunit IX [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130738.1 MULTISPECIES: PH domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011130739.1 MULTISPECIES: membrane protein insertase YidC [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130763.1 MULTISPECIES: HU family DNA-binding protein [Prochlorococcus]	Cytoplasmic	9.26
WP_011130797.1 MULTISPECIES: ferredoxin [Prochlorococcus]	Unknown	2.00
WP_011130810.1 MULTISPECIES: DNA-directed RNA polymerase subunit omega [Prochlorococcus]	Unknown	2.00
WP_011130817.1 MULTISPECIES: chaperonin GroEL [Prochlorococcus]	Cytoplasmic	9.97
WP_011130818.1 MULTISPECIES: co-chaperone GroES [Prochlorococcus]	Cytoplasmic	9.26
WP_011130819.1 MULTISPECIES: F0F1 ATP synthase subunit beta [Prochlorococcus]	CytoplasmicMembrane	7.88
WP_011130826.1 MULTISPECIES: CNNM domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130835.1 MULTISPECIES: F0F1 ATP synthase subunit alpha [Prochlorococcus]	Cytoplasmic	9.97
WP_011130836.1 MULTISPECIES: ATP synthase F1 subunit delta [Prochlorococcus]	Cytoplasmic	9.26
WP_011130839.1 MULTISPECIES: ATP synthase F0 subunit C [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011130840.1 MULTISPECIES: F0F1 ATP synthase subunit A [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011130841.1 MULTISPECIES: H+-transporting ATP synthase [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130849.1 MULTISPECIES: P-II family nitrogen regulator [Prochlorococcus]	CytoplasmicMembrane	7.88
WP_011130866.1 MULTISPECIES: ferredoxin [Prochlorococcus]	Unknown	2.00
WP_011130867.1 MULTISPECIES: DUF1257 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011130872.1 MULTISPECIES: high light inducible protein [Prochlorococcus]	Unknown	2.00
WP_011130919.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011130957.1 MULTISPECIES: photosystem II reaction center X protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011130968.1 MULTISPECIES: peptide deformylase [Prochlorococcus]	Cytoplasmic	9.97
WP_011130998.1 MULTISPECIES: ribbon-helix-helix domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011131014.1 MULTISPECIES: glycoside hydrolase 100 family protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131015.1 MULTISPECIES: cytochrome b6-f complex subunit IV [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131016.1 MULTISPECIES: cytochrome b6 [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131024.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131030.1 MULTISPECIES: photosystem II reaction center protein PsbM [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131033.1 MULTISPECIES: photosystem II reaction center protein T [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011131041.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131067.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131069.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131103.1 MULTISPECIES: 30S ribosomal protein S19 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131113.1 MULTISPECIES: 50S ribosomal protein L6 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131114.1 MULTISPECIES: 50S ribosomal protein L18 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131117.1 MULTISPECIES: preprotein translocase subunit SecY [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131119.1 MULTISPECIES: 50S ribosomal protein L36 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131121.1 MULTISPECIES: 30S ribosomal protein S11 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131123.1 MULTISPECIES: 50S ribosomal protein L17 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131129.1 MULTISPECIES: HNH endonuclease [Prochlorococcus]	Unknown	2.00
WP_011131131.1 MULTISPECIES: serine hydrolase [Prochlorococcus]	Unknown	2.00
WP_011131133.1 MULTISPECIES: glycosyltransferase family 2 protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131134.1 MULTISPECIES: photosystem I reaction center subunit VIII [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131135.1 MULTISPECIES: photosystem I reaction center protein subunit XI [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131146.1 MULTISPECIES: 30S ribosomal protein S12 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131147.1 MULTISPECIES: 30S ribosomal protein S7 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131149.1 MULTISPECIES: elongation factor Tu [Prochlorococcus]	Cytoplasmic	9.97
WP_011131150.1 MULTISPECIES: 30S ribosomal protein S10 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131171.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131192.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131195.1 MULTISPECIES: dCTP deaminase [Prochlorococcus]	Cytoplasmic	9.26
WP_011131204.1 MULTISPECIES: photosystem II reaction center phosphoprotein PsbH [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131215.1 MULTISPECIES: 2TM domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131216.1 MULTISPECIES: DUF3181 family protein [Prochlorococcus]	Unknown	2.00
WP_011131217.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131225.1 MULTISPECIES: alpha/beta hydrolase [Prochlorococcus]	Unknown	2.00
WP_011131226.1 MULTISPECIES: DUF3155 domain-containing protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131230.1 MULTISPECIES: photosystem II reaction center protein K [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131247.1 MULTISPECIES: enoyl-ACP reductase FabI [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131259.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit 3 [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131262.1 MULTISPECIES: cytochrome b559 subunit alpha [Prochlorococcus]	Unknown	2.00
WP_011131263.1 MULTISPECIES: cytochrome b559 subunit beta [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131264.1 MULTISPECIES: photosystem II reaction center protein L [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131265.1 MULTISPECIES: photosystem II reaction center protein J [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131309.1 MULTISPECIES: cation:proton antiporter [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131312.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131320.1 MULTISPECIES: acyl carrier protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011131337.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131340.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit O [Prochlorococcus]	Unknown	2.00
WP_011131355.1 MULTISPECIES: dTMP kinase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131357.1 MULTISPECIES: photosystem I assembly protein Ycf3 [Prochlorococcus]	Unknown	2.00
WP_011131367.1 MULTISPECIES: RNA recognition motif domain-containing protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131368.1 MULTISPECIES: phytoene synthase [Prochlorococcus]	Unknown	2.00
WP_011131370.1 MULTISPECIES: NAD(P)H-quinone oxidoreductase subunit M [Prochlorococcus]	Cytoplasmic	8.96
WP_011131383.1 MULTISPECIES: NADH-quinone oxidoreductase subunit J [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131408.1 MULTISPECIES: response regulator transcription factor [Prochlorococcus]	Cytoplasmic	9.97
WP_011131411.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131429.1 MULTISPECIES: DUF3285 domain-containing protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131450.1 MULTISPECIES: preprotein translocase subunit SecE [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011131451.1 MULTISPECIES: transcription termination/antitermination protein NusG [Prochlorococcus]	Cytoplasmic	9.97
WP_011131452.1 MULTISPECIES: 50S ribosomal protein L11 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131454.1 MULTISPECIES: 50S ribosomal protein L10 [Prochlorococcus]	Cytoplasmic	9.26
WP_011131534.1 MULTISPECIES: glycine cleavage system protein GcvH [Prochlorococcus]	Unknown	2.00
WP_011131536.1 MULTISPECIES: acyl-CoA desaturase [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131539.1 MULTISPECIES: 50S ribosomal protein L9 [Prochlorococcus]	Cytoplasmic	9.97
WP_011131544.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011131546.1 MULTISPECIES: SprT family zinc-dependent metalloprotease [Prochlorococcus]	Unknown	2.00
WP_011131556.1 MULTISPECIES: hypothetical protein [unclassified Prochlorococcus]	Unknown	2.00
WP_011131559.1 MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011131561.1 MULTISPECIES: ArsR/SmtB family transcription factor [Prochlorococcus]	Unknown	2.00
WP_011131592.1 MULTISPECIES: ABC transporter permease subunit [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011131593.1 MULTISPECIES: urea ABC transporter substrate-binding protein [Prochlorococcus]	Unknown	6.49
WP_011131598.1 MULTISPECIES: urease subunit gamma [Prochlorococcus]	Cytoplasmic	9.26
WP_011131599.1 MULTISPECIES: urease subunit beta [Prochlorococcus]	Cytoplasmic	9.26
WP_011131601.1 MULTISPECIES: uroporphyrinogen-III C-methyltransferase [Prochlorococcus]	Cytoplasmic	9.97
WP_011131614.1 MULTISPECIES: ClC family H(+)/Cl(-) exchange transporter [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011824729.1 MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011824885.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011825011.1 MULTISPECIES: DUF883 family protein [Prochlorococcus]	Unknown	2.00
WP_011825072.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011825073.1 MULTISPECIES: CP12 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011825182.1 MULTISPECIES: preprotein translocase subunit SecG [Prochlorococcus]	CytoplasmicMembrane	9.86
WP_011825184.1 MULTISPECIES: bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR [Prochlorococcus]	Cytoplasmic	9.97
WP_011825185.1 MULTISPECIES: Hsp70 family protein [Prochlorococcus]	Cytoplasmic	9.97
WP_011825214.1 MULTISPECIES: 50S ribosomal protein L27 [Prochlorococcus]	Cytoplasmic	9.26
WP_011825262.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011825275.1 MULTISPECIES: 30S ribosomal protein S14 [Prochlorococcus]	Cytoplasmic	9.26
WP_011825283.1 MULTISPECIES: 50S ribosomal protein L34 [Prochlorococcus]	Unknown	2.00
WP_011825292.1 MULTISPECIES: PspA/IM30 family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011825310.1 MULTISPECIES: AbrB family transcriptional regulator [Prochlorococcus]	Cytoplasmic	8.96
WP_011825316.1 MULTISPECIES: heme o synthase [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011825318.1 MULTISPECIES: ABC transporter permease [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011825335.1 MULTISPECIES: cytochrome b6-f complex iron-sulfur subunit [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011825379.1 MULTISPECIES: 4a-hydroxytetrahydrobiopterin dehydratase [Prochlorococcus]	Unknown	2.00
WP_011825471.1 MULTISPECIES: BMC domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011825472.1 MULTISPECIES: form I ribulose bisphosphate carboxylase large subunit [Prochlorococcus]	Cytoplasmic	8.96
WP_011825473.1 MULTISPECIES: ribulose bisphosphate carboxylase small subunit [Prochlorococcus]	Unknown	2.00
WP_011825477.1 MULTISPECIES: carboxysome peptide A [Prochlorococcus]	Unknown	2.00
WP_011825478.1 MULTISPECIES: carboxysome peptide B [Prochlorococcus]	Unknown	2.00
WP_011825480.1 MULTISPECIES: 4a-hydroxytetrahydrobiopterin dehydratase [Prochlorococcus]	Cytoplasmic	8.96
WP_011825483.1 MULTISPECIES: Rid family detoxifying hydrolase [Prochlorococcus]	Cytoplasmic	9.26
WP_011825497.1 MULTISPECIES: 2Fe-2S iron-sulfur cluster-binding protein [Prochlorococcus]	Unknown	2.00
WP_011825519.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011825608.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011825888.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011826119.1 MULTISPECIES: 50S ribosomal protein L33 [Prochlorococcus]	Unknown	2.00
WP_011826161.1 MULTISPECIES: indolepyruvate ferredoxin oxidoreductase subunit alpha [Prochlorococcus]	Unknown	2.00
WP_011826454.1 MULTISPECIES: DUF2214 family protein [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011826503.1 MULTISPECIES: DUF760 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011826567.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.00
WP_011826570.1 MULTISPECIES: GTPase Era [Prochlorococcus]	CytoplasmicMembrane	7.88
WP_011826571.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Cytoplasmic	8.96
WP_011826624.1 MULTISPECIES: ATP-dependent Clp protease proteolytic subunit [Prochlorococcus]	Cytoplasmic	9.26
WP_011826725.1 MULTISPECIES: glutaredoxin family protein [Prochlorococcus]	Unknown	2.00
WP_011826774.1 MULTISPECIES: hypothetical protein [Prochlorococcus]	Unknown	2.50
WP_011826823.1 MULTISPECIES: DUF2470 domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011826874.1 MULTISPECIES: photosystem I reaction center subunit II PsaD [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011826907.1 MULTISPECIES: 50S ribosomal protein L23 [Prochlorococcus]	Cytoplasmic	9.26
WP_011826912.1 MULTISPECIES: 30S ribosomal protein S17 [Prochlorococcus]	Cytoplasmic	9.26
WP_011826916.1 MULTISPECIES: 50S ribosomal protein L5 [Prochlorococcus]	Cytoplasmic	9.97
WP_011826925.1 MULTISPECIES: 30S ribosomal protein S13 [Prochlorococcus]	Cytoplasmic	9.97
WP_011826929.1 MULTISPECIES: 30S ribosomal protein S9 [Prochlorococcus]	Cytoplasmic	9.26
WP_011827045.1 MULTISPECIES: photosystem II reaction center protein PsbN [Prochlorococcus]	Unknown	2.00
WP_011827179.1 MULTISPECIES: photosystem I iron-sulfur center protein PsaC [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011827188.1 MULTISPECIES: DUF751 family protein [Prochlorococcus]	CytoplasmicMembrane	9.82
WP_011827196.1 MULTISPECIES: HesB/IscA family protein [Prochlorococcus]	Cytoplasmic	9.26
WP_011827256.1 MULTISPECIES: helix-turn-helix domain-containing protein [Prochlorococcus]	Unknown	2.00
WP_011827260.1 MULTISPECIES: NADH-quinone oxidoreductase subunit NuoK [Prochlorococcus]	CytoplasmicMembrane	10.00
WP_011827280.1 MULTISPECIES: translation initiation factor [Prochlorococcus]	Unknown	2.00
