seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_017506.1,HP15_RS00060,,HP15_RS00060,HP15_12,Protein Homology,14943,15755,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575643.1,enoyl-CoA hydratase/isomerase family protein,WP_014575643.1,GO:0016829,,lyase activity|0016829||IEA,,,HP15_12,
NC_017506.1,HP15_RS00065,,HP15_RS00065,HP15_13,Protein Homology,15824,16627,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020300809.1,SDR family NAD(P)-dependent oxidoreductase,WP_041644817.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,HP15_13,1.1.1.-
NC_017506.1,HP15_RS00070,,HP15_RS00070,HP15_14,Protein Homology,16666,17304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007942524.1,TetR/AcrR family transcriptional regulator,WP_049784446.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,HP15_14,
NC_017506.1,HP15_RS00075,,HP15_RS00075,HP15_15,Protein Homology,17366,18214,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020798267.1,SDR family oxidoreductase,WP_206076540.1,,,,,,HP15_15,
NC_017506.1,HP15_RS00080,,HP15_RS00080,HP15_RS00080,Protein Homology,18222,18635,-,,,COORDINATES: protein motif:HMM:NF013098.6,VOC family protein,WP_041644818.1,,,,,,,
NC_017506.1,HP15_RS00085,,HP15_RS00085,HP15_17,Protein Homology,19182,20900,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575648.1,phytoene desaturase family protein,WP_081449803.1,"GO:0016116,GO:0016117,GO:0009055,GO:0016491",,"electron transfer activity|0009055||IEA,oxidoreductase activity|0016491||IEA","carotenoid metabolic process|0016116||IEA,carotenoid biosynthetic process|0016117||IEA",,HP15_17,1.-.-.-
NC_017506.1,HP15_RS00090,,HP15_RS00090,HP15_18,Protein Homology,20884,22161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575649.1,cytochrome P450,WP_014575649.1,"GO:0004497,GO:0005506,GO:0016705,GO:0020037",,"monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA",,,HP15_18,
NC_017506.1,HP15_RS00095,,HP15_RS00095,HP15_19,Protein Homology,22211,22570,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003454692.1,nuclear transport factor 2 family protein,WP_206076542.1,,,,,,HP15_19,
NC_017506.1,HP15_RS00100,,HP15_RS00100,HP15_RS00100,Protein Homology,22905,23333,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_017937319.1,universal stress protein,WP_041646023.1,GO:0042802,,identical protein binding|0042802||IEA,,,,
NC_017506.1,HP15_RS00105,,HP15_RS00105,HP15_21,Protein Homology,23708,25102,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575652.1,aromatic ring-hydroxylating dioxygenase subunit alpha,WP_014575652.1,,,,,,HP15_21,
NC_017506.1,HP15_RS00110,,HP15_RS00110,HP15_22,Protein Homology,25179,25754,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575653.1,aromatic-ring-hydroxylating dioxygenase subunit beta,WP_014575653.1,"GO:0008152,GO:0009056",,,"metabolic process|0008152||IEA,catabolic process|0009056||IEA",,HP15_22,1.14.-.-
NC_017506.1,HP15_RS00115,,HP15_RS00115,HP15_23,Protein Homology,25999,27033,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575654.1,hypothetical protein,WP_014575654.1,,,,,,HP15_23,
NC_017506.1,HP15_RS00120,,HP15_RS00120,HP15_24,GeneMarkS-2+,27661,28092,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644820.1,,,,,,HP15_24,
NC_017506.1,HP15_RS00125,,HP15_RS00125,HP15_25,Protein Homology,28258,29088,+,,,COORDINATES: protein motif:HMM:TIGR01444.1,FkbM family methyltransferase,WP_014575656.1,GO:0016740,,transferase activity|0016740||IEA,,,HP15_25,
NC_017506.1,HP15_RS00130,,HP15_RS00130,HP15_26,Protein Homology,29136,30332,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575657.1,Bcr/CflA family multidrug efflux MFS transporter,WP_014575657.1,"GO:0042908,GO:1990961,GO:0042910,GO:0016020",membrane|0016020||IEA,xenobiotic transmembrane transporter activity|0042910||IEA,"xenobiotic transport|0042908||IEA,xenobiotic detoxification by transmembrane export across the plasma membrane|1990961||IEA",,HP15_26,
NC_017506.1,HP15_RS00135,,HP15_RS00135,HP15_RS00135,Protein Homology,30513,30896,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019340268.1,VOC family protein,WP_041644821.1,,,,,,,
NC_017506.1,HP15_RS00140,,HP15_RS00140,HP15_27,Protein Homology,30922,32154,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007943216.1,NAD(P)/FAD-dependent oxidoreductase,WP_041644823.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,HP15_27,1.-.-.-
NC_017506.1,HP15_RS00145,,HP15_RS00145,HP15_RS00145,Protein Homology,32171,32491,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020798220.1,2Fe-2S iron-sulfur cluster-binding protein,WP_041644824.1,GO:0051536,,iron-sulfur cluster binding|0051536||IEA,,,,
NC_017506.1,HP15_RS00150,,HP15_RS00150,HP15_28,Protein Homology,32510,33784,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575659.1,MFS transporter,WP_014575659.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,HP15_28,
NC_017506.1,HP15_RS00155,,HP15_RS00155,HP15_29,Protein Homology,33896,35599,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004350352.1,methyl-accepting chemotaxis protein,WP_206076543.1,GO:0006935,,,chemotaxis|0006935||IEA,,HP15_29,
NC_017506.1,HP15_RS00160,,HP15_RS00160,HP15_RS00160,Protein Homology,35738,35959,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003288969.1,ferredoxin,WP_041644825.1,"GO:0005506,GO:0009055,GO:0051536",,"iron ion binding|0005506||IEA,electron transfer activity|0009055||IEA,iron-sulfur cluster binding|0051536||IEA",,,,
NC_017506.1,HP15_RS00165,,HP15_RS00165,HP15_31,Protein Homology,36012,36770,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007942509.1,SDR family NAD(P)-dependent oxidoreductase,WP_014575662.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,HP15_31,1.1.1.-
NC_017506.1,HP15_RS00170,,HP15_RS00170,HP15_32,Protein Homology,36833,37774,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003288971.1,VOC family protein,WP_041644826.1,,,,,,HP15_32,
NC_017506.1,HP15_RS00175,,HP15_RS00175,HP15_33,Protein Homology,37779,38681,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575664.1,fumarylacetoacetate hydrolase family protein,WP_014575664.1,"GO:0003824,GO:0016787",,"catalytic activity|0003824||IEA,hydrolase activity|0016787||IEA",,,HP15_33,
NC_017506.1,HP15_RS00180,,HP15_RS00180,HP15_34,Protein Homology,38819,39613,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575665.1,IclR family transcriptional regulator,WP_014575665.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,HP15_34,
NC_017506.1,HP15_RS00185,,HP15_RS00185,HP15_35,Protein Homology,39616,40806,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014338815.1,thiolase family protein,WP_014575666.1,GO:0016746,,acyltransferase activity|0016746||IEA,,,HP15_35,2.3.1.-
NC_017506.1,HP15_RS00190,,HP15_RS00190,HP15_RS00190,Protein Homology,40809,41204,-,,,COORDINATES: protein motif:HMM:NF013920.7,Zn-ribbon domain-containing OB-fold protein,WP_041644827.1,GO:0003676,,nucleic acid binding|0003676||IEA,,,,
NC_017506.1,HP15_RS00195,,HP15_RS00195,HP15_37,Protein Homology,41347,42048,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020798211.1,SDR family NAD(P)-dependent oxidoreductase,WP_014575668.1,,,,,,HP15_37,
NC_017506.1,HP15_RS00200,,HP15_RS00200,HP15_38,Protein Homology,42075,43064,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575669.1,fumarylacetoacetate hydrolase family protein,WP_014575669.1,"GO:0003824,GO:0016787",,"catalytic activity|0003824||IEA,hydrolase activity|0016787||IEA",,,HP15_38,
NC_017506.1,HP15_RS00205,,HP15_RS00205,HP15_39,Protein Homology,43219,44616,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004350337.1,aromatic ring-hydroxylating dioxygenase subunit alpha,WP_041644829.1,,,,,,HP15_39,
NC_017506.1,HP15_RS00210,,HP15_RS00210,HP15_RS00210,Protein Homology,44651,45211,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020300786.1,aromatic-ring-hydroxylating dioxygenase subunit beta,WP_041644831.1,"GO:0008152,GO:0009056",,,"metabolic process|0008152||IEA,catabolic process|0009056||IEA",,,1.14.-.-
NC_017506.1,HP15_RS00215,,HP15_RS00215,HP15_RS00215,Protein Homology,45368,46093,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_020296364.1,DUF2889 domain-containing protein,WP_041644832.1,,,,,,,
NC_017506.1,HP15_RS00220,,HP15_RS00220,HP15_42,Protein Homology,46197,46997,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007942493.1,SDR family NAD(P)-dependent oxidoreductase,WP_014575673.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,HP15_42,1.1.1.-
NC_017506.1,HP15_RS00225,,HP15_RS00225,HP15_43,Protein Homology,47091,48722,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575674.1,ATP-dependent acyl-CoA ligase,WP_014575674.1,,,,,,HP15_43,
NC_017506.1,HP15_RS22970,,HP15_RS22970,HP15_44,Protein Homology,48902,49600,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575675.1,TetR/AcrR family transcriptional regulator,WP_014575675.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,HP15_44,
NC_017506.1,HP15_RS00235,,HP15_RS00235,HP15_46,Protein Homology,50005,51081,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575677.1,amidohydrolase family protein,WP_014575677.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,HP15_46,
NC_017506.1,HP15_RS00240,,HP15_RS00240,HP15_47,Protein Homology,51081,51947,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575678.1,fumarylacetoacetate hydrolase family protein,WP_014575678.1,"GO:0003824,GO:0016787",,"catalytic activity|0003824||IEA,hydrolase activity|0016787||IEA",,,HP15_47,
NC_017506.1,HP15_RS00245,,HP15_RS00245,HP15_48,Protein Homology,51944,52849,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575679.1,3-hydroxyacyl-CoA dehydrogenase,WP_014575679.1,,,,,,HP15_48,
NC_017506.1,HP15_RS00250,,HP15_RS00250,HP15_49,Protein Homology,52846,54021,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003244798.1,thiolase family protein,WP_014575680.1,"GO:0016746,GO:0016747",,"acyltransferase activity|0016746||IEA,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA",,,HP15_49,2.3.1.-
NC_017506.1,HP15_RS22175,,HP15_RS22175,HP15_50,Protein Homology,54051,54554,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020798199.1,carboxymuconolactone decarboxylase family protein,WP_041644834.1,GO:0051920,,peroxiredoxin activity|0051920||IEA,,,HP15_50,
NC_017506.1,HP15_RS22180,,HP15_RS22180,HP15_RS22180,Protein Homology,54564,55106,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020300770.1,glutathione peroxidase,WP_041644836.1,"GO:0004602,GO:0043295",,"glutathione peroxidase activity|0004602||IEA,glutathione binding|0043295||IEA",,,,1.11.1.-
NC_017506.1,HP15_RS00265,,HP15_RS00265,HP15_51,Protein Homology,55212,56486,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575682.1,cytochrome P450,WP_014575682.1,"GO:0004497,GO:0005506,GO:0016705,GO:0020037",,"monooxygenase activity|0004497||IEA,iron ion binding|0005506||IEA,oxidoreductase activity%2C acting on paired donors%2C with incorporation or reduction of molecular oxygen|0016705||IEA,heme binding|0020037||IEA",,,HP15_51,
NC_017506.1,HP15_RS00270,,HP15_RS00270,HP15_52,Protein Homology,56875,58182,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007943812.1,amidohydrolase family protein,WP_014575683.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,,HP15_52,
NC_017506.1,HP15_RS00275,,HP15_RS00275,HP15_53,Protein Homology,58292,59443,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_020296375.1,acyl-CoA dehydrogenase family protein,WP_014575684.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,HP15_53,
NC_017506.1,HP15_RS00280,,HP15_RS00280,HP15_54,Protein Homology,59443,60501,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575685.1,acyl-CoA dehydrogenase family protein,WP_014575685.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,HP15_54,1.-.-.-
NC_017506.1,HP15_RS00285,,HP15_RS00285,HP15_55,Protein Homology,60512,61312,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003244809.1,crotonase/enoyl-CoA hydratase family protein,WP_014575686.1,,,,,,HP15_55,
NC_017506.1,HP15_RS00290,,HP15_RS00290,HP15_56,Protein Homology,61337,62461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_004350299.1,acyl-CoA dehydrogenase family protein,WP_014575687.1,"GO:0016627,GO:0050660",,"oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,HP15_56,
NC_017506.1,HP15_RS00295,,HP15_RS00295,HP15_57,Protein Homology,62494,63393,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575688.1,cache domain-containing protein,WP_014575688.1,,,,,,HP15_57,
NC_017506.1,folE,folE,HP15_RS00300,HP15_58,Protein Homology,63439,64068,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575689.1,GTP cyclohydrolase I FolE,WP_014575689.1,"GO:0046654,GO:0003934",,GTP cyclohydrolase I activity|0003934||IEA,tetrahydrofolate biosynthetic process|0046654||IEA,,HP15_58,3.5.4.16
NC_017506.1,HP15_RS00305,,HP15_RS00305,HP15_59,Protein Homology,64160,64906,+,,,COORDINATES: protein motif:HMM:NF024950.6,SDR family NAD(P)-dependent oxidoreductase,WP_014575690.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,HP15_59,1.1.1.-
NC_017506.1,HP15_RS00310,,HP15_RS00310,HP15_60,Protein Homology,64920,65372,-,,,COORDINATES: protein motif:HMM:NF013224.6,Lrp/AsnC family transcriptional regulator,WP_041644838.1,GO:0043565,,sequence-specific DNA binding|0043565||IEA,,,HP15_60,
NC_017506.1,HP15_RS00315,,HP15_RS00315,HP15_61,Protein Homology,65530,66759,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575692.1,thiamine pyrophosphate-dependent enzyme,WP_014575692.1,GO:0016624,,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C disulfide as acceptor|0016624||IEA,,,HP15_61,
NC_017506.1,HP15_RS00320,,HP15_RS00320,HP15_63,Protein Homology,66762,67775,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003111885.1,alpha-ketoacid dehydrogenase subunit beta,WP_041644839.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,HP15_63,1.2.4.-
NC_017506.1,HP15_RS00325,,HP15_RS00325,HP15_64,Protein Homology,67793,69091,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575695.1,dihydrolipoamide acetyltransferase family protein,WP_014575695.1,"GO:0016407,GO:0045240",alpha-ketoacid dehydrogenase complex|0045240||IEA,acetyltransferase activity|0016407||IEA,,,HP15_64,2.3.-.-
NC_017506.1,lpdA,lpdA,HP15_RS00330,HP15_65,Protein Homology,69088,70473,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_003122754.1,dihydrolipoyl dehydrogenase,WP_014575696.1,"GO:0004148,GO:0050660",,"dihydrolipoyl dehydrogenase (NADH) activity|0004148||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,HP15_65,1.8.1.4
NC_017506.1,HP15_RS21610,,HP15_RS21610,HP15_66,Protein Homology,70790,72199,+,,,COORDINATES: protein motif:HMM:NF014038.6,CYTH domain-containing protein,WP_014575697.1,"GO:0046872,GO:0050355",,"metal ion binding|0046872||IEA,inorganic triphosphate phosphatase activity|0050355||IEA",,,HP15_66,3.6.1.25
NC_017506.1,folM,folM,HP15_RS00340,HP15_RS00340,Protein Homology,72236,72934,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007929827.1,dihydromonapterin reductase,WP_041644840.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,,1.5.1.50
NC_017506.1,HP15_RS21615,,HP15_RS21615,HP15_68,Protein Homology,73150,76638,+,,,COORDINATES: protein motif:HMM:NF012772.6,EAL domain-containing protein,WP_014575699.1,,,,,,HP15_68,
NC_017506.1,HP15_RS00350,,HP15_RS00350,HP15_RS00350,GeneMarkS-2+,77444,77965,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644842.1,,,,,,,
NC_017506.1,HP15_RS00355,,HP15_RS00355,HP15_RS00355,Protein Homology,78195,78884,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008937332.1,hypothetical protein,WP_041644843.1,,,,,,,
NC_017506.1,HP15_RS00360,,HP15_RS00360,HP15_RS00360,GeneMarkS-2+,79082,79525,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644844.1,,,,,,,
NC_017506.1,HP15_RS22225,,HP15_RS22225,HP15_RS22225,GeneMarkS-2+,79518,79739,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_169702116.1,,,,,,,
NC_017506.1,HP15_RS21620,,HP15_RS21620,HP15_RS21620,GeneMarkS-2+,79782,80417,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_169702117.1,,,,,,,
NC_017506.1,HP15_RS00370,,HP15_RS00370,HP15_74,GeneMarkS-2+,81251,81820,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644846.1,,,,,,HP15_74,
NC_017506.1,HP15_RS00375,,HP15_RS00375,HP15_75,GeneMarkS-2+,81817,84126,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,site-specific integrase,WP_014575706.1,,,,,,HP15_75,
NC_017506.1,HP15_RS00380,,HP15_RS00380,HP15_76,GeneMarkS-2+,84123,87473,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,site-specific integrase,WP_014575707.1,,,,,,HP15_76,
NC_017506.1,HP15_RS00390,,HP15_RS00390,HP15_77,GeneMarkS-2+,87917,88189,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644849.1,,,,,,HP15_77,
NC_017506.1,HP15_RS00395,,HP15_RS00395,HP15_78,GeneMarkS-2+,88186,88476,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041644850.1,,,,,,HP15_78,
NC_017506.1,HP15_RS00400,,HP15_RS00400,HP15_79,Protein Homology,88466,89674,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575710.1,Arm DNA-binding domain-containing protein,WP_014575710.1,,,,,,HP15_79,
NC_017506.1,HP15_RS00405,,HP15_RS00405,HP15_80,Protein Homology,89667,89903,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_003302571.1,hypothetical protein,WP_014575711.1,,,,,,HP15_80,
NC_017506.1,HP15_RS00410,,HP15_RS00410,HP15_81,Protein Homology,90054,90260,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008937849.1,helix-turn-helix domain-containing protein,WP_041644851.1,GO:0003677,,DNA binding|0003677||IEA,,,HP15_81,
NC_017506.1,HP15_RS22230,,HP15_RS22230,HP15_82,GeneMarkS-2+,90311,90448,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_014575713.1,,,,,,HP15_82,
NC_017506.1,HP15_RS00415,,HP15_RS00415,HP15_83,Protein Homology,90959,91585,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014578213.1,SCO family protein,WP_041644852.1,GO:0046872,,metal ion binding|0046872||IEA,,,HP15_83,
NC_017506.1,HP15_RS00420,,HP15_RS00420,HP15_84,Protein Homology,91603,91959,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008173648.1,DUF3703 domain-containing protein,WP_014575715.1,,,,,,HP15_84,
NC_017506.1,HP15_RS00425,,HP15_RS00425,HP15_85,Protein Homology,92017,92739,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011784772.1,cytochrome c biogenesis CcdA family protein,WP_041644854.1,"GO:0017004,GO:0016020",membrane|0016020||IEA,,cytochrome complex assembly|0017004||IEA,,HP15_85,
NC_017506.1,HP15_RS00430,,HP15_RS00430,HP15_86,Protein Homology,92820,93497,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008569955.1,DsbA family protein,WP_014575717.1,GO:0015036,,disulfide oxidoreductase activity|0015036||IEA,,,HP15_86,
NC_017506.1,HP15_RS00435,,HP15_RS00435,HP15_87,Protein Homology,93494,93928,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575718.1,disulfide bond formation protein B,WP_014575718.1,"GO:0006457,GO:0015035,GO:0016020",membrane|0016020||IEA,protein-disulfide reductase activity|0015035||IEA,protein folding|0006457||IEA,,HP15_87,
NC_017506.1,HP15_RS00440,,HP15_RS00440,HP15_88,Protein Homology,93925,94650,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575719.1,cation diffusion facilitator family transporter,WP_014575719.1,"GO:0006812,GO:0008324,GO:0015562,GO:0016020",membrane|0016020||IEA,"monoatomic cation transmembrane transporter activity|0008324||IEA,efflux transmembrane transporter activity|0015562||IEA",monoatomic cation transport|0006812||IEA,,HP15_88,
NC_017506.1,HP15_RS00445,,HP15_RS00445,HP15_89,Protein Homology,94720,95127,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008173636.1,MerR family transcriptional regulator,WP_041644855.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,HP15_89,
NC_017506.1,HP15_RS00450,,HP15_RS00450,HP15_90,Protein Homology,95189,95812,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575721.1,SCO family protein,WP_014575721.1,GO:0046872,,metal ion binding|0046872||IEA,,,HP15_90,
NC_017506.1,HP15_RS00455,,HP15_RS00455,HP15_91,Protein Homology,95809,96651,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_004581690.1,cytochrome c oxidase assembly protein,WP_014575722.1,GO:0005886,plasma membrane|0005886||IEA,,,,HP15_91,
NC_017506.1,HP15_RS00460,,HP15_RS00460,HP15_92,Protein Homology,96674,97312,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014575723.1,DsbA family protein,WP_014575723.1,GO:0015036,,disulfide oxidoreductase activity|0015036||IEA,,,HP15_92,
NC_017506.1,HP15_RS00465,,HP15_RS00465,HP15_94,GeneMarkS-2+,97489,98061,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_014575725.1,,,,,,HP15_94,
