seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_JNAS01000001.1,EV02_RS08450,,EV02_RS08450,EV02_0013,Protein Homology,9980.0,10654.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007480.1,CPP1-like family protein,WP_032518654.1,,,,,EV02_0013,9980.0,10654.0,+,CK_Pro_SB_00013,,,CK_00044166,,,,,,,,conserved hypothetical protein,"PF11833,IPR021788","Protein CHAPERONE-LIKE PROTEIN OF POR1-like,Protein CHAPERONE-LIKE PROTEIN OF POR1-like",156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,hslO,hslO,EV02_RS08445,EV02_0014,Protein Homology,10649.0,11557.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818168.1,Hsp33 family molecular chaperone HslO,WP_032518656.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,EV02_0014,10649.0,11557.0,-,CK_Pro_SB_00014,,"GO:0006457,GO:0051082,GO:0005737",CK_00001263,,,"COG1281,bactNOG00533,cyaNOG00545","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,protein folding,unfolded protein binding,cytoplasm",hsp33 family protein,"PF01430,IPR000397","Hsp33 protein,Heat shock protein Hsp33",95,Protein fate / Protein folding and stabilization,,
NZ_JNAS01000001.1,EV02_RS08440,,EV02_RS08440,EV02_0015,Protein Homology,11547.0,12194.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862707.1,ABC transporter ATP-binding protein,WP_032518657.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,EV02_0015,11547.0,12194.0,-,CK_Pro_SB_00015,,"GO:0005524,GO:0016887",CK_00001614,,,"COG1122,bactNOG15225,bactNOG57623,cyaNOG00718,cyaNOG05008","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"ATP binding,ATPase activity",ABC transporter family protein,"PF00005,PS00211,PS50893,IPR003439,IPR017871","ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter%2C conserved site",141,Transport and binding proteins / Unknown substrate,,
NZ_JNAS01000001.1,EV02_RS08435,,EV02_RS08435,EV02_0016,Protein Homology,12278.0,12721.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862708.1,DUF3531 family protein,WP_032518658.1,,,,,EV02_0016,12278.0,12721.0,+,CK_Pro_SB_00016,,,CK_00000864,,,"NOG07493,COG0187,bactNOG21817,cyaNOG02706","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF12049,IPR021920","Protein of unknown function (DUF3531),Protein of unknown function DUF3531",156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,EV02_RS08430,,EV02_RS08430,EV02_0017,Protein Homology,12731.0,13504.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820055.1,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_032518659.1,,,,,EV02_0017,12731.0,13504.0,+,CK_Pro_SB_00017,,"GO:0031167,GO:0006364,GO:0016436,GO:0008168",CK_00000863,,,"COG1385,bactNOG10789,bactNOG31223,cyaNOG04980,cyaNOG02708","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",2.1.1.-,,"rRNA methylation,rRNA processing,rRNA methylation,rRNA processing,rRNA (uridine) methyltransferase activity,methyltransferase activity",RNA methyltransferase%2C RsmE family protein,"TIGR00046,PF04452,IPR006700","RNA methyltransferase%2C RsmE family,RNA methyltransferase,Ribosomal RNA small subunit methyltransferase E",156,Hypothetical proteins / Conserved,,2.1.1.193
NZ_JNAS01000001.1,EV02_RS08425,,EV02_RS08425,EV02_0018,Protein Homology,13515.0,14258.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807040.1,TIGR00297 family protein,WP_032518660.1,GO:0016020,membrane|0016020||IEA,,,EV02_0018,13596.0,14258.0,+,CK_Pro_SB_00018,,GO:0016021,CK_00000862,R.2,Conserved hypothetical proteins,"COG1836,bactNOG09961,bactNOG17824,cyaNOG00989,cyaNOG06770","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,integral component of membrane,conserved hypothetical protein,"TIGR00297,PF01940,IPR002794","TIGR00297 family protein,Integral membrane protein DUF92,Protein of unknown function DUF92%2C TMEM19",156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,EV02_RS08420,,EV02_RS08420,EV02_0019,Protein Homology,14275.0,14919.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007486.1,GDSL-type esterase/lipase family protein,WP_032518661.1,,,,,EV02_0019,14275.0,14919.0,-,CK_Pro_SB_00019,,"GO:0006508,GO:0006629,GO:0016298,GO:0016787,GO:0008233",CK_00000171,H.2,Fatty acid metabolism,"COG2755,bactNOG84868,bactNOG24987,bactNOG97458,cyaNOG01429","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"proteolysis,lipid metabolic process,proteolysis,lipid metabolic process,lipase activity,hydrolase activity,peptidase activity",SGNH hydrolase superfamily protein,"PF13472,IPR013830,IPR036514","GDSL-like Lipase/Acylhydrolase family,SGNH hydrolase-type esterase domain,SGNH hydrolase superfamily",177,Fatty acid and phospholipid metabolism / Degradation,,
NZ_JNAS01000001.1,EV02_RS08415,,EV02_RS08415,EV02_0020,Protein Homology,14968.0,16470.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376227.1,PhnE/PtxC family ABC transporter permease,WP_032518662.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,EV02_0020,14968.0,16470.0,-,CK_Pro_SB_00020,phnE,"GO:0015716,GO:0015416,GO:0005887,GO:0055052",CK_00000861,"D.1.5,E.3,Q.2","Phosphorus,Phosphorus metabolism,Anions","COG3639,NOG115410,bactNOG17019,cyaNOG03939,cyaNOG06292","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"organic phosphonate transport,organic phosphonate transport,ATPase-coupled organic phosphonate transmembrane transporter activity,organic phosphonate transport,ATPase-coupled organic phosphonate transmembrane transporter activity,integral component of plasma membrane,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing",phosphate/phosphonate ABC type transporter%2C permease component,"PF00528,PS50928,IPR000515","Binding-protein-dependent transport system inner membrane component,ABC transporter integral membrane type-1 domain profile.,ABC transporter type 1%2C transmembrane domain MetI-like",143,Transport and binding proteins / Anions,,
NZ_JNAS01000001.1,EV02_RS08410,,EV02_RS08410,EV02_0021,Protein Homology,16475.0,17215.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807850.1,ATP-binding cassette domain-containing protein,WP_032518665.1,GO:0005524,,ATP binding|0005524||IEA,,EV02_0021,16475.0,17215.0,-,CK_Pro_SB_00021,phnC,"GO:0006810,GO:0015716,GO:0055085,GO:0015604,GO:0043168,GO:0043225,GO:0016020,GO:0005887,GO:0055052,GO:0043190",CK_00008048,"D.1.5,E.3,Q.2","Phosphorus,Phosphorus metabolism,Anions","COG3638,COG1129,bactNOG08717,bactNOG85750,cyaNOG06327,cyaNOG09124","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",3.6.3.28,Transferred to 7.3.2.2,"transport,organic phosphonate transport,transmembrane transport,transport,organic phosphonate transport,transmembrane transport,organic phosphonate transmembrane transporter activity,anion binding,ATPase-coupled inorganic anion transmembrane transporter activity,transport,organic phosphonate transport,transmembrane transport,organic phosphonate transmembrane transporter activity,anion binding,ATPase-coupled inorganic anion transmembrane transporter activity,membrane,integral component of plasma membrane,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing,ATP-binding cassette (ABC) transporter complex",phosphonate ABC type transporter%2C ATPase component,"PF00005,PS00211,PS50893,IPR003439,IPR017871","ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter%2C conserved site","103,143","Central intermediary metabolism / Phosphorus compounds,Transport and binding proteins / Anions",,
NZ_JNAS01000001.1,EV02_RS08405,,EV02_RS08405,EV02_0022,Protein Homology,17212.0,18105.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007489.1,putative selenate ABC transporter substrate-binding protein,WP_032518668.1,"GO:0055085,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,,transmembrane transport|0055085||IEA,EV02_0022,17212.0,18105.0,-,CK_Pro_SB_00022,phnD,"GO:0055085,GO:0043168,GO:0043225,GO:0030288,GO:0031362,GO:0055052,GO:0043190",CK_00000860,"D.1.5,E.3,Q.2","Phosphorus,Phosphorus metabolism,Anions","COG3221,bactNOG06463,cyaNOG01670","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"transmembrane transport,transmembrane transport,anion binding,ATPase-coupled inorganic anion transmembrane transporter activity,transmembrane transport,anion binding,ATPase-coupled inorganic anion transmembrane transporter activity,outer membrane-bounded periplasmic space,anchored component of external side of plasma membrane,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing,ATP-binding cassette (ABC) transporter complex",phosphonate ABC type transporter%2C substrate binding component,"TIGR01098,PF12974,PS51257,IPR005770","phosphate/phosphite/phosphonate ABC transporter%2C periplasmic binding protein,ABC transporter%2C phosphonate%2C periplasmic substrate-binding protein,Prokaryotic membrane lipoprotein lipid attachment site profile.,Phosphate/phosphite/phosphonate ABC transporter%2C periplasmic binding protein",143,Transport and binding proteins / Anions,,
NZ_JNAS01000001.1,EV02_RS08400,,EV02_RS08400,EV02_0023,Protein Homology,18119.0,19297.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818177.1,pyridoxal phosphate-dependent aminotransferase,WP_032518669.1,"GO:0009058,GO:0008483,GO:0030170",,"transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA",biosynthetic process|0009058||IEA,EV02_0023,18119.0,19300.0,-,CK_Pro_SB_00023,aspC,"GO:0004069,GO:0008483,GO:0016740,GO:0030170,GO:0080130",CK_00001409,A,Amino acid biosynthesis,"COG0436,bactNOG00044,cyaNOG01001","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.6.1.1,aspartate transaminase%3B glutamic-oxaloacetic transaminase%3B glutamic-aspartic transaminase%3B transaminase A%3B AAT%3B AspT%3B 2-oxoglutarate-glutamate aminotransferase%3B aspartate alpha-ketoglutarate transaminase%3B aspartate aminotransferase%3B aspartate-2-oxoglutarate transaminase%3B aspartic acid aminotransferase%3B aspartic aminotransferase%3B aspartyl aminotransferase%3B AST (ambiguous)%3B glutamate-oxalacetate aminotransferase%3B glutamate-oxalate transaminase%3B glutamic-aspartic aminotransferase%3B glutamic-oxalacetic transaminase%3B glutamic oxalic transaminase%3B GOT (enzyme) [ambiguous]%3B L-aspartate transaminase%3B L-aspartate-alpha-ketoglutarate transaminase%3B L-aspartate-2-ketoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate aminotransferase%3B L-aspartate-2-oxoglutarate-transaminase%3B L-aspartic aminotransferase%3B oxaloacetate-aspartate aminotransferase%3B oxaloacetate transferase%3B aspartate:2-oxoglutarate aminotransferase%3B glutamate oxaloacetate transaminase,"L-aspartate:2-oxoglutarate aminotransferase activity,transaminase activity,transferase activity,pyridoxal phosphate binding,L-phenylalanine:2-oxoglutarate aminotransferase activity",aspartate aminotransferase,"PF00155,PS00105,IPR004839,IPR004838,IPR015424,IPR015421,IPR015422","Aminotransferase class I and II,Aminotransferases class-I pyridoxal-phosphate attachment site.,Aminotransferase%2C class I/classII,Aminotransferases%2C class-I%2C pyridoxal-phosphate-binding site,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain,Pyridoxal phosphate-dependent transferase domain 1",69,Amino acid biosynthesis / Other,,2.6.1.-
NZ_JNAS01000001.1,EV02_RS08395,,EV02_RS08395,EV02_0024,Protein Homology,19461.0,19964.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818178.1,uracil-DNA glycosylase,WP_032518671.1,"GO:0006281,GO:0004844,GO:0046872,GO:0051539",,"uracil DNA N-glycosylase activity|0004844||IEA,metal ion binding|0046872||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",DNA repair|0006281||IEA,EV02_0024,19461.0,19964.0,+,CK_Pro_SB_00024,,"GO:0006281,GO:0006284,GO:0006974,GO:0008152,GO:0004844,GO:0005515,GO:0016787,GO:0016798,GO:0016799",CK_00000859,F.1.1,Base excision repair,"COG1573,bactNOG19994,bactNOG71148,bactNOG09110,cyaNOG00342","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.2.2.27,uracil-DNA glycosylase%3B UdgB (ambiguous)%3B uracil-DNA N-glycosylase%3B UDG (ambiguous)%3B uracil DNA glycohydrolase,"DNA repair,base-excision repair,cellular response to DNA damage stimulus,metabolic process,DNA repair,base-excision repair,cellular response to DNA damage stimulus,metabolic process,uracil DNA N-glycosylase activity,protein binding,hydrolase activity,hydrolase activity%2C acting on glycosyl bonds,hydrolase activity%2C hydrolyzing N-glycosyl compounds",uracil-DNA glycosylase,"TIGR00758,PF03167,IPR005273,IPR005122","uracil-DNA glycosylase%2C family 4,Uracil DNA glycosylase superfamily,Uracil-DNA glycosylase family 4,Uracil-DNA glycosylase-like",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,3.2.2.27
