locus_tag,logFC,logCPM,LR,PValue,annotation,notes,resolved_locus_tag,resolution_method
lcl|CP000111.1_cds_Pmt9312_0356_374,1.62,7.96,34.49,4.3e-09,protein=spectrin repeat protein-like protein] ,CCRG-1 Ahronovich & Sher 2016,PMT9312_0356,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0379_405,0.66,6.02,4.19,0.041,protein=hypothetical protein] ,,PMT9312_0379,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0380_406,0.75,6.57,6.61,0.01,protein=hypothetical protein] ,,PMT9312_0380,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0381_407,0.65,7.67,5.65,0.017,protein=hypothetical protein] ,,PMT9312_0381,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0396_422,0.52,9.03,4.41,0.036,protein=SSU ribosomal protein S30P / sigma 54 modulation protein] ,,PMT9312_0396,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0523_549,-0.46,5.78,4.56,0.033,"protein=cob(I)yrinic acid a,c-diamide adenosyltransferase] ",,PMT9312_0523,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0534_560,-0.63,7.95,4.39,0.036,protein=acetyl-CoA carboxylase carboxyltransferase subunit alpha] ,,PMT9312_0534,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0547_573,-0.68,7.57,3.91,0.048,protein=conserved hypothetical protein] ,csoS1D Ting et al. 2015,PMT9312_0547,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0548_574,-0.67,6.94,9.09,0.0026,protein=HAM1 family protein] ,,PMT9312_0548,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0549_575,-1.69,10.27,4.28,0.039,protein=carboxysome shell protein CsoS1] ,,PMT9312_0549,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0552_578,-1.23,10.5,3.93,0.047,protein=carboxysome shell protein CsoS2] ,,PMT9312_0552,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0553_579,-0.86,6.97,6.25,0.012,protein=carboxysome shell protein CsoS3] ,csoSCA Ting et al. 2015,PMT9312_0553,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0578_604,-0.54,7.47,4.16,0.041,protein=phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphatase] ,,PMT9312_0578,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0619_646,0.62,9.94,4.82,0.028,protein=acetyl-coenzyme A synthetase] ,,PMT9312_0619,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0647_676,0.77,7.11,4.99,0.025,protein=conserved hypothetical protein] ,,PMT9312_0647,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0661_693,1.13,12.37,6.7,0.0097,protein=ribonucleotide reductase (class II)] ,,PMT9312_0661,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0685_718,-0.66,5.96,6.83,0.009,protein=M protein repeat-like protein] ,,PMT9312_0685,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0686_719,-0.74,5.64,8.6,0.0034,protein=high light inducible protein-like protein] ,,PMT9312_0686,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0687_721,-1.19,7.75,12.82,0.00034,protein=high light inducible protein-like protein] ,,PMT9312_0687,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0688_722,-1.41,7.34,15.77,7.2e-05,protein=high light inducible protein-like protein] ,,PMT9312_0688,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0704_744,-0.76,3.6,5.1,0.024,protein=conserved hypothetical protein] ,,PMT9312_0704,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0716_762,-0.68,4.97,4.41,0.036,protein=cytochrome c] ,,PMT9312_0716,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0722_769,-1.58,13.01,5.18,0.023,"protein=phosphate ABC transporter substrate-binding protein, PhoT family] ",,PMT9312_0722,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0723_770,-0.53,5.25,4.83,0.028,protein=Chromate transporter] ,,PMT9312_0723,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0737_787,0.58,8.2,5.81,0.016,protein=conserved hypothetical protein] ,,PMT9312_0737,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0740_791,-0.57,5.14,5.16,0.023,protein=conserved hypothetical protein] ,,PMT9312_0740,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0746_798,1.08,4.13,7.96,0.0048,protein=conserved hypothetical protein] ,,PMT9312_0746,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0759_812,-0.75,6.75,6.76,0.0093,protein=conserved hypothetical protein] ,,PMT9312_0759,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0774_827,-0.72,8.85,4.02,0.045,protein=ribulose-5-phosphate 3-epimerase] ,,PMT9312_0774,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0784_837,-0.5,6.67,5.78,0.016,protein=uracil phosphoribosyltransferase] ,,PMT9312_0784,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0821_878,-0.87,4.05,3.87,0.049,protein=BdrC3-like protein] ,,PMT9312_0821,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0829_887,-0.73,8.39,5.29,0.021,protein=urea-binding protein] ,,PMT9312_0829,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0838_896,-0.61,8.21,6.78,0.0092,"protein=Alpha amylase, catalytic subdomain] ",,PMT9312_0838,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0850_908,0.57,7.32,4.23,0.04,protein=conserved hypothetical protein] ,,PMT9312_0850,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0851_909,0.5,7.47,4.61,0.032,"protein=RNA methyltransferase TrmH, group 3] ",,PMT9312_0851,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0854_912,0.59,10.39,4.28,0.038,"protein=DNA polymerase III, alpha subunit] ",,PMT9312_0854,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0889_948,-0.55,4.91,4.06,0.044,protein=conserved hypothetical protein] ,,PMT9312_0889,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0892_951,-0.55,7.6,5.64,0.018,protein=L-threonine ammonia-lyase] ,,PMT9312_0892,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0899_958,0.76,10.58,5.05,0.025,protein=heat shock protein HtpG] ,,PMT9312_0899,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0924_983,-0.86,5.49,7.22,0.0072,protein=conserved hypothetical protein] ,,PMT9312_0924,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0941_1000,-0.65,7.46,8.02,0.0046,protein=conserved hypothetical protein] ,,PMT9312_0941,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0950_1015,-0.7,5.02,5.07,0.024,protein=conserved hypothetical protein] ,,PMT9312_0950,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0972_1038,-0.99,2.83,4.95,0.026,protein=RNA-binding S4] ,,PMT9312_0972,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_0973_1039,-0.41,7.7,3.94,0.047,protein=ATPase] ,,PMT9312_0973,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1017_1089,-1.43,4.65,12.02,0.00053,protein=conserved hypothetical protein] ,,PMT9312_1017,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1022_1095,-1.0,2.11,4.02,0.045,protein=conserved hypothetical protein] ,,PMT9312_1022,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1029_1103,-0.57,5.54,5.8,0.016,protein=conserved hypothetical protein] ,,PMT9312_1029,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1051_1136,-0.54,5.48,4.93,0.026,protein=Transglutaminase-like protein] ,,PMT9312_1051,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1058_1144,-0.54,5.71,5.49,0.019,protein=conserved hypothetical protein] ,,PMT9312_1058,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1065_1151,-0.73,5.55,5.19,0.023,protein=Holliday junction endonuclease RuvC] ,,PMT9312_1065,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1108_1195,0.5,6.44,5.05,0.025,protein=DNA replication and repair protein RecR] ,,PMT9312_1108,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1109_1196,-0.54,7.74,4.12,0.043,protein=photosystem II oxygen evolving complex protein PsbP] ,,PMT9312_1109,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1457_1580,0.8,8.14,10.23,0.0014,protein=conserved hypothetical protein] ,,PMT9312_1457,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1471_1602,1.08,6.15,12.75,0.00036,protein=type I restriction modification DNA-like protein] ,,PMT9312_1471,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1479_1614,-1.08,7.25,11.48,0.0007,protein=high light inducible protein-like protein] ,,PMT9312_1479,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1480_1615,-1.14,8.5,13.06,0.0003,protein=high light inducible protein-like protein] ,,PMT9312_1480,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1481_1617,-0.67,8.6,5.3,0.021,protein=high light inducible protein-like protein] ,,PMT9312_1481,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1484_1621,1.2,3.9,5.94,0.015,protein=hypothetical protein] ,,PMT9312_1484,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1490_1633,0.82,4.45,7.0,0.0082,protein=virion host shutoff protein-like protein] ,,PMT9312_1490,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1496_1642,0.75,7.77,10.28,0.0013,protein=conserved hypothetical protein] ,,PMT9312_1496,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1508_1657,-0.79,5.17,9.06,0.0026,protein=high light inducible protein-like protein] ,,PMT9312_1508,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1509_1658,-0.94,6.7,10.02,0.0015,protein=high light inducible protein-like protein] ,,PMT9312_1509,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1510_1659,-1.24,7.15,9.46,0.0021,protein=high light inducible protein-like protein] ,,PMT9312_1510,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1511_1660,-1.33,4.99,15.0,0.00011,protein=hypothetical protein] ,,PMT9312_1511,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1515_1664,1.07,9.34,16.65,4.5e-05,protein=cyanobacterial porin] ,,PMT9312_1515,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1516_1665,0.68,5.76,8.36,0.0038,protein=protein family PM-24] ,,PMT9312_1516,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1517_1666,0.53,7.05,4.71,0.03,protein=conserved hypothetical protein] ,,PMT9312_1517,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1607_1758,1.06,7.13,7.56,0.006,protein=site-specific recombinase] ,,PMT9312_1607,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1608_1759,1.22,4.76,9.48,0.0021,protein=conserved hypothetical protein] ,,PMT9312_1608,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1610_1761,0.57,9.1,4.71,0.03,protein=conserved hypothetical protein] ,,PMT9312_1610,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1655_1807,0.61,8.12,4.23,0.04,protein=conserved hypothetical protein] ,,PMT9312_1655,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1656_1808,0.55,6.73,4.9,0.027,protein=conserved hypothetical protein] ,,PMT9312_1656,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1659_1811,0.71,7.82,5.43,0.02,protein=conserved hypothetical protein] ,,PMT9312_1659,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1687_1839,0.97,7.75,6.73,0.0095,protein=conserved hypothetical protein] ,,PMT9312_1687,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1694_1846,0.93,9.09,9.69,0.0018,protein=conserved hypothetical protein] ,,PMT9312_1694,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1695_1847,1.25,9.64,7.46,0.0063,protein=conserved hypothetical protein] ,,PMT9312_1695,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1708_1860,0.5,7.71,3.94,0.047,protein=Holliday junction DNA helicase subunit RuvB] ,,PMT9312_1708,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1742_1894,0.6,10.25,4.22,0.04,protein=conserved hypothetical protein] ,,PMT9312_1742,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1749_1901,0.71,10.52,3.96,0.047,protein=ATP-dependent Clp protease ATP-binding subunit ClpX] ,,PMT9312_1749,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1759_1911,0.8,7.74,5.86,0.016,protein=conserved hypothetical protein] ,,PMT9312_1759,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1760_1913,0.58,9.5,4.66,0.031,protein=glycine dehydrogenase (decarboxylating) beta subunit / glycine dehydrogenase (decarboxylating) alpha subunit] ,,PMT9312_1760,tier1:locus_tag
lcl|CP000111.1_cds_Pmt9312_1815_1782,-0.51,7.96,4.71,0.03,protein=50S Ribosomal protein L36] ,,PMT9312_1815,tier1:locus_tag
