locus_tag,island_id,product
Pro0683,SS120_1_552787_679270,Predicted protein family PM-3
Pro0684,SS120_1_552787_679270,Predicted protein family PM-4
Pro0686,SS120_1_552787_679270,Predicted protein family PM-22
Pro0687,SS120_1_552787_679270,conserved hypothetical protein
Pro0688,SS120_1_552787_679270,conserved hypothetical protein
Pro0689,SS120_1_552787_679270,conserved hypothetical protein
Pro0690,SS120_1_552787_679270,Predicted protein family PM-9
Pro0691,SS120_1_552787_679270,conserved hypothetical protein
Pro0692,SS120_1_552787_679270,uncharacterized conserved membrane protein
Pro0694,SS120_1_552787_679270,uncharacterized conserved membrane protein
Pro0695,SS120_1_552787_679270,conserved hypothetical protein
Pro0696,SS120_1_552787_679270,bacteriophage-like membrane-associated DNA-binding domain-containing protein
Pro0698,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, transmembrane subunit"
Pro0699,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, flavoprotein subunit"
Pro0700,SS120_1_552787_679270,"succinate dehydrogenase/fumarate reductase, Fe-S protein subunit"
Pro0701,SS120_1_552787_679270,conserved hypothetical protein
Pro0702,SS120_1_552787_679270,AAA domain protein
Pro0703,SS120_1_552787_679270,calcineurin-like phosphoesterase family protein
Pro0704,SS120_1_552787_679270,conserved hypothetical protein (DUF3104)
Pro0705,SS120_1_552787_679270,conserved hypothetical protein
Pro0706,SS120_1_552787_679270,"possible DNA gyrase/topoisomerase IV, subunit"
Pro0707,SS120_1_552787_679270,Putative Type I restriction-modification system S subunit
Pro0708,SS120_1_552787_679270,Putative Type I restriction-modification system M subunit
Pro0709,SS120_1_552787_679270,conserved hypothetical protein
Pro0710,SS120_1_552787_679270,short-chain dehydrogenase/reductase (SDR) superfamily
Pro0711,SS120_1_552787_679270,Predicted protein family PM-5
Pro0712,SS120_1_552787_679270,conserved hypothetical protein
Pro0715,SS120_1_552787_679270,possible uncharacterized conserved secreted protein
Pro0716,SS120_1_552787_679270,conserved hypothetical protein
Pro0717,SS120_1_552787_679270,conserved hypothetical protein
Pro0718,SS120_1_552787_679270,conserved hypothetical protein
Pro0719,SS120_1_552787_679270,conserved hypothetical protein
Pro0720,SS120_1_552787_679270,sulfite exporter TauE/SafE family protein
Pro0721,SS120_1_552787_679270,conserved hypothetical protein
Pro0722,SS120_1_552787_679270,conserved hypothetical protein (DUF2862)
Pro0723,SS120_1_552787_679270,conserved hypothetical protein
Pro0724,SS120_1_552787_679270,conserved hypothetical protein
Pro0725,SS120_1_552787_679270,conserved hypothetical protein
Pro0726,SS120_1_552787_679270,conserved hypothetical protein
Pro0727,SS120_1_552787_679270,glucosyl-3-phosphoglycerate synthase
Pro0728,SS120_1_552787_679270,possible glucosyl(mannosyl)glycerate-glucosidase
Pro0729,SS120_1_552787_679270,glucosyl-3-phosphoglycerate phosphatase
Pro0730,SS120_1_552787_679270,D-glycerate 3-kinase
Pro0731,SS120_1_552787_679270,conserved hypothetical protein (DUF1830)
Pro0732,SS120_1_552787_679270,conserved hypothetical protein
Pro0734,SS120_1_552787_679270,putative gRAM domain
Pro0735,SS120_1_552787_679270,undecaprenyl-diphosphatase
Pro0737,SS120_1_552787_679270,outer membrane porin
Pro0738,SS120_1_552787_679270,"conserved hypothetical protein, Prochlorococcus-specific"
Pro0740,SS120_1_552787_679270,peptide methionine sulfoxide reductase
Pro0741,SS120_1_552787_679270,regulator of phycobilisome association C
Pro0742,SS120_1_552787_679270,putative ABC multidrug efflux transporter
Pro0743,SS120_1_552787_679270,conserved hypothetical protein
Pro0744,SS120_1_552787_679270,anthranilate phosphoribosyltransferase
Pro0745,SS120_1_552787_679270,carbamoyl-phosphate synthase small subunit
Pro0746,SS120_1_552787_679270,anti-anti-sigma factor family protein
Pro0747,SS120_1_552787_679270,ribonuclease III domain protein
Pro0748,SS120_1_552787_679270,23S rRNA (guanosine2251-2'-O)-methyltransferase
Pro0749,SS120_1_552787_679270,uncharacterized conserved secreted protein (DUF1816)
PRO_RS09600,SS120_1_829645_834384,hypothetical protein
Pro0910,SS120_1_829645_834384,conserved hypothetical protein
Pro0911,SS120_1_829645_834384,conserved hypothetical protein
Pro0912,SS120_1_829645_834384,uncharacterized conserved lipoprotein
Pro0913,SS120_1_829645_834384,conserved hypothetical protein
Pro0914,SS120_1_829645_834384,conserved hypothetical protein
Pro0915,SS120_1_829645_834384,conserved hypothetical protein
Pro0916,SS120_1_829645_834384,LysM-repeat protein
Pro0917,SS120_1_829645_834384,uncharacterized conserved metal-binding protein (DUF2103)
Pro0918,SS120_1_829645_834384,cytochrome b6/f complex subunit VIII
PRO_RS09380,SS120_1_882562_923668,hypothetical protein
PRO_RS09530,SS120_1_882562_923668,photosystem II biogenesis protein Psb30
Pro0961,SS120_1_882562_923668,ATP adenylyltransferase
Pro0962,SS120_1_882562_923668,conserved hypothetical protein
Pro0963,SS120_1_882562_923668,DnaJ type IV chaperone protein
Pro0964,SS120_1_882562_923668,hypothetical protein
Pro0965,SS120_1_882562_923668,23S rRNA (uracil-5-)-methyltransferase
Pro0966,SS120_1_882562_923668,"phenylalanine--tRNA ligase, beta subunit"
Pro0967,SS120_1_882562_923668,50S ribosomal protein L33
Pro0968,SS120_1_882562_923668,30S ribosomal protein S18
Pro0969,SS120_1_882562_923668,exoribonuclease II
Pro0970,SS120_1_882562_923668,methionine--tRNA ligase
Pro0971,SS120_1_882562_923668,"LptC-related, lipopolysaccharide assembly protein"
Pro0972,SS120_1_882562_923668,cofactor assembly of complex C subunit CCB2
Pro0973,SS120_1_882562_923668,uncharacterized conserved membrane protein
Pro0974,SS120_1_882562_923668,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
Pro0975,SS120_1_882562_923668,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
Pro0976,SS120_1_882562_923668,conserved hypothetical protein
Pro0978,SS120_1_882562_923668,2-Cys peroxiredoxin
Pro0980,SS120_1_882562_923668,possible photosystem II D1 repair protein FtsH3
Pro0981,SS120_1_882562_923668,50S ribosomal protein L32
Pro0982,SS120_1_882562_923668,conserved hypothetical protein
Pro0983,SS120_1_882562_923668,"HAD hydrolase, IA, variant 3 family protein"
Pro0984,SS120_1_882562_923668,single-stranded DNA-specific exonuclease
Pro0985,SS120_1_882562_923668,zinc- or iron-chelating domain-containing protein
Pro0986,SS120_1_882562_923668,uncharacterized membrane protein
Pro0987,SS120_1_882562_923668,uncharacterized membrane protein (UPF0016)
Pro0988,SS120_1_882562_923668,exoribonuclease R
Pro0989,SS120_1_882562_923668,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
Pro0990,SS120_1_882562_923668,uncharacterized conserved membrane protein
Pro0991,SS120_1_882562_923668,NADH dehydrogenase subunit NdhV
Pro0992,SS120_1_882562_923668,magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase
Pro0993,SS120_1_882562_923668,2Fe-2S ferredoxin
Pro0994,SS120_1_882562_923668,conserved hypothetical protein
Pro0995,SS120_1_882562_923668,modulator of DNA gyrase
Pro0996,SS120_1_882562_923668,possible modulator of DNA gyrase
Pro0997,SS120_1_882562_923668,methionyl-tRNA formyltransferase
Pro0998,SS120_1_882562_923668,putative photosystem II assembly factor TerC
Pro0999,SS120_1_882562_923668,conserved hypothetical protein
Pro1000,SS120_1_882562_923668,transcription-repair coupling factor
Pro1001,SS120_1_882562_923668,conserved hypothetical protein
Pro1002,SS120_1_882562_923668,conserved hypothetical protein
Pro1004,SS120_1_882562_923668,conserved hypothetical protein
Pro1006,SS120_1_882562_923668,conserved hypothetical protein
Pro1007,SS120_1_882562_923668,tryptophan-rich conserved hypothetical protein CHP02450
PRO_RS05780,SS120_1_1086417_1132253,Hypothetical protein
PRO_RS05800,SS120_1_1086417_1132253,hypothetical protein
PRO_RS05850,SS120_1_1086417_1132253,Conserved hypothetical protein
PRO_RS06015,SS120_1_1086417_1132253,hypothetical protein
PRO_RS09605,SS120_1_1086417_1132253,hypothetical protein
Pro1157,SS120_1_1086417_1132253,ribokinase
Pro1158,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1159,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1160,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1161,SS120_1_1086417_1132253,pentapeptide repeats family protein
Pro1162,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1163,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1164,SS120_1_1086417_1132253,flavodoxin
Pro1166,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1167,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
Pro1168,SS120_1_1086417_1132253,Predicted protein family PM-20
Pro1169,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
Pro1170,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1172,SS120_1_1086417_1132253,Predicted protein family PM-20
Pro1173,SS120_1_1086417_1132253,Predicted protein family PM-20
Pro1174,SS120_1_1086417_1132253,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
Pro1175,SS120_1_1086417_1132253,high light inducible protein
Pro1176,SS120_1_1086417_1132253,high light inducible protein
Pro1177,SS120_1_1086417_1132253,uncharacterized conserved membrane protein
Pro1178,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1179,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1180,SS120_1_1086417_1132253,FMN-binding split barrel domain-containing protein
Pro1181,SS120_1_1086417_1132253,conserved hypothetical protein (DUF3386)
Pro1183,SS120_1_1086417_1132253,nif11-like leader peptide domain protein
Pro1184,SS120_1_1086417_1132253,formate-dependent phosphoribosyl glycinamide formyl transferase
Pro1185,SS120_1_1086417_1132253,Predicted protein family PM-11
Pro1187,SS120_1_1086417_1132253,metallo-hydrolase/oxidoreductase
Pro1188,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1190,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1191,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1192,SS120_1_1086417_1132253,pyridoxine 4-dehydrogenase
Pro1193,SS120_1_1086417_1132253,putative membrane protein
Pro1194,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1195,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1196,SS120_1_1086417_1132253,ABC transport system ATP-binding/permease protein
Pro1197,SS120_1_1086417_1132253,nucleotide-binding alpha-beta plait domain-containing protein
Pro1198,SS120_1_1086417_1132253,Predicted protein family PM-8
Pro1199,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1200,SS120_1_1086417_1132253,2-oxoglutarate/iron-dependent dioxygenase
Pro1201,SS120_1_1086417_1132253,AEC transporter family
Pro1202,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1203,SS120_1_1086417_1132253,"Mn2+/Fe2+ transporter, NRAMP family"
Pro1204,SS120_1_1086417_1132253,macrophage migration inhibitory factor MIF-like protein
Pro1205,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1207,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1208,SS120_1_1086417_1132253,delta-12 fatty acid desaturase DesA3
Pro1209,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1210,SS120_1_1086417_1132253,nucleoside 2-deoxyribosyltransferase family protein
Pro1211,SS120_1_1086417_1132253,phosphoribosyl transferase domain containing protein
Pro1212,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1213,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1214,SS120_1_1086417_1132253,delta-12 fatty acid desaturase DesA2
Pro1215,SS120_1_1086417_1132253,Predicted membrane protein
Pro1216,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1217,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1218,SS120_1_1086417_1132253,conserved hypothetical protein (DUF1651)
Pro1219,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1220,SS120_1_1086417_1132253,uncharacterized conserved membrane protein
Pro1221,SS120_1_1086417_1132253,glutathione peroxidase
Pro1223,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1224,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1225,SS120_1_1086417_1132253,RF-1 domain protein
Pro1226,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1227,SS120_1_1086417_1132253,"potassium ion channel, VIC family"
Pro1228,SS120_1_1086417_1132253,conserved hypothetical protein
Pro1229,SS120_1_1086417_1132253,NAD binding domain of 6-phosphogluconate dehydrogenase family protein
Pro1260,SS120_1_1159172_1199720,2Fe-2S ferredoxin
Pro1261,SS120_1_1159172_1199720,beta-lactamase superfamily domain protein
Pro1262,SS120_1_1159172_1199720,acyltransferase family protein
Pro1263,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1264,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1265,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1266,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1267,SS120_1_1159172_1199720,Predicted calcineurin family phosphoesterase
Pro1268,SS120_1_1159172_1199720,"glycine--tRNA ligase, alpha subunit"
Pro1269,SS120_1_1159172_1199720,outer membrane porin
Pro1270,SS120_1_1159172_1199720,possible peptidase
Pro1271,SS120_1_1159172_1199720,iron-uptake factor PiuC
Pro1272,SS120_1_1159172_1199720,iron deficiency-induced protein A
Pro1273,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1274,SS120_1_1159172_1199720,Putative DNA helicase
Pro1275,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1276,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1277,SS120_1_1159172_1199720,SAM-dependent methyltransferase
Pro1278,SS120_1_1159172_1199720,"Predicted hydrolase, HAD superfamily"
Pro1279,SS120_1_1159172_1199720,"Predicted hydrolase, HAD superfamily"
Pro1280,SS120_1_1159172_1199720,"transketolase, N-terminal domain-like protein"
Pro1281,SS120_1_1159172_1199720,"transketolase, C-terminal domain"
Pro1282,SS120_1_1159172_1199720,NAD dependent epimerase/dehydratase
Pro1283,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1284,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1285,SS120_1_1159172_1199720,methyltransferase domain protein
Pro1286,SS120_1_1159172_1199720,NAD(P)-binding Rossmann-like domain protein
Pro1287,SS120_1_1159172_1199720,conserved hypothetical protein
Pro1288,SS120_1_1159172_1199720,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
Pro1289,SS120_1_1159172_1199720,"uncharacterized conserved secreted protein, PM-13 family"
Pro1290,SS120_1_1159172_1199720,"uncharacterized conserved secreted protein, PM-13 family"
Pro1291,SS120_1_1159172_1199720,beta-barrel porin-like outer membrane protein
Pro1292,SS120_1_1159172_1199720,nif11-like leader peptide domain protein
Pro1293,SS120_1_1159172_1199720,4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family
Pro1294,SS120_1_1159172_1199720,glycosyl transferase family GT1
Pro1295,SS120_1_1159172_1199720,eamA-like transporter family protein
Pro1296,SS120_1_1159172_1199720,signal peptide peptidase SppA (protease IV)
Pro1297,SS120_1_1159172_1199720,chorismate mutase
Pro1298,SS120_1_1159172_1199720,uncharacterized conserved lipoprotein (DUF2808)
Pro1299,SS120_1_1159172_1199720,50S ribosomal protein L34
Pro1316,SS120_1_1217080_1240331,polysaccharide biosynthesis/export family protein
Pro1317,SS120_1_1217080_1240331,S-adenosyl-L-methionine-dependent methyltransferase
Pro1318,SS120_1_1217080_1240331,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"
Pro1319,SS120_1_1217080_1240331,FAD/NAD-binding oxidoreductase
Pro1320,SS120_1_1217080_1240331,mobA-like NTP transferase domain protein
Pro1321,SS120_1_1217080_1240331,D-sedoheptulose 7-phosphate isomerase
Pro1322,SS120_1_1217080_1240331,cytidyltransferase-like domain protein
Pro1323,SS120_1_1217080_1240331,polysaccharide biosynthesis family protein
Pro1324,SS120_1_1217080_1240331,SAM-dependent methyltransferase
Pro1325,SS120_1_1217080_1240331,possible beta-glycosyltransferase
Pro1326,SS120_1_1217080_1240331,"beta-glycosyltransferase, family 2"
Pro1327,SS120_1_1217080_1240331,"possible alpha-glycosyltransferase, family 4"
Pro1328,SS120_1_1217080_1240331,"beta-glycosyltransferase, family 2"
Pro1329,SS120_1_1217080_1240331,"possible alpha-glycosyltransferase, family 4"
Pro1330,SS120_1_1217080_1240331,capsular exopolysaccharide family domain protein
Pro1331,SS120_1_1217080_1240331,Predicted membrane protein
Pro1332,SS120_1_1217080_1240331,"ABC transporter type 1, ATPase component"
Pro1333,SS120_1_1217080_1240331,SAM-dependent methyltransferase
Pro1334,SS120_1_1217080_1240331,hypothetical protein distantly related to glycosyltransferases
Pro1335,SS120_1_1217080_1240331,conserved hypothetical protein
PRO_RS07125,SS120_1_1338866_1438725,hypothetical protein
PRO_RS07200,SS120_1_1338866_1438725,Hypothetical protein
PRO_RS07310,SS120_1_1338866_1438725,hypothetical protein
PRO_RS07425,SS120_1_1338866_1438725,Hypothetical protein
PRO_RS07480,SS120_1_1338866_1438725,Conserved hypothetical protein
PRO_RS07565,SS120_1_1338866_1438725,hypothetical protein
PRO_RS07600,SS120_1_1338866_1438725,Conserved hypothetical protein
PRO_RS07610,SS120_1_1338866_1438725,hypothetical protein
PRO_RS07630,SS120_1_1338866_1438725,Hypothetical protein
PRO_RS07650,SS120_1_1338866_1438725,hypothetical protein
PRO_RS07680,SS120_1_1338866_1438725,Hypothetical protein
PRO_RS09620,SS120_1_1338866_1438725,Conserved hypothetical protein
Pro1440,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1441,SS120_1_1338866_1438725,"protein of unknown function DUF1499, Prochlorococcus-specific"
Pro1442,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1443,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1444,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1445,SS120_1_1338866_1438725,adenine phosphoribosyltransferase
Pro1446,SS120_1_1338866_1438725,putative membrane protein
Pro1447,SS120_1_1338866_1438725,methyltransferase domain protein
Pro1448,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1449,SS120_1_1338866_1438725,Predicted protein family PM-20
Pro1450,SS120_1_1338866_1438725,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
Pro1451,SS120_1_1338866_1438725,Glutamine amidotransferase class-I
Pro1452,SS120_1_1338866_1438725,sodium-dependent transporter
Pro1453,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1454,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1455,SS120_1_1338866_1438725,uncharacterized conserved membrane protein
Pro1456,SS120_1_1338866_1438725,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme
Pro1457,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1458,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1459,SS120_1_1338866_1438725,AbrB-like transcriptional regulator involved in photosynthesis regulation
Pro1460,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1461,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1462,SS120_1_1338866_1438725,metallo-beta-lactamase domain-containing protein
Pro1463,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1464,SS120_1_1338866_1438725,Predicted protein family PM-26
Pro1465,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1466,SS120_1_1338866_1438725,Predicted protein family PM-12
Pro1467,SS120_1_1338866_1438725,conserved hypothetical protein (DUF2811)
Pro1468,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1470,SS120_1_1338866_1438725,conserved hypothetical protein family PM-14
Pro1471,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1472,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1473,SS120_1_1338866_1438725,Predicted protein family PM-11
Pro1474,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1475,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1476,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1477,SS120_1_1338866_1438725,drug/metabolite transporter (DMT) superfamily efflux protein
Pro1478,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1479,SS120_1_1338866_1438725,conserved hypothetical protein
