locus_tag,island_id,product,resolved_locus_tag,resolution_method
PMM0367,MED4_1_323821_368220,putative antibiotic biosynthesis monooxygenase domain protein,PMM0367,locus_tag:locus_tag
PMM0368,MED4_1_323821_368220,conserved hypothetical protein (DUF3303),PMM0368,locus_tag:locus_tag
PMM0369,MED4_1_323821_368220,conserved hypothetical protein,PMM0369,locus_tag:locus_tag
PMM0370,MED4_1_323821_368220,"cyanate ABC transporter, substrate-binding protein",PMM0370,locus_tag:locus_tag
PMM0371,MED4_1_323821_368220,"cyanate ABC transporter, permease protein",PMM0371,locus_tag:locus_tag
PMM0372,MED4_1_323821_368220,cyanate ABC transporter ATP-binding protein,PMM0372,locus_tag:locus_tag
PMM0373,MED4_1_323821_368220,cyanate hydratase,PMM0373,locus_tag:locus_tag
PMM0374,MED4_1_323821_368220,"twin arginine-targeting translocase, TatA/E family protein",PMM0374,locus_tag:locus_tag
PMM0375,MED4_1_323821_368220,possible Type II intron maturase,PMM0375,locus_tag:locus_tag
PMM0376,MED4_1_323821_368220,Hypothetical protein,PMM0376,locus_tag:locus_tag
PMM0377,MED4_1_323821_368220,conserved hypothetical protein,PMM0377,locus_tag:locus_tag
PMM0378,MED4_1_323821_368220,conserved hypothetical protein (DUF3303),PMM0378,locus_tag:locus_tag
PMM0379,MED4_1_323821_368220,conserved hypothetical protein,PMM0379,locus_tag:locus_tag
PMM0380,MED4_1_323821_368220,nuclear transport factor 2 (NTF2-like) superfamily protein,PMM0380,locus_tag:locus_tag
PMM0381,MED4_1_323821_368220,conserved hypothetical protein,PMM0381,locus_tag:locus_tag
PMM0382,MED4_1_323821_368220,possible Ribosomal RNA adenine dimethylase,PMM0382,locus_tag:locus_tag
PMM0383,MED4_1_323821_368220,uncharacterized TonB box-containing membrane protein,PMM0383,locus_tag:locus_tag
PMM0384,MED4_1_323821_368220,Putative Type IIC bifunctional restriction-modification protein with endonuclease and N6-adenine DNA methyltransferase activity,PMM0384,locus_tag:locus_tag
PMM0386,MED4_1_323821_368220,"Putative Type III restriction-modification system, M subunit",PMM0386,locus_tag:locus_tag
PMM1809,MED4_1_323821_368220,Conserved hypothetical protein,PMM1809,locus_tag:locus_tag
PMM1810,MED4_1_323821_368220,uncharacterized conserved glutamine-rich protein,PMM1810,locus_tag:locus_tag
PMM1812,MED4_1_323821_368220,conserved hypothetical protein,PMM1812,locus_tag:locus_tag
PMM1813,MED4_1_323821_368220,conserved hypothetical protein,PMM1813,locus_tag:locus_tag
PMM1814,MED4_1_323821_368220,Conserved hypothetical protein,PMM1814,locus_tag:locus_tag
PMM1816,MED4_1_323821_368220,conserved hypothetical protein,PMM1816,locus_tag:locus_tag
PMM1821,MED4_1_323821_368220,conserved hypothetical protein,PMM1821,locus_tag:locus_tag
PMM1824,MED4_1_323821_368220,Conserved hypothetical protein,PMM1824,locus_tag:locus_tag
PMM1825,MED4_1_323821_368220,Conserved hypothetical protein,PMM1825,locus_tag:locus_tag
PMM1826,MED4_1_323821_368220,conserved hypothetical protein,PMM1826,locus_tag:locus_tag
PMM1828,MED4_1_323821_368220,Hypothetical protein,PMM1828,locus_tag:locus_tag
PMM1830,MED4_1_323821_368220,conserved hypothetical protein,PMM1830,locus_tag:locus_tag
PMM1831,MED4_1_323821_368220,Conserved hypothetical protein,PMM1831,locus_tag:locus_tag
PMM1832,MED4_1_323821_368220,Conserved hypothetical protein,PMM1832,locus_tag:locus_tag
PMM1833,MED4_1_323821_368220,Hypothetical protein,PMM1833,locus_tag:locus_tag
PMM1834,MED4_1_323821_368220,Conserved hypothetical protein,PMM1834,locus_tag:locus_tag
PMM1835,MED4_1_323821_368220,Hypothetical protein,PMM1835,locus_tag:locus_tag
PMM1837,MED4_1_323821_368220,Hypothetical protein,PMM1837,locus_tag:locus_tag
PMM1838,MED4_1_323821_368220,conserved hypothetical protein,PMM1838,locus_tag:locus_tag
PMM1839,MED4_1_323821_368220,Hypothetical protein,PMM1839,locus_tag:locus_tag
PMM1840,MED4_1_323821_368220,Conserved hypothetical protein,PMM1840,locus_tag:locus_tag
PMM1841,MED4_1_323821_368220,"Putative Type III restriction-modification system, R subunit",PMM1841,locus_tag:locus_tag
PMM1843,MED4_1_323821_368220,Hypothetical protein,PMM1843,locus_tag:locus_tag
PMM2034,MED4_1_323821_368220,Hypothetical protein,PMM2034,locus_tag:locus_tag
TX50_RS09405,MED4_1_323821_368220,hypothetical protein,TX50_RS09405,locus_tag:locus_tag
PMM1357,MED4_1_1306399_1367064,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal domain-containing protein,PMM1357,locus_tag:locus_tag
PMM1358,MED4_1_1306399_1367064,pyridoxamine 5'-phosphate oxidase,PMM1358,locus_tag:locus_tag
PMM1359,MED4_1_1306399_1367064,"uncharacterized conserved membrane protein, DoxX family",PMM1359,locus_tag:locus_tag
PMM1360,MED4_1_1306399_1367064,FAD binding domain of DNA photolyase,PMM1360,locus_tag:locus_tag
PMM1361,MED4_1_1306399_1367064,short-chain dehydrogenase/reductase (SDR) superfamily,PMM1361,locus_tag:locus_tag
PMM1362,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1362,locus_tag:locus_tag
PMM1363,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1363,locus_tag:locus_tag
PMM1364,MED4_1_1306399_1367064,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PMM1364,locus_tag:locus_tag
PMM1365,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1365,locus_tag:locus_tag
PMM1366,MED4_1_1306399_1367064,pirin-like protein,PMM1366,locus_tag:locus_tag
PMM1367,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1367,locus_tag:locus_tag
PMM1368,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1368,locus_tag:locus_tag
PMM1369,MED4_1_1306399_1367064,GAF domain-containing protein,PMM1369,locus_tag:locus_tag
PMM1370,MED4_1_1306399_1367064,"flavoprotein, HI0933 family",PMM1370,locus_tag:locus_tag
PMM1371,MED4_1_1306399_1367064,drug/metabolite transporter (DMT) superfamily efflux protein,PMM1371,locus_tag:locus_tag
PMM1372,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1372,locus_tag:locus_tag
PMM1373,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1373,locus_tag:locus_tag
PMM1374,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1374,locus_tag:locus_tag
PMM1375,MED4_1_1306399_1367064,possible M protein repeat,PMM1375,locus_tag:locus_tag
PMM1376,MED4_1_1306399_1367064,nucleotide-binding alpha-beta plait domain-containing protein,PMM1376,locus_tag:locus_tag
PMM1377,MED4_1_1306399_1367064,NADP-binding domain-containing protein,PMM1377,locus_tag:locus_tag
PMM1378,MED4_1_1306399_1367064,delta-12 fatty acid desaturase DesA3,PMM1378,locus_tag:locus_tag
PMM1379,MED4_1_1306399_1367064,putative lysine decarboxylase family protein,PMM1379,locus_tag:locus_tag
PMM1380,MED4_1_1306399_1367064,"HAD hydrolase, IA, variant 3 family protein",PMM1380,locus_tag:locus_tag
PMM1381,MED4_1_1306399_1367064,putative SOS response associated peptidase,PMM1381,locus_tag:locus_tag
PMM1382,MED4_1_1306399_1367064,delta-12 fatty acid desaturase DesA2,PMM1382,locus_tag:locus_tag
PMM1383,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1383,locus_tag:locus_tag
PMM1384,MED4_1_1306399_1367064,high light inducible protein,PMM1384,locus_tag:locus_tag
PMM1385,MED4_1_1306399_1367064,high light inducible protein,PMM1385,locus_tag:locus_tag
PMM1386,MED4_1_1306399_1367064,"lipopolysaccharide export system, permease component",PMM1386,locus_tag:locus_tag
PMM1387,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1387,locus_tag:locus_tag
PMM1388,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1388,locus_tag:locus_tag
PMM1389,MED4_1_1306399_1367064,2-oxoglutarate/iron-dependent dioxygenase,PMM1389,locus_tag:locus_tag
PMM1390,MED4_1_1306399_1367064,high light inducible protein,PMM1390,locus_tag:locus_tag
PMM1391,MED4_1_1306399_1367064,ribbon helix-helix domain containing protein,PMM1391,locus_tag:locus_tag
PMM1392,MED4_1_1306399_1367064,possible Heat-labile enterotoxin alpha chain,PMM1392,locus_tag:locus_tag
PMM1393,MED4_1_1306399_1367064,"possible bacterial extracellular solute-binding protein, family 3",PMM1393,locus_tag:locus_tag
PMM1394,MED4_1_1306399_1367064,protein of unknown function (DUF1651),PMM1394,locus_tag:locus_tag
PMM1395,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1395,locus_tag:locus_tag
PMM1397,MED4_1_1306399_1367064,high light inducible protein,PMM1397,locus_tag:locus_tag
PMM1398,MED4_1_1306399_1367064,high light inducible protein,PMM1398,locus_tag:locus_tag
PMM1399,MED4_1_1306399_1367064,high light inducible protein,PMM1399,locus_tag:locus_tag
PMM1400,MED4_1_1306399_1367064,RmlC-like cupin domain-containing protein,PMM1400,locus_tag:locus_tag
PMM1401,MED4_1_1306399_1367064,conserved hypothetical protein (DUF3764),PMM1401,locus_tag:locus_tag
PMM1402,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1402,locus_tag:locus_tag
PMM1403,MED4_1_1306399_1367064,HNH endonuclease family protein,PMM1403,locus_tag:locus_tag
PMM1404,MED4_1_1306399_1367064,high light inducible protein,PMM1404,locus_tag:locus_tag
PMM1405,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1405,locus_tag:locus_tag
PMM1406,MED4_1_1306399_1367064,Hypothetical protein,PMM1406,locus_tag:locus_tag
PMM1407,MED4_1_1306399_1367064,possible SRP19 protein,PMM1407,locus_tag:locus_tag
PMM1408,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1408,locus_tag:locus_tag
PMM1409,MED4_1_1306399_1367064,conserved hypothetical protein (DUF3303),PMM1409,locus_tag:locus_tag
PMM1410,MED4_1_1306399_1367064,"possible PTS system, Lactose/Cellobiose specif",PMM1410,locus_tag:locus_tag
PMM1412,MED4_1_1306399_1367064,cupin domain-containing protein,PMM1412,locus_tag:locus_tag
PMM1413,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1413,locus_tag:locus_tag
PMM1414,MED4_1_1306399_1367064,conserved hypothetical protein (DUF3303),PMM1414,locus_tag:locus_tag
PMM1415,MED4_1_1306399_1367064,possible UBX domain,PMM1415,locus_tag:locus_tag
PMM1416,MED4_1_1306399_1367064,phosphate starvation inducible protein 1,PMM1416,locus_tag:locus_tag
PMM1417,MED4_1_1306399_1367064,nuclease (SNase-like),PMM1417,locus_tag:locus_tag
PMM1418,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1418,locus_tag:locus_tag
PMM1419,MED4_1_1306399_1367064,possible ATP synthase B/B' CF(0),PMM1419,locus_tag:locus_tag
PMM1420,MED4_1_1306399_1367064,pepSY-associated TM helix family protein,PMM1420,locus_tag:locus_tag
PMM1421,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1421,locus_tag:locus_tag
PMM1422,MED4_1_1306399_1367064,conserved hypothetical protein (DUF411),PMM1422,locus_tag:locus_tag
PMM1423,MED4_1_1306399_1367064,glutaredoxin family protein,PMM1423,locus_tag:locus_tag
PMM1424,MED4_1_1306399_1367064,possible Uncharacterized protein family UPF003,PMM1424,locus_tag:locus_tag
PMM1425,MED4_1_1306399_1367064,peptidase S1C,PMM1425,locus_tag:locus_tag
PMM1426,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1426,locus_tag:locus_tag
PMM1975,MED4_1_1306399_1367064,uncharacterized conserved membrane protein,PMM1975,locus_tag:locus_tag
PMM1976,MED4_1_1306399_1367064,pepSY-associated TM helix family protein,PMM1976,locus_tag:locus_tag
PMM1978,MED4_1_1306399_1367064,uncharacterized conserved membrane protein,PMM1978,locus_tag:locus_tag
PMM1980,MED4_1_1306399_1367064,uncharacterized conserved membrane protein PM-23,PMM1980,locus_tag:locus_tag
PMM1981,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1981,locus_tag:locus_tag
PMM1982,MED4_1_1306399_1367064,uncharacterized conserved membrane protein,PMM1982,locus_tag:locus_tag
PMM1983,MED4_1_1306399_1367064,uncharacterized conserved membrane protein,PMM1983,locus_tag:locus_tag
PMM1985,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1985,locus_tag:locus_tag
PMM1988,MED4_1_1306399_1367064,Conserved hypothetical protein,PMM1988,locus_tag:locus_tag
PMM1989,MED4_1_1306399_1367064,Conserved hypothetical protein,PMM1989,locus_tag:locus_tag
PMM1990,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1990,locus_tag:locus_tag
PMM1991,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1991,locus_tag:locus_tag
PMM1992,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1992,locus_tag:locus_tag
PMM1994,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1994,locus_tag:locus_tag
PMM1998,MED4_1_1306399_1367064,conserved hypothetical protein,PMM1998,locus_tag:locus_tag
PMM2002,MED4_1_1306399_1367064,conserved hypothetical protein (DUF3764),PMM2002,locus_tag:locus_tag
PMM2003,MED4_1_1306399_1367064,Conserved hypothetical protein,PMM2003,locus_tag:locus_tag
PMM2004,MED4_1_1306399_1367064,uncharacterized conserved secreted protein,PMM2004,locus_tag:locus_tag
PMM2005,MED4_1_1306399_1367064,conserved hypothetical protein,PMM2005,locus_tag:locus_tag
PMM2006,MED4_1_1306399_1367064,Hypothetical protein,PMM2006,locus_tag:locus_tag
PMM2007,MED4_1_1306399_1367064,Hypothetical protein,PMM2007,locus_tag:locus_tag
PMM2008,MED4_1_1306399_1367064,Hypothetical protein,PMM2008,locus_tag:locus_tag
PMM2009,MED4_1_1306399_1367064,conserved hypothetical protein,PMM2009,locus_tag:locus_tag
PMM2010,MED4_1_1306399_1367064,conserved hypothetical protein,PMM2010,locus_tag:locus_tag
PMM2011,MED4_1_1306399_1367064,conserved hypothetical protein,PMM2011,locus_tag:locus_tag
PMM2013,MED4_1_1306399_1367064,conserved hypothetical protein,PMM2013,locus_tag:locus_tag
PMM2014,MED4_1_1306399_1367064,Hypothetical protein,PMM2014,locus_tag:locus_tag
PMM2015,MED4_1_1306399_1367064,Hypothetical protein,PMM2015,locus_tag:locus_tag
PMM2065,MED4_1_1306399_1367064,Hypothetical protein,PMM2065,locus_tag:locus_tag
PMM2074,MED4_1_1306399_1367064,Hypothetical protein,PMM2074,locus_tag:locus_tag
PMM2077,MED4_1_1306399_1367064,Hypothetical protein,PMM2077,locus_tag:locus_tag
TX50_RS09500,MED4_1_1306399_1367064,hypothetical protein,TX50_RS09500,locus_tag:locus_tag
TX50_RS09970,MED4_1_1306399_1367064,hypothetical protein,TX50_RS09970,locus_tag:locus_tag
PMM0650,MED4_1_620091_628378,conserved hypothetical protein,PMM0650,locus_tag:locus_tag
PMM0651,MED4_1_620091_628378,conserved hypothetical protein,PMM0651,locus_tag:locus_tag
PMM0652,MED4_1_620091_628378,uncharacterized conserved secreted protein,PMM0652,locus_tag:locus_tag
PMM0653,MED4_1_620091_628378,lactoylglutathione lyase,PMM0653,locus_tag:locus_tag
PMM0654,MED4_1_620091_628378,uncharacterized membrane protein,PMM0654,locus_tag:locus_tag
PMM0655,MED4_1_620091_628378,"conserved hypothetical protein, Prochlorococcus-specific",PMM0655,locus_tag:locus_tag
PMM0656,MED4_1_620091_628378,putative membrane protein,PMM0656,locus_tag:locus_tag
PMM0657,MED4_1_620091_628378,conserved hypothetical protein,PMM0657,locus_tag:locus_tag
PMM0658,MED4_1_620091_628378,pseudouridine synthase,PMM0658,locus_tag:locus_tag
PMM0659,MED4_1_620091_628378,"NAD-dependent DNA ligase, N-terminal domain",PMM0659,locus_tag:locus_tag
PMM1853,MED4_1_620091_628378,Hypothetical protein,PMM1853,locus_tag:locus_tag
PMM1854,MED4_1_620091_628378,Conserved hypothetical protein,PMM1854,locus_tag:locus_tag
PMM1855,MED4_1_620091_628378,uncharacterized conserved membrane protein (DUF2839),PMM1855,locus_tag:locus_tag
PMM1857,MED4_1_620091_628378,uncharacterized conserved membrane protein,PMM1857,locus_tag:locus_tag
PMM1858,MED4_1_620091_628378,conserved hypothetical protein family PM-14,PMM1858,locus_tag:locus_tag
PMM1859,MED4_1_620091_628378,uncharacterized conserved membrane protein,PMM1859,locus_tag:locus_tag
TX50_RS09260,MED4_1_620091_628378,DUF4278 domain-containing protein,TX50_RS09260,locus_tag:locus_tag
PMM0685,MED4_1_653240_702447,conserved hypothetical protein,PMM0685,locus_tag:locus_tag
PMM0687,MED4_1_653240_702447,conserved hypothetical protein,PMM0687,locus_tag:locus_tag
PMM0688,MED4_1_653240_702447,NTF2-like domain-containing protein,PMM0688,locus_tag:locus_tag
PMM0689,MED4_1_653240_702447,high light inducible protein,PMM0689,locus_tag:locus_tag
PMM0690,MED4_1_653240_702447,high light inducible protein,PMM0690,locus_tag:locus_tag
PMM0691,MED4_1_653240_702447,tryptophan-rich conserved hypothetical protein CHP02450,PMM0691,locus_tag:locus_tag
PMM0692,MED4_1_653240_702447,conserved hypothetical protein,PMM0692,locus_tag:locus_tag
PMM0693,MED4_1_653240_702447,possible Hepatitis C virus envelope glycoprote,PMM0693,locus_tag:locus_tag
PMM0694,MED4_1_653240_702447,short-chain dehydrogenase/reductase (SDR) superfamily,PMM0694,locus_tag:locus_tag
PMM0695,MED4_1_653240_702447,Glutamine amidotransferase class-I,PMM0695,locus_tag:locus_tag
PMM0696,MED4_1_653240_702447,uncharacterized conserved membrane protein,PMM0696,locus_tag:locus_tag
PMM0697,MED4_1_653240_702447,possible uncharacterized conserved secreted protein,PMM0697,locus_tag:locus_tag
PMM0698,MED4_1_653240_702447,conserved hypothetical protein,PMM0698,locus_tag:locus_tag
PMM0699,MED4_1_653240_702447,uncharacterized conserved membrane protein,PMM0699,locus_tag:locus_tag
PMM0700,MED4_1_653240_702447,conserved hypothetical protein,PMM0700,locus_tag:locus_tag
PMM0701,MED4_1_653240_702447,conserved hypothetical protein,PMM0701,locus_tag:locus_tag
PMM0702,MED4_1_653240_702447,"uncharacterized conserved membrane protein, Prochlorococcus-specific",PMM0702,locus_tag:locus_tag
PMM0703,MED4_1_653240_702447,"protein of unknown function DUF1499, Prochlorococcus-specific",PMM0703,locus_tag:locus_tag
PMM0704,MED4_1_653240_702447,"potassium ion channel, VIC family",PMM0704,locus_tag:locus_tag
PMM0705,MED4_1_653240_702447,two-component system response regulator RR class II (RRII)-CheY-OmpR,PMM0705,locus_tag:locus_tag
PMM0706,MED4_1_653240_702447,"two-component system sensor histidine kinase, phosphate sensing PhoR",PMM0706,locus_tag:locus_tag
PMM0707,MED4_1_653240_702447,uncharacterized conserved secreted protein,PMM0707,locus_tag:locus_tag
PMM0708,MED4_1_653240_702447,probable alkaline phosphatase,PMM0708,locus_tag:locus_tag
PMM0709,MED4_1_653240_702447,outer membrane porin,PMM0709,locus_tag:locus_tag
PMM0710,MED4_1_653240_702447,"phosphate ABC transporter, phosphate-binding protein PstS",PMM0710,locus_tag:locus_tag
PMM0711,MED4_1_653240_702447,chromate transporter,PMM0711,locus_tag:locus_tag
PMM0712,MED4_1_653240_702447,"multidrug efflux transporter, MFS family",PMM0712,locus_tag:locus_tag
PMM0713,MED4_1_653240_702447,glyceraldehyde-3-phosphate dehydrogenase,PMM0713,locus_tag:locus_tag
PMM0714,MED4_1_653240_702447,"bacterial regulatory protein, ArsR family",PMM0714,locus_tag:locus_tag
PMM0715,MED4_1_653240_702447,conserved hypothetical protein,PMM0715,locus_tag:locus_tag
PMM0716,MED4_1_653240_702447,arsenate efflux pump,PMM0716,locus_tag:locus_tag
PMM0717,MED4_1_653240_702447,conserved hypothetical protein,PMM0717,locus_tag:locus_tag
PMM0718,MED4_1_653240_702447,"transcriptional regulator, Crp family",PMM0718,locus_tag:locus_tag
PMM0719,MED4_1_653240_702447,conserved hypothetical protein (DUF3764),PMM0719,locus_tag:locus_tag
PMM0720,MED4_1_653240_702447,conserved hypothetical protein,PMM0720,locus_tag:locus_tag
PMM0721,MED4_1_653240_702447,possible Myosin N-terminal SH3-like domain,PMM0721,locus_tag:locus_tag
PMM0722,MED4_1_653240_702447,conserved hypothetical protein,PMM0722,locus_tag:locus_tag
PMM0723,MED4_1_653240_702447,ABC-type phosphate transport system permease component,PMM0723,locus_tag:locus_tag
PMM0724,MED4_1_653240_702447,ABC-type phosphate transport system permease component,PMM0724,locus_tag:locus_tag
PMM0725,MED4_1_653240_702447,ABC-type phosphate transport system ATPase component,PMM0725,locus_tag:locus_tag
PMM0726,MED4_1_653240_702447,uncharacterized conserved secreted protein,PMM0726,locus_tag:locus_tag
PMM0727,MED4_1_653240_702447,"metallophosphoesterase, DNA ligase-associated",PMM0727,locus_tag:locus_tag
PMM0728,MED4_1_653240_702447,ATP-dependent Lhr-N-terminus-like helicase,PMM0728,locus_tag:locus_tag
PMM0729,MED4_1_653240_702447,ATP-dependent DNA ligase,PMM0729,locus_tag:locus_tag
PMM0730,MED4_1_653240_702447,putative mRNA 3-end processing factor,PMM0730,locus_tag:locus_tag
PMM0731,MED4_1_653240_702447,uncharacterized conserved membrane protein,PMM0731,locus_tag:locus_tag
PMM0732,MED4_1_653240_702447,"translation initiation factor IF-2, N-terminal domain-containing protein",PMM0732,locus_tag:locus_tag
PMM0733,MED4_1_653240_702447,conserved hypothetical protein,PMM0733,locus_tag:locus_tag
PMM0734,MED4_1_653240_702447,conserved hypothetical protein,PMM0734,locus_tag:locus_tag
PMM0735,MED4_1_653240_702447,conserved hypothetical protein,PMM0735,locus_tag:locus_tag
PMM0736,MED4_1_653240_702447,uncharacterized conserved lipoprotein,PMM0736,locus_tag:locus_tag
PMM0737,MED4_1_653240_702447,conserved hypothetical protein,PMM0737,locus_tag:locus_tag
PMM0738,MED4_1_653240_702447,conserved hypothetical protein,PMM0738,locus_tag:locus_tag
PMM0739,MED4_1_653240_702447,uncharacterized conserved metal-binding protein (DUF2103),PMM0739,locus_tag:locus_tag
PMM0740,MED4_1_653240_702447,cytochrome b6/f complex subunit VIII,PMM0740,locus_tag:locus_tag
PMM1860,MED4_1_653240_702447,conserved hypothetical protein,PMM1860,locus_tag:locus_tag
PMM1861,MED4_1_653240_702447,conserved hypothetical protein,PMM1861,locus_tag:locus_tag
PMM1863,MED4_1_653240_702447,Conserved hypothetical protein,PMM1863,locus_tag:locus_tag
PMM1864,MED4_1_653240_702447,Conserved hypothetical protein,PMM1864,locus_tag:locus_tag
PMM1865,MED4_1_653240_702447,Conserved hypothetical protein,PMM1865,locus_tag:locus_tag
PMM1866,MED4_1_653240_702447,conserved hypothetical protein,PMM1866,locus_tag:locus_tag
PMM1867,MED4_1_653240_702447,Hypothetical protein,PMM1867,locus_tag:locus_tag
PMM1868,MED4_1_653240_702447,conserved hypothetical protein,PMM1868,locus_tag:locus_tag
PMM1870,MED4_1_653240_702447,conserved hypothetical protein,PMM1870,locus_tag:locus_tag
PMM1871,MED4_1_653240_702447,conserved hypothetical protein,PMM1871,locus_tag:locus_tag
PMM1872,MED4_1_653240_702447,uncharacterized conserved membrane protein,PMM1872,locus_tag:locus_tag
PMM1873,MED4_1_653240_702447,conserved hypothetical protein,PMM1873,locus_tag:locus_tag
PMM1874,MED4_1_653240_702447,Conserved hypothetical protein,PMM1874,locus_tag:locus_tag
PMM1877,MED4_1_653240_702447,possible uncharacterized conserved secreted protein,PMM1877,locus_tag:locus_tag
PMM1880,MED4_1_653240_702447,conserved hypothetical protein,PMM1880,locus_tag:locus_tag
PMM1881,MED4_1_653240_702447,Conserved hypothetical protein,PMM1881,locus_tag:locus_tag
PMM1882,MED4_1_653240_702447,hypothetical protein,PMM1882,locus_tag:locus_tag
PMM1883,MED4_1_653240_702447,conserved hypothetical protein,PMM1883,locus_tag:locus_tag
PMM1884,MED4_1_653240_702447,conserved hypothetical protein,PMM1884,locus_tag:locus_tag
PMM1885,MED4_1_653240_702447,conserved hypothetical protein,PMM1885,locus_tag:locus_tag
PMM1887,MED4_1_653240_702447,conserved hypothetical protein,PMM1887,locus_tag:locus_tag
PMM2046,MED4_1_653240_702447,uncharacterized conserved membrane protein,PMM2046,locus_tag:locus_tag
TX50_RS03815,MED4_1_653240_702447,hypothetical protein,TX50_RS03815,locus_tag:locus_tag
TX50_RS09860,MED4_1_653240_702447,conserved hypothetical protein,TX50_RS09860,locus_tag:locus_tag
PMM0804,MED4_1_762769_774459,ferritin,PMM0804,locus_tag:locus_tag
