locus_tag,island_id,product,resolved_locus_tag,resolution_method
A9601_14171,AS9601_1_1158929_1245625,imidazole glycerol phosphate synthase subunit hisH protein family,A9601_14171,locus_tag:locus_tag
A9601_14181,AS9601_1_1158929_1245625,FAD/NAD-binding oxidoreductase,A9601_14181,locus_tag:locus_tag
A9601_14191,AS9601_1_1158929_1245625,polysaccharide biosynthesis family protein,A9601_14191,locus_tag:locus_tag
A9601_14201,AS9601_1_1158929_1245625,hypothetical protein,A9601_14201,locus_tag:locus_tag
A9601_14211,AS9601_1_1158929_1245625,hypothetical protein,A9601_14211,locus_tag:locus_tag
A9601_14221,AS9601_1_1158929_1245625,NAD dependent epimerase/dehydratase family protein,A9601_14221,locus_tag:locus_tag
A9601_14231,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14231,locus_tag:locus_tag
A9601_14241,AS9601_1_1158929_1245625,"N,N'-diacetyllegionaminate synthase",A9601_14241,locus_tag:locus_tag
A9601_14251,AS9601_1_1158929_1245625,"possible beta-glycosyltransferase, family 2",A9601_14251,locus_tag:locus_tag
A9601_14261,AS9601_1_1158929_1245625,cytidylyltransferase family protein,A9601_14261,locus_tag:locus_tag
A9601_14271,AS9601_1_1158929_1245625,NAD dependent epimerase/dehydratase family protein,A9601_14271,locus_tag:locus_tag
A9601_14291,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14291,locus_tag:locus_tag
A9601_14301,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14301,locus_tag:locus_tag
A9601_14311,AS9601_1_1158929_1245625,ABC multidrug efflux transporter,A9601_14311,locus_tag:locus_tag
A9601_14321,AS9601_1_1158929_1245625,"type I secretion system ABC transporter, HlyD family",A9601_14321,locus_tag:locus_tag
A9601_14331,AS9601_1_1158929_1245625,nucleotide-diphospho-sugar transferase,A9601_14331,locus_tag:locus_tag
A9601_14341,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14341,locus_tag:locus_tag
A9601_14351,AS9601_1_1158929_1245625,hypothetical protein,A9601_14351,locus_tag:locus_tag
A9601_14361,AS9601_1_1158929_1245625,putative secreted protease domain protein,A9601_14361,locus_tag:locus_tag
A9601_14381,AS9601_1_1158929_1245625,SAM-dependent methyltransferase,A9601_14381,locus_tag:locus_tag
A9601_14391,AS9601_1_1158929_1245625,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",A9601_14391,locus_tag:locus_tag
A9601_14401,AS9601_1_1158929_1245625,mobA-like NTP transferase domain protein,A9601_14401,locus_tag:locus_tag
A9601_14411,AS9601_1_1158929_1245625,D-sedoheptulose 7-phosphate isomerase,A9601_14411,locus_tag:locus_tag
A9601_14421,AS9601_1_1158929_1245625,cytidyltransferase-like domain protein,A9601_14421,locus_tag:locus_tag
A9601_14431,AS9601_1_1158929_1245625,polysaccharide biosynthesis family protein,A9601_14431,locus_tag:locus_tag
A9601_14441,AS9601_1_1158929_1245625,possible beta-glycosyltransferase,A9601_14441,locus_tag:locus_tag
A9601_14451,AS9601_1_1158929_1245625,methyltransferase domain protein,A9601_14451,locus_tag:locus_tag
A9601_14461,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14461,locus_tag:locus_tag
A9601_14471,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14471,locus_tag:locus_tag
A9601_14481,AS9601_1_1158929_1245625,hypothetical protein,A9601_14481,locus_tag:locus_tag
A9601_14491,AS9601_1_1158929_1245625,hypothetical protein distantly related to glycosyltransferases,A9601_14491,locus_tag:locus_tag
A9601_14501,AS9601_1_1158929_1245625,"ABC transporter type 1, ATPase component",A9601_14501,locus_tag:locus_tag
A9601_14511,AS9601_1_1158929_1245625,S-adenosyl-L-methionine-dependent methyltransferase,A9601_14511,locus_tag:locus_tag
A9601_14521,AS9601_1_1158929_1245625,"alcohol dehydrogenase protein superfamily, zinc-type",A9601_14521,locus_tag:locus_tag
A9601_14531,AS9601_1_1158929_1245625,NAD dependent epimerase/dehydratase family protein,A9601_14531,locus_tag:locus_tag
A9601_14541,AS9601_1_1158929_1245625,"transketolase, N-terminal domain-like protein",A9601_14541,locus_tag:locus_tag
A9601_14551,AS9601_1_1158929_1245625,"transketolase, C-terminal domain",A9601_14551,locus_tag:locus_tag
A9601_14561,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14561,locus_tag:locus_tag
A9601_14571,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14571,locus_tag:locus_tag
A9601_14581,AS9601_1_1158929_1245625,NAD dependent epimerase/dehydratase,A9601_14581,locus_tag:locus_tag
A9601_14591,AS9601_1_1158929_1245625,NAD(P)-binding Rossmann-like domain protein,A9601_14591,locus_tag:locus_tag
A9601_14601,AS9601_1_1158929_1245625,conserved hypothetical protein,A9601_14601,locus_tag:locus_tag
A9601_RS18910,AS9601_1_1158929_1245625,carbamoyltransferase N-terminal domain-containing protein,A9601_RS18910,locus_tag:locus_tag
A9601_15581,AS9601_1_1335893_1376829,3-oxo-5-alpha-steroid 4-dehydrogenase C-terminal domain-containing protein,A9601_15581,locus_tag:locus_tag
A9601_15591,AS9601_1_1335893_1376829,pyridoxamine 5'-phosphate oxidase,A9601_15591,locus_tag:locus_tag
A9601_15601,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein,A9601_15601,locus_tag:locus_tag
A9601_15611,AS9601_1_1335893_1376829,"uncharacterized conserved membrane protein, DoxX family",A9601_15611,locus_tag:locus_tag
A9601_15621,AS9601_1_1335893_1376829,FAD binding domain of DNA photolyase,A9601_15621,locus_tag:locus_tag
A9601_15631,AS9601_1_1335893_1376829,NAD-dependent DNA ligase N-terminal adenylation domain,A9601_15631,locus_tag:locus_tag
A9601_15641,AS9601_1_1335893_1376829,short-chain dehydrogenase/reductase (SDR) superfamily,A9601_15641,locus_tag:locus_tag
A9601_15651,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15651,locus_tag:locus_tag
A9601_15661,AS9601_1_1335893_1376829,UDP-N-acetylmuramoylalanine--D-glutamate ligase,A9601_15661,locus_tag:locus_tag
A9601_15671,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15671,locus_tag:locus_tag
A9601_15681,AS9601_1_1335893_1376829,pirin-like protein,A9601_15681,locus_tag:locus_tag
A9601_15691,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15691,locus_tag:locus_tag
A9601_15701,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15701,locus_tag:locus_tag
A9601_15711,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15711,locus_tag:locus_tag
A9601_15721,AS9601_1_1335893_1376829,GAF domain-containing protein,A9601_15721,locus_tag:locus_tag
A9601_15731,AS9601_1_1335893_1376829,"flavoprotein, HI0933 family",A9601_15731,locus_tag:locus_tag
A9601_15741,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein,A9601_15741,locus_tag:locus_tag
A9601_15751,AS9601_1_1335893_1376829,drug/metabolite transporter (DMT) superfamily efflux protein,A9601_15751,locus_tag:locus_tag
A9601_15781,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15781,locus_tag:locus_tag
A9601_15791,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15791,locus_tag:locus_tag
A9601_15801,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein,A9601_15801,locus_tag:locus_tag
A9601_15811,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein,A9601_15811,locus_tag:locus_tag
A9601_15821,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15821,locus_tag:locus_tag
A9601_15831,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15831,locus_tag:locus_tag
A9601_15841,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15841,locus_tag:locus_tag
A9601_15851,AS9601_1_1335893_1376829,possible M protein repeat,A9601_15851,locus_tag:locus_tag
A9601_15861,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15861,locus_tag:locus_tag
A9601_15871,AS9601_1_1335893_1376829,delta-12 fatty acid desaturase DesA3,A9601_15871,locus_tag:locus_tag
A9601_15881,AS9601_1_1335893_1376829,Conserved hypothetical protein,A9601_15881,locus_tag:locus_tag
A9601_15891,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15891,locus_tag:locus_tag
A9601_15901,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15901,locus_tag:locus_tag
A9601_15911,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15911,locus_tag:locus_tag
A9601_15931,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15931,locus_tag:locus_tag
A9601_15941,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_15941,locus_tag:locus_tag
A9601_15951,AS9601_1_1335893_1376829,high light inducible protein,A9601_15951,locus_tag:locus_tag
A9601_15961,AS9601_1_1335893_1376829,high light inducible protein,A9601_15961,locus_tag:locus_tag
A9601_15981,AS9601_1_1335893_1376829,high light inducible protein,A9601_15981,locus_tag:locus_tag
A9601_16001,AS9601_1_1335893_1376829,"lipopolysaccharide export system, permease component",A9601_16001,locus_tag:locus_tag
A9601_16011,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16011,locus_tag:locus_tag
A9601_16021,AS9601_1_1335893_1376829,Conserved hypothetical protein,A9601_16021,locus_tag:locus_tag
A9601_16031,AS9601_1_1335893_1376829,"possible bacterial extracellular solute-binding protein, family 3",A9601_16031,locus_tag:locus_tag
A9601_16051,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16051,locus_tag:locus_tag
A9601_16061,AS9601_1_1335893_1376829,"conserved hypothetical protein, Prochlorococcus-specific",A9601_16061,locus_tag:locus_tag
A9601_16081,AS9601_1_1335893_1376829,NTF2-like domain-containing protein,A9601_16081,locus_tag:locus_tag
A9601_16101,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16101,locus_tag:locus_tag
A9601_16111,AS9601_1_1335893_1376829,dolichyl-phosphate-mannose-mannosyltransferase family protein,A9601_16111,locus_tag:locus_tag
A9601_16121,AS9601_1_1335893_1376829,Conserved hypothetical protein,A9601_16121,locus_tag:locus_tag
A9601_16131,AS9601_1_1335893_1376829,Conserved hypothetical protein,A9601_16131,locus_tag:locus_tag
A9601_16151,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein,A9601_16151,locus_tag:locus_tag
A9601_16191,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16191,locus_tag:locus_tag
A9601_16201,AS9601_1_1335893_1376829,RmlC-like cupin domain-containing protein,A9601_16201,locus_tag:locus_tag
A9601_16211,AS9601_1_1335893_1376829,putative lysine decarboxylase family protein,A9601_16211,locus_tag:locus_tag
A9601_16231,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16231,locus_tag:locus_tag
A9601_16251,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16251,locus_tag:locus_tag
A9601_16261,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16261,locus_tag:locus_tag
A9601_16271,AS9601_1_1335893_1376829,polysaccharide biosynthesis/export family protein,A9601_16271,locus_tag:locus_tag
A9601_16281,AS9601_1_1335893_1376829,conserved hypothetical protein,A9601_16281,locus_tag:locus_tag
A9601_16291,AS9601_1_1335893_1376829,conserved hypothetical protein (DUF3764),A9601_16291,locus_tag:locus_tag
A9601_RS18520,AS9601_1_1335893_1376829,hypothetical protein,A9601_RS18520,locus_tag:locus_tag
A9601_RS18820,AS9601_1_1335893_1376829,hypothetical protein,A9601_RS18820,locus_tag:locus_tag
A9601_RS18965,AS9601_1_1335893_1376829,uncharacterized conserved membrane protein PM-23,A9601_RS18965,locus_tag:locus_tag
A9601_03621,AS9601_1_332989_338409,uncharacterized conserved glutamine-rich protein,A9601_03621,locus_tag:locus_tag
A9601_03641,AS9601_1_332989_338409,uncharacterized conserved membrane protein,A9601_03641,locus_tag:locus_tag
A9601_03651,AS9601_1_332989_338409,plastoquinol terminal oxidase,A9601_03651,locus_tag:locus_tag
A9601_03661,AS9601_1_332989_338409,conserved hypothetical protein,A9601_03661,locus_tag:locus_tag
A9601_03671,AS9601_1_332989_338409,conserved hypothetical protein,A9601_03671,locus_tag:locus_tag
A9601_03681,AS9601_1_332989_338409,conserved hypothetical protein,A9601_03681,locus_tag:locus_tag
A9601_03691,AS9601_1_332989_338409,conserved hypothetical protein CHP03894,A9601_03691,locus_tag:locus_tag
A9601_03701,AS9601_1_332989_338409,Conserved hypothetical protein,A9601_03701,locus_tag:locus_tag
A9601_03711,AS9601_1_332989_338409,carotenoid isomerase protein family,A9601_03711,locus_tag:locus_tag
A9601_03891,AS9601_1_345345_380713,glycosyl transferase 11 family protein,A9601_03891,locus_tag:locus_tag
A9601_03901,AS9601_1_345345_380713,possible Glycosyl transferase,A9601_03901,locus_tag:locus_tag
A9601_03911,AS9601_1_345345_380713,proline iminopeptidase,A9601_03911,locus_tag:locus_tag
A9601_03921,AS9601_1_345345_380713,Conserved hypothetical protein,A9601_03921,locus_tag:locus_tag
A9601_03931,AS9601_1_345345_380713,possible cryptochrome,A9601_03931,locus_tag:locus_tag
A9601_03941,AS9601_1_345345_380713,thiaminase II,A9601_03941,locus_tag:locus_tag
A9601_03951,AS9601_1_345345_380713,bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase,A9601_03951,locus_tag:locus_tag
A9601_03961,AS9601_1_345345_380713,conserved hypothetical protein,A9601_03961,locus_tag:locus_tag
A9601_03971,AS9601_1_345345_380713,conserved hypothetical protein,A9601_03971,locus_tag:locus_tag
A9601_03981,AS9601_1_345345_380713,conserved hypothetical protein DUF985,A9601_03981,locus_tag:locus_tag
A9601_03991,AS9601_1_345345_380713,conserved hypothetical protein,A9601_03991,locus_tag:locus_tag
A9601_04011,AS9601_1_345345_380713,conserved hypothetical protein (DUF3764),A9601_04011,locus_tag:locus_tag
A9601_04021,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04021,locus_tag:locus_tag
A9601_04031,AS9601_1_345345_380713,Conserved hypothetical protein,A9601_04031,locus_tag:locus_tag
A9601_04041,AS9601_1_345345_380713,Conserved hypothetical protein,A9601_04041,locus_tag:locus_tag
A9601_04051,AS9601_1_345345_380713,Conserved hypothetical protein,A9601_04051,locus_tag:locus_tag
A9601_04061,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04061,locus_tag:locus_tag
A9601_04071,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04071,locus_tag:locus_tag
A9601_04101,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04101,locus_tag:locus_tag
A9601_04111,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04111,locus_tag:locus_tag
A9601_04121,AS9601_1_345345_380713,uncharacterized conserved secreted protein,A9601_04121,locus_tag:locus_tag
A9601_04151,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04151,locus_tag:locus_tag
A9601_04161,AS9601_1_345345_380713,short chain dehydrogenase family protein,A9601_04161,locus_tag:locus_tag
A9601_04171,AS9601_1_345345_380713,putative restriction endonuclease,A9601_04171,locus_tag:locus_tag
A9601_04181,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04181,locus_tag:locus_tag
A9601_04191,AS9601_1_345345_380713,possible M protein repeat,A9601_04191,locus_tag:locus_tag
A9601_04201,AS9601_1_345345_380713,high light inducible protein,A9601_04201,locus_tag:locus_tag
A9601_04211,AS9601_1_345345_380713,high light inducible protein,A9601_04211,locus_tag:locus_tag
A9601_04231,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04231,locus_tag:locus_tag
A9601_04241,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04241,locus_tag:locus_tag
A9601_04251,AS9601_1_345345_380713,uncharacterized TonB box-containing membrane protein,A9601_04251,locus_tag:locus_tag
A9601_04261,AS9601_1_345345_380713,Conserved hypothetical protein,A9601_04261,locus_tag:locus_tag
A9601_04271,AS9601_1_345345_380713,DNA G:T mismatch repair endonuclease,A9601_04271,locus_tag:locus_tag
A9601_04281,AS9601_1_345345_380713,Putative Type II restriction endonuclease,A9601_04281,locus_tag:locus_tag
A9601_04291,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04291,locus_tag:locus_tag
A9601_04301,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04301,locus_tag:locus_tag
A9601_04311,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04311,locus_tag:locus_tag
A9601_04321,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04321,locus_tag:locus_tag
A9601_04331,AS9601_1_345345_380713,Putative Type II cytosine-methyltransferase,A9601_04331,locus_tag:locus_tag
A9601_04341,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04341,locus_tag:locus_tag
A9601_04351,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04351,locus_tag:locus_tag
A9601_04361,AS9601_1_345345_380713,conserved hypothetical protein,A9601_04361,locus_tag:locus_tag
A9601_04371,AS9601_1_345345_380713,phage integrase family protein,A9601_04371,locus_tag:locus_tag
A9601_RS18475,AS9601_1_345345_380713,photosystem I reaction center subunit XII,A9601_RS18475,locus_tag:locus_tag
A9601_RS18485,AS9601_1_345345_380713,DUF3764 family protein,A9601_RS18485,locus_tag:locus_tag
A9601_07401,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07401,locus_tag:locus_tag
A9601_07411,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07411,locus_tag:locus_tag
A9601_07431,AS9601_1_659321_690119,"NAD-dependent DNA ligase, N-terminal domain",A9601_07431,locus_tag:locus_tag
A9601_07441,AS9601_1_659321_690119,Hypothetical protein,A9601_07441,locus_tag:locus_tag
A9601_07451,AS9601_1_659321_690119,uncharacterized conserved membrane protein,A9601_07451,locus_tag:locus_tag
A9601_07461,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07461,locus_tag:locus_tag
A9601_07471,AS9601_1_659321_690119,conserved hypothetical protein (DUF1651),A9601_07471,locus_tag:locus_tag
A9601_07481,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07481,locus_tag:locus_tag
A9601_07491,AS9601_1_659321_690119,uncharacterized conserved membrane protein,A9601_07491,locus_tag:locus_tag
A9601_07501,AS9601_1_659321_690119,high light inducible protein,A9601_07501,locus_tag:locus_tag
A9601_07521,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07521,locus_tag:locus_tag
A9601_07531,AS9601_1_659321_690119,tryptophan-rich conserved hypothetical protein CHP02450,A9601_07531,locus_tag:locus_tag
A9601_07541,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07541,locus_tag:locus_tag
A9601_07551,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07551,locus_tag:locus_tag
A9601_07561,AS9601_1_659321_690119,uncharacterized conserved membrane protein,A9601_07561,locus_tag:locus_tag
A9601_07571,AS9601_1_659321_690119,short-chain dehydrogenase/reductase (SDR) superfamily,A9601_07571,locus_tag:locus_tag
A9601_07591,AS9601_1_659321_690119,uncharacterized conserved membrane protein,A9601_07591,locus_tag:locus_tag
A9601_07601,AS9601_1_659321_690119,possible uncharacterized conserved secreted protein,A9601_07601,locus_tag:locus_tag
A9601_07611,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07611,locus_tag:locus_tag
A9601_07621,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07621,locus_tag:locus_tag
A9601_07641,AS9601_1_659321_690119,uncharacterized conserved membrane protein,A9601_07641,locus_tag:locus_tag
A9601_07651,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07651,locus_tag:locus_tag
A9601_07661,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07661,locus_tag:locus_tag
A9601_07671,AS9601_1_659321_690119,conserved hypothetical protein,A9601_07671,locus_tag:locus_tag
A9601_07681,AS9601_1_659321_690119,"uncharacterized conserved membrane protein, Prochlorococcus-specific",A9601_07681,locus_tag:locus_tag
A9601_07711,AS9601_1_659321_690119,"protein of unknown function DUF1499, Prochlorococcus-specific",A9601_07711,locus_tag:locus_tag
A9601_07731,AS9601_1_659321_690119,"potassium ion channel, VIC family",A9601_07731,locus_tag:locus_tag
A9601_07741,AS9601_1_659321_690119,"phosphate ABC transporter, phosphate-binding protein PstS",A9601_07741,locus_tag:locus_tag
A9601_07751,AS9601_1_659321_690119,ABC-type phosphate transport system permease component,A9601_07751,locus_tag:locus_tag
A9601_07761,AS9601_1_659321_690119,ABC-type phosphate transport system permease component,A9601_07761,locus_tag:locus_tag
A9601_07771,AS9601_1_659321_690119,ABC-type phosphate transport system ATPase component,A9601_07771,locus_tag:locus_tag
A9601_07791,AS9601_1_659321_690119,Conserved hypothetical protein,A9601_07791,locus_tag:locus_tag
A9601_07801,AS9601_1_659321_690119,uncharacterized conserved secreted protein,A9601_07801,locus_tag:locus_tag
A9601_07811,AS9601_1_659321_690119,"metallophosphoesterase, DNA ligase-associated",A9601_07811,locus_tag:locus_tag
