locus_tag,island_id,product
PMT1570,MIT9313_1_1644799_1671346,hypothetical protein
PMT1572,MIT9313_1_1644799_1671346,hypothetical protein
PMT_1564,MIT9313_1_1644799_1671346,hypothetical protein
PMT_2742,MIT9313_1_1644799_1671346,"possible DNA gyrase/topoisomerase IV, subunit"
RG24_RS08385,MIT9313_1_1644799_1671346,hypothetical protein
PMT2076,MIT9313_1_2183968_2194397,possible Paralytic/GBP/PSP peptide
PMT2077,MIT9313_1_2183968_2194397,"small-conductance mechanosensitive ion channel, MscS family"
PMT2080,MIT9313_1_2183968_2194397,uncharacterized conserved membrane protein
PMT_2079,MIT9313_1_2183968_2194397,conserved hypothetical protein
PMT_2875,MIT9313_1_2183968_2194397,Conserved hypothetical protein
PMT_2879,MIT9313_1_2183968_2194397,Conserved hypothetical protein
PMT_2883,MIT9313_1_2183968_2194397,rubredoxin
AKG35_RS13115,MIT9313_1_2231211_2276195,hypothetical protein
AKG35_RS13590,MIT9313_1_2231211_2276195,hypothetical protein
AKG35_RS13675,MIT9313_1_2231211_2276195,hypothetical protein
PMT2114,MIT9313_1_2231211_2276195,possible FYVE zinc finger
PMT2115,MIT9313_1_2231211_2276195,conserved hypothetical protein
PMT2116,MIT9313_1_2231211_2276195,conserved hypothetical protein
PMT2117,MIT9313_1_2231211_2276195,possible D12 class N6 adenine-specific DNA met
PMT2118,MIT9313_1_2231211_2276195,Hypothetical protein
PMT2121,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT2123,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT2124,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT2126,MIT9313_1_2231211_2276195,phage integrase family protein
PMT2127,MIT9313_1_2231211_2276195,possible Ser/Thr protein phosphatase
PMT2128,MIT9313_1_2231211_2276195,possible (AF314193) Toutatis
PMT2130,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT2131,MIT9313_1_2231211_2276195,nif11-like leader peptide domain protein
PMT2132,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT2135,MIT9313_1_2231211_2276195,glutamate N-acetyltransferase/amino-acid acetyltransferase
PMT2136,MIT9313_1_2231211_2276195,dephospho-CoA kinase
PMT2137,MIT9313_1_2231211_2276195,conserved hypothetical protein
PMT2138,MIT9313_1_2231211_2276195,hypothetical protein
PMT2139,MIT9313_1_2231211_2276195,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B
PMT2140,MIT9313_1_2231211_2276195,glycine oxidase
PMT2141,MIT9313_1_2231211_2276195,bacteriocin-type transport-associated family protein
PMT2142,MIT9313_1_2231211_2276195,hypothetical protein
PMT2143,MIT9313_1_2231211_2276195,ABC multidrug efflux transporter
PMT2144,MIT9313_1_2231211_2276195,NHLM bacteriocin system secretion protein
PMT2145,MIT9313_1_2231211_2276195,"NHLM bacteriocin system ABC transporter, peptidase/ATP-binding protein"
PMT2146,MIT9313_1_2231211_2276195,adenylate cyclase
PMT2148,MIT9313_1_2231211_2276195,nucleoside diphosphate kinase
PMT2149,MIT9313_1_2231211_2276195,cyclic nucleotide-regulated small-conductance mechanosensitive ion channel
PMT2150,MIT9313_1_2231211_2276195,arginine decarboxylase
PMT2151,MIT9313_1_2231211_2276195,cyclic AMP receptor protein/DNA-binding transcriptional dual regulator
PMT2152,MIT9313_1_2231211_2276195,adenylate cyclase
PMT2153,MIT9313_1_2231211_2276195,conserved hypothetical protein
PMT2154,MIT9313_1_2231211_2276195,cyclic nucleotide-binding-like protein
PMT_2119,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2120,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2122,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2125,MIT9313_1_2231211_2276195,hypothetical protein
PMT_2129,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2134,MIT9313_1_2231211_2276195,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2147,MIT9313_1_2231211_2276195,conserved hypothetical protein
PMT_2155,MIT9313_1_2231211_2276195,possible MARCKS family
PMT_2156,MIT9313_1_2231211_2276195,PAP2 superfamily protein
PMT_2890,MIT9313_1_2231211_2276195,putative membrane protein
PMT_2896_pseudo,MIT9313_1_2231211_2276195,hypothetical protein
PMT_2897,MIT9313_1_2231211_2276195,bacteriocin-type signal sequence
PMT_2898,MIT9313_1_2231211_2276195,bacteriocin-type signal sequence
PMT_2899,MIT9313_1_2231211_2276195,Hypothetical protein
PMT_2901,MIT9313_1_2231211_2276195,Hypothetical protein
AKG35_RS12655,MIT9313_1_268946_306506,hypothetical protein
PMT0236,MIT9313_1_268946_306506,possible Ser/Thr protein phosphatase
PMT0237,MIT9313_1_268946_306506,possible (AF314193) Toutatis
PMT0238,MIT9313_1_268946_306506,bacteriocin-type signal sequence
PMT0239,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0243,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0244,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0246,MIT9313_1_268946_306506,possible Profilin
PMT0249,MIT9313_1_268946_306506,delta-12 fatty acid desaturase DesA2
PMT0250,MIT9313_1_268946_306506,type II lanthionine synthetase
PMT0251,MIT9313_1_268946_306506,possible Replication protein
PMT0252,MIT9313_1_268946_306506,putative lemA protein
PMT0253,MIT9313_1_268946_306506,possible Galanin
PMT0254,MIT9313_1_268946_306506,NifU-like protein
PMT0255,MIT9313_1_268946_306506,malate:quinone oxidoreductase
PMT0256,MIT9313_1_268946_306506,conserved hypothetical protein
PMT0257,MIT9313_1_268946_306506,GTP-binding protein LepA
PMT0258,MIT9313_1_268946_306506,von Willebrand factor A-like domain-containing protein
PMT0259,MIT9313_1_268946_306506,conserved hypothetical protein
PMT0261,MIT9313_1_268946_306506,uncharacterized conserved membrane protein
PMT0262,MIT9313_1_268946_306506,pilin polypeptide PilA-like N-terminal methylation domain-containing protein
PMT0264,MIT9313_1_268946_306506,conserved hypothetical protein
PMT0265,MIT9313_1_268946_306506,two-component sensor histidine kinase
PMT_0240,MIT9313_1_268946_306506,conserved hypothetical protein
PMT_0241,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0242,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0245,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0247,MIT9313_1_268946_306506,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0260,MIT9313_1_268946_306506,conserved hypothetical protein
PMT_0263,MIT9313_1_268946_306506,pilin
PMT_2320,MIT9313_1_268946_306506,Hypothetical protein
PMT_2323,MIT9313_1_268946_306506,Hypothetical protein
PMT_2324,MIT9313_1_268946_306506,bacteriocin-type signal sequence
PMT_2325,MIT9313_1_268946_306506,Hypothetical protein
PMT_2327,MIT9313_1_268946_306506,Conserved hypothetical protein
PMT_2332,MIT9313_1_268946_306506,conserved hypothetical protein
AKG35_RS13150,MIT9313_1_327108_358514,hypothetical protein
AKG35_RS13440,MIT9313_1_327108_358514,excalibur calcium-binding domain-containing protein
AKG35_RS13735,MIT9313_1_327108_358514,DUF805 domain-containing protein
PMT0290,MIT9313_1_327108_358514,phage integrase
PMT0291,MIT9313_1_327108_358514,"possible Zinc finger, C3HC4 type (RING finger)"
PMT0293,MIT9313_1_327108_358514,hypothetical protein
PMT0294,MIT9313_1_327108_358514,site-specific recombinase
PMT0295,MIT9313_1_327108_358514,tetratricopeptide repeat family protein
PMT0296,MIT9313_1_327108_358514,tetratricopeptide repeat family protein
PMT0298,MIT9313_1_327108_358514,conserved hypothetical protein
PMT0299,MIT9313_1_327108_358514,putative cation-dependent mannose-6-phosphate
PMT0300,MIT9313_1_327108_358514,tetratricopeptide repeat family protein
PMT0301,MIT9313_1_327108_358514,possible Fanconi anaemia group C protein
PMT0302,MIT9313_1_327108_358514,"type III restriction enzyme, res subunit"
PMT0303,MIT9313_1_327108_358514,conserved hypothetical protein
PMT0305,MIT9313_1_327108_358514,uncharacterized membrane protein
PMT0308,MIT9313_1_327108_358514,5-oxoprolinase (ATP-hydrolysing)
PMT0309,MIT9313_1_327108_358514,conserved hypothetical protein
PMT0310,MIT9313_1_327108_358514,conserved hypothetical protein distantly related to alpha-glycosyltransferases family 4
PMT0311,MIT9313_1_327108_358514,putative undecaprenyl-phosphate galactosephosphotransferase
PMT_0289,MIT9313_1_327108_358514,competence protein ComEC
PMT_0304,MIT9313_1_327108_358514,helix-turn-helix transcriptional regulator
PMT_0307,MIT9313_1_327108_358514,conserved hypothetical protein
PMT_2338,MIT9313_1_327108_358514,competence protein ComEC
PMT_2339,MIT9313_1_327108_358514,Hypothetical protein
PMT_2343,MIT9313_1_327108_358514,Hypothetical protein
PMT_2350,MIT9313_1_327108_358514,conserved hypothetical protein
RG24_RS01600,MIT9313_1_327108_358514,hypothetical protein
PMT0472,MIT9313_1_524676_541152,secreted protein of unknown function DUF2808
PMT0473,MIT9313_1_524676_541152,putative membrane protein
PMT0474,MIT9313_1_524676_541152,glutamate decarboxylase
PMT0475,MIT9313_1_524676_541152,GCN5-related N-acetyltransferase
PMT0478,MIT9313_1_524676_541152,conserved hypothetical protein
PMT0479,MIT9313_1_524676_541152,conserved hypothetical protein
PMT0480,MIT9313_1_524676_541152,short-chain dehydrogenase/reductase (SDR) superfamily
PMT0481,MIT9313_1_524676_541152,conserved hypothetical protein
PMT0482,MIT9313_1_524676_541152,TPR repeat-containing protein
PMT0483,MIT9313_1_524676_541152,possible Malic enzyme
PMT0484,MIT9313_1_524676_541152,possible Domain of unknown function DUF33
PMT0485,MIT9313_1_524676_541152,"uncharacterized secreted protein, Prochlorococcus-specific"
PMT0486,MIT9313_1_524676_541152,conserved hypothetical protein
PMT0489,MIT9313_1_524676_541152,uncharacterized conserved membrane protein
PMT_0488,MIT9313_1_524676_541152,conserved hypothetical protein
PMT_2376,MIT9313_1_524676_541152,Conserved hypothetical protein
PMT_2382,MIT9313_1_524676_541152,conserved hypothetical protein
PMT0541,MIT9313_1_588541_610831,pyruvate:ferredoxin (flavodoxin) oxidoreductase
PMT0542,MIT9313_1_588541_610831,"putative Na+/H+ antiporter, CPA1 family"
PMT0543,MIT9313_1_588541_610831,"beta-glycosyltransferase, family 2"
PMT0545,MIT9313_1_588541_610831,conserved hypothetical protein
PMT0546,MIT9313_1_588541_610831,uncharacterized TonB box-containing membrane protein
PMT0547,MIT9313_1_588541_610831,conserved hypothetical protein
PMT0548,MIT9313_1_588541_610831,short-chain dehydrogenase/reductase family
PMT0550,MIT9313_1_588541_610831,conserved hypothetical protein
PMT0551,MIT9313_1_588541_610831,dimethylglycine N-methyltransferase
PMT0552,MIT9313_1_588541_610831,glycine/sarcosine N-methyltransferase
PMT0553,MIT9313_1_588541_610831,"ABC-type proline/glycine betaine transport system, ATPase component"
PMT0554,MIT9313_1_588541_610831,"ABC-type glycine betaine/proline transporter, membrane component"
PMT0555,MIT9313_1_588541_610831,"ABC-type glycine betaine/proline transporter, substrate binding component"
PMT_0544,MIT9313_1_588541_610831,hypothetical protein
PMT_0549,MIT9313_1_588541_610831,Uncharacterized conserved membrane protein
PMT_2396,MIT9313_1_588541_610831,conserved hypothetical protein (DUF4278)
PMT_2397,MIT9313_1_588541_610831,Hypothetical protein
PMT_2399,MIT9313_1_588541_610831,Conserved hypothetical protein
AKG35_RS12745,MIT9313_1_795362_839128,hypothetical protein
PMT0731,MIT9313_1_795362_839128,spoIID/LytB domain protein
PMT0732,MIT9313_1_795362_839128,ATP adenylyltransferase
PMT0735,MIT9313_1_795362_839128,conserved hypothetical protein
PMT0736,MIT9313_1_795362_839128,DnaJ type IV chaperone protein
PMT0737,MIT9313_1_795362_839128,23S rRNA (uracil-5-)-methyltransferase
PMT0738,MIT9313_1_795362_839128,"phenylalanine--tRNA ligase, beta subunit"
PMT0740,MIT9313_1_795362_839128,30S ribosomal protein S18
PMT0741,MIT9313_1_795362_839128,exoribonuclease II
PMT0742,MIT9313_1_795362_839128,FAD dependent oxidoreductase
PMT0743,MIT9313_1_795362_839128,methionine--tRNA ligase
PMT0744,MIT9313_1_795362_839128,"LptC-related, lipopolysaccharide assembly protein"
PMT0745,MIT9313_1_795362_839128,cofactor assembly of complex C subunit CCB2
PMT0746,MIT9313_1_795362_839128,TerB-like domain containing protein
PMT0747,MIT9313_1_795362_839128,integral membrane protein involved in the photoprotection of photosystem II
PMT0748,MIT9313_1_795362_839128,proton extrusion protein
PMT0749,MIT9313_1_795362_839128,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
PMT0750,MIT9313_1_795362_839128,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
PMT0751,MIT9313_1_795362_839128,peptidase family M23
PMT0752,MIT9313_1_795362_839128,peptidoglycan-binding LysM
PMT0754,MIT9313_1_795362_839128,2-Cys peroxiredoxin
PMT0755,MIT9313_1_795362_839128,uncharacterized conserved membrane protein (UPF0182)
PMT0756,MIT9313_1_795362_839128,possible photosystem II D1 repair protein FtsH3
PMT0758,MIT9313_1_795362_839128,D-glycerate 3-kinase
PMT0759,MIT9313_1_795362_839128,conserved hypothetical protein
PMT0760,MIT9313_1_795362_839128,"HAD hydrolase, IA, variant 3 family protein"
PMT0761,MIT9313_1_795362_839128,single-stranded DNA-specific exonuclease
PMT0762,MIT9313_1_795362_839128,putative chloride channel
PMT0763,MIT9313_1_795362_839128,zinc- or iron-chelating domain-containing protein
PMT0764,MIT9313_1_795362_839128,uncharacterized membrane protein
PMT0765,MIT9313_1_795362_839128,uncharacterized membrane protein (UPF0016)
PMT0766,MIT9313_1_795362_839128,exoribonuclease R
PMT0767,MIT9313_1_795362_839128,3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PMT0769,MIT9313_1_795362_839128,NADH dehydrogenase subunit NdhV
PMT_0733,MIT9313_1_795362_839128,"RNA polymerase sigma factor, type III"
PMT_0739,MIT9313_1_795362_839128,50S ribosomal protein L33
PMT_0753,MIT9313_1_795362_839128,conserved hypothetical protein
PMT_0757,MIT9313_1_795362_839128,50S ribosomal protein L32
AKG35_RS12315,MIT9313_1_904788_1131090,DUF1651 domain-containing protein
AKG35_RS12750,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12780,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12790,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12795,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12810,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12820,MIT9313_1_904788_1131090,CCRG-2 family RiPP
AKG35_RS12830,MIT9313_1_904788_1131090,CCRG-2 family RiPP
AKG35_RS12835,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12880,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12885,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS12910,MIT9313_1_904788_1131090,cytochrome B6
AKG35_RS13180,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13185,MIT9313_1_904788_1131090,helix-turn-helix domain-containing protein
AKG35_RS13190,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13200,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13395,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13400,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13405,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13505,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13510,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13620,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13630,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13635,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13640,MIT9313_1_904788_1131090,hypothetical protein
AKG35_RS13755,MIT9313_1_904788_1131090,CCRG-2 family RiPP
AKG35_RS13760,MIT9313_1_904788_1131090,CCRG-2 family RiPP
PMT0826,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0827,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0828,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0830,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0832,MIT9313_1_904788_1131090,nif11-like leader peptide domain protein
PMT0834,MIT9313_1_904788_1131090,hypothetical protein
PMT0835,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0836,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0840,MIT9313_1_904788_1131090,conserved hypothetical protein DUF4278
PMT0843,MIT9313_1_904788_1131090,parB-like nuclease family protein
PMT0844,MIT9313_1_904788_1131090,histidine triad (HIT) family protein
PMT0845,MIT9313_1_904788_1131090,"possible Histidine kinase-, DNA gyrase B-, phy"
PMT0846,MIT9313_1_904788_1131090,copper resistance D family protein
PMT0847,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0848,MIT9313_1_904788_1131090,NADH dehydrogenase subunit NdhF (chain 5 or L)
PMT0850,MIT9313_1_904788_1131090,possible lyase class I-like protein superfamily
PMT0851,MIT9313_1_904788_1131090,calcineurin-like phosphoesterase family protein
PMT0852,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein DUF2721
PMT0853,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0854,MIT9313_1_904788_1131090,"small-conductance mechanosensitive ion channel, MscS family"
PMT0855,MIT9313_1_904788_1131090,isochorismatase-like hydrolase superfamily
PMT0856,MIT9313_1_904788_1131090,"large-conductance mechanosensitive ion channel, MscL family"
PMT0857,MIT9313_1_904788_1131090,conserved membrane protein
PMT0859,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein (DUF3721)
PMT0862,MIT9313_1_904788_1131090,radical SAM/Cys-rich domain protein
PMT0863,MIT9313_1_904788_1131090,glucosylglycerol 3-phosphatase
PMT0864,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0865,MIT9313_1_904788_1131090,AAA domain protein
PMT0866,MIT9313_1_904788_1131090,calcineurin-like phosphoesterase family protein
PMT0867,MIT9313_1_904788_1131090,winged helix-turn-helix DNA binding domain-containing protein
PMT0868,MIT9313_1_904788_1131090,aminoglycoside phosphotransferase
PMT0869,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0870,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0871,MIT9313_1_904788_1131090,light-dependent protochlorophyllide reductase
PMT0872,MIT9313_1_904788_1131090,CDP-alcohol phosphatidyltransferase
PMT0873,MIT9313_1_904788_1131090,transglycosylase-like protein
PMT0874,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0875,MIT9313_1_904788_1131090,O-acetylhomoserine aminocarboxypropyltransferase
PMT0876,MIT9313_1_904788_1131090,homoserine O-succinyltransferase
PMT0877,MIT9313_1_904788_1131090,protein kinase
PMT0878,MIT9313_1_904788_1131090,"alpha-ketoglutarate-dependent dioxygenase, AlkB-like superfamily"
PMT0880,MIT9313_1_904788_1131090,nuclease (SNase-like)
PMT0883,MIT9313_1_904788_1131090,Predicted protein family PM-11
PMT0884,MIT9313_1_904788_1131090,putative RIKEN cDNA 1200003J11; EST AA930106
PMT0886,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0888,MIT9313_1_904788_1131090,putative membrane protein
PMT0889,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0890,MIT9313_1_904788_1131090,putative Sec7 domain protein
PMT0891,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0892,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0893,MIT9313_1_904788_1131090,"BgtA-like ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), ATPase subunit"
PMT0894,MIT9313_1_904788_1131090,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein"
PMT0895,MIT9313_1_904788_1131090,putative membrane protein
PMT0896,MIT9313_1_904788_1131090,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), membrane protein"
PMT0897,MIT9313_1_904788_1131090,"ABC-type uptake transporter for acidic and neutral polar amino acids (N-II), substrate binding protein"
PMT0898,MIT9313_1_904788_1131090,putative antibiotic biosynthesis monooxygenase domain protein
PMT0899,MIT9313_1_904788_1131090,sulfate permease
PMT0900,MIT9313_1_904788_1131090,FAD domain-containing protein
PMT0901,MIT9313_1_904788_1131090,sirohydrochlorin cobaltochelatase
PMT0902,MIT9313_1_904788_1131090,conserved hypothetical protein (DUF2811)
PMT0903,MIT9313_1_904788_1131090,FAD binding domain protein
PMT0904,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0905,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT0908,MIT9313_1_904788_1131090,prohibitin-like protein
PMT0909,MIT9313_1_904788_1131090,sodium:dicarboxylate symporter
PMT0910,MIT9313_1_904788_1131090,ribokinase
PMT0912,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0914,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT0917,MIT9313_1_904788_1131090,putative membrane protein
PMT0918,MIT9313_1_904788_1131090,drug/metabolite transporter (DMT) superfamily efflux protein
PMT0919,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0920,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0921,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0924,MIT9313_1_904788_1131090,putative carbamoyl-phosphate synthase L chain
PMT0925,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0926,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT0927,MIT9313_1_904788_1131090,nif11-like leader peptide domain protein
PMT0930,MIT9313_1_904788_1131090,sulfite exporter TauE/SafE family protein
PMT0931,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0932,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0934,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0935,MIT9313_1_904788_1131090,possible GRAM domain
PMT0936,MIT9313_1_904788_1131090,hypothetical protein
PMT0937,MIT9313_1_904788_1131090,conserved hypothetical protein (DUF3303)
PMT0938,MIT9313_1_904788_1131090,TPR repeat-containing protein
PMT0939,MIT9313_1_904788_1131090,conserved hypothetical protein (DUF3764)
PMT0941,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0943,MIT9313_1_904788_1131090,hypothetical protein
PMT0945,MIT9313_1_904788_1131090,hypothetical protein
PMT0946,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0948,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT0949,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0950,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0951,MIT9313_1_904788_1131090,conserved hypothetical protein (DUF3303)
PMT0952,MIT9313_1_904788_1131090,possible Peptidase family M1
PMT0953,MIT9313_1_904788_1131090,possible Peptidase family M1
PMT0954,MIT9313_1_904788_1131090,vanW like family protein
PMT0955,MIT9313_1_904788_1131090,FAD-dependent pyridine nucleotide-disulfide oxidoreductase
PMT0956,MIT9313_1_904788_1131090,possible kinesin motor domain
PMT0958,MIT9313_1_904788_1131090,putative flagella basal body rod protein
PMT0959,MIT9313_1_904788_1131090,possible kinesin motor domain
PMT0962,MIT9313_1_904788_1131090,possible kinesin motor domain
PMT0964,MIT9313_1_904788_1131090,conserved hypothetical protein (DUF3303)
PMT0965,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0966,MIT9313_1_904788_1131090,calcineurin-like phosphoesterase family protein
PMT0967,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0972,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0974,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0975,MIT9313_1_904788_1131090,Hypothetical protein
