locus_tag,island_id,product
PMM1857,MED4_1_620091_628378,uncharacterized conserved membrane protein
PMM1858,MED4_1_620091_628378,conserved hypothetical protein family PM-14
PMM1859,MED4_1_620091_628378,uncharacterized conserved membrane protein
TX50_RS09260,MED4_1_620091_628378,DUF4278 domain-containing protein
PMM0685,MED4_1_653240_702447,conserved hypothetical protein
PMM0687,MED4_1_653240_702447,conserved hypothetical protein
PMM0688,MED4_1_653240_702447,NTF2-like domain-containing protein
PMM0689,MED4_1_653240_702447,high light inducible protein
PMM0690,MED4_1_653240_702447,high light inducible protein
PMM0691,MED4_1_653240_702447,tryptophan-rich conserved hypothetical protein CHP02450
PMM0692,MED4_1_653240_702447,conserved hypothetical protein
PMM0693,MED4_1_653240_702447,possible Hepatitis C virus envelope glycoprote
PMM0694,MED4_1_653240_702447,short-chain dehydrogenase/reductase (SDR) superfamily
PMM0695,MED4_1_653240_702447,Glutamine amidotransferase class-I
PMM0696,MED4_1_653240_702447,uncharacterized conserved membrane protein
PMM0697,MED4_1_653240_702447,possible uncharacterized conserved secreted protein
PMM0698,MED4_1_653240_702447,conserved hypothetical protein
PMM0699,MED4_1_653240_702447,uncharacterized conserved membrane protein
PMM0700,MED4_1_653240_702447,conserved hypothetical protein
PMM0701,MED4_1_653240_702447,conserved hypothetical protein
PMM0702,MED4_1_653240_702447,"uncharacterized conserved membrane protein, Prochlorococcus-specific"
PMM0703,MED4_1_653240_702447,"protein of unknown function DUF1499, Prochlorococcus-specific"
PMM0704,MED4_1_653240_702447,"potassium ion channel, VIC family"
PMM0705,MED4_1_653240_702447,two-component system response regulator RR class II (RRII)-CheY-OmpR
PMM0706,MED4_1_653240_702447,"two-component system sensor histidine kinase, phosphate sensing PhoR"
PMM0707,MED4_1_653240_702447,uncharacterized conserved secreted protein
PMM0708,MED4_1_653240_702447,probable alkaline phosphatase
PMM0709,MED4_1_653240_702447,outer membrane porin
PMM0710,MED4_1_653240_702447,"phosphate ABC transporter, phosphate-binding protein PstS"
PMM0711,MED4_1_653240_702447,chromate transporter
PMM0712,MED4_1_653240_702447,"multidrug efflux transporter, MFS family"
PMM0713,MED4_1_653240_702447,glyceraldehyde-3-phosphate dehydrogenase
PMM0714,MED4_1_653240_702447,"bacterial regulatory protein, ArsR family"
PMM0715,MED4_1_653240_702447,conserved hypothetical protein
PMM0716,MED4_1_653240_702447,arsenate efflux pump
PMM0717,MED4_1_653240_702447,conserved hypothetical protein
PMM0718,MED4_1_653240_702447,"transcriptional regulator, Crp family"
PMM0719,MED4_1_653240_702447,conserved hypothetical protein (DUF3764)
PMM0720,MED4_1_653240_702447,conserved hypothetical protein
PMM0721,MED4_1_653240_702447,possible Myosin N-terminal SH3-like domain
PMM0722,MED4_1_653240_702447,conserved hypothetical protein
PMM0723,MED4_1_653240_702447,ABC-type phosphate transport system permease component
PMM0724,MED4_1_653240_702447,ABC-type phosphate transport system permease component
PMM0725,MED4_1_653240_702447,ABC-type phosphate transport system ATPase component
PMM0726,MED4_1_653240_702447,uncharacterized conserved secreted protein
PMM0727,MED4_1_653240_702447,"metallophosphoesterase, DNA ligase-associated"
PMM0728,MED4_1_653240_702447,ATP-dependent Lhr-N-terminus-like helicase
PMM0729,MED4_1_653240_702447,ATP-dependent DNA ligase
PMM0730,MED4_1_653240_702447,putative mRNA 3-end processing factor
PMM0731,MED4_1_653240_702447,uncharacterized conserved membrane protein
PMM0732,MED4_1_653240_702447,"translation initiation factor IF-2, N-terminal domain-containing protein"
PMM0733,MED4_1_653240_702447,conserved hypothetical protein
PMM0734,MED4_1_653240_702447,conserved hypothetical protein
PMM0735,MED4_1_653240_702447,conserved hypothetical protein
PMM0736,MED4_1_653240_702447,uncharacterized conserved lipoprotein
PMM0737,MED4_1_653240_702447,conserved hypothetical protein
PMM0738,MED4_1_653240_702447,conserved hypothetical protein
PMM0739,MED4_1_653240_702447,uncharacterized conserved metal-binding protein (DUF2103)
PMM0740,MED4_1_653240_702447,cytochrome b6/f complex subunit VIII
PMM1860,MED4_1_653240_702447,conserved hypothetical protein
PMM1861,MED4_1_653240_702447,conserved hypothetical protein
PMM1863,MED4_1_653240_702447,Conserved hypothetical protein
PMM1864,MED4_1_653240_702447,Conserved hypothetical protein
PMM1865,MED4_1_653240_702447,Conserved hypothetical protein
PMM1866,MED4_1_653240_702447,conserved hypothetical protein
PMM1867,MED4_1_653240_702447,Hypothetical protein
PMM1868,MED4_1_653240_702447,conserved hypothetical protein
PMM1870,MED4_1_653240_702447,conserved hypothetical protein
PMM1871,MED4_1_653240_702447,conserved hypothetical protein
PMM1872,MED4_1_653240_702447,uncharacterized conserved membrane protein
PMM1873,MED4_1_653240_702447,conserved hypothetical protein
PMM1874,MED4_1_653240_702447,Conserved hypothetical protein
PMM1877,MED4_1_653240_702447,possible uncharacterized conserved secreted protein
PMM1880,MED4_1_653240_702447,conserved hypothetical protein
PMM1881,MED4_1_653240_702447,Conserved hypothetical protein
PMM1882,MED4_1_653240_702447,hypothetical protein
PMM1883,MED4_1_653240_702447,conserved hypothetical protein
PMM1884,MED4_1_653240_702447,conserved hypothetical protein
PMM1885,MED4_1_653240_702447,conserved hypothetical protein
PMM1887,MED4_1_653240_702447,conserved hypothetical protein
PMM2046,MED4_1_653240_702447,uncharacterized conserved membrane protein
TX50_RS03815,MED4_1_653240_702447,hypothetical protein
TX50_RS09860,MED4_1_653240_702447,conserved hypothetical protein
PMM0804,MED4_1_762769_774459,ferritin
PMM0805,MED4_1_762769_774459,"iron stress-induced protein, Prochlorococcus-specific"
PMM0806,MED4_1_762769_774459,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein"
PMM0807,MED4_1_762769_774459,ABC transporter family protein
PMM0808,MED4_1_762769_774459,chlorophyll b synthase / chlorophyllide a oxygenase
PMM0809,MED4_1_762769_774459,uncharacterized conserved secreted protein
PMM0810,MED4_1_762769_774459,conserved hypothetical protein
PMM0811,MED4_1_762769_774459,conserved hypothetical protein
PMM0812,MED4_1_762769_774459,conserved hypothetical protein
PMM0813,MED4_1_762769_774459,conserved hypothetical protein
PMM0814,MED4_1_762769_774459,conserved hypothetical protein
PMM0816,MED4_1_762769_774459,high light inducible protein
PMM0817,MED4_1_762769_774459,high light inducible protein
PMM0818,MED4_1_762769_774459,high light inducible protein
PMM1891,MED4_1_762769_774459,Conserved hypothetical protein
PMM1892,MED4_1_762769_774459,Conserved hypothetical protein
PMM1893,MED4_1_762769_774459,Conserved hypothetical protein
PMM1894,MED4_1_762769_774459,Conserved hypothetical protein
PMM1896,MED4_1_762769_774459,uncharacterized conserved secreted protein
PMM1897,MED4_1_762769_774459,conserved hypothetical protein
PMM1898,MED4_1_762769_774459,Conserved hypothetical protein
PMM0845,MED4_1_804368_826283,NADH dehydrogenase subunit NdhV
PMM0846,MED4_1_804368_826283,uncharacterized conserved membrane protein
PMM0847,MED4_1_804368_826283,exoribonuclease R
PMM0848,MED4_1_804368_826283,uncharacterized membrane protein (UPF0016)
PMM0849,MED4_1_804368_826283,uncharacterized membrane protein
PMM0850,MED4_1_804368_826283,zinc- or iron-chelating domain-containing protein
PMM0851,MED4_1_804368_826283,"HAD hydrolase, IA, variant 3 family protein"
PMM0852,MED4_1_804368_826283,conserved hypothetical protein
PMM0853,MED4_1_804368_826283,50S ribosomal protein L32
PMM0854,MED4_1_804368_826283,possible photosystem II D1 repair protein FtsH3
PMM0856,MED4_1_804368_826283,2-Cys peroxiredoxin
PMM0857,MED4_1_804368_826283,conserved hypothetical protein
PMM0858,MED4_1_804368_826283,conserved hypothetical protein
PMM0859,MED4_1_804368_826283,protein of unknown function (DUF1651)
PMM0860,MED4_1_804368_826283,possible Hantavirus glycoprotein G1
PMM0861,MED4_1_804368_826283,conserved hypothetical protein
PMM0862,MED4_1_804368_826283,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase
PMM0863,MED4_1_804368_826283,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase
PMM0864,MED4_1_804368_826283,uncharacterized conserved membrane protein
PMM0865,MED4_1_804368_826283,cofactor assembly of complex C subunit CCB2
PMM0866,MED4_1_804368_826283,possible SMC domain N terminal domain
PMM0867,MED4_1_804368_826283,methionine--tRNA ligase
PMM0868,MED4_1_804368_826283,exoribonuclease II
PMM0869,MED4_1_804368_826283,30S ribosomal protein S18
PMM0870,MED4_1_804368_826283,50S ribosomal protein L33
PMM1902,MED4_1_804368_826283,conserved hypothetical protein
PMM1903,MED4_1_804368_826283,Conserved hypothetical protein
PMM1904,MED4_1_804368_826283,conserved hypothetical protein
PMM1905,MED4_1_804368_826283,Conserved hypothetical protein
PMM1907,MED4_1_804368_826283,conserved hypothetical protein
PMM1910,MED4_1_804368_826283,Conserved hypothetical protein
PMM1911,MED4_1_804368_826283,conserved hypothetical protein
PMM1912,MED4_1_804368_826283,Hypothetical protein
PMM1913,MED4_1_804368_826283,Hypothetical protein
PMM1914,MED4_1_804368_826283,conserved hypothetical protein
TX50_RS09290,MED4_1_804368_826283,hypothetical protein
PMM0956,MED4_1_914516_973394,undecaprenyl-diphosphatase
PMM0957,MED4_1_914516_973394,putative gRAM domain
PMM0958,MED4_1_914516_973394,conserved hypothetical protein (DUF1830)
PMM0959,MED4_1_914516_973394,D-glycerate 3-kinase
PMM0960,MED4_1_914516_973394,glucosyl-3-phosphoglycerate phosphatase
PMM0961,MED4_1_914516_973394,possible glucosyl(mannosyl)glycerate-glucosidase
PMM0962,MED4_1_914516_973394,glucosyl-3-phosphoglycerate synthase
PMM0963,MED4_1_914516_973394,urease alpha subunit
PMM0964,MED4_1_914516_973394,urease beta subunit
PMM0965,MED4_1_914516_973394,urease gamma subunit
PMM0966,MED4_1_914516_973394,urease accessory protein UreD
PMM0967,MED4_1_914516_973394,urease accessory protein UreE
PMM0968,MED4_1_914516_973394,urease accessory protein UreF
PMM0969,MED4_1_914516_973394,urease accessory protein UreG
PMM0970,MED4_1_914516_973394,"ABC-type urea transporter, substrate binding component"
PMM0971,MED4_1_914516_973394,"ABC-type urea transporter, permease component"
PMM0972,MED4_1_914516_973394,"ABC-type urea transporter, membrane component"
PMM0973,MED4_1_914516_973394,"ABC-type urea transporter, ATP-binding component UrtD"
PMM0974,MED4_1_914516_973394,"ABC-type urea transporter, ATPase component UrtE"
PMM0975,MED4_1_914516_973394,conserved hypothetical protein (DUF2862)
PMM0976,MED4_1_914516_973394,ATP-binding cassette-type viologen exporter
PMM0977,MED4_1_914516_973394,"ATP-binding cassette-type viologen exporter, permease component"
PMM0978,MED4_1_914516_973394,ATP-binding cassette-type viologen exporter
PMM0979,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM0980,MED4_1_914516_973394,conserved hypothetical protein
PMM0981,MED4_1_914516_973394,sulfite exporter TauE/SafE family protein
PMM0982,MED4_1_914516_973394,HNH endonuclease
PMM0983,MED4_1_914516_973394,"uncharacterized secreted protein, Prochlorococcus-specific"
PMM0984,MED4_1_914516_973394,conserved hypothetical protein
PMM0985,MED4_1_914516_973394,phosphoribosyl transferase domain containing protein
PMM0986,MED4_1_914516_973394,nucleoside 2-deoxyribosyltransferase family protein
PMM0987,MED4_1_914516_973394,30S ribosomal protein S21
PMM0988,MED4_1_914516_973394,helix-hairpin-helix DNA-binding motif class 1-containing protein
PMM0989,MED4_1_914516_973394,possible uridine kinase
PMM0990,MED4_1_914516_973394,FAD/NAD-binding domain-containing protein
PMM0991,MED4_1_914516_973394,conserved hypothetical protein
PMM0992,MED4_1_914516_973394,conserved hypothetical protein
PMM0993,MED4_1_914516_973394,peptidase S51
PMM0994,MED4_1_914516_973394,acetyltransferase family protein
PMM0996,MED4_1_914516_973394,conserved hypothetical protein (DUF3303)
PMM0997,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM0998,MED4_1_914516_973394,conserved hypothetical protein
PMM0999,MED4_1_914516_973394,conserved hypothetical protein
PMM1000,MED4_1_914516_973394,conserved hypothetical protein
PMM1001,MED4_1_914516_973394,metallo-hydrolase/oxidoreductase
PMM1002,MED4_1_914516_973394,aminopeptidase N
PMM1003,MED4_1_914516_973394,conserved hypothetical protein
PMM1004,MED4_1_914516_973394,formate-dependent phosphoribosyl glycinamide formyl transferase
PMM1005,MED4_1_914516_973394,possible Legume lectins alpha domain
PMM1006,MED4_1_914516_973394,glutathione peroxidase
PMM1007,MED4_1_914516_973394,conserved hypothetical protein
PMM1008,MED4_1_914516_973394,uncharacterized conserved secreted protein
PMM1009,MED4_1_914516_973394,"TIM-barrel , nifR3 family protein"
PMM1010,MED4_1_914516_973394,FMN-binding split barrel domain-containing protein
PMM1011,MED4_1_914516_973394,uncharacterized conserved secreted protein
PMM1012,MED4_1_914516_973394,thioesterase superfamily protein
PMM1013,MED4_1_914516_973394,conserved hypothetical protein
PMM1014,MED4_1_914516_973394,type II-like restriction endonuclease
PMM1015,MED4_1_914516_973394,MAPEG family protein
PMM1017,MED4_1_914516_973394,plastid lipid-associated protein (PAP)/fibrillin family
PMM1018,MED4_1_914516_973394,conserved hypothetical protein
PMM1019,MED4_1_914516_973394,possible Integrin alpha cytoplasmic region
PMM1020,MED4_1_914516_973394,nif11-like leader peptide domain protein
PMM1021,MED4_1_914516_973394,possible Gram-negative pili assembly chaperone
PMM1022,MED4_1_914516_973394,conserved hypothetical protein
PMM1023,MED4_1_914516_973394,uncharacterized conserved secreted protein
PMM1024,MED4_1_914516_973394,conserved hypothetical protein
PMM1025,MED4_1_914516_973394,OsmC/Ohr family domain-containing protein
PMM1026,MED4_1_914516_973394,conserved hypothetical protein
PMM1027,MED4_1_914516_973394,conserved hypothetical protein
PMM1028,MED4_1_914516_973394,uncharacterized conserved secreted protein
PMM1918,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM1919,MED4_1_914516_973394,conserved hypothetical protein
PMM1921,MED4_1_914516_973394,conserved hypothetical protein
PMM1922,MED4_1_914516_973394,Conserved hypothetical protein
PMM1924,MED4_1_914516_973394,Conserved hypothetical protein
PMM1925,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM1926,MED4_1_914516_973394,Conserved hypothetical protein
PMM1928,MED4_1_914516_973394,conserved hypothetical protein
PMM1931,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM1932,MED4_1_914516_973394,conserved hypothetical protein
PMM1934,MED4_1_914516_973394,conserved hypothetical protein
PMM1937,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM1939,MED4_1_914516_973394,Conserved hypothetical protein
PMM1940,MED4_1_914516_973394,conserved hypothetical protein
PMM1941,MED4_1_914516_973394,uncharacterized conserved membrane protein (DUF2839)
PMM1943,MED4_1_914516_973394,uncharacterized conserved membrane protein
PMM1944,MED4_1_914516_973394,conserved hypothetical protein
PMM1946,MED4_1_914516_973394,Conserved hypothetical protein
PMM1948,MED4_1_914516_973394,Conserved hypothetical protein
PMM1949,MED4_1_914516_973394,conserved hypothetical protein
PMM1950,MED4_1_914516_973394,Conserved hypothetical protein
TX50_RS09470,MED4_1_914516_973394,hypothetical protein
TX50_RS09710,MED4_1_914516_973394,hypothetical protein
TX50_RS09730,MED4_1_914516_973394,possible high light inducible protein
PMM1035,MED4_1_979511_984734,"possible DNA gyrase/topoisomerase IV, subunit"
