locus_tag,island_id,product,resolved_locus_tag,resolution_method
PMN2A_0929,NATL2A_1_1430426_1454886,UDP-N-acetylmuramoylalanine--D-glutamate ligase,PMN2A_0929,locus_tag:locus_tag
PMN2A_0930,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0930,locus_tag:locus_tag
PMN2A_0931,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0931,locus_tag:locus_tag
PMN2A_0932,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0932,locus_tag:locus_tag
PMN2A_0933,NATL2A_1_1430426_1454886,drug/metabolite transporter (DMT) superfamily efflux protein,PMN2A_0933,locus_tag:locus_tag
PMN2A_0934,NATL2A_1_1430426_1454886,GAF domain-containing protein,PMN2A_0934,locus_tag:locus_tag
PMN2A_0935,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0935,locus_tag:locus_tag
PMN2A_0936,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0936,locus_tag:locus_tag
PMN2A_0937,NATL2A_1_1430426_1454886,OsmC/Ohr family domain-containing protein,PMN2A_0937,locus_tag:locus_tag
PMN2A_0938,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0938,locus_tag:locus_tag
PMN2A_0940,NATL2A_1_1430426_1454886,high light inducible protein,PMN2A_0940,locus_tag:locus_tag
PMN2A_0941,NATL2A_1_1430426_1454886,hypothetical protein,PMN2A_0941,locus_tag:locus_tag
PMN2A_0942,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0942,locus_tag:locus_tag
PMN2A_0943,NATL2A_1_1430426_1454886,conserved hypothetical protein (DUF3386),PMN2A_0943,locus_tag:locus_tag
PMN2A_0944,NATL2A_1_1430426_1454886,RmlC-like cupin domain-containing protein,PMN2A_0944,locus_tag:locus_tag
PMN2A_0945,NATL2A_1_1430426_1454886,high light inducible protein,PMN2A_0945,locus_tag:locus_tag
PMN2A_0946,NATL2A_1_1430426_1454886,high light inducible protein,PMN2A_0946,locus_tag:locus_tag
PMN2A_0947,NATL2A_1_1430426_1454886,"helper component proteinase, Prochlorococcus-specific",PMN2A_0947,locus_tag:locus_tag
PMN2A_0948,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0948,locus_tag:locus_tag
PMN2A_0949,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0949,locus_tag:locus_tag
PMN2A_0950,NATL2A_1_1430426_1454886,ABC transport system ATP-binding/permease protein,PMN2A_0950,locus_tag:locus_tag
PMN2A_0951,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0951,locus_tag:locus_tag
PMN2A_0952,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0952,locus_tag:locus_tag
PMN2A_0953,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0953,locus_tag:locus_tag
PMN2A_0954,NATL2A_1_1430426_1454886,methyltransferase type 11 domain protein,PMN2A_0954,locus_tag:locus_tag
PMN2A_0955,NATL2A_1_1430426_1454886,TPR repeat-containing protein,PMN2A_0955,locus_tag:locus_tag
PMN2A_0956,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0956,locus_tag:locus_tag
PMN2A_0957,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0957,locus_tag:locus_tag
PMN2A_0958,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0958,locus_tag:locus_tag
PMN2A_0959,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_0959,locus_tag:locus_tag
PMN2A_2153,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2153,locus_tag:locus_tag
PMN2A_2155,NATL2A_1_1430426_1454886,possible high light inducible protein,PMN2A_2155,locus_tag:locus_tag
PMN2A_2157,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2157,locus_tag:locus_tag
PMN2A_2159,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2159,locus_tag:locus_tag
PMN2A_2160,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2160,locus_tag:locus_tag
PMN2A_2161,NATL2A_1_1430426_1454886,hypothetical protein,PMN2A_2161,locus_tag:locus_tag
PMN2A_2162,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2162,locus_tag:locus_tag
PMN2A_2164,NATL2A_1_1430426_1454886,conserved hypothetical protein,PMN2A_2164,locus_tag:locus_tag
PMN2A_RS07905,NATL2A_1_1430426_1454886,hypothetical protein,PMN2A_RS07905,locus_tag:locus_tag
PMN2A_RS07955,NATL2A_1_1430426_1454886,hypothetical protein,PMN2A_RS07955,locus_tag:locus_tag
PMN2A_1036,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_1036,locus_tag:locus_tag
PMN2A_1037,NATL2A_1_1532145_1551955,CobW-like pseudocobalamin biosynthesis protein,PMN2A_1037,locus_tag:locus_tag
PMN2A_1038,NATL2A_1_1532145_1551955,WD40-repeat-containing protein,PMN2A_1038,locus_tag:locus_tag
PMN2A_1039,NATL2A_1_1532145_1551955,2-oxoglutarate/iron-dependent dioxygenase,PMN2A_1039,locus_tag:locus_tag
PMN2A_1041,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_1041,locus_tag:locus_tag
PMN2A_1042,NATL2A_1_1532145_1551955,RmlC-like cupin domain-containing protein,PMN2A_1042,locus_tag:locus_tag
PMN2A_1043,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_1043,locus_tag:locus_tag
PMN2A_1044,NATL2A_1_1532145_1551955,"ABC-type urea transporter, ATPase component UrtE",PMN2A_1044,locus_tag:locus_tag
PMN2A_1045,NATL2A_1_1532145_1551955,"ABC-type urea transporter, ATP-binding component UrtD",PMN2A_1045,locus_tag:locus_tag
PMN2A_1046,NATL2A_1_1532145_1551955,"ABC-type urea transporter, membrane component",PMN2A_1046,locus_tag:locus_tag
PMN2A_1047,NATL2A_1_1532145_1551955,"ABC-type urea transporter, permease component",PMN2A_1047,locus_tag:locus_tag
PMN2A_1048,NATL2A_1_1532145_1551955,"ABC-type urea transporter, substrate binding component",PMN2A_1048,locus_tag:locus_tag
PMN2A_1049,NATL2A_1_1532145_1551955,urease accessory protein UreG,PMN2A_1049,locus_tag:locus_tag
PMN2A_1050,NATL2A_1_1532145_1551955,urease accessory protein UreF,PMN2A_1050,locus_tag:locus_tag
PMN2A_1051,NATL2A_1_1532145_1551955,urease accessory protein UreE,PMN2A_1051,locus_tag:locus_tag
PMN2A_1052,NATL2A_1_1532145_1551955,urease accessory protein UreD,PMN2A_1052,locus_tag:locus_tag
PMN2A_1053,NATL2A_1_1532145_1551955,urease gamma subunit,PMN2A_1053,locus_tag:locus_tag
PMN2A_1054,NATL2A_1_1532145_1551955,urease beta subunit,PMN2A_1054,locus_tag:locus_tag
PMN2A_1055,NATL2A_1_1532145_1551955,urease alpha subunit,PMN2A_1055,locus_tag:locus_tag
PMN2A_1056,NATL2A_1_1532145_1551955,conserved hypothetical protein (DUF1830),PMN2A_1056,locus_tag:locus_tag
PMN2A_1057,NATL2A_1_1532145_1551955,outer membrane porin,PMN2A_1057,locus_tag:locus_tag
PMN2A_1058,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_1058,locus_tag:locus_tag
PMN2A_2168,NATL2A_1_1532145_1551955,Conserved hypothetical protein,PMN2A_2168,locus_tag:locus_tag
PMN2A_2169,NATL2A_1_1532145_1551955,hypothetical protein,PMN2A_2169,locus_tag:locus_tag
PMN2A_2171,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_2171,locus_tag:locus_tag
PMN2A_2172,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_2172,locus_tag:locus_tag
PMN2A_2173,NATL2A_1_1532145_1551955,conserved hypothetical protein,PMN2A_2173,locus_tag:locus_tag
PMN2A_RS10885,NATL2A_1_1532145_1551955,hypothetical protein,PMN2A_RS10885,locus_tag:locus_tag
PMN2A_RS11050,NATL2A_1_1532145_1551955,hypothetical protein,PMN2A_RS11050,locus_tag:locus_tag
PMN2A_RS11105,NATL2A_1_1532145_1551955,chlorophyll a/b-binding protein,PMN2A_RS11105,locus_tag:locus_tag
PMN2A_1090,NATL2A_1_1585923_1598115,uncharacterized membrane protein,PMN2A_1090,locus_tag:locus_tag
PMN2A_1091,NATL2A_1_1585923_1598115,Hypothetical protein,PMN2A_1091,locus_tag:locus_tag
PMN2A_1092,NATL2A_1_1585923_1598115,TPR repeat-containing protein,PMN2A_1092,locus_tag:locus_tag
PMN2A_1093,NATL2A_1_1585923_1598115,TPR repeat-containing protein,PMN2A_1093,locus_tag:locus_tag
PMN2A_1094,NATL2A_1_1585923_1598115,TPR repeat-containing protein,PMN2A_1094,locus_tag:locus_tag
PMN2A_1095,NATL2A_1_1585923_1598115,hypothetical protein,PMN2A_1095,locus_tag:locus_tag
PMN2A_1096,NATL2A_1_1585923_1598115,putative cation-dependent mannose-6-phosphate,PMN2A_1096,locus_tag:locus_tag
PMN2A_1097,NATL2A_1_1585923_1598115,hypothetical protein,PMN2A_1097,locus_tag:locus_tag
PMN2A_2175,NATL2A_1_1585923_1598115,Conserved hypothetical protein,PMN2A_2175,locus_tag:locus_tag
PMN2A_2176,NATL2A_1_1585923_1598115,conserved hypothetical protein,PMN2A_2176,locus_tag:locus_tag
PMN2A_2177,NATL2A_1_1585923_1598115,conserved hypothetical protein,PMN2A_2177,locus_tag:locus_tag
PMN2A_2178,NATL2A_1_1585923_1598115,hypothetical protein,PMN2A_2178,locus_tag:locus_tag
PMN2A_2179,NATL2A_1_1585923_1598115,hypothetical protein,PMN2A_2179,locus_tag:locus_tag
PMN2A_RS10905,NATL2A_1_1585923_1598115,hypothetical protein,PMN2A_RS10905,locus_tag:locus_tag
PMN2A_1218,NATL2A_1_1704245_1742652,"ABC-type lipopolysaccharide transport system, permease component",PMN2A_1218,locus_tag:locus_tag
PMN2A_1219,NATL2A_1_1704245_1742652,"ABC-type lipopolysaccharide transport system, ATPase component",PMN2A_1219,locus_tag:locus_tag
PMN2A_1220,NATL2A_1_1704245_1742652,preprotein translocase SecA subunit,PMN2A_1220,locus_tag:locus_tag
PMN2A_1221,NATL2A_1_1704245_1742652,"GDP-mannose 4,6-dehydratase",PMN2A_1221,locus_tag:locus_tag
PMN2A_1222,NATL2A_1_1704245_1742652,conserved hypothetical protein,PMN2A_1222,locus_tag:locus_tag
PMN2A_1223,NATL2A_1_1704245_1742652,"peptidyl-prolyl cis-trans isomerase, PpiC-type",PMN2A_1223,locus_tag:locus_tag
PMN2A_1224,NATL2A_1_1704245_1742652,ABC multidrug efflux transporter,PMN2A_1224,locus_tag:locus_tag
PMN2A_1225,NATL2A_1_1704245_1742652,"type I secretion system ABC transporter, HlyD family",PMN2A_1225,locus_tag:locus_tag
PMN2A_1226,NATL2A_1_1704245_1742652,hypothetical protein,PMN2A_1226,locus_tag:locus_tag
PMN2A_1227,NATL2A_1_1704245_1742652,hemolysin-type calcium-binding repeat family protein,PMN2A_1227,locus_tag:locus_tag
PMN2A_1228,NATL2A_1_1704245_1742652,NAD dependent epimerase/dehydratase family protein,PMN2A_1228,locus_tag:locus_tag
PMN2A_1229,NATL2A_1_1704245_1742652,glycosyltransferase,PMN2A_1229,locus_tag:locus_tag
PMN2A_1230,NATL2A_1_1704245_1742652,methyltransferase domain protein,PMN2A_1230,locus_tag:locus_tag
PMN2A_1231,NATL2A_1_1704245_1742652,acetyltransferase family protein,PMN2A_1231,locus_tag:locus_tag
PMN2A_1232,NATL2A_1_1704245_1742652,TPR repeat-containing protein,PMN2A_1232,locus_tag:locus_tag
PMN2A_1233,NATL2A_1_1704245_1742652,TPR repeat-containing protein,PMN2A_1233,locus_tag:locus_tag
PMN2A_1234,NATL2A_1_1704245_1742652,hypothetical protein,PMN2A_1234,locus_tag:locus_tag
PMN2A_1235,NATL2A_1_1704245_1742652,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting)",PMN2A_1235,locus_tag:locus_tag
PMN2A_1236,NATL2A_1_1704245_1742652,"dTDP-glucose-4,6-dehydratase",PMN2A_1236,locus_tag:locus_tag
PMN2A_1237,NATL2A_1_1704245_1742652,glucose-1-phosphate thymidylyltransferase,PMN2A_1237,locus_tag:locus_tag
PMN2A_1238,NATL2A_1_1704245_1742652,hypothetical protein,PMN2A_1238,locus_tag:locus_tag
PMN2A_1239,NATL2A_1_1704245_1742652,dTDP-4-dehydrorhamnose reductase,PMN2A_1239,locus_tag:locus_tag
PMN2A_1240,NATL2A_1_1704245_1742652,"dTDP-4-dehydrorhamnose 3,5-epimerase",PMN2A_1240,locus_tag:locus_tag
PMN2A_2181,NATL2A_1_1704245_1742652,conserved hypothetical protein,PMN2A_2181,locus_tag:locus_tag
PMN2A_1710,NATL2A_1_380919_389782,conserved hypothetical protein,PMN2A_1710,locus_tag:locus_tag
PMN2A_1711,NATL2A_1_380919_389782,uncharacterized membrane protein,PMN2A_1711,locus_tag:locus_tag
PMN2A_1712,NATL2A_1_380919_389782,"possible 7S seed storage protein, N-terminal doma",PMN2A_1712,locus_tag:locus_tag
PMN2A_1713,NATL2A_1_380919_389782,NTF2-like domain-containing protein,PMN2A_1713,locus_tag:locus_tag
PMN2A_1714,NATL2A_1_380919_389782,conserved hypothetical protein,PMN2A_1714,locus_tag:locus_tag
PMN2A_1715,NATL2A_1_380919_389782,high light inducible protein,PMN2A_1715,locus_tag:locus_tag
PMN2A_1716,NATL2A_1_380919_389782,high light inducible protein,PMN2A_1716,locus_tag:locus_tag
PMN2A_1717,NATL2A_1_380919_389782,high light inducible protein,PMN2A_1717,locus_tag:locus_tag
PMN2A_1718,NATL2A_1_380919_389782,high light inducible protein,PMN2A_1718,locus_tag:locus_tag
PMN2A_1719,NATL2A_1_380919_389782,TPR repeat-containing protein,PMN2A_1719,locus_tag:locus_tag
PMN2A_1720,NATL2A_1_380919_389782,hypothetical protein,PMN2A_1720,locus_tag:locus_tag
PMN2A_1922,NATL2A_1_380919_389782,Hypothetical protein,PMN2A_1922,locus_tag:locus_tag
PMN2A_1925,NATL2A_1_380919_389782,possible high light inducible protein,PMN2A_1925,locus_tag:locus_tag
PMN2A_RS02000,NATL2A_1_380919_389782,hypothetical protein,PMN2A_RS02000,locus_tag:locus_tag
PMN2A_RS10050,NATL2A_1_380919_389782,DUF4278 domain-containing protein,PMN2A_RS10050,locus_tag:locus_tag
PMN2A_RS10405,NATL2A_1_380919_389782,hypothetical protein,PMN2A_RS10405,locus_tag:locus_tag
PMN2A_0118,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0118,locus_tag:locus_tag
PMN2A_0119,NATL2A_1_673775_687102,uncharacterized conserved membrane protein,PMN2A_0119,locus_tag:locus_tag
PMN2A_0120,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0120,locus_tag:locus_tag
PMN2A_0121,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0121,locus_tag:locus_tag
PMN2A_0122,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0122,locus_tag:locus_tag
PMN2A_0123,NATL2A_1_673775_687102,conserved hypothetical protein (DUF1651),PMN2A_0123,locus_tag:locus_tag
PMN2A_0124,NATL2A_1_673775_687102,nucleoside 2-deoxyribosyltransferase family protein,PMN2A_0124,locus_tag:locus_tag
PMN2A_0125,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0125,locus_tag:locus_tag
PMN2A_0126,NATL2A_1_673775_687102,"sensor kinase CpxA, putative",PMN2A_0126,locus_tag:locus_tag
PMN2A_0127,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0127,locus_tag:locus_tag
PMN2A_0128,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0128,locus_tag:locus_tag
PMN2A_0129,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0129,locus_tag:locus_tag
PMN2A_0130,NATL2A_1_673775_687102,"flavoprotein, HI0933 family",PMN2A_0130,locus_tag:locus_tag
PMN2A_0131,NATL2A_1_673775_687102,"uncharacterized conserved membrane protein, DoxX family",PMN2A_0131,locus_tag:locus_tag
PMN2A_0132,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0132,locus_tag:locus_tag
PMN2A_0133,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_0133,locus_tag:locus_tag
PMN2A_1942,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_1942,locus_tag:locus_tag
PMN2A_1943,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_1943,locus_tag:locus_tag
PMN2A_1944,NATL2A_1_673775_687102,Conserved hypothetical protein,PMN2A_1944,locus_tag:locus_tag
PMN2A_1946,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_1946,locus_tag:locus_tag
PMN2A_1947,NATL2A_1_673775_687102,conserved hypothetical protein,PMN2A_1947,locus_tag:locus_tag
PMN2A_0228,NATL2A_1_779647_806119,2Fe-2S ferredoxin,PMN2A_0228,locus_tag:locus_tag
PMN2A_0229,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0229,locus_tag:locus_tag
PMN2A_0230,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0230,locus_tag:locus_tag
PMN2A_0231,NATL2A_1_779647_806119,NAD binding domain of 6-phosphogluconate dehydrogenase family protein,PMN2A_0231,locus_tag:locus_tag
PMN2A_0233,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0233,locus_tag:locus_tag
PMN2A_0234,NATL2A_1_779647_806119,ATP-binding cassette-type viologen exporter,PMN2A_0234,locus_tag:locus_tag
PMN2A_0235,NATL2A_1_779647_806119,"ATP-binding cassette-type viologen exporter, permease component",PMN2A_0235,locus_tag:locus_tag
PMN2A_0236,NATL2A_1_779647_806119,ATP-binding cassette-type viologen exporter,PMN2A_0236,locus_tag:locus_tag
PMN2A_0237,NATL2A_1_779647_806119,"Mn2+/Fe2+ transporter, NRAMP family",PMN2A_0237,locus_tag:locus_tag
PMN2A_0238,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0238,locus_tag:locus_tag
PMN2A_0239,NATL2A_1_779647_806119,phosphoribosyl transferase domain containing protein,PMN2A_0239,locus_tag:locus_tag
PMN2A_0240,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0240,locus_tag:locus_tag
PMN2A_0241,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0241,locus_tag:locus_tag
PMN2A_0242,NATL2A_1_779647_806119,conserved hypothetical protein (DUF2862),PMN2A_0242,locus_tag:locus_tag
PMN2A_0243,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0243,locus_tag:locus_tag
PMN2A_0244,NATL2A_1_779647_806119,sulfite exporter TauE/SafE family protein,PMN2A_0244,locus_tag:locus_tag
PMN2A_0245,NATL2A_1_779647_806119,glucosyl-3-phosphoglycerate synthase,PMN2A_0245,locus_tag:locus_tag
PMN2A_0246,NATL2A_1_779647_806119,possible glucosyl(mannosyl)glycerate-glucosidase,PMN2A_0246,locus_tag:locus_tag
PMN2A_0247,NATL2A_1_779647_806119,glucosyl-3-phosphoglycerate phosphatase,PMN2A_0247,locus_tag:locus_tag
PMN2A_0248,NATL2A_1_779647_806119,D-glycerate 3-kinase,PMN2A_0248,locus_tag:locus_tag
PMN2A_0249,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0249,locus_tag:locus_tag
PMN2A_0250,NATL2A_1_779647_806119,NADH dehydrogenase subunit NdhP,PMN2A_0250,locus_tag:locus_tag
PMN2A_0251,NATL2A_1_779647_806119,putative gRAM domain,PMN2A_0251,locus_tag:locus_tag
PMN2A_0252,NATL2A_1_779647_806119,undecaprenyl-diphosphatase,PMN2A_0252,locus_tag:locus_tag
PMN2A_0253,NATL2A_1_779647_806119,uncharacterized conserved membrane protein,PMN2A_0253,locus_tag:locus_tag
PMN2A_0254,NATL2A_1_779647_806119,peptide methionine sulfoxide reductase,PMN2A_0254,locus_tag:locus_tag
PMN2A_0255,NATL2A_1_779647_806119,regulator of phycobilisome association C,PMN2A_0255,locus_tag:locus_tag
PMN2A_0256,NATL2A_1_779647_806119,putative ABC multidrug efflux transporter,PMN2A_0256,locus_tag:locus_tag
PMN2A_0257,NATL2A_1_779647_806119,conserved hypothetical protein,PMN2A_0257,locus_tag:locus_tag
PMN2A_0258,NATL2A_1_779647_806119,anthranilate phosphoribosyltransferase,PMN2A_0258,locus_tag:locus_tag
PMN2A_0259,NATL2A_1_779647_806119,carbamoyl-phosphate synthase small subunit,PMN2A_0259,locus_tag:locus_tag
PMN2A_0260,NATL2A_1_779647_806119,anti-anti-sigma factor family protein,PMN2A_0260,locus_tag:locus_tag
PMN2A_0261,NATL2A_1_779647_806119,ribonuclease III domain protein,PMN2A_0261,locus_tag:locus_tag
PMN2A_0262,NATL2A_1_779647_806119,23S rRNA (guanosine2251-2'-O)-methyltransferase,PMN2A_0262,locus_tag:locus_tag
