seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NZ_CP006471.1,M744_RS00210,,M744_RS00210,M744_00220,Protein Homology,40503,41195,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243288.1,hypothetical protein,WP_011243288.1,,,,,,M744_00220,
NZ_CP006471.1,M744_RS00215,,M744_RS00215,M744_00225,Protein Homology,41177,41446,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377617.1,YciI family protein,WP_011377617.1,,,,,,M744_00225,
NZ_CP006471.1,M744_RS00220,,M744_RS00220,M744_00230,Protein Homology,41525,42088,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377616.1,NADPH-dependent FMN reductase,WP_011377616.1,"GO:0008752,GO:0008753,GO:0010181,GO:0016491,GO:0050136,GO:0052873",,"FMN reductase [NAD(P)H] activity|0008752||IEA,NADPH dehydrogenase (quinone) activity|0008753||IEA,FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA,NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA,FMN reductase (NADPH) activity|0052873||IEA",,,M744_00230,1.-.-.-
NZ_CP006471.1,lipA,lipA,M744_RS00225,M744_00235,Protein Homology,42085,42978,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243291.1,lipoyl synthase,WP_011377615.1,"GO:0009107,GO:0016992,GO:0051539,GO:1904047",,"lipoate synthase activity|0016992||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA,S-adenosyl-L-methionine binding|1904047||IEA",lipoate biosynthetic process|0009107||IEA,,M744_00235,2.8.1.8
NZ_CP006471.1,M744_RS00230,,M744_RS00230,M744_RS00230,GeneMarkS-2+,43077,43262,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_155813891.1,,,,,,,
NZ_CP006471.1,M744_RS00235,,M744_RS00235,M744_00245,Protein Homology,43276,43506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243292.1,hypothetical protein,WP_011243292.1,,,,,,M744_00245,
NZ_CP006471.1,M744_RS00240,,M744_RS00240,M744_00250,Protein Homology,43510,43935,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243293.1,PIN domain-containing protein,WP_231621346.1,GO:0004540,,RNA nuclease activity|0004540||IEA,,,M744_00250,
NZ_CP006471.1,M744_RS00245,,M744_RS00245,M744_00255,Protein Homology,43985,44734,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243294.1,CPBP family glutamic-type intramembrane protease,WP_011243294.1,"GO:0070007,GO:0016020",membrane|0016020||IEA,glutamic-type endopeptidase activity|0070007||IEA,,,M744_00255,3.4.26.-
NZ_CP006471.1,tkt,tkt,M744_RS00250,M744_00260,Protein Homology,44830,46836,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007099570.1,transketolase,WP_011243295.1,GO:0004802,,transketolase activity|0004802||IEA,,,M744_00260,2.2.1.1
NZ_CP006471.1,fabF,fabF,M744_RS00255,M744_00265,Protein Homology,46983,48236,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243296.1,beta-ketoacyl-ACP synthase II,WP_011243296.1,"GO:0006633,GO:0004315",,3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,fatty acid biosynthetic process|0006633||IEA,,M744_00265,2.3.1.179
NZ_CP006471.1,acpP,acpP,M744_RS00260,M744_00270,Protein Homology,48304,48546,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243297.1,acyl carrier protein,WP_011243297.1,GO:0006633,,,fatty acid biosynthetic process|0006633||IEA,,M744_00270,
NZ_CP006471.1,psaC,psaC,M744_RS00265,M744_00275,Protein Homology,49005,49250,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011432199.1,photosystem I iron-sulfur center protein PsaC,WP_011243298.1,"GO:0009773,GO:0009055,GO:0051539,GO:0009538",photosystem I reaction center|0009538||IEA,"electron transfer activity|0009055||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",photosynthetic electron transport in photosystem I|0009773||IEA,,M744_00275,1.97.1.12
NZ_CP006471.1,glmS,glmS,M744_RS00270,M744_00280,Protein Homology,49397,51322,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010871357.1,glutamine--fructose-6-phosphate transaminase (isomerizing),WP_011243299.1,"GO:1901137,GO:0004360",,glutamine-fructose-6-phosphate transaminase (isomerizing) activity|0004360||IEA,carbohydrate derivative biosynthetic process|1901137||IEA,,M744_00280,2.6.1.16
NZ_CP006471.1,M744_RS00275,,M744_RS00275,M744_00285,Protein Homology,51338,51574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243300.1,DUF433 domain-containing protein,WP_011243300.1,,,,,,M744_00285,
NZ_CP006471.1,M744_RS00280,,M744_RS00280,M744_00290,Protein Homology,51571,51924,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243301.1,DUF5615 family PIN-like protein,WP_011243301.1,,,,,,M744_00290,
NZ_CP006471.1,M744_RS00285,,M744_RS00285,M744_00300,Protein Homology,52162,53025,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377614.1,tetratricopeptide repeat protein,WP_011377614.1,GO:0005515,,protein binding|0005515||IEA,,,M744_00300,
NZ_CP006471.1,queG,queG,M744_RS00290,M744_00305,Protein Homology,53050,54003,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243303.1,tRNA epoxyqueuosine(34) reductase QueG,WP_011377613.1,"GO:0008033,GO:0008616,GO:0051539,GO:0052693",,"4 iron%2C 4 sulfur cluster binding|0051539||IEA,epoxyqueuosine reductase activity|0052693||IEA","tRNA processing|0008033||IEA,queuosine biosynthetic process|0008616||IEA",,M744_00305,1.17.99.6
NZ_CP006471.1,pgl,pgl,M744_RS00295,M744_00310,Protein Homology,54007,54795,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243304.1,6-phosphogluconolactonase,WP_011243304.1,"GO:0005975,GO:0006098,GO:0017057",,6-phosphogluconolactonase activity|0017057||IEA,"carbohydrate metabolic process|0005975||IEA,pentose-phosphate shunt|0006098||IEA",,M744_00310,3.1.1.31
NZ_CP006471.1,M744_RS00300,,M744_RS00300,M744_00315,Protein Homology,54760,55749,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377612.1,glycosyltransferase family 8 protein,WP_011377612.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,,M744_00315,2.4.-.-
NZ_CP006471.1,M744_RS00305,,M744_RS00305,M744_00320,Protein Homology,56131,56940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011244750.1,hypothetical protein,WP_231621347.1,,,,,,M744_00320,
NZ_CP006471.1,M744_RS00310,,M744_RS00310,M744_00325,Protein Homology,57045,57926,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377610.1,carbohydrate ABC transporter permease,WP_011377610.1,"GO:0008643,GO:0055085,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",,M744_00325,
NZ_CP006471.1,aroB,aroB,M744_RS00315,M744_00330,Protein Homology,58006,59112,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243308.1,3-dehydroquinate synthase,WP_011243308.1,"GO:0009073,GO:0009423,GO:0003856,GO:0005737",cytoplasm|0005737||IEA,3-dehydroquinate synthase activity|0003856||IEA,"aromatic amino acid family biosynthetic process|0009073||IEA,chorismate biosynthetic process|0009423||IEA",,M744_00330,4.2.3.4
NZ_CP006471.1,M744_RS00320,,M744_RS00320,M744_00335,Protein Homology,59136,59543,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377609.1,ester cyclase,WP_011377609.1,GO:0030638,,,polyketide metabolic process|0030638||IEA,,M744_00335,5.5.1.-
NZ_CP006471.1,M744_RS00325,,M744_RS00325,M744_00340,Protein Homology,59635,60024,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243310.1,MAPEG family protein,WP_011243310.1,GO:0016020,membrane|0016020||IEA,,,,M744_00340,
NZ_CP006471.1,M744_RS00330,,M744_RS00330,M744_00345,Protein Homology,60026,60367,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377608.1,hypothetical protein,WP_155813895.1,,,,,,M744_00345,
NZ_CP006471.1,M744_RS00335,,M744_RS00335,M744_00355,Protein Homology,60916,61503,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243311.1,pentapeptide repeat-containing protein,WP_011243311.1,,,,,,M744_00355,
NZ_CP006471.1,M744_RS00340,,M744_RS00340,M744_00360,Protein Homology,61509,62150,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243312.1,hypothetical protein,WP_011243312.1,,,,,,M744_00360,
NZ_CP006471.1,M744_RS00345,,M744_RS00345,M744_00365,Protein Homology,62200,62718,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377607.1,hypothetical protein,WP_011377607.1,,,,,,M744_00365,
NZ_CP006471.1,M744_RS00350,,M744_RS00350,M744_00370,Protein Homology,62782,63945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243314.1,AI-2E family transporter,WP_011243314.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",,M744_00370,
NZ_CP006471.1,recJ,recJ,M744_RS00355,M744_00375,Protein Homology,64005,66332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243315.1,single-stranded-DNA-specific exonuclease RecJ,WP_011243315.1,"GO:0006281,GO:0006310,GO:0008409",,5'-3' exonuclease activity|0008409||IEA,"DNA repair|0006281||IEA,DNA recombination|0006310||IEA",,M744_00375,
NZ_CP006471.1,M744_RS00360,,M744_RS00360,M744_00380,Protein Homology,66454,67776,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243316.1,S41 family peptidase,WP_011243316.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,M744_00380,3.4.21.-
NZ_CP006471.1,M744_RS00365,,M744_RS00365,M744_00385,Protein Homology,67773,68195,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377606.1,DUF309 domain-containing protein,WP_011377606.1,,,,,,M744_00385,
NZ_CP006471.1,M744_RS00370,,M744_RS00370,M744_00390,Protein Homology,68233,68655,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377605.1,LptA/OstA family protein,WP_011377605.1,"GO:0015920,GO:0001530,GO:0016020",membrane|0016020||IEA,lipopolysaccharide binding|0001530||IEA,lipopolysaccharide transport|0015920||IEA,,M744_00390,
NZ_CP006471.1,lptB,lptB,M744_RS00375,M744_00395,Protein Homology,68709,69437,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243319.1,LPS export ABC transporter ATP-binding protein,WP_011243319.1,"GO:0015920,GO:0015221,GO:0042626,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,"lipopolysaccharide transmembrane transporter activity|0015221||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA",lipopolysaccharide transport|0015920||IEA,,M744_00395,7.5.2.5
NZ_CP006471.1,M744_RS00380,,M744_RS00380,M744_00400,Protein Homology,69617,70714,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009630134.1,LptF/LptG family permease,WP_231621348.1,"GO:0055085,GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",transmembrane transport|0055085||IEA,,M744_00400,
NZ_CP006471.1,ccsB,ccsB,M744_RS00385,M744_00405,Protein Homology,70759,71736,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243321.1,c-type cytochrome biogenesis protein CcsB,WP_011243321.1,"GO:0017004,GO:0020037",,heme binding|0020037||IEA,cytochrome complex assembly|0017004||IEA,,M744_00405,
NZ_CP006471.1,M744_RS00390,,M744_RS00390,M744_00410,Protein Homology,71758,72408,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243322.1,HAD-IB family phosphatase,WP_011243322.1,"GO:0008152,GO:0016787",,hydrolase activity|0016787||IEA,metabolic process|0008152||IEA,,M744_00410,
NZ_CP006471.1,M744_RS00395,,M744_RS00395,M744_00415,Protein Homology,72405,72878,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011377603.1,hypothetical protein,WP_011377603.1,,,,,,M744_00415,
NZ_CP006471.1,M744_RS00400,,M744_RS00400,M744_00420,Protein Homology,72917,74047,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243324.1,geranylgeranyl reductase family protein,WP_011243324.1,"GO:0015995,GO:0030494,GO:0045550",,geranylgeranyl reductase activity|0045550||IEA,"chlorophyll biosynthetic process|0015995||IEA,bacteriochlorophyll biosynthetic process|0030494||IEA",,M744_00420,
NZ_CP006471.1,frr,frr,M744_RS00405,M744_00425,Protein Homology,74054,74602,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243325.1,ribosome recycling factor,WP_011243325.1,"GO:0006412,GO:0008135",,translation factor activity%2C RNA binding|0008135||IEA,translation|0006412||IEA,,M744_00425,
NZ_CP006471.1,pyrH,pyrH,M744_RS00410,M744_00430,Protein Homology,74589,75311,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010873181.1,UMP kinase,WP_039755415.1,"GO:0006221,GO:0015949,GO:0033862,GO:0005737",cytoplasm|0005737||IEA,UMP kinase activity|0033862||IEA,"pyrimidine nucleotide biosynthetic process|0006221||IEA,nucleobase-containing small molecule interconversion|0015949||IEA",,M744_00430,2.7.4.22
NZ_CP006471.1,glpX,glpX,M744_RS00415,M744_00435,Protein Homology,75471,76508,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011243327.1,class II fructose-bisphosphatase,WP_011243327.1,"GO:0006071,GO:0006094,GO:0042132",,fructose 1%2C6-bisphosphate 1-phosphatase activity|0042132||IEA,"glycerol metabolic process|0006071||IEA,gluconeogenesis|0006094||IEA",,M744_00435,3.1.3.11
