SeqID	Localization	Score
WP_014948070.1 MULTISPECIES: rhodanese-like domain-containing protein [Alteromonas]	Unknown	6.49
WP_014948078.1 MULTISPECIES: oligoribonuclease [Alteromonas]	Cytoplasmic	9.97
WP_014948081.1 hotdog fold domain-containing protein [Alteromonas macleodii]	Unknown	2.00
WP_014948087.1 MULTISPECIES: Sec-independent protein translocase protein TatB [Alteromonas]	CytoplasmicMembrane	9.82
WP_014948132.1 MULTISPECIES: zinc ribbon domain-containing protein YjdM [Alteromonas]	Unknown	2.00
WP_014948232.1 MULTISPECIES: hypothetical protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948289.1 MULTISPECIES: biopolymer transporter ExbD [Alteromonas]	Unknown	2.00
WP_014948290.1 MULTISPECIES: energy transducer TonB [Alteromonas]	Unknown	2.00
WP_014948302.1 MULTISPECIES: DUF192 domain-containing protein [Alteromonas]	Unknown	2.50
WP_014948320.1 GTP diphosphokinase [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014948329.1 MULTISPECIES: 50S ribosomal protein L13 [Alteromonas]	Cytoplasmic	9.26
WP_014948330.1 MULTISPECIES: 30S ribosomal protein S9 [Alteromonas]	Cytoplasmic	9.97
WP_014948331.1 MULTISPECIES: ubiquinol-cytochrome c reductase iron-sulfur subunit [Alteromonas]	CytoplasmicMembrane	9.97
WP_014948332.1 MULTISPECIES: cytochrome bc complex cytochrome b subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948343.1 MULTISPECIES: LPS export ABC transporter ATP-binding protein [Alteromonas]	Cytoplasmic	9.12
WP_014948358.1 MULTISPECIES: DUF1043 family protein [Alteromonas]	Unknown	2.00
WP_014948384.1 MULTISPECIES: erythrose-4-phosphate dehydrogenase [Alteromonas]	Cytoplasmic	9.97
WP_014948403.1 MULTISPECIES: phosphate signaling complex protein PhoU [Alteromonas]	Cytoplasmic	9.97
WP_014948475.1 MULTISPECIES: XTP/dITP diphosphatase [Alteromonas]	Cytoplasmic	9.26
WP_014948485.1 MULTISPECIES: 2-isopropylmalate synthase [Alteromonas]	Cytoplasmic	9.97
WP_014948502.1 MULTISPECIES: phosphopyruvate hydratase [Alteromonas]	Cytoplasmic	9.97
WP_014948503.1 MULTISPECIES: CTP synthase [Alteromonas]	Cytoplasmic	9.97
WP_014948509.1 MULTISPECIES: EscU/YscU/HrcU family type III secretion system export apparatus switch protein [Alteromonas]	Unknown	2.00
WP_014948536.1 MULTISPECIES: DUF3192 domain-containing protein [Alteromonas]	Unknown	2.00
WP_014948552.1 MULTISPECIES: 30S ribosomal protein S2 [Alteromonas]	Cytoplasmic	9.97
WP_014948554.1 MULTISPECIES: UMP kinase [Alteromonas]	Cytoplasmic	9.97
WP_014948555.1 MULTISPECIES: ribosome recycling factor [Alteromonas]	Cytoplasmic	9.97
WP_014948561.1 MULTISPECIES: OmpH family outer membrane protein [Alteromonas]	Periplasmic	9.76
WP_014948562.1 MULTISPECIES: 3-hydroxyacyl-ACP dehydratase FabZ [Alteromonas]	Cytoplasmic	9.97
WP_014948625.1 MULTISPECIES: adenylyltransferase/cytidyltransferase family protein [Alteromonas]	Cytoplasmic	9.97
WP_014948639.1 MULTISPECIES: flagellar motor switch protein FliN [Alteromonas]	CytoplasmicMembrane	7.88
WP_014948641.1 MULTISPECIES: flagellar type III secretion system pore protein FliP [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948649.1 MULTISPECIES: RNA polymerase sigma factor FliA [Alteromonas]	Cytoplasmic	9.97
WP_014948654.1 MULTISPECIES: chemotaxis protein CheW [Alteromonas]	Cytoplasmic	9.97
WP_014948675.1 MULTISPECIES: sodium ion-translocating decarboxylase subunit beta [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948683.1 MULTISPECIES: envelope stress response membrane protein PspB [Alteromonas]	CytoplasmicMembrane	9.82
WP_014948689.1 MULTISPECIES: Lrp/AsnC family transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014948702.1 MULTISPECIES: DUF3450 domain-containing protein [Alteromonas]	Unknown	4.90
WP_014948704.1 MULTISPECIES: energy transducer TonB [Alteromonas]	Cytoplasmic	8.96
WP_014948709.1 MULTISPECIES: nicotinamide riboside transporter PnuC [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948722.1 MULTISPECIES: MarR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014948764.1 MULTISPECIES: superoxide dismutase [Fe] [Alteromonas]	Periplasmic	9.44
WP_014948765.1 MULTISPECIES: Grx4 family monothiol glutaredoxin [Alteromonas]	Unknown	2.00
WP_014948769.1 MULTISPECIES: bacterioferritin-associated ferredoxin [Alteromonas]	Cytoplasmic	9.26
WP_014948808.1 MULTISPECIES: MoxR family ATPase [Alteromonas]	Cytoplasmic	9.97
WP_014948819.1 MULTISPECIES: signal recognition particle protein [Alteromonas]	Unknown	5.60
WP_014948832.1 MULTISPECIES: 30S ribosomal protein S16 [Alteromonas]	Cytoplasmic	9.26
WP_014948834.1 MULTISPECIES: tRNA (guanosine(37)-N1)-methyltransferase TrmD [Alteromonas]	Cytoplasmic	9.97
WP_014948838.1 MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Alteromonas]	Cytoplasmic	9.97
WP_014948865.1 MULTISPECIES: tol-pal system-associated acyl-CoA thioesterase [Alteromonas]	Cytoplasmic	9.97
WP_014948866.1 MULTISPECIES: protein TolQ [Alteromonas]	CytoplasmicMembrane	10.00
WP_014948870.1 MULTISPECIES: peptidoglycan-associated lipoprotein Pal [Alteromonas]	OuterMembrane	10.00
WP_014948872.1 MULTISPECIES: quinolinate synthase NadA [Alteromonas]	Cytoplasmic	9.97
WP_014948919.1 MULTISPECIES: DUF3820 family protein [Alteromonas]	Unknown	2.00
WP_014948946.1 MULTISPECIES: L-threonylcarbamoyladenylate synthase [Alteromonas]	Cytoplasmic	8.96
WP_014948948.1 MULTISPECIES: SMC-Scp complex subunit ScpB [Alteromonas]	Cytoplasmic	9.26
WP_014948949.1 MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Alteromonas]	Cytoplasmic	9.97
WP_014948994.1 MULTISPECIES: tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Alteromonas]	Cytoplasmic	9.97
WP_014949014.1 MULTISPECIES: ribose-phosphate pyrophosphokinase [Alteromonas]	Cytoplasmic	9.97
WP_014949022.1 MULTISPECIES: 3-deoxy-8-phosphooctulonate synthase [Alteromonas]	Cytoplasmic	9.97
WP_014949024.1 MULTISPECIES: transcriptional regulator GcvA [Alteromonas]	Cytoplasmic	9.97
WP_014949030.1 MULTISPECIES: formate/nitrite transporter family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949040.1 MULTISPECIES: heavy metal-binding domain-containing protein [Alteromonas]	Unknown	2.00
WP_014949073.1 MULTISPECIES: TetR/AcrR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.26
WP_014949089.1 MULTISPECIES: sulfite exporter TauE/SafE family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949129.1 MULTISPECIES: integration host factor subunit alpha [Alteromonas]	Cytoplasmic	9.97
WP_014949139.1 MULTISPECIES: phosphoribosyltransferase family protein [Alteromonas]	Cytoplasmic	8.96
WP_014949161.1 MULTISPECIES: MerR family DNA-binding transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014949177.1 MULTISPECIES: PilZ domain-containing protein [Alteromonas]	Cytoplasmic	9.26
WP_014949212.1 MULTISPECIES: beta-ketoacyl-ACP synthase III [Alteromonas]	Cytoplasmic	9.26
WP_014949213.1 MULTISPECIES: ACP S-malonyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014949254.1 MULTISPECIES: ribosome maturation factor RimP [Alteromonas]	Cytoplasmic	9.97
WP_014949262.1 MULTISPECIES: bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein [Alteromonas]	Cytoplasmic	9.97
WP_014949330.1 MULTISPECIES: cold shock domain-containing protein CspD [Alteromonas]	Cytoplasmic	9.26
WP_014949331.1 MULTISPECIES: ATP-dependent Clp protease adapter ClpS [Alteromonas]	Cytoplasmic	9.26
WP_014949333.1 MULTISPECIES: translation initiation factor IF-1 [Alteromonadaceae]	Cytoplasmic	9.97
WP_014949337.1 MULTISPECIES: terminus macrodomain insulation protein YfbV [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949363.1 MULTISPECIES: ribosome assembly RNA-binding protein YhbY [Alteromonas]	Cytoplasmic	9.26
WP_014949364.1 MULTISPECIES: 23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE [Alteromonas]	Cytoplasmic	9.26
WP_014949371.1 MULTISPECIES: YqaE/Pmp3 family membrane protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949410.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014949426.1 MULTISPECIES: DUF2062 domain-containing protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_014949447.1 MULTISPECIES: succinate dehydrogenase flavoprotein subunit [Alteromonas]	CytoplasmicMembrane	7.88
WP_014949499.1 MULTISPECIES: DUF1414 domain-containing protein [Alteromonas]	Unknown	2.00
WP_014949524.1 MULTISPECIES: HTH-type transcriptional regulator CysB [Alteromonas]	Cytoplasmic	9.97
WP_014949558.1 MULTISPECIES: ribosome modulation factor [Alteromonas]	Unknown	2.00
WP_014949586.1 MULTISPECIES: bacterioferritin [Alteromonas]	Cytoplasmic	9.97
WP_014949589.1 MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit I [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949590.1 MULTISPECIES: cytochrome-c oxidase, cbb3-type subunit II [Alteromonas]	Unknown	2.00
WP_014949591.1 MULTISPECIES: cbb3-type cytochrome c oxidase subunit 3 [Alteromonas]	CytoplasmicMembrane	9.82
WP_014949635.1 MULTISPECIES: leucine-responsive transcriptional regulator Lrp [Alteromonas]	Cytoplasmic	9.97
WP_014949641.1 MULTISPECIES: integration host factor subunit beta [Alteromonas]	Cytoplasmic	9.97
WP_014949724.1 MULTISPECIES: YaiI/YqxD family protein [Alteromonas]	Cytoplasmic	9.26
WP_014949725.1 MULTISPECIES: SDR family oxidoreductase [Alteromonas]	Cytoplasmic	9.26
WP_014949730.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014949751.1 MULTISPECIES: DUF2189 domain-containing protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014949813.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014949816.1 MULTISPECIES: metalloregulator ArsR/SmtB family transcription factor [Alteromonas]	Cytoplasmic	8.96
WP_014949832.1 MULTISPECIES: DUF1328 family protein [Alteromonas]	CytoplasmicMembrane	9.86
WP_014949833.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_014949837.1 MULTISPECIES: zinc ribbon domain-containing protein [Alteromonas]	Unknown	2.00
WP_014949849.1 MULTISPECIES: bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase [Alteromonas]	Cytoplasmic	9.26
WP_014949852.1 MULTISPECIES: 6-phosphogluconolactonase [Alteromonas]	Unknown	2.00
WP_014949953.1 MULTISPECIES: beta-ketoacyl-ACP synthase I [Alteromonas]	Cytoplasmic	9.97
WP_014949994.1 MULTISPECIES: phasin family protein [Alteromonas]	Unknown	2.00
WP_014949996.1 MULTISPECIES: fatty acid metabolism transcriptional regulator FadR [Alteromonas]	Cytoplasmic	8.96
WP_014950000.1 MULTISPECIES: YcgN family cysteine cluster protein [Alteromonas]	Cytoplasmic	9.97
WP_014950005.1 MULTISPECIES: long-chain-fatty-acid--CoA ligase FadD [Alteromonas]	Cytoplasmic	9.97
WP_014950082.1 MULTISPECIES: flagellar motor protein PomA [Alteromonas]	CytoplasmicMembrane	10.00
WP_014950090.1 MULTISPECIES: riboflavin synthase [Alteromonas]	Cytoplasmic	9.26
WP_014950096.1 MULTISPECIES: DNA repair protein RadA [Alteromonas]	Cytoplasmic	8.96
WP_014950115.1 MULTISPECIES: P-II family nitrogen regulator [Alteromonas]	CytoplasmicMembrane	7.88
WP_014950134.1 MULTISPECIES: 30S ribosomal protein S20 [Alteromonas]	Cytoplasmic	9.26
WP_014950135.1 MULTISPECIES: SDR family oxidoreductase [Alteromonas]	Cytoplasmic	9.97
WP_014950147.1 MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Alteromonas]	Cytoplasmic	9.26
WP_014950157.1 MULTISPECIES: glutamine-hydrolyzing GMP synthase [Alteromonas]	Cytoplasmic	9.97
WP_014950167.1 MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Alteromonas]	Cytoplasmic	9.97
WP_014950172.1 MULTISPECIES: iron-sulfur cluster assembly accessory protein [Alteromonas]	Cytoplasmic	9.26
WP_014950178.1 MULTISPECIES: Fe-S cluster assembly transcriptional regulator IscR [Alteromonas]	Cytoplasmic	8.96
WP_014950183.1 MULTISPECIES: inositol-1-monophosphatase [Alteromonas]	Cytoplasmic	9.97
WP_014950189.1 MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt [Alteromonas]	Cytoplasmic	9.97
WP_014950192.1 MULTISPECIES: DUF2170 family protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_014950199.1 MULTISPECIES: rhomboid family intramembrane serine protease [Alteromonas]	CytoplasmicMembrane	10.00
WP_014950208.1 MULTISPECIES: LysR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014950268.1 MULTISPECIES: XRE family transcriptional regulator [Alteromonas]	Unknown	2.00
WP_014950271.1 MULTISPECIES: ribosome biogenesis GTPase YlqF [Alteromonas]	Cytoplasmic	8.96
WP_014950360.1 MULTISPECIES: glycine cleavage system protein GcvH [Alteromonas]	Cytoplasmic	8.96
WP_014950407.1 MULTISPECIES: DNA gyrase inhibitor YacG [Alteromonas]	Unknown	2.00
WP_014950437.1 MULTISPECIES: 16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH [Alteromonas]	Cytoplasmic	9.97
WP_014950522.1 MULTISPECIES: phosphoheptose isomerase [Alteromonas]	Cytoplasmic	9.97
WP_014950548.1 MULTISPECIES: 5'-methylthioadenosine/adenosylhomocysteine nucleosidase [Alteromonas]	Cytoplasmic	8.96
WP_014950582.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014950672.1 MULTISPECIES: pyrroloquinoline quinone biosynthesis protein PqqB [Alteromonas]	Cytoplasmic	9.97
WP_014950707.1 MULTISPECIES: RNA-binding protein [Alteromonas]	Unknown	2.00
WP_014950720.1 MULTISPECIES: TIGR04219 family outer membrane beta-barrel protein [Alteromonas]	Unknown	2.50
WP_014950735.1 MULTISPECIES: hypothetical protein [Alteromonas]	CytoplasmicMembrane	9.82
WP_014950757.1 MULTISPECIES: PH domain-containing protein [Alteromonas]	Unknown	2.00
WP_014950784.1 MULTISPECIES: VF530 family protein [Alteromonas]	Unknown	2.00
WP_014950791.1 MULTISPECIES: (Na+)-NQR maturation NqrM [Alteromonas]	Unknown	2.50
WP_014950794.1 MULTISPECIES: NADH:ubiquinone reductase (Na(+)-transporting) subunit E [Alteromonas]	CytoplasmicMembrane	10.00
WP_014950808.1 MULTISPECIES: uridine kinase [Alteromonas]	Cytoplasmic	9.97
WP_014950906.1 MULTISPECIES: 50S ribosomal protein L15 [Alteromonas]	Cytoplasmic	9.97
WP_014950907.1 MULTISPECIES: 50S ribosomal protein L30 [Alteromonas]	Cytoplasmic	9.26
WP_014950909.1 MULTISPECIES: 50S ribosomal protein L6 [Alteromonas]	Cytoplasmic	9.97
WP_014950910.1 MULTISPECIES: 30S ribosomal protein S14 [Alteromonas]	Cytoplasmic	9.26
WP_014950911.1 MULTISPECIES: 50S ribosomal protein L5 [Alteromonas]	Cytoplasmic	9.97
WP_014950912.1 MULTISPECIES: 50S ribosomal protein L24 [Alteromonas]	Cytoplasmic	9.97
WP_014950916.1 MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Alteromonas]	Cytoplasmic	9.97
WP_014950922.1 MULTISPECIES: PepSY domain-containing protein [Alteromonas]	Unknown	2.50
WP_014950926.1 MULTISPECIES: 4-hydroxy-3-polyprenylbenzoate decarboxylase [Alteromonas]	Cytoplasmic	9.97
WP_014950980.1 MULTISPECIES: methylenetetrahydrofolate reductase [Alteromonas]	Cytoplasmic	9.97
WP_014950987.1 MULTISPECIES: RNA polymerase sigma factor RpoH [Alteromonas]	Cytoplasmic	9.97
WP_014950994.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014950997.1 MULTISPECIES: RNA polymerase-binding protein DksA [Alteromonas]	Cytoplasmic	9.97
WP_014951004.1 MULTISPECIES: EAL domain-containing protein [Alteromonas]	CytoplasmicMembrane	7.88
WP_014951008.1 MULTISPECIES: proteobacterial dedicated sortase system response regulator [Alteromonas]	Cytoplasmic	9.97
WP_014951025.1 MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014951036.1 MULTISPECIES: 30S ribosomal protein S7 [Alteromonas]	Cytoplasmic	9.26
WP_014951037.1 MULTISPECIES: 30S ribosomal protein S12 [Alteromonas]	Cytoplasmic	9.26
WP_014951041.1 MULTISPECIES: 50S ribosomal protein L10 [Alteromonas]	Cytoplasmic	9.26
WP_014951043.1 MULTISPECIES: 50S ribosomal protein L11 [Alteromonas]	Cytoplasmic	9.26
WP_014951044.1 MULTISPECIES: transcription termination/antitermination protein NusG [Alteromonas]	Cytoplasmic	9.97
WP_014951045.1 MULTISPECIES: preprotein translocase subunit SecE [Alteromonas]	CytoplasmicMembrane	10.00
WP_014951071.1 MULTISPECIES: elongation factor P-like protein YeiP [Alteromonas]	Cytoplasmic	9.97
WP_014951082.1 MULTISPECIES: DUF2237 domain-containing protein [Alteromonas]	Unknown	2.00
WP_014951092.1 MULTISPECIES: RNA chaperone Hfq [Alteromonas]	Cytoplasmic	9.26
WP_014951120.1 MULTISPECIES: 30S ribosomal protein S6 [Alteromonas]	Cytoplasmic	9.97
WP_014951149.1 MULTISPECIES: cytochrome bd-I oxidase subunit CydX [Alteromonas]	CytoplasmicMembrane	9.82
WP_014951154.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_014951177.1 MULTISPECIES: CsbD family protein [Alteromonas]	Unknown	2.00
WP_014951195.1 MULTISPECIES: DUF2721 domain-containing protein [Alteromonas]	CytoplasmicMembrane	10.00
