old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds
,IG1389r2_914,,,false,1,0,,
,IG1397f8,,,true,0,0,2.48480766,0.0
,IG1398f2-3,,new orf determined by microarrays,true,0,0,4.78707193,119.0
,IG1398f2-3_924,,,false,2,0,,
,IG1398r3,,,false,1,0,,
,IG1399f16,,,true,0,0,3.862597209,0.0
,IG1399f3,,,true,0,0,3.86685111,30.0
,IG1399r26,,,true,1,0,3.337999729,20.0
,IG1405f15-17,,,true,0,0,3.862597209,31.0
,IG1405f20-21,,,false,1,0,,
,IG1405r20-23,,,false,1,0,,
,IG1406f14-15,,new orf determined by microarrays,false,1,0,,
,IG1406f14-15_932,,,false,1,0,,
,IG1408f2,,,false,2,0,,
,IG1410f19-22,,,false,1,0,,
,IG1410r21,,new orf determined by microarrays,false,1,0,,
,IG1412f10-11,,new orf determined by light and P microarrays,true,0,0,3.862597209,6.0
,IG1412r33,,,false,1,0,,
,IG1413f5-6,,,true,0,0,4.720043179,84.0
,IG1428f2,,,false,1,0,,
,IG1429f21-24,,,true,0,0,3.894558973,59.0
,IG1429f3-4,,,false,1,0,,
,IG1429r11-17,IG1429r11-17,,false,0,1,,
,IG1429r4-6,,,false,1,0,,
,IG1443f7-9,,,true,0,1,3.530951357,67.0
,IG1451f8-15,,,false,1,0,,
,IG1451r5-8,,,false,1,0,,
,PMED4_01602,PMED4_01602,,true,0,1,3.337999729,22.0
IG0346r10,PMED4_03431,,,true,0,0,3.063111946,19.0
IG0348f10_198,PMED4_03472,,,true,0,0,3.041366904,16.0
IG0418f,PMED4_04471,,,false,0,1,,
IG0676r28-31,PMED4_07131,,,true,0,0,3.86685111,22.0
IG0701r2-7,PMED4_07432,,,true,0,0,2.449614688,17.0
,PMED4_08162,PMED4_08162,,true,0,0,4.720043179,28.0
IG0818r4,PMED4_08892,,,true,0,0,4.423464314,23.0
IG0821f4,PMED4_08922,,,true,0,0,4.78707193,26.0
,PMED4_11271,,,true,0,0,4.720043179,201.0
IG1023r,PMED4_11311,,,true,0,0,3.86685111,17.0
IG1054f8-13,PMED4_11782,,,true,0,0,2.417778909,73.0
,PMED4_12632,,,true,0,0,4.720043179,98.0
IG1149r,PMED4_12751,,,true,0,0,4.015984759,109.0
IG1153f,PMED4_12811,,,true,0,0,3.337999729,22.0
IG1153r5,PMED4_12832,,,false,1,0,,
1397r,PMED4_15431,,,true,0,0,3.612533921,14.0
IG1398f2-3,PMED4_15442,,,true,0,0,4.720043179,16.0
,PMED4_15512,,,true,0,0,4.720043179,71.0
,PMED4_15721,,,true,0,0,3.270970978,232.0
,PMED4_15902,,,true,0,0,4.720043179,66.0
,PMED4_16131,,,true,0,0,4.720043179,110.0
IG1442f4,PMED4_16202,,,true,0,0,2.981007048,14.0
IG1451f8-16,PMED4_16313,,,true,0,0,4.505569212,149.0
PMM0001,PMED4_00001,dnaN,"DNA polymerase III, beta chain",true,2,0,4.015984759,16.0
PMM0003,PMED4_00021,purL,phosphoribosylformylglycinamidine synthetase II,false,0,1,,
PMM0004,PMED4_00031,purF,Glutamine amidotransferase class-II:Phosphoribosyl transferase,false,1,1,,
PMM0005,PMED4_00041,,"DNA gyrase/topoisomerase IV, subunit A",true,3,3,3.041366904,34.0
PMM0006,PMED4_00051,,"Flp pilus assembly protein TadD, contains TPR repeats",false,1,0,,
PMM0007,PMED4_00061,,Uncharacterized Fe-S protein,true,1,0,2.875441293,0.0
PMM0008,PMED4_00071,,Uncharacterized conserved protein,true,0,0,3.270970978,28.0
PMM0009,PMED4_00081,nusB,Antitermination protein NusB,false,1,0,,
PMM0010,PMED4_00091,ftsY,signal recognition particle docking protein FtsY,true,0,1,4.78707193,21.0
PMM0011,PMED4_00101,rsbU,Protein phosphatase 2C domain,false,6,1,,
PMM0012,PMED4_00111,argH,Fumarate lyase:Delta crystallin,false,3,0,,
PMM0013,PMED4_00121,,RNA-binding region RNP-1 (RNA recognition motif),true,1,1,4.869176828,3.0
PMM0014,PMED4_00131,,tRNA-dihydrouridine synthase,true,2,1,4.720043179,52.0
PMM0015,PMED4_00141,,Domain of unknown function DUF25,true,1,0,3.92962596,42.0
PMM0016,PMED4_00151,grpE,Heat shock protein GrpE,true,0,0,2.350663868,17.0
PMM0018,PMED4_00171,,conserved hypothetical protein,true,0,0,3.961587724,50.0
PMM0019,PMED4_00181,,Predicted GTPases,false,1,1,,
PMM0020,PMED4_00191,,Uncharacterized protein conserved in bacteria,true,0,0,2.854078467,20.0
PMM0021,PMED4_00201,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,false,2,2,,
PMM0022,PMED4_00211,murC,Probable UDP-N-acetylmuramate-alanine ligase,false,2,3,,
PMM0023,PMED4_00221,gap2,Glyceraldehyde 3-phosphate dehydrogenase(NADP+)(phosphorylating),true,0,1,4.423464314,29.0
PMM0024,PMED4_00231,thiL,putative thiamine-monophosphate kinase,false,0,1,,
PMM0025,PMED4_00241,,Cyclophilin-type peptidyl-prolyl cis-trans isomerase,false,1,3,,
PMM0026,PMED4_00251,efp,Elongation factor P (EF-P),true,1,1,4.720043179,87.0
PMM0027,PMED4_00261,accB,Biotin / Lipoyl attachment:Acetyl-CoA biotin carboxyl carrier subunit,false,1,0,,
PMM0028,PMED4_00271,pdxA,putative pyridoxal phosphate biosynthetic protein PdxA,true,1,0,4.720043179,0.0
PMM0029,PMED4_00281,,Nucleoside-diphosphate-sugar epimerases,true,0,0,3.337999729,64.0
PMM0030,PMED4_00291,,possible Transcription factor TFIID (or TATA-b,false,1,0,,
PMM0031,PMED4_00301,,HNH endonuclease:HNH nuclease,true,0,2,4.78707193,102.0
PMM0032,PMED4_00311,,type II secretion system protein-like,false,3,1,,
PMM0033,PMED4_00321,,conserved hypothetical protein,false,2,1,,
PMM0034,PMED4_00331,,conserved hypothetical protein,true,0,0,2.875441293,15.0
PMM0035,PMED4_00341,DHSS,soluble hydrogenase small subunit,true,0,0,3.041366904,17.0
PMM0036,PMED4_00351,cbiD,CbiD protein,false,2,3,,
PMM0037,PMED4_00361,guaA,Glutamine amidotransferase class-I:GMP synthase,true,1,1,2.16346172,0.0
PMM0038,PMED4_00371,,hypothetical,false,3,1,,
PMM0039,PMED4_00381,,conserved hypothetical protein,true,0,0,3.041366904,19.0
PMM0040,PMED4_00401,,Putative penicillin-binding protein,false,1,0,,
PMM0041,PMED4_00411,,possible reductase,false,0,1,,
PMM0042,PMED4_00421,,flavoprotein,false,1,0,,
PMM0043,PMED4_00431,,flavoprotein,true,4,1,3.862597209,16.0
PMM0044,PMED4_00441,alaS,Alanyl-tRNA synthetase,false,4,2,,
PMM0045,PMED4_00451,speA,Orn/DAP/Arg decarboxylases family 2,true,3,0,4.720043179,49.0
PMM0046,PMED4_00461,ndk,Nucleoside diphosphate kinase,true,1,0,2.060786228,16.0
PMM0048,PMED4_00481,gatB,Glutamyl-tRNA (Gln) amidotransferase subunit B,true,1,1,4.78707193,14.0
PMM0050,PMED4_00501,argJ,ArgJ family,true,3,1,3.933879861,45.0
PMM0051,PMED4_00511,,ATPases involved in chromosome partitioning,false,2,0,,
PMM0052,PMED4_00521,tas,Aldo/keto reductase family,false,1,0,,
PMM0053,PMED4_00541,,Putative RNA methylase family UPF0020,false,0,1,,
PMM0054,PMED4_00551,,conserved hypothetical protein,false,1,0,,
PMM0055,PMED4_00561,,conserved hypothetical protein,true,0,0,2.583618231,16.0
PMM0056,PMED4_00581,,conserved hypothetical protein,false,0,1,,
PMM0057,PMED4_00591,smc,"putative chromosome segregation protein, SMC ATPase superfamily",true,3,3,3.108395655,17.0
PMM0058,PMED4_00601,,Uncharacterized conserved protein,true,0,0,2.957546191,16.0
PMM0059,PMED4_00611,,cyanobacteria-specific protein related to lipid A disaccharide synthetase,false,2,0,,
PMM0060,PMED4_00621,accC,"acetyl-CoA carboxylase, biotin carboxylase subunit",true,3,1,3.076433891,90.0
PMM0061,PMED4_00631,,"YGGT family, conserved hypothetical integral membrane protein",true,1,0,4.78707193,17.0
PMM0062,PMED4_00641,psbX,photosystem II PsbX protein,true,0,0,4.505569212,81.0
PMM0063,PMED4_00651,,conserved hypothetical protein,true,0,0,3.894558973,46.0
PMM0065,PMED4_00671,,"ABC transporter, ATP binding protein",true,1,2,4.720043179,98.0
PMM0066,PMED4_00681,,conserved hypothetical protein,false,1,0,,
PMM0067,PMED4_00691,hit,HIT (Histidine triad) family protein,false,1,0,,
PMM0068,PMED4_00701,def,putative formylmethionine deformylase,true,0,0,3.86685111,33.0
PMM0069,PMED4_00711,dap2,Esterase/lipase/thioesterase family active site,false,1,1,,
PMM0070,PMED4_00721,,putative cysteine desulfurase or selenocysteine lyase,false,2,0,,
PMM0071,PMED4_00731,,"ABC transporter, membrane component",false,1,1,,
PMM0072,PMED4_00741,sufC,"ABC transporter, ATP binding component",false,2,0,,
PMM0073,PMED4_00751,,"ABC transporter, membrane component",false,2,0,,
PMM0074,PMED4_00761,,conserved hypothetical,false,1,0,,
PMM0075,PMED4_00771,,Uncharacterized protein conserved in bacteria,true,2,0,2.049957087,23.0
PMM0076,PMED4_00791,pgm,Phosphoglucomutase,true,0,1,3.420104627,15.0
PMM0078,PMED4_00811,,possible 4'-phosphopantetheinyl transferase family protein,true,2,0,3.933879861,86.0
PMM0079,PMED4_00821,bcp,putative bacterioferritin comigratory (BCP) protein,true,0,0,2.48480766,20.0
PMM0080,PMED4_00831,,Predicted transcriptional regulator,false,2,0,,
PMM0081,PMED4_00841,cysH,Phosphoadenosine phosphosulfate reductase,true,1,0,3.933879861,57.0
PMM0082,PMED4_00851,,"putative NADH dehydrogenase, transport associated",false,1,0,,
PMM0083,PMED4_00861,citT,"putative sodium/sulfate transporter, DASS family",true,4,3,3.337999729,13.0
PMM0084,PMED4_00871,trkG,"possible sodium transporter, Trk family",false,0,1,,
PMM0085,PMED4_00881,,"putative potassium channel, VIC family",true,1,0,4.869176828,61.0
PMM0086,PMED4_00891,,Conserved hypothetical protein,true,0,0,3.961587724,21.0
PMM0087,PMED4_00901,,conserved hypothetical protein,true,0,0,3.337999729,41.0
PMM0088,PMED4_00911,,conserved hypothetical protein,true,0,0,3.190500553,18.0
PMM0089,PMED4_00931,,"ABC transporter, ATP binding component",true,3,1,3.108395655,70.0
PMM0090,PMED4_00951,,possible serine protease,false,2,0,,
PMM0091,PMED4_00961,,conserved hypothetical protein,true,0,0,3.933879861,25.0
PMM0092,PMED4_00971,,conserved hypothetical protein,false,1,0,,
PMM0093,PMED4_00981,hli1,possible high light inducible protein,true,0,0,4.720043179,20.0
PMM0094,PMED4_00991,,conserved hypothetical protein,false,1,0,,
PMM0095,PMED4_01001,rbn,similar to serum resistance locus BrkB,false,2,2,,
PMM0096,PMED4_01011,,inositol monophosphate family protein,false,1,0,,
PMM0097,PMED4_01021,,possible RND family outer membrane efflux protein,true,8,1,3.933879861,37.0
PMM0098,PMED4_01031,,possible Fe-S oxidoreductase,true,1,0,4.262294506,25.0
PMM0099,PMED4_01041,,conserved hypothetical protein,false,1,0,,
PMM0100,PMED4_01051,nadB,L-aspartate oxidase,false,1,2,,
PMM0101,PMED4_01061,,Predicted membrane protein,true,0,1,3.86685111,31.0
PMM0102,PMED4_01071,,possible Fe-S oxidoreductase,true,1,0,4.78707193,57.0
PMM0103,PMED4_01091,,conserved hypothetical protein,true,0,0,3.86685111,23.0
PMM0104,PMED4_01101,,Uncharacterized protein conserved in bacteria,false,1,0,,
PMM0105,PMED4_01111,,RibD/ribG C-terminal domain,false,1,0,,
PMM0106,PMED4_01121,,6-pyruvoyl tetrahydropterin synthase,true,3,0,4.356435563,13.0
PMM0108,PMED4_01141,,conserved hypothetical protein,true,1,0,2.813222305,76.0
PMM0110,PMED4_01161,,putative glutathione S-transferase,true,0,1,2.907363362,14.0
PMM0111,PMED4_01171,,conserved hypothetical protein,true,0,0,4.78707193,47.0
PMM0112,PMED4_01181,rbfA,Ribosome-binding factor A,false,1,0,,
PMM0114,PMED4_01201,,Predicted integral membrane protein,false,0,1,,
PMM0115,PMED4_01211,crtQ,zeta-carotene desaturase,false,1,1,,
PMM0116,PMED4_01221,,Uncharacterized conserved protein,true,0,0,3.92962596,18.0
PMM0118,PMED4_01241,,Uncharacterized protein conserved in bacteria,false,1,2,,
PMM0119,PMED4_01251,,conserved hypothetical protein,false,1,0,,
PMM0120,PMED4_01261,,putative cell division inhibitor,true,1,1,3.190500553,17.0
PMM0121,PMED4_01271,,conserved hypothetical protein,false,0,1,,
PMM0122,PMED4_01281,,,false,2,0,,
PMM0123,PMED4_01291,cysK2,O-acetylserine (thiol)-lyase A,true,1,0,4.720043179,64.0
PMM0124,PMED4_01301,,conserved hypothetical protein in cyanobacteria,true,1,0,3.92962596,25.0
PMM0125,PMED4_01311,,"possible ABC transporter, ATP-binding component",false,1,0,,
PMM0126,PMED4_01321,,possible Herpesvirus UL6 like,false,1,0,,
PMM0127,PMED4_01331,,possible Signal peptide binding domain,true,1,0,4.869176828,72.0
PMM0128,PMED4_01341,rpaA,two-component response regulator,true,1,0,3.270970978,36.0
PMM0129,PMED4_01351,holB,"DNA polymerase III, delta prime subunit",false,2,0,,
PMM0130,PMED4_01361,tmk,Thymidylate kinase,false,1,0,,
PMM0131,PMED4_01371,zntA,putative P-type ATPase transporter for copper,true,2,0,3.92962596,35.0
PMM0132,PMED4_01381,,cyanobacterial conserved hypothetical,true,0,1,3.409102437,64.0
PMM0133,PMED4_01391,sms,putative DNA repair protein RadA,false,5,1,,
PMM0134,PMED4_01401,rpaB,two-component response regulator,false,1,0,,
PMM0135,PMED4_01411,plsX,fatty acid/phospholipid synthesis protein PlsX,false,1,0,,
PMM0136,PMED4_01421,fabH,3-oxoacyl-[acyl-carrier-protein] synthase III,false,0,2,,
PMM0137,PMED4_01431,fabD,Malonyl coenzyme A-acyl carrier protein transacylase,false,2,0,,
PMM0138,PMED4_01441,plsC,putative 1-acyl-sn-glycerol-3-phosphate acyltransferase,false,1,1,,
PMM0139,PMED4_01451,,"Inactive homolog of metal-dependent proteases, putative molecular chaperone",false,2,0,,
PMM0140,PMED4_01461,ycf34,putative Ycf34,true,0,0,3.158538789,37.0
PMM0141,PMED4_01471,,Poly A polymerase family,true,3,1,4.720043179,78.0
PMM0142,PMED4_01481,,RNA-binding region RNP-1 (RNA recognition motif),false,2,0,,
PMM0143,PMED4_01491,"crtB,pys",Squalene and phytoene synthases,false,3,0,,
PMM0144,PMED4_01501,pds,phytoene desaturase,true,1,0,2.312595369,39.0
PMM0145,PMED4_01511,,NADH dehydrogenase I subunit M,true,1,0,2.854078467,40.0
PMM0146,PMED4_01521,,conserved hypothetical protein,false,1,0,,
PMM0147,PMED4_01531,rbcR,putative Rubisco transcriptional regulator,true,0,0,4.869176828,21.0
PMM0149,PMED4_01551,ndhF,putative NADH Dehydrogenase (complex I) subunit (chain 5),true,1,0,4.015984759,16.0
PMM0150,PMED4_01561,ndhD,putative NADH dehydrogenase subunit (chain 4),true,3,0,4.869176828,20.0
PMM0151,PMED4_01571,,Uncharacterized conserved protein,true,1,0,2.230490471,170.0
PMM0152,PMED4_01581,,Putative sugar-phosphate nucleotidyl transferase,false,1,0,,
PMM0153,PMED4_01591,metF,Methylenetetrahydrofolate reductase,true,2,0,3.337999729,48.0
PMM0154,PMED4_01601,csgD,"Bacterial regulatory protein, LuxR family",true,0,0,3.894558973,22.0
PMM0155,PMED4_01611,,Uncharacterized protein conserved in bacteria,false,1,1,,
PMM0156,PMED4_01621,,predicted inorganic polyphosphate / ATP-NAD+ kinase,true,0,3,3.862597209,24.0
PMM0157,PMED4_01631,ndhE,putative NADH Dehydrogenase subunit,false,1,1,,
PMM0159,PMED4_01651,ndhI,putative NADH Dehydrogenase subunit,true,0,0,4.869176828,19.0
PMM0160,PMED4_01661,ndhA,putative respiratory-chain NADH dehydrogenase subunit,true,1,0,3.041366904,16.0
PMM0161,PMED4_01671,gltA,Citrate synthase,true,3,0,2.230490471,27.0
PMM0162,PMED4_01681,,Conserved hypothetical protein,false,7,6,,
PMM0163,PMED4_01691,pspE,Rhodanese-like,true,1,2,4.720043179,87.0
PMM0164,PMED4_01701,trpB,Tryptophan synthase subunit beta,true,1,0,3.92962596,19.0
PMM0165,PMED4_01711,sui1,Translation initiation factor SUI1,true,0,0,3.92962596,30.0
PMM0166,PMED4_01721,cysC,Adenylylsulfate kinase,true,0,0,4.720043179,22.0
PMM0167,PMED4_01731,purE,Phosphoribosylaminoimidazole carboxylase,true,1,0,2.022249224,62.0
PMM0168,PMED4_01741,chlM,Mg-protoporphyrin IX methyltransferase,true,0,0,4.78707193,56.0
PMM0170,PMED4_01761,,NifS-like aminotransferase class-V,false,0,1,,
PMM0171,PMED4_01771,,Predicted S-adenosylmethionine-dependent methyltransferase,false,0,1,,
PMM0172,PMED4_01781,ndhH,putative NADH dehydrogenase subunit,true,2,0,4.356435563,16.0
PMM0174,PMED4_01801,menE,probable O-succinylbenzoic acid--CoA ligase (OSB-CoA synthetase),false,2,0,,
PMM0175,PMED4_01811,menC,putative O-succinylbenzoate synthase,false,0,1,,
PMM0177,PMED4_01831,menF,Isochorismate synthase,true,2,1,4.78707193,67.0
PMM0179,PMED4_01851,grxC,Glutaredoxin,true,0,0,4.015984759,18.0
PMM0180,PMED4_01861,prfB,peptide chain release factor RF-2,true,0,1,3.420104627,17.0
PMM0181,PMED4_01871,,conserved hypothetical protein,false,1,0,,
PMM0182,PMED4_01881,,Predicted metal-dependent hydrolase,false,3,0,,
PMM0184,PMED4_01901,pabA,para-aminobenzoate synthase component II,true,0,1,3.933879861,50.0
PMM0185,PMED4_01911,,Predicted Zn-dependent hydrolases of the beta-lactamase fold,true,1,0,4.720043179,12.0
PMM0186,PMED4_01921,hisC,Aminotransferases class-I,false,2,0,,
PMM0187,PMED4_01931,argS,Arginyl-tRNA synthetase,false,1,1,,
PMM0188,PMED4_01941,nadC,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase,false,2,1,,
PMM0189,PMED4_01951,thdF,putative thiophen / furan oxidation protein,true,2,1,4.869176828,93.0
PMM0190,PMED4_01961,,Uncharacterized protein conserved in bacteria,true,0,0,3.597980108,47.0
PMM0191,PMED4_01971,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase, (ppGpp)ase",true,3,0,3.420104627,116.0
PMM0192,PMED4_01981,,"ABC transporter, ATP binding component, possibly for oligopeptides",false,1,2,,
PMM0193,PMED4_01991,rluD,putative pseudouridylate synthase specific to ribosomal large subunit,false,0,1,,
PMM0194,PMED4_02001,,Predicted GTPases,true,2,1,3.86685111,63.0
PMM0195,PMED4_02011,pgk,Phosphoglycerate kinase,true,1,1,3.648123242,19.0
PMM0196,PMED4_02021,,conserved hypothetical protein,true,3,1,4.720043179,0.0
PMM0197,PMED4_02031,murG,Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase,false,1,1,,
PMM0198,PMED4_02041,hisC/cobC,Aminotransferases class-I,true,4,4,2.617399432,22.0
PMM0199,PMED4_02051,pyrD,Dihydroorotate dehydrogenase,true,3,2,2.981007048,28.0
PMM0202,PMED4_02081,rplJ,50S ribosomal protein L10,false,1,0,,
PMM0204,PMED4_02101,rplK,50S ribosomal protein L11,false,1,0,,
PMM0205,PMED4_02111,nusG,"transcription antitermination protein, NusG",false,2,0,,
PMM0206,PMED4_02121,secE,"putative preprotein translocase, SecE subunit",true,2,1,3.86685111,34.0
PMM0207,PMED4_02131,clpB2,"putative ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB",true,6,1,4.78707193,73.0
PMM0208,PMED4_02141,eno,Enolase,true,0,0,4.869176828,207.0
PMM0209,PMED4_02151,,possible kinase,false,0,1,,
PMM0210,PMED4_02161,,Conserved hypothetical protein,true,0,0,4.423464314,42.0
PMM0211,PMED4_02171,trxB,FAD-dependent pyridine nucleotide-disulphide oxidoreductase,true,4,1,2.16346172,83.0
PMM0212,PMED4_02181,,conserved hypothetical protein,true,0,0,3.409102437,99.0
PMM0213,PMED4_02191,sbtA,putative sodium-dependent bicarbonate transporter,false,1,0,,
PMM0214,PMED4_02201,,putative sulfate transporter,true,0,2,3.86685111,29.0
PMM0215,PMED4_02211,hemB,Delta-aminolevulinic acid dehydratase,false,0,1,,
PMM0216,PMED4_02221,,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,true,0,0,3.108395655,17.0
PMM0217,PMED4_02231,mutS,putative DNA mismatch repair protein MutS family,false,2,3,,
PMM0218,PMED4_02241,obg,GTP1/OBG family,false,1,1,,
PMM0220,PMED4_02256,,conserved hypothetical protein (NCBI),true,2,0,2.974392112,11.0
PMM0221,PMED4_02261,ecm4,Glutathione S-transferase C terminus,false,2,0,,
PMM0222,PMED4_02271,aspA,putative aspartoacylase,false,1,0,,
PMM0223,PMED4_02281,psbA,Photosystem II PsbA protein (D1),true,0,0,3.337999729,63.0
PMM0224,PMED4_02291,aroC,Chorismate synthase,true,0,0,4.78707193,25.0
PMM0225,PMED4_02301,eda,possible 2-keto-3-deoxy-6-phosphogluconate aldolase,false,0,1,,
PMM0226,PMED4_02311,ftsH2,cell division protein FtsH2,true,1,2,3.933879861,17.0
PMM0227,PMED4_02321,cysD,ATP-sulfurylase,false,1,4,,
PMM0228,PMED4_02331,psbO,Photosystem II manganese-stabilizing protein,true,2,0,4.720043179,0.0
PMM0229,PMED4_02341,dfp (coaBC),putative p-pantothenate cysteine ligase and p-pantothenenoylcysteine decarboxylase,false,1,0,,
PMM0230,PMED4_02351,,conserved hypothetical protein,true,0,0,3.337999729,22.0
PMM0231,PMED4_02361,,conserved hypothetical protein,true,0,0,4.78707193,61.0
PMM0232,PMED4_02371,,conserved hypothetical protein,false,1,0,,
PMM0233,PMED4_02381,pyrB,aspartate carbamoyltransferase,true,4,0,4.720043179,97.0
PMM0234,PMED4_02391,,possible Methylpurine-DNA glycosylase (MPG),true,1,2,4.869176828,16.0
PMM0235,PMED4_02401,gatC,Glutamyl-tRNA(Gln) amidotransferase subunit C,true,0,0,3.86685111,29.0
PMM0236,pseudo,crtR,beta carotene hydroxylase,false,2,0,,
PMM0237,PMED4_02421,,conserved hypothetical protein,true,0,0,4.78707193,16.0
PMM0238,PMED4_02431,ileS,Isoleucyl-tRNA synthetase,false,2,0,,
PMM0239,PMED4_02441,,conserved hypothetical protein,false,2,1,,
PMM0240,PMED4_02451,,Predicted SAM-dependent methyltransferase,false,1,0,,
PMM0241,PMED4_02461,,Phosphotransferase superclass,true,2,1,4.78707193,38.0
PMM0243,PMED4_02481,thy1,possible Thy1 protein homolog,true,0,0,3.92962596,200.0
PMM0244,PMED4_02491,dcd,dCTP Deaminase,false,1,0,,
PMM0245,PMED4_02501,,cob(I)alamin adenosyltransferase,true,3,0,3.961587724,21.0
PMM0246,PMED4_02511,ntcA,"Global nitrogen regulatory protein, CRP family of transcriptional regulators",true,0,0,2.907363362,13.0
PMM0247,PMED4_02521,,conserved hypothetical protein,true,0,1,3.933879861,21.0
PMM0248,PMED4_02531,,conserved hypothetical protein,false,0,1,,
PMM0249,PMED4_02541,,conserved hypothetical protein,true,0,0,3.337999729,36.0
PMM0250,PMED4_02551,pth,Peptidyl-tRNA hydrolase,false,0,1,,
PMM0251,PMED4_02561,psbH,Photosystem II PsbH protein,true,2,0,4.262294506,25.0
PMM0252,PMED4_02571,psbN,Photosystem II reaction centre N protein (psbN),true,0,0,3.076433891,13.0
PMM0253,PMED4_02581,psbI,photosystem II reaction center PsbI protein,true,0,0,4.505569212,28.0
PMM0254,PMED4_02591,,conserved hypothetical protein,false,5,2,,
PMM0255,PMED4_02601,leuD,3-isopropylmalate dehydratase small subunit,false,2,0,,
PMM0256,PMED4_02611,leuC,3-isopropylmalate dehydratase large subunit,true,2,2,3.933879861,21.0
PMM0257,PMED4_02621,cinA,Molybdenum cofactor biosynthesis protein,false,2,0,,
PMM0258,PMED4_02631,glyA,Serine hydroxymethyltransferase (SHMT),true,1,0,3.337999729,53.0
PMM0259,PMED4_02641,,conserved hypothetical protein,true,0,0,3.894558973,23.0
PMM0261,PMED4_02661,mviN,"Uncharacterized membrane protein, putative virulence factor",false,0,2,,
PMM0262,PMED4_02671,sfsA,putative sugar fermentation stimulation protein,false,1,0,,
PMM0263,PMED4_02681,amt1,Ammonium transporter family,true,0,1,3.270970978,47.0
PMM0264,PMED4_02691,lytB,LytB protein homolog,true,2,0,3.86685111,2.0
PMM0265,PMED4_02701,,Predicted membrane protein,false,2,0,,
PMM0266,PMED4_02711,purH,AICARFT/IMPCHase bienzyme:Methylglyoxal synthase-like domain,false,3,1,,
