seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_011138.3,yihA,yihA,MADE_RS00065,MADE_1000070,Protein Homology,13862,14500,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516537.1,ribosome biogenesis GTP-binding protein YihA/YsxC,WP_012516537.1,"GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737",cytoplasm|0005737||IEA,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",ribosome biogenesis|0042254||IEA,,MADE_1000070,
NC_011138.3,polA,polA,MADE_RS00070,MADE_1000075,Protein Homology,14884,17676,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516538.1,DNA polymerase I,WP_012516538.1,"GO:0006261,GO:0003676,GO:0003677,GO:0003887,GO:0008408",,"nucleic acid binding|0003676||IEA,DNA binding|0003677||IEA,DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA",DNA-templated DNA replication|0006261||IEA,,MADE_1000075,2.7.7.7
NC_011138.3,elbB,elbB,MADE_RS00075,MADE_1000080,Protein Homology,18098,18751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975251.1,isoprenoid biosynthesis glyoxalase ElbB,WP_012516539.1,,,,,,MADE_1000080,4.2.1.-
NC_011138.3,MADE_RS00080,,MADE_RS00080,MADE_1000085,Protein Homology,18940,20391,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516540.1,TrkH family potassium uptake protein,WP_012516540.1,"GO:0015379,GO:0016020",membrane|0016020||IEA,potassium:chloride symporter activity|0015379||IEA,,,MADE_1000085,
NC_011138.3,trkA,trkA,MADE_RS00085,MADE_1000090,Protein Homology,20537,21916,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982135.1,Trk system potassium transporter TrkA,WP_012516541.1,"GO:0006813,GO:0015079,GO:0016020",membrane|0016020||IEA,potassium ion transmembrane transporter activity|0015079||IEA,potassium ion transport|0006813||IEA,,MADE_1000090,
NC_011138.3,rsmB,rsmB,MADE_RS00090,MADE_1000095,Protein Homology,21982,23301,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516542.1,16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB,WP_012516542.1,"GO:0001510,GO:0006355,GO:0006364,GO:0003723,GO:0008649",,"RNA binding|0003723||IEA,rRNA methyltransferase activity|0008649||IEA","RNA methylation|0001510||IEA,regulation of DNA-templated transcription|0006355||IEA,rRNA processing|0006364||IEA",,MADE_1000095,2.1.1.176
NC_011138.3,fmt,fmt,MADE_RS00095,MADE_1000100,Protein Homology,23304,24254,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947728.1,methionyl-tRNA formyltransferase,WP_012516543.1,"GO:0071951,GO:0004479,GO:0005737",cytoplasm|0005737||IEA,methionyl-tRNA formyltransferase activity|0004479||IEA,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA|0071951||IEA,,MADE_1000100,2.1.2.9
NC_011138.3,def,def,MADE_RS00100,MADE_1000105,Protein Homology,24263,24772,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982132.1,peptide deformylase,WP_012516544.1,"GO:0036211,GO:0042586",,peptide deformylase activity|0042586||IEA,protein modification process|0036211||IEA,,MADE_1000105,3.5.1.88
NC_011138.3,MADE_RS00105,,MADE_RS00105,MADE_1000110,Protein Homology,24989,26062,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516545.1,LysM peptidoglycan-binding domain-containing protein,WP_012516545.1,GO:0097367,,carbohydrate derivative binding|0097367||IEA,,,MADE_1000110,
NC_011138.3,dprA,dprA,MADE_RS00110,MADE_1000115,Protein Homology,26102,27211,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065846.1,DNA-processing protein DprA,WP_012516546.1,GO:0009294,,,DNA-mediated transformation|0009294||IEA,,MADE_1000115,
NC_011138.3,MADE_RS00115,,MADE_RS00115,MADE_1000120,Protein Homology,27213,27689,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007107314.1,DUF494 family protein,WP_012516547.1,,,,,,MADE_1000120,
NC_011138.3,MADE_RS00120,,MADE_RS00120,MADE_1000125,Protein Homology,27784,28326,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977866.1,DNA topoisomerase family protein,WP_012516548.1,"GO:0006265,GO:0003677,GO:0003917",,"DNA binding|0003677||IEA,DNA topoisomerase type I (single strand cut%2C ATP-independent) activity|0003917||IEA",DNA topological change|0006265||IEA,,MADE_1000125,5.6.2.1
NC_011138.3,tsaC,tsaC,MADE_RS00125,MADE_1000130,Protein Homology,28349,28954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947734.1,L-threonylcarbamoyladenylate synthase type 1 TsaC,WP_012516549.1,"GO:0002949,GO:0003725,GO:0005524",,"double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA",tRNA threonylcarbamoyladenosine modification|0002949||IEA,,MADE_1000130,2.7.7.87
NC_011138.3,hemF,hemF,MADE_RS00130,MADE_1000135,Protein Homology,28951,29883,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996781.1,oxygen-dependent coproporphyrinogen oxidase,WP_012516550.1,"GO:0006779,GO:0004109",,coproporphyrinogen oxidase activity|0004109||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,,MADE_1000135,1.3.3.3
NC_011138.3,MADE_RS00135,,MADE_RS00135,MADE_1000140,Protein Homology,30119,30793,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516551.1,OmpW family outer membrane protein,WP_012516551.1,GO:0019867,outer membrane|0019867||IEA,,,,MADE_1000140,
NC_011138.3,MADE_RS00140,,MADE_RS00140,MADE_1000145,Protein Homology,30909,31340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977869.1,group II truncated hemoglobin,WP_012516552.1,"GO:0005344,GO:0019825,GO:0020037,GO:0046872",,"oxygen carrier activity|0005344||IEA,oxygen binding|0019825||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA",,,MADE_1000145,
NC_011138.3,aroE,aroE,MADE_RS00145,MADE_1000150,Protein Homology,31339,32178,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516553.1,shikimate dehydrogenase,WP_012516553.1,"GO:0019632,GO:0004764",,shikimate 3-dehydrogenase (NADP+) activity|0004764||IEA,shikimate metabolic process|0019632||IEA,,MADE_1000150,1.1.1.25
NC_011138.3,MADE_RS00150,,MADE_RS00150,MADE_1000155,Protein Homology,32175,32717,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516554.1,gamma carbonic anhydrase family protein,WP_012516554.1,GO:0046872,,metal ion binding|0046872||IEA,,,MADE_1000155,4.2.1.-
NC_011138.3,MADE_RS00155,,MADE_RS00155,MADE_1000160,Protein Homology,32863,33906,+,,,COORDINATES: protein motif:HMM:NF016357.7,CDP-glycerol glycerophosphotransferase family protein,WP_023559469.1,"GO:0047355,GO:0016020",membrane|0016020||IEA,CDP-glycerol glycerophosphotransferase activity|0047355||IEA,,,MADE_1000160,
NC_011138.3,MADE_RS00180,,MADE_RS00180,MADE_1000165,Protein Homology,39854,40384,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947741.1,acyloxyacyl hydrolase,WP_012516556.1,,,,,,MADE_1000165,3.1.1.77
NC_011138.3,MADE_RS00185,,MADE_RS00185,MADE_1000170,Protein Homology,40521,41330,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516557.1,substrate-binding periplasmic protein,WP_012516557.1,,,,,,MADE_1000170,
NC_011138.3,MADE_RS00190,,MADE_RS00190,MADE_1000175,Protein Homology,41332,42123,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516558.1,type 2 periplasmic-binding domain-containing protein,WP_012516558.1,,,,,,MADE_1000175,
NC_011138.3,MADE_RS00195,,MADE_RS00195,MADE_1000185,Protein Homology,42263,45352,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516560.1,error-prone DNA polymerase,WP_023559470.1,"GO:0006260,GO:0003887,GO:0008408",,"DNA-directed DNA polymerase activity|0003887||IEA,3'-5' exonuclease activity|0008408||IEA",DNA replication|0006260||IEA,,MADE_1000185,2.7.7.7
NC_011138.3,MADE_RS00200,,MADE_RS00200,MADE_1000190,Protein Homology,45381,46892,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065853.1,Y-family DNA polymerase,WP_232362890.1,"GO:0006260,GO:0006281,GO:0003684,GO:0003887,GO:0046872",,"damaged DNA binding|0003684||IEA,DNA-directed DNA polymerase activity|0003887||IEA,metal ion binding|0046872||IEA","DNA replication|0006260||IEA,DNA repair|0006281||IEA",,MADE_1000190,2.7.7.7
NC_011138.3,MADE_RS00205,,MADE_RS00205,MADE_1000195,Protein Homology,46838,47542,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065854.1,recombinase RecA,WP_012516562.1,,,,,,MADE_1000195,
NC_011138.3,MADE_RS00210,,MADE_RS00210,MADE_1000200,Protein Homology,47792,48304,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516563.1,hypothetical protein,WP_012516563.1,,,,,,MADE_1000200,
NC_011138.3,MADE_RS00215,,MADE_RS00215,MADE_1000205,Protein Homology,48307,50058,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977880.1,DUF885 domain-containing protein,WP_012516564.1,,,,,,MADE_1000205,
NC_011138.3,MADE_RS00220,,MADE_RS00220,MADE_1000210,Protein Homology,50098,50433,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516565.1,DUF1820 family protein,WP_012516565.1,,,,,,MADE_1000210,
NC_011138.3,MADE_RS00225,,MADE_RS00225,MADE_1000215,Protein Homology,50622,52259,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996794.1,M28 family metallopeptidase,WP_012516566.1,"GO:0008237,GO:0008270,GO:0016020",membrane|0016020||IEA,"metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",,,MADE_1000215,3.4.-.-
NC_011138.3,MADE_RS00230,,MADE_RS00230,MADE_1000220,Protein Homology,52549,53316,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516567.1,glycosyltransferase family 2 protein,WP_012516567.1,"GO:0009101,GO:0016757",,glycosyltransferase activity|0016757||IEA,glycoprotein biosynthetic process|0009101||IEA,,MADE_1000220,2.4.-.-
NC_011138.3,slmA,slmA,MADE_RS00235,MADE_1000225,Protein Homology,53428,54015,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996795.1,nucleoid occlusion factor SlmA,WP_012516568.1,"GO:0010974,GO:0003677",,DNA binding|0003677||IEA,negative regulation of division septum assembly|0010974||IEA,,MADE_1000225,
NC_011138.3,coaBC,coaBC,MADE_RS00240,MADE_1000230,Protein Homology,54137,55360,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516569.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,WP_012516569.1,"GO:0015937,GO:0015941,GO:0004632,GO:0004633,GO:0010181",,"phosphopantothenate--cysteine ligase activity|0004632||IEA,phosphopantothenoylcysteine decarboxylase activity|0004633||IEA,FMN binding|0010181||IEA","coenzyme A biosynthetic process|0015937||IEA,pantothenate catabolic process|0015941||IEA",,MADE_1000230,"4.1.1.36,6.3.2.5"
NC_011138.3,radC,radC,MADE_RS00245,MADE_1000235,Protein Homology,55566,56243,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516570.1,RadC family protein,WP_012516570.1,,,,,,MADE_1000235,
NC_011138.3,MADE_RS00250,,MADE_RS00250,MADE_1000240,Protein Homology,56336,56695,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977885.1,hypothetical protein,WP_012516571.1,,,,,,MADE_1000240,
NC_011138.3,MADE_RS00255,,MADE_RS00255,MADE_1000245,Protein Homology,56789,57478,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947754.1,YjbF family lipoprotein,WP_012516572.1,,,,,,MADE_1000245,
NC_011138.3,MADE_RS00260,,MADE_RS00260,MADE_000001020680,Protein Homology,57478,58227,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996800.1,capsule biosynthesis GfcC family protein,WP_015065857.1,,,,,,MADE_000001020680,
NC_011138.3,MADE_RS00265,,MADE_RS00265,MADE_1000260,Protein Homology,58224,60326,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996801.1,YjbH domain-containing protein,WP_012516575.1,GO:0016020,membrane|0016020||IEA,,,,MADE_1000260,
NC_011138.3,rpmB,rpmB,MADE_RS00270,MADE_1000265,Protein Homology,60654,60890,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018347033.1,50S ribosomal protein L28,WP_012516576.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,MADE_1000265,
NC_011138.3,rpmG,rpmG,MADE_RS00275,MADE_1000270,Protein Homology,60902,61057,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011470150.1,50S ribosomal protein L33,WP_012516577.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,MADE_1000270,
NC_011138.3,MADE_RS00280,,MADE_RS00280,MADE_1000275,Protein Homology,61323,61787,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977888.1,hypothetical protein,WP_015065859.1,,,,,,MADE_1000275,
NC_011138.3,mutM,mutM,MADE_RS00285,MADE_1000280,Protein Homology,61788,62597,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996803.1,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,WP_012516579.1,"GO:0006281,GO:0006284,GO:0003676,GO:0003684,GO:0003906,GO:0008270,GO:0008534,GO:0016799,GO:0019104",,"nucleic acid binding|0003676||IEA,damaged DNA binding|0003684||IEA,DNA-(apurinic or apyrimidinic site) endonuclease activity|0003906||IEA,zinc ion binding|0008270||IEA,oxidized purine nucleobase lesion DNA N-glycosylase activity|0008534||IEA,hydrolase activity%2C hydrolyzing N-glycosyl compounds|0016799||IEA,DNA N-glycosylase activity|0019104||IEA","DNA repair|0006281||IEA,base-excision repair|0006284||IEA",,MADE_1000280,"3.2.2.23,4.2.99.18"
NC_011138.3,coaD,coaD,MADE_RS00290,MADE_1000285,Protein Homology,62624,63112,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516580.1,pantetheine-phosphate adenylyltransferase,WP_012516580.1,"GO:0015937,GO:0004595",,pantetheine-phosphate adenylyltransferase activity|0004595||IEA,coenzyme A biosynthetic process|0015937||IEA,,MADE_1000285,2.7.7.3
NC_011138.3,MADE_RS00295,,MADE_RS00295,MADE_1000290,Protein Homology,63218,63943,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516581.1,3-deoxy-D-manno-octulosonic acid kinase,WP_012516581.1,GO:0016773,,phosphotransferase activity%2C alcohol group as acceptor|0016773||IEA,,,MADE_1000290,2.7.1.166
NC_011138.3,MADE_RS00300,,MADE_RS00300,MADE_1000295,Protein Homology,64037,65041,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011498025.1,glycosyltransferase family 9 protein,WP_012516582.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,,MADE_1000295,2.4.-.-
NC_011138.3,MADE_RS00305,,MADE_RS00305,MADE_1000300,Protein Homology,65131,65604,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516583.1,hypothetical protein,WP_012516583.1,,,,,,MADE_1000300,
NC_011138.3,MADE_RS00310,,MADE_RS00310,MADE_1000305,Protein Homology,65601,66776,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065860.1,TonB-dependent receptor,WP_012516584.1,"GO:0006810,GO:0015891,GO:0055085,GO:0015267,GO:0016020",membrane|0016020||IEA,channel activity|0015267||IEA,"transport|0006810||IEA,siderophore transport|0015891||IEA,transmembrane transport|0055085||IEA",,MADE_1000305,
NC_011138.3,MADE_RS00315,,MADE_RS00315,MADE_1000310,Protein Homology,66786,69230,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516585.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_012516585.1,"GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",,,MADE_1000310,2.7.7.65
NC_011138.3,MADE_RS00320,,MADE_RS00320,MADE_1000315,Protein Homology,69389,70585,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516586.1,glycine C-acetyltransferase,WP_012516586.1,"GO:0009058,GO:0008890,GO:0030170",,"glycine C-acetyltransferase activity|0008890||IEA,pyridoxal phosphate binding|0030170||IEA",biosynthetic process|0009058||IEA,,MADE_1000315,2.3.1.29
NC_011138.3,tdh,tdh,MADE_RS00325,MADE_1000320,Protein Homology,70582,71607,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065862.1,L-threonine 3-dehydrogenase,WP_012516587.1,"GO:0006567,GO:0008743",,L-threonine 3-dehydrogenase activity|0008743||IEA,L-threonine catabolic process|0006567||IEA,,MADE_1000320,1.1.1.103
NC_011138.3,glpE,glpE,MADE_RS00330,MADE_1000325,Protein Homology,71607,71918,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977895.1,thiosulfate sulfurtransferase GlpE,WP_012516588.1,GO:0004792,,thiosulfate-cyanide sulfurtransferase activity|0004792||IEA,,,MADE_1000325,2.8.1.1
NC_011138.3,glpG,glpG,MADE_RS00335,MADE_1000330,Protein Homology,72091,72954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014977896.1,rhomboid family intramembrane serine protease GlpG,WP_012516589.1,"GO:0019538,GO:0004252,GO:0005886",plasma membrane|0005886||IEA,serine-type endopeptidase activity|0004252||IEA,protein metabolic process|0019538||IEA,,MADE_1000330,3.4.21.105
NC_011138.3,MADE_RS00340,,MADE_RS00340,MADE_1000335,Protein Homology,73075,73488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516590.1,flagellar basal body-associated protein FliL,WP_012516590.1,,,,,,MADE_1000335,
NC_011138.3,MADE_RS00345,,MADE_RS00345,MADE_1000340,Protein Homology,73637,74206,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065863.1,chorismate--pyruvate lyase family protein,WP_012516591.1,"GO:0006744,GO:0008813,GO:0005737",cytoplasm|0005737||IEA,chorismate lyase activity|0008813||IEA,ubiquinone biosynthetic process|0006744||IEA,,MADE_1000340,4.1.3.40
NC_011138.3,ubiA,ubiA,MADE_RS00350,MADE_1000345,Protein Homology,74203,75063,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516592.1,4-hydroxybenzoate octaprenyltransferase,WP_012516592.1,"GO:0006744,GO:0008412",,4-hydroxybenzoate polyprenyltransferase activity|0008412||IEA,ubiquinone biosynthetic process|0006744||IEA,,MADE_1000345,2.5.1.39
NC_011138.3,MADE_RS00355,,MADE_RS00355,MADE_1000350,Protein Homology,75258,75632,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516593.1,type II toxin-antitoxin system RelE/ParE family toxin,WP_012516593.1,"GO:0004519,GO:0090729,GO:0110001",toxin-antitoxin complex|0110001||IEA,"endonuclease activity|0004519||IEA,toxin activity|0090729||IEA",,,MADE_1000350,
NC_011138.3,MADE_RS00360,,MADE_RS00360,MADE_1000355,Protein Homology,75634,75939,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516594.1,helix-turn-helix domain-containing protein,WP_012516594.1,GO:0003677,,DNA binding|0003677||IEA,,,MADE_1000355,
NC_011138.3,ubiK,ubiK,MADE_RS00365,MADE_1000360,Protein Homology,76050,76301,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975278.1,ubiquinone biosynthesis accessory factor UbiK,WP_012516595.1,"GO:0006744,GO:0042802",,identical protein binding|0042802||IEA,ubiquinone biosynthetic process|0006744||IEA,yqiC,MADE_1000360,
NC_011138.3,rep,rep,MADE_RS00370,MADE_1000365,Protein Homology,76413,78428,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014947773.1,DNA helicase Rep,WP_012516596.1,"GO:0006260,GO:0003677,GO:0003678,GO:0005524",,"DNA binding|0003677||IEA,DNA helicase activity|0003678||IEA,ATP binding|0005524||IEA",DNA replication|0006260||IEA,,MADE_1000365,3.6.4.12
NC_011138.3,MADE_RS00375,,MADE_RS00375,MADE_1000370,Protein Homology,78472,81072,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516597.1,sensor domain-containing phosphodiesterase,WP_012516597.1,"GO:0000160,GO:0007165,GO:0005515,GO:0071111",,"protein binding|0005515||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,MADE_1000370,3.1.4.52
NC_011138.3,MADE_RS00380,,MADE_RS00380,MADE_1000375,Protein Homology,81176,81583,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014996819.1,c-type cytochrome,WP_012516598.1,"GO:0009055,GO:0020037,GO:0046872",,"electron transfer activity|0009055||IEA,heme binding|0020037||IEA,metal ion binding|0046872||IEA",,,MADE_1000375,
NC_011138.3,MADE_RS00390,,MADE_RS00390,MADE_1000380,Protein Homology,81958,83151,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015065865.1,type II toxin-antitoxin system HipA family toxin,WP_012516599.1,"GO:0016310,GO:0004674,GO:0110001",toxin-antitoxin complex|0110001||IEA,protein serine/threonine kinase activity|0004674||IEA,phosphorylation|0016310||IEA,,MADE_1000380,2.7.11.1
NC_011138.3,MADE_RS00395,,MADE_RS00395,MADE_1000385,Protein Homology,83141,83431,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516600.1,helix-turn-helix domain-containing protein,WP_012516600.1,GO:0003677,,DNA binding|0003677||IEA,,,MADE_1000385,
NC_011138.3,nhaC,nhaC,MADE_RS00400,MADE_1000395,Protein Homology,83734,85131,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516602.1,Na+/H+ antiporter NhaC,WP_012516602.1,"GO:0006814,GO:1902600,GO:0015297,GO:0015385,GO:0016020",membrane|0016020||IEA,"antiporter activity|0015297||IEA,sodium:proton antiporter activity|0015385||IEA","sodium ion transport|0006814||IEA,proton transmembrane transport|1902600||IEA",,MADE_1000395,
NC_011138.3,MADE_RS00405,,MADE_RS00405,MADE_1000400,Protein Homology,85237,85656,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516603.1,YeeE/YedE family protein,WP_012516603.1,,,,,,MADE_1000400,
NC_011138.3,MADE_RS00410,,MADE_RS00410,MADE_1000405,Protein Homology,85677,86105,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012516604.1,YeeE/YedE family protein,WP_012516604.1,,,,,,MADE_1000405,
