refseq_locus,log2fc_14h,padj_14h,log2fc_16h,padj_16h,resolved_locus_tag,resolution_method
TX50_RS00100,0.0953190048767675,0.909205257937847,-1.32798498360359,1.9071680517354602e-17,PMM0017,tier1:refseq_locus
TX50_RS00105,0.0673567981986808,0.9428981370469,-2.33176120883911,3.09933400987082e-19,PMM0018,tier1:refseq_locus
TX50_RS00110,-0.146486756308604,0.840002595601061,-0.321087798817946,0.117238648031011,PMM0019,tier1:refseq_locus
TX50_RS00115,1.45072814111791,0.0460062557222812,2.41284185370333,8.03791083569031e-24,PMM0020,tier1:refseq_locus
TX50_RS00120,-0.847803220957906,0.246169345608687,-0.346135317172803,0.171780185756569,PMM0021,tier1:refseq_locus
TX50_RS00125,0.0938363803876755,0.906592356701993,0.391520261496001,0.137950110146451,PMM0022,tier1:refseq_locus
TX50_RS00130,0.999766473792115,0.290050783306684,-1.28318990185569,5.00666325873236e-16,PMM0023,tier1:refseq_locus
TX50_RS00135,1.13689256749334,0.0627385539747756,-0.440076709217356,0.0102469784880957,PMM0024,tier1:refseq_locus
TX50_RS00140,0.462662073440042,0.544197627112907,-0.510862732381828,0.0036421910606549,PMM0025,tier1:refseq_locus
TX50_RS00145,0.302929810109882,0.736197151094294,1.05378166090358,1.50499036420183e-07,PMM0026,tier1:refseq_locus
TX50_RS00150,-0.245372510603909,0.785566782769041,0.481414470448244,0.018853910032103,PMM0027,tier1:refseq_locus
TX50_RS00155,-0.890936479572504,0.119845928350335,-0.843813547518805,1.64536242890177e-05,PMM0028,tier1:refseq_locus
TX50_RS00160,-0.31280637319843,0.709508866168858,-0.0800813987403615,0.775243140705544,PMM0029,tier1:refseq_locus
TX50_RS00165,-0.0880412275290679,0.932375124103036,1.70632595133281,1.10118021150568e-05,PMM0030,tier1:refseq_locus
TX50_RS00170,0.278974296387787,0.748886256417947,-0.051582357127608,0.805460751610334,PMM0031,tier1:refseq_locus
TX50_RS00175,0.951332531312486,0.396505837522764,1.72787549557549,1.6191931597146e-11,PMM0032,tier1:refseq_locus
TX50_RS00180,0.057598630700168,0.940119007923994,0.828141259640989,0.0001352546983086,PMM0033,tier1:refseq_locus
TX50_RS00185,1.83236081228893,0.0180071187590624,3.2934279601526,2.83460933251869e-43,PMM0034,tier1:refseq_locus
TX50_RS00190,0.835127331276592,0.470594489146518,0.698458395962641,0.000100715178153,PMM0035,tier1:refseq_locus
TX50_RS00195,-0.593048681447356,0.474927467571707,0.8126167985256,0.0033196142667001,PMM0036,tier1:refseq_locus
TX50_RS00200,0.177213548713167,0.860043304223703,0.852589854105948,5.13228280773493e-07,PMM0037,tier1:refseq_locus
TX50_RS00205,-0.661765445697232,0.386268932132274,-0.0647901655981666,0.864976129715934,PMM0038,tier1:refseq_locus
TX50_RS00210,0.243811019027787,0.784887125486705,0.900899311516328,2.53360097006232e-05,PMM0039,tier1:refseq_locus
TX50_RS00215,-0.851195344852933,0.188059175192751,0.189435542517921,0.409938195713954,PMM0040,tier1:refseq_locus
TX50_RS00220,-0.347256360361323,0.744465659143596,0.011501231470512,0.96128875278625,PMM0041,tier1:refseq_locus
TX50_RS00225,-1.14299439815982,0.165149430493696,-1.68599768723741,6.88626711172598e-24,PMM0042,tier1:refseq_locus
TX50_RS00230,-0.0407249679234012,0.968817859753973,-2.35441629897817,1.19724097522855e-52,PMM0043,tier1:refseq_locus
TX50_RS00235,-0.287511117170397,0.642297235773401,-0.498211145886831,0.0027624890444415,PMM0044,tier1:refseq_locus
TX50_RS00240,-0.0751314657399033,0.919678297171672,-1.0573639558175,2.73647460764907e-10,PMM0045,tier1:refseq_locus
TX50_RS00245,0.999883897371022,0.188235599026183,0.318079698348699,0.174414646895055,PMM0046,tier1:refseq_locus
TX50_RS00250,-0.180179809905646,0.80022034610482,-0.150358953468277,0.476768171651062,PMM0047,tier1:refseq_locus
TX50_RS00255,0.640946782981955,0.408531900585743,0.0511160543302778,0.769388109977225,PMM0048,tier1:refseq_locus
TX50_RS00260,0.0428719762952627,0.96488895161081,0.803847160290793,0.0530370963523202,PMM0049,tier1:refseq_locus
TX50_RS00265,-0.114433172560542,0.943446922363984,2.12912767378336,1.4889934904741702e-17,PMM0050,tier1:refseq_locus
TX50_RS00270,1.24027562785185,0.368997437088986,1.51130823386842,3.00765020522148e-11,PMM0051,tier1:refseq_locus
TX50_RS00275,-0.0259968131917807,0.979089608332108,-0.279113258125859,0.376305318132993,PMM0052,tier1:refseq_locus
TX50_RS00280,-0.543447555479532,0.524042799162931,0.834953095157737,0.0005984120380747,PMM0053,tier1:refseq_locus
TX50_RS00285,-1.19334706911062,0.157523132411919,-0.409083208041414,0.274772711551551,PMM0054,tier1:refseq_locus
TX50_RS00290,1.00580126111404,0.131795721721277,1.99917925584022,1.7645245668027001e-15,PMM0055,tier1:refseq_locus
TX50_RS00295,-0.253157148873725,0.79604586113248,-0.411157578014334,0.117912868156417,PMM0056,tier1:refseq_locus
TX50_RS00300,-0.566951586452842,0.406531608263816,0.848872282905256,0.0001112800522861,PMM0057,tier1:refseq_locus
TX50_RS00305,-0.359994014634217,0.669310708824576,0.233603725530382,0.426278293367919,PMM0058,tier1:refseq_locus
TX50_RS00310,-1.20702262336314,0.0650010365446232,-1.04132752297735,0.0001030838141669,PMM0059,tier1:refseq_locus
TX50_RS00315,-1.54665287171753,0.0647794436723264,-0.390560771150525,0.610525636819112,,unresolved
TX50_RS00320,0.454550665379129,0.45040667689609,-0.110936525814217,0.543925523827619,PMM0060,tier1:refseq_locus
TX50_RS00325,1.46126613546904,0.0330395296261445,0.817016145098717,0.0001508999845485,PMM0061,tier1:refseq_locus
TX50_RS00330,2.08858355032455,5.05941708448625e-05,1.962266185159,1.2407634931287e-14,PMM0062,tier1:refseq_locus
TX50_RS00335,0.0360813808133778,0.975865097312837,0.011584487353331,0.961060410219314,PMM0063,tier1:refseq_locus
TX50_RS00340,0.501841013234676,0.603470494981237,0.903983743040893,0.0055536202041159,PMM0064,tier1:refseq_locus
TX50_RS00345,-1.05003378990773,0.105445976621389,-1.53230723049272,1.02879146007545e-23,PMM0065,tier1:refseq_locus
TX50_RS00350,0.426314209061672,0.565084268695495,-0.137503272397804,0.600293347917473,PMM0066,tier1:refseq_locus
TX50_RS00355,-0.536549427822599,0.474927467571707,-0.404312544902254,0.240510633925195,PMM0067,tier1:refseq_locus
TX50_RS00360,0.312734461625637,0.648386384836141,0.826685494647328,0.006102350067304,PMM0068,tier1:refseq_locus
TX50_RS00365,-0.369259017669407,0.632049222541754,-0.112628757630786,0.638814674782136,PMM0069,tier1:refseq_locus
TX50_RS00370,-0.416331062782518,0.497825130828779,-1.39478728199172,1.7418840411126e-16,PMM0070,tier1:refseq_locus
TX50_RS00375,-0.617032206792606,0.305551415763939,-1.52999157196794,1.08206942457955e-16,PMM0071,tier1:refseq_locus
TX50_RS00380,-0.307613079659028,0.649983727036556,-1.20472933818356,4.07482357723758e-14,PMM0072,tier1:refseq_locus
TX50_RS00385,-0.442936757118607,0.610249822396183,-1.5949690334134,3.55461202873947e-28,PMM0073,tier1:refseq_locus
TX50_RS00390,0.756869419770568,0.279205024351215,1.95010218032277,0.0002493904482812,PMM0074,tier1:refseq_locus
TX50_RS00395,0.706291515793072,0.474927467571707,-1.14025502591094,2.14065414731913e-09,PMM0075,tier1:refseq_locus
TX50_RS00405,0.238099658463776,0.736197151094294,-1.40767595770118,1.5945766870639399e-18,PMM0076,tier1:refseq_locus
TX50_RS00410,-0.451585049382404,0.526635870203357,-0.819566061203781,7.74657584551487e-05,PMM0077,tier1:refseq_locus
TX50_RS00415,-0.789651600541708,0.307857821183195,0.838662292055095,0.0659137609476259,PMM0078,tier1:refseq_locus
TX50_RS00420,1.9036466020088,0.0398994430961646,2.67871434759652,1.69470015085408e-38,PMM0079,tier1:refseq_locus
TX50_RS00425,0.0862480783796877,0.918963816738697,0.697972836982517,0.0030888511809676,PMM0080,tier1:refseq_locus
TX50_RS00430,0.408541258998118,0.615722192228172,0.294881497801721,0.155356656563051,PMM0081,tier1:refseq_locus
TX50_RS00435,-1.16157477316948,0.100725076753297,-2.17627699387078,8.59416753297899e-23,PMM0082,tier1:refseq_locus
TX50_RS00440,-0.625247778265414,0.284909545171091,-0.25364016965981,0.151860825623608,PMM0083,tier1:refseq_locus
TX50_RS00445,-1.17171202818299,0.0273830756070858,-0.275563628496179,0.255397240337572,PMM0084,tier1:refseq_locus
TX50_RS00450,0.420520590406375,0.647422701271887,0.403880936888918,0.0244165691213756,PMM0085,tier1:refseq_locus
TX50_RS00455,0.3623571574728,0.735532837043726,1.00582518896167,2.66138105521289e-07,PMM0086,tier1:refseq_locus
TX50_RS00460,0.844404641916429,0.485721682963781,2.41643094463067,9.38523646307695e-26,PMM0087,tier1:refseq_locus
TX50_RS00465,0.77957890589005,0.475329668258701,1.41818923406267,2.41876250152556e-09,PMM0088,tier1:refseq_locus
TX50_RS00475,-0.418139418850928,0.520820786541971,0.251299508558184,0.269046144700309,PMM0089,tier1:refseq_locus
TX50_RS00480,0.303887060633802,0.770867624135728,-0.738963293081708,0.0017462593300859,PMM0090,tier1:refseq_locus
TX50_RS00485,0.683916510071549,0.474927467571707,0.180998217718349,0.305709844871071,PMM0091,tier1:refseq_locus
TX50_RS00490,0.230751577966578,0.806016927764807,-1.27678532735624,8.31339454919207e-18,PMM0092,tier1:refseq_locus
TX50_RS00495,0.641986617697094,0.454261773645305,0.730627051006758,0.0001269195710889,PMM0093,tier1:refseq_locus
TX50_RS00500,0.266094625273098,0.75754763077855,0.793379067413931,0.0012177705954878,PMM0094,tier1:refseq_locus
TX50_RS00505,-0.709533539029688,0.257962826346234,-0.0556588373690127,0.791606178588871,PMM0095,tier1:refseq_locus
TX50_RS00510,-0.766810664229801,0.22917707739014,-1.12166323575922,3.3863774157285904e-09,PMM0096,tier1:refseq_locus
TX50_RS00515,0.064111396124335,0.940119007923994,-0.520448632112146,0.0167368126063005,PMM0097,tier1:refseq_locus
TX50_RS00520,0.0963489267971274,0.901766081203131,-0.0154630840601164,0.951801383249514,PMM0098,tier1:refseq_locus
TX50_RS00525,-0.223095996166247,0.748886256417947,-0.375267065158758,0.0613348324197407,PMM0099,tier1:refseq_locus
TX50_RS00530,-0.669042249988966,0.314402732725507,-1.10335369905891,1.56718772120622e-12,PMM0100,tier1:refseq_locus
TX50_RS00535,0.556514777945833,0.396640868885006,0.146982686981996,0.414162646402406,PMM0101,tier1:refseq_locus
TX50_RS00540,-0.876944091435261,0.195235992258807,-0.170265386388216,0.522616148671035,PMM0102,tier1:refseq_locus
TX50_RS00550,-0.573426179880728,0.567345727447499,0.734703759109759,0.0296371329225162,PMM0103,tier1:refseq_locus
TX50_RS00555,-0.822435480929282,0.296540093004528,-0.46681611575338,0.111115690996022,PMM0104,tier1:refseq_locus
TX50_RS00560,-0.106058983841113,0.887728828219156,-0.549376407315939,0.0187617228921706,PMM0105,tier1:refseq_locus
TX50_RS00565,0.276971590749818,0.736197151094294,-0.29056950638397,0.0621500688022632,PMM0106,tier1:refseq_locus
TX50_RS00570,-0.625447847195862,0.574275166912163,0.432412228177442,0.380659706738958,PMM0107,tier1:refseq_locus
TX50_RS00575,-0.359450230459818,0.76443077197779,1.50724985813545,0.237105832261766,PMM0108,tier1:refseq_locus
TX50_RS00580,-0.238082803772843,0.763816935423554,-1.84946307509823,2.34531710762381e-21,PMM0109,tier1:refseq_locus
TX50_RS00585,-0.542383217206803,0.683445802232787,-2.27244165233487,8.08691581779232e-31,PMM0110,tier1:refseq_locus
TX50_RS00590,-1.12708316700663,0.137829122259537,0.0523171268071026,0.918674324027592,PMM0112,tier1:refseq_locus
TX50_RS00595,-0.667001804894115,0.294573783483603,-1.05195329636573,2.10933509761083e-07,PMM0113,tier1:refseq_locus
TX50_RS00600,-0.846727269897991,0.385001853353647,-2.39017247565214,1.69907268844537e-44,PMM0114,tier1:refseq_locus
TX50_RS00605,-1.54267021447045,0.188059175192751,-3.43446762162341,1.59141725711059e-99,PMM0115,tier1:refseq_locus
TX50_RS00610,0.910596948733824,0.237589822719601,0.0297652995849175,0.867299282863397,PMM0116,tier1:refseq_locus
TX50_RS00615,-0.107349319751982,0.92309079649863,-1.10263378597203,3.7399529958763794e-11,PMM0117,tier1:refseq_locus
TX50_RS00620,-0.822636901389531,0.179142841077749,0.291226513841627,0.277530379203046,PMM0118,tier1:refseq_locus
TX50_RS00625,-0.382790239053522,0.673783187845502,-0.577683425497355,0.201922589253969,PMM0119,tier1:refseq_locus
TX50_RS00630,-0.18996437835106,0.801083027984515,-0.600872488176619,0.0024076965934366,PMM0120,tier1:refseq_locus
TX50_RS00635,0.416185125008913,0.603714744807865,1.47246000088728,6.5427244757848e-05,PMM0121,tier1:refseq_locus
TX50_RS00640,-0.764192833664583,0.206915709552085,-0.582082701189608,0.0323646177361792,PMM0122,tier1:refseq_locus
TX50_RS00645,-1.10621057909182,0.0782701301898473,-0.868044348356211,3.04533471323073e-05,PMM0123,tier1:refseq_locus
TX50_RS00650,1.28517945053573,0.0619128529851378,1.98310240168016,4.8921345444678e-13,PMM0124,tier1:refseq_locus
TX50_RS00655,-0.0933017694052634,0.90350316872673,-0.427584099727398,0.0394868282353281,PMM0125,tier1:refseq_locus
TX50_RS00660,-1.66122973624279,0.0676230979752976,-1.76940145631001,2.33053782513534e-08,,unresolved
TX50_RS00665,-0.807493589034314,0.191143378846167,-0.880291952125412,3.64145604448661e-07,PMM0126,tier1:refseq_locus
TX50_RS00670,0.966403538632829,0.0723153028017759,1.34108737455191,0.000134336322934,PMM0127,tier1:refseq_locus
TX50_RS00675,1.14078589793716,0.107786960170522,-0.256932485603277,0.190026241511668,PMM0128,tier1:refseq_locus
TX50_RS00680,-0.343202428109233,0.628850894248134,-1.86055518860968,2.64122071574095e-20,PMM0129,tier1:refseq_locus
TX50_RS00685,-0.701204463843416,0.33188370786477,-0.258018273591466,0.353579509894424,PMM0130,tier1:refseq_locus
TX50_RS00690,0.162698650743413,0.860955550492046,-0.211204077553517,0.153702581937933,PMM0131,tier1:refseq_locus
TX50_RS00695,0.268015755990502,0.744820214619526,1.09025105557505,6.23871809349718e-05,PMM0132,tier1:refseq_locus
TX50_RS00700,-0.630254430144489,0.321453125998693,0.481291728519934,0.0441142066436521,PMM0133,tier1:refseq_locus
TX50_RS00705,0.720203764276145,0.357663746909045,0.923179094896496,4.20179983040579e-06,PMM0134,tier1:refseq_locus
TX50_RS00710,-0.0989441289353132,0.901766081203131,-0.205441866993029,0.370022635813909,PMM0135,tier1:refseq_locus
TX50_RS00715,-0.914409694580474,0.268092961345934,-0.0496461068920819,0.88361534978508,PMM0136,tier1:refseq_locus
TX50_RS00720,0.62917786803272,0.294573783483603,-0.188422669248295,0.292028484091383,PMM0137,tier1:refseq_locus
TX50_RS00725,0.279208304505553,0.744820214619526,0.530478019036077,0.0306895769653353,PMM0138,tier1:refseq_locus
TX50_RS00730,-0.143592635330725,0.870945526755027,0.263599695923903,0.37033826933808,PMM0139,tier1:refseq_locus
TX50_RS00735,0.116625109133732,0.901766081203131,0.817269037023838,0.057621353582423,PMM0140,tier1:refseq_locus
TX50_RS00740,-0.971353203283556,0.181679170271875,-0.302719296369139,0.256845268837758,PMM0141,tier1:refseq_locus
TX50_RS00745,1.38083261073943,0.0605504361694549,0.650685522388088,0.0004912264940438,PMM0142,tier1:refseq_locus
TX50_RS00750,0.968167921116498,0.133285756199887,0.203619727464209,0.215991883165044,PMM0143,tier1:refseq_locus
TX50_RS00755,-0.341999024267661,0.776138921605051,-2.29000805178491,2.55998985242315e-50,PMM0144,tier1:refseq_locus
TX50_RS00760,1.26697793777372,0.0537605835236958,1.20515534001074,3.12512942654268e-11,PMM0145,tier1:refseq_locus
TX50_RS00765,0.572065895840037,0.422981464402116,0.613052434022536,0.000235271627289,PMM0146,tier1:refseq_locus
TX50_RS00770,-0.739744024873279,0.168671536357607,-0.848689690236295,5.40549476256782e-07,PMM0147,tier1:refseq_locus
TX50_RS00775,-0.272627535793263,0.746741305665422,-0.0015977271678266,0.995413906473158,PMM0148,tier1:refseq_locus
TX50_RS00780,-0.103785587480144,0.91924583509022,-0.862981939644336,8.626114005486889e-11,PMM0149,tier1:refseq_locus
TX50_RS00785,0.185239921455722,0.888027761172634,0.471992536647274,0.0022673820040858,PMM0150,tier1:refseq_locus
TX50_RS00790,0.0861310850134872,0.934799932185202,0.789304845755067,0.0002154376145939,PMM0151,tier1:refseq_locus
TX50_RS00795,-0.633569813331585,0.330193972846378,-0.969691436146515,2.85122390907642e-08,PMM0152,tier1:refseq_locus
TX50_RS00800,-0.0505972426307264,0.954225121102511,0.0964519246296999,0.64772610227478,PMM0153,tier1:refseq_locus
TX50_RS00805,-0.09232442223745,0.943908291025617,0.504192817124006,0.0112403310866269,PMM0154,tier1:refseq_locus
TX50_RS00810,-1.4087824317001,0.0955057179058536,-0.226725892508526,0.515502830471648,PMM0155,tier1:refseq_locus
TX50_RS00815,-1.42905117147855,0.0231074751612793,-1.26748332385494,4.6421419811859004e-10,PMM0156,tier1:refseq_locus
TX50_RS00820,-0.470130752789422,0.469899612084521,-0.686895478827026,0.0030632772450109,PMM0157,tier1:refseq_locus
TX50_RS00825,-0.484271960828328,0.396640868885006,-0.703113859070407,7.47743082687035e-05,PMM0158,tier1:refseq_locus
TX50_RS00830,-0.228111156842135,0.782937987698132,-1.09715996368409,6.24680551946033e-13,PMM0159,tier1:refseq_locus
TX50_RS00835,-0.684674278329848,0.290050783306684,-0.998127896193517,1.2058452770518201e-10,PMM0160,tier1:refseq_locus
TX50_RS00840,0.26702541479152,0.818598168024544,-0.406675080468418,0.0222646830028582,PMM0161,tier1:refseq_locus
TX50_RS00845,-0.499953558491494,0.606114014675391,0.732095578562197,0.131399328340185,PMM0162,tier1:refseq_locus
TX50_RS00850,0.424057667278869,0.672065306331051,1.13340155630441,7.10212279571059e-05,PMM0163,tier1:refseq_locus
TX50_RS00855,-0.2990230449793,0.705281443929889,-0.0533888883903761,0.749534110330843,PMM0164,tier1:refseq_locus
TX50_RS00860,1.0179085563542,0.42160957209437,1.79243944049028,0.248735516509563,PMM0165,tier1:refseq_locus
TX50_RS00865,0.370988305802116,0.579633553589585,1.68513617589315,4.74155417547902e-09,PMM0166,tier1:refseq_locus
TX50_RS00870,0.217244140087605,0.847512860832075,2.68721100958668,1.02920016107654e-26,PMM0167,tier1:refseq_locus
TX50_RS00875,-0.261049123071645,0.776138921605051,-0.947032205883843,1.47426557158904e-06,PMM0168,tier1:refseq_locus
TX50_RS00880,0.776631569522765,0.348630592274312,-0.758260802953231,9.53073320864458e-06,PMM0169,tier1:refseq_locus
TX50_RS00885,-0.135674967277521,0.850490003813693,-0.881973917608517,4.29525255083342e-08,PMM0170,tier1:refseq_locus
TX50_RS00890,-0.519159688287471,0.552966563050447,0.151469321907311,0.614018295070261,PMM0171,tier1:refseq_locus
TX50_RS00895,-0.294281167937325,0.728331558724445,-1.20485305730287,1.09644933726427e-16,PMM0172,tier1:refseq_locus
TX50_RS00900,-0.437145934141579,0.565084268695495,-0.847297386045267,2.31848294247213e-05,PMM0173,tier1:refseq_locus
TX50_RS00905,-0.507899921131132,0.585709834935515,-0.0114369327760001,0.968915307348805,PMM0174,tier1:refseq_locus
TX50_RS00910,-0.865131453328655,0.245777276536808,-0.125143269858581,0.722813056992762,PMM0175,tier1:refseq_locus
TX50_RS00915,-0.261082052596701,0.725411034799415,0.553388100803846,0.0703405373747457,PMM0176,tier1:refseq_locus
TX50_RS00920,-0.139525213340353,0.849391912653527,-0.0996304757766376,0.652126090143179,PMM0177,tier1:refseq_locus
TX50_RS00925,-0.0447667659412941,0.954960029022172,-0.879399902608656,7.01240382741624e-07,PMM0178,tier1:refseq_locus
TX50_RS00930,0.844951709902874,0.222062018205661,-0.12687948468126,0.733627463758455,PMM0179,tier1:refseq_locus
TX50_RS00935,0.0481316525162346,0.963748409406361,0.508987952141731,0.0126933502072113,PMM0180,tier1:refseq_locus
TX50_RS00940,-0.227353781861035,0.828843703362576,0.83121133821244,0.111313830792972,PMM0181,tier1:refseq_locus
TX50_RS00945,0.714602243537064,0.449165411656538,1.99665181961414,3.05406068285274e-07,PMM0182,tier1:refseq_locus
TX50_RS00950,-1.5224939328133,0.13745469369859,0.353364580503734,0.759057786458399,PMM0183,tier1:refseq_locus
TX50_RS00955,0.126624593854747,0.883928127905076,0.381449814909808,0.204335904896762,PMM0184,tier1:refseq_locus
TX50_RS00960,-0.79044018334616,0.203117687103319,-0.908072234383781,2.0630680344206e-07,PMM0185,tier1:refseq_locus
TX50_RS00965,0.213086428255732,0.770604712551361,-0.330038047883314,0.137758544839144,PMM0186,tier1:refseq_locus
TX50_RS00970,-0.578612313182456,0.451613615303069,-0.87522305939698,3.5678686187125e-06,PMM0187,tier1:refseq_locus
TX50_RS00975,0.727745495713428,0.285982976041829,0.0952389372842224,0.770019237157319,PMM0188,tier1:refseq_locus
TX50_RS00980,0.153492284382191,0.841821008693672,1.04314773639195,0.0029128827065042,PMM0189,tier1:refseq_locus
TX50_RS00985,-0.773586574332288,0.186986113292534,0.322033471816169,0.33324940295794,PMM0190,tier1:refseq_locus
TX50_RS00990,-0.170655422067974,0.803116211633517,-1.07212694835034,1.30978548672368e-12,PMM0191,tier1:refseq_locus
TX50_RS00995,-0.171497514745144,0.840991141591244,0.818252652277109,0.0038062675222633,PMM0192,tier1:refseq_locus
TX50_RS01000,-0.575368654118722,0.469702635255877,-0.387483747175011,0.0959349554996012,PMM0193,tier1:refseq_locus
TX50_RS01005,0.0831445160427203,0.933568586832414,-0.595136304475435,0.0441142066436521,PMM0194,tier1:refseq_locus
TX50_RS01010,1.23159276034442,0.163055414276347,-1.02491995090624,1.5428807266933502e-09,PMM0195,tier1:refseq_locus
TX50_RS01015,0.54633199323713,0.456121000031619,-0.876170701714409,2.4859263718519e-06,PMM0196,tier1:refseq_locus
TX50_RS01020,-0.506653949643967,0.583363571351504,0.988840713257868,0.0038150656310327,PMM0197,tier1:refseq_locus
TX50_RS01025,-1.26118546581072,0.123966819629878,-0.0568464652642319,0.851381444682596,PMM0198,tier1:refseq_locus
TX50_RS01030,-0.728257416298593,0.288698201524913,-0.406437691238906,0.0833174320901154,PMM0199,tier1:refseq_locus
TX50_RS01035,0.57117675196635,0.42160957209437,0.299835527356058,0.183583011855826,PMM0200,tier1:refseq_locus
TX50_RS01040,1.00931765443762,0.0880733414697982,1.25489842639405,4.71238751331024e-11,PMM0201,tier1:refseq_locus
TX50_RS01045,0.736234630934419,0.167573535925073,0.98472229704141,5.61470348405728e-08,PMM0202,tier1:refseq_locus
TX50_RS01050,0.776429801309493,0.294573783483603,-0.595199161136446,2.05342581527099e-05,PMM0203,tier1:refseq_locus
TX50_RS01055,0.659983402954704,0.422981464402116,-0.460449978745122,0.0012319248220149,PMM0204,tier1:refseq_locus
TX50_RS01060,0.739197254872096,0.443411522908434,-0.166550358586369,0.343607461298417,PMM0205,tier1:refseq_locus
TX50_RS01065,0.793303687707653,0.398326408210455,1.27563476468502,1.7741547319733e-06,PMM0206,tier1:refseq_locus
TX50_RS01070,0.659655023441262,0.244830327631456,-0.615456665877051,0.0001030838141669,PMM0207,tier1:refseq_locus
TX50_RS01075,0.946692178118084,0.330193972846378,-0.0279803034251879,0.876027825551926,PMM0208,tier1:refseq_locus
TX50_RS01080,0.0674060263616169,0.932375124103036,-0.310097560245309,0.0544570702634702,PMM0209,tier1:refseq_locus
TX50_RS01085,-0.319162472491835,0.748644083777604,2.02275250531048,2.81248735120707e-10,PMM0210,tier1:refseq_locus
TX50_RS01090,0.507984338989001,0.607485254523842,0.223531439518578,0.145925009234949,PMM0211,tier1:refseq_locus
TX50_RS01095,0.0948436767773035,0.932375124103036,-0.944335082593402,9.34873692321058e-05,PMM0212,tier1:refseq_locus
TX50_RS01100,0.414022931395581,0.603714744807865,0.51396493709001,0.0015453335113286,PMM0213,tier1:refseq_locus
TX50_RS01105,1.06611553325137,0.179289150766236,-0.510875887769475,0.0001951452760582,PMM0214,tier1:refseq_locus
TX50_RS01110,0.315323105300814,0.647422701271887,-0.688484470252633,0.0001268731938469,PMM0215,tier1:refseq_locus
TX50_RS01115,-0.647272647436108,0.47227333989661,-0.367409784380822,0.581926415184199,PMM0216,tier1:refseq_locus
TX50_RS01120,-1.38664336190409,0.0494084542778272,-1.0465205497076,1.03175420218296e-08,PMM0217,tier1:refseq_locus
TX50_RS01125,-0.151022184924483,0.88031377318013,-0.617206308019751,0.0047421081597708,PMM0218,tier1:refseq_locus
TX50_RS01130,1.32958163472837,0.453834705937806,4.62122840634372,4.25832594912281e-37,PMM0219,tier1:refseq_locus
TX50_RS01140,-0.810203809504939,0.284909545171091,-0.0160867108250741,0.96128875278625,PMM0221,tier1:refseq_locus
TX50_RS01145,-1.25206814023482,0.139801987044661,-0.991990892642757,4.97735558498562e-05,PMM0222,tier1:refseq_locus
TX50_RS01150,-0.58389141194851,0.640921819287122,-1.92839306875042,6.1055646729757805e-31,PMM0223,tier1:refseq_locus
TX50_RS01155,-0.1111891568317,0.88031377318013,-0.456027094529247,0.0035059852221473,PMM0224,tier1:refseq_locus
TX50_RS01160,-0.522525297381231,0.432011868263182,-1.00868526812405,9.19744154317982e-07,PMM0225,tier1:refseq_locus
TX50_RS01165,0.320880773459848,0.744465659143596,-1.40157528867902,9.871468126300907e-28,PMM0226,tier1:refseq_locus
TX50_RS01170,0.733853920227464,0.280495394035742,-0.246114858015362,0.179393302071084,PMM0227,tier1:refseq_locus
TX50_RS01175,1.47027546572629,0.157523132411919,-0.89915804973683,3.85395483318671e-07,PMM0228,tier1:refseq_locus
