SeqID	Localization	Score
WP_014947725.1 MULTISPECIES: TrkH family potassium uptake protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947726.1 MULTISPECIES: Trk system potassium transporter TrkA [Alteromonas]	CytoplasmicMembrane	7.88
WP_014947727.1 16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947728.1 MULTISPECIES: methionyl-tRNA formyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947729.1 MULTISPECIES: peptide deformylase [Alteromonas]	Cytoplasmic	9.97
WP_014947730.1 MULTISPECIES: LysM peptidoglycan-binding domain-containing protein [Alteromonas]	Unknown	4.90
WP_014947731.1 DNA-processing protein DprA [Alteromonas macleodii]	Unknown	2.00
WP_014947732.1 MULTISPECIES: DUF494 family protein [Alteromonas]	Cytoplasmic	8.96
WP_014947733.1 DNA topoisomerase family protein [Alteromonas macleodii]	Unknown	2.00
WP_014947734.1 MULTISPECIES: L-threonylcarbamoyladenylate synthase type 1 TsaC [Alteromonas]	Unknown	2.00
WP_014947735.1 oxygen-dependent coproporphyrinogen oxidase [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947736.1 MULTISPECIES: OmpW family outer membrane protein [Alteromonas]	OuterMembrane	10.00
WP_014947737.1 MULTISPECIES: group II truncated hemoglobin [Alteromonas]	Cytoplasmic	8.96
WP_014947738.1 shikimate dehydrogenase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947739.1 MULTISPECIES: gamma carbonic anhydrase family protein [Alteromonas]	Cytoplasmic	9.97
WP_014947740.1 UDP-N-acetylglucosamine 2-epimerase [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947741.1 acyloxyacyl hydrolase [Alteromonas macleodii]	Unknown	2.50
WP_014947742.1 MULTISPECIES: substrate-binding periplasmic protein [Alteromonas]	Unknown	2.50
WP_014947743.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014947744.1 error-prone DNA polymerase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947745.1 Y-family DNA polymerase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947746.1 recombinase RecA [Alteromonas macleodii]	Periplasmic	9.83
WP_014947747.1 hypothetical protein [Alteromonas macleodii]	CytoplasmicMembrane	9.82
WP_014947748.1 DUF885 domain-containing protein [Alteromonas macleodii]	Unknown	4.90
WP_014947749.1 DUF1820 family protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947750.1 MULTISPECIES: M28 family metallopeptidase [Alteromonas]	Unknown	2.50
WP_014947751.1 MULTISPECIES: bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC [Alteromonas]	Cytoplasmic	9.26
WP_014947752.1 MULTISPECIES: RadC family protein [Alteromonas]	Cytoplasmic	9.97
WP_014947753.1 MULTISPECIES: hypothetical protein [Alteromonas]	Extracellular	9.65
WP_014947754.1 MULTISPECIES: YjbF family lipoprotein [Alteromonas]	Unknown	2.00
WP_014947755.1 MULTISPECIES: capsule biosynthesis GfcC family protein [Alteromonas]	Unknown	2.50
WP_014947756.1 YjbH domain-containing protein [Alteromonas macleodii]	Unknown	2.00
WP_014947757.1 MULTISPECIES: 50S ribosomal protein L28 [Alteromonas]	Cytoplasmic	9.26
WP_014947758.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014947759.1 MULTISPECIES: bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase [Alteromonas]	Cytoplasmic	9.26
WP_014947760.1 MULTISPECIES: pantetheine-phosphate adenylyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947762.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.50
WP_014947763.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014947764.1 MULTISPECIES: putative bifunctional diguanylate cyclase/phosphodiesterase [Alteromonas]	CytoplasmicMembrane	7.88
WP_014947765.1 glycine C-acetyltransferase [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947766.1 MULTISPECIES: L-threonine 3-dehydrogenase [Alteromonas]	Cytoplasmic	9.97
WP_014947767.1 MULTISPECIES: thiosulfate sulfurtransferase GlpE [Alteromonas]	Cytoplasmic	9.26
WP_014947768.1 rhomboid family intramembrane serine protease GlpG [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947769.1 MULTISPECIES: flagellar basal body-associated protein FliL [Alteromonas]	CytoplasmicMembrane	9.97
WP_014947771.1 4-hydroxybenzoate octaprenyltransferase [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947772.1 MULTISPECIES: ubiquinone biosynthesis accessory factor UbiK [Alteromonas]	Cytoplasmic	8.96
WP_014947773.1 MULTISPECIES: DNA helicase Rep [Alteromonas]	Cytoplasmic	9.97
WP_014947774.1 MULTISPECIES: sensor domain-containing phosphodiesterase [Alteromonas]	CytoplasmicMembrane	7.88
WP_014947775.1 MULTISPECIES: c-type cytochrome [Alteromonas]	Unknown	2.50
WP_014947776.1 Na+/H+ antiporter NhaC [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947777.1 MULTISPECIES: BCCT family transporter [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947778.1 hypothetical protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947779.1 MULTISPECIES: DUF2960 family protein [Alteromonas]	Unknown	2.00
WP_014947782.1 DUF4124 domain-containing protein [Alteromonas macleodii]	Unknown	2.00
WP_014947783.1 MULTISPECIES: TonB-dependent siderophore receptor [Alteromonas]	OuterMembrane	10.00
WP_014947784.1 hypothetical protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947786.1 MULTISPECIES: acyl-CoA dehydrogenase family protein [Alteromonas]	Cytoplasmic	9.97
WP_014947787.1 LysR family transcriptional regulator [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947788.1 MULTISPECIES: MBL fold metallo-hydrolase [Alteromonas]	Cytoplasmic	8.96
WP_014947789.1 MULTISPECIES: YcjX family protein [Alteromonas]	Unknown	2.00
WP_014947790.1 YcjF family protein [Alteromonas macleodii]	Unknown	4.86
WP_014947791.1 MULTISPECIES: threonine/serine exporter family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947792.1 2-iminoacetate synthase ThiH [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947793.1 thiazole synthase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947794.1 MULTISPECIES: sulfur carrier protein ThiS [Alteromonas]	Unknown	2.00
WP_014947795.1 HesA/MoeB/ThiF family protein [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947796.1 thiamine phosphate synthase [Alteromonas macleodii]	Unknown	2.00
WP_014947797.1 phosphomethylpyrimidine synthase ThiC [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947798.1 heme biosynthesis HemY N-terminal domain-containing protein [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947799.1 uroporphyrinogen-III C-methyltransferase [Alteromonas macleodii]	CytoplasmicMembrane	9.82
WP_014947800.1 MULTISPECIES: uroporphyrinogen-III synthase [Alteromonas]	Unknown	2.00
WP_014947801.1 MULTISPECIES: hydroxymethylbilane synthase [Alteromonas]	Cytoplasmic	9.97
WP_014947802.1 MULTISPECIES: GGDEF domain-containing protein [Alteromonas]	Unknown	7.40
WP_014947803.1 alpha/beta hydrolase [Alteromonas macleodii]	Unknown	2.00
WP_014947804.1 MULTISPECIES: guanylate kinase [Alteromonas]	Cytoplasmic	9.97
WP_014947805.1 MULTISPECIES: DNA-directed RNA polymerase subunit omega [Alteromonas]	Cytoplasmic	8.96
WP_014947806.1 bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947807.1 MULTISPECIES: RidA family protein [Alteromonas]	Cytoplasmic	9.26
WP_014947808.1 MULTISPECIES: tRNA (guanosine(18)-2'-O)-methyltransferase TrmH [Alteromonas]	Cytoplasmic	9.26
WP_014947809.1 class I SAM-dependent methyltransferase [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947810.1 MULTISPECIES: peroxiredoxin [Alteromonas]	Unknown	2.00
WP_014947811.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	4.90
WP_014947812.1 extracellular solute-binding protein [Alteromonas macleodii]	Periplasmic	9.76
WP_014947813.1 ABC transporter permease [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947814.1 ABC transporter ATP-binding protein [Alteromonas macleodii]	CytoplasmicMembrane	9.82
WP_014947815.1 BaiN/RdsA family NAD(P)/FAD-dependent oxidoreductase [Alteromonas macleodii]	Unknown	6.49
WP_014947816.1 OmpW/AlkL family protein [Alteromonas macleodii]	OuterMembrane	10.00
WP_014947817.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.50
WP_014947818.1 MULTISPECIES: hypothetical protein [Alteromonas]	Cytoplasmic	8.96
WP_014947821.1 ArgP/LysG family DNA-binding transcriptional regulator [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947822.1 LysE/ArgO family amino acid transporter [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947823.1 MULTISPECIES: DMT family transporter [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947824.1 MULTISPECIES: DUF1499 domain-containing protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947825.1 DNA-J related domain-containing protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947826.1 MULTISPECIES: efflux RND transporter periplasmic adaptor subunit [Alteromonas]	CytoplasmicMembrane	9.97
WP_014947827.1 MULTISPECIES: efflux RND transporter permease subunit [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947828.1 MULTISPECIES: alpha/beta hydrolase [Alteromonas]	Unknown	2.00
WP_014947829.1 MULTISPECIES: bifunctional acetyl-CoA hydrolase/transferase family protein/GNAT family N-acetyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947830.1 MULTISPECIES: histone deacetylase family protein [Alteromonas]	Cytoplasmic	9.97
WP_014947831.1 MauE/DoxX family redox-associated membrane protein [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947832.1 MULTISPECIES: DUF6436 domain-containing protein [Alteromonas]	Unknown	2.00
WP_014947833.1 methyl-accepting chemotaxis protein [Alteromonas macleodii]	CytoplasmicMembrane	9.81
WP_014947834.1 ATP-grasp domain-containing protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947835.1 DUF3300 domain-containing protein [Alteromonas macleodii]	Unknown	2.50
WP_014947836.1 MULTISPECIES: GTP cyclohydrolase II [Alteromonas]	Cytoplasmic	9.97
WP_014947837.1 EAL domain-containing protein [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947838.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014947839.1 glutathione S-transferase [Alteromonas macleodii]	Unknown	2.00
WP_014947840.1 DNA helicase RecQ [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947841.1 thioesterase family protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947842.1 magnesium transporter [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947843.1 MULTISPECIES: EamA family transporter RarD [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947844.1 DNA helicase II [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947845.1 MULTISPECIES: serine O-acetyltransferase [Alteromonas]	Cytoplasmic	9.97
WP_014947846.1 sensor domain-containing diguanylate cyclase [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947847.1 MULTISPECIES: HAD-IA family hydrolase [Alteromonas]	Cytoplasmic	9.97
WP_014947848.1 MULTISPECIES: tyrosine recombinase XerC [Alteromonas]	Cytoplasmic	9.97
WP_014947849.1 MULTISPECIES: DUF484 family protein [Alteromonas]	Unknown	2.00
WP_014947850.1 MULTISPECIES: diaminopimelate epimerase [Alteromonas]	Cytoplasmic	9.97
WP_014947851.1 diaminopimelate decarboxylase [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947852.1 MULTISPECIES: LPS translocon maturation chaperone LptM [Alteromonas]	Unknown	2.00
WP_014947853.1 MULTISPECIES: MJ1255/VC2487 family glycosyltransferase [Alteromonas]	Cytoplasmic	8.96
WP_014947854.1 MULTISPECIES: phosphatase PAP2 family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947855.1 MULTISPECIES: ribonuclease E activity regulator RraA [Alteromonas]	Cytoplasmic	9.97
WP_014947856.1 ABC transporter substrate-binding protein [Alteromonas macleodii]	Periplasmic	9.76
WP_014947857.1 MULTISPECIES: S1/P1 nuclease [Alteromonas]	Unknown	2.50
WP_014947858.1 MULTISPECIES: flavin prenyltransferase UbiX [Alteromonas]	Cytoplasmic	9.26
WP_014947859.1 MULTISPECIES: UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [Alteromonas]	Cytoplasmic	9.97
WP_014947860.1 MULTISPECIES: class 1 fructose-bisphosphatase [Alteromonas]	Unknown	2.00
WP_014947861.1 MULTISPECIES: inorganic diphosphatase [Alteromonas]	Cytoplasmic	9.26
WP_014947862.1 MULTISPECIES: DUF3299 domain-containing protein [Alteromonas]	Unknown	2.50
WP_014947863.1 dihydrodipicolinate synthase family protein [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947864.1 2OG-Fe(II) oxygenase [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947865.1 MULTISPECIES: acyl-CoA thioesterase [Alteromonas]	Unknown	2.00
WP_014947866.1 MULTISPECIES: MarR family winged helix-turn-helix transcriptional regulator [Alteromonas]	Cytoplasmic	8.96
WP_014947867.1 S41 family peptidase [Alteromonas macleodii]	Unknown	2.50
WP_014947868.1 Hsp70 family protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947869.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014947870.1 excinuclease ABC subunit UvrA [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947871.1 MFS transporter [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947872.1 HAD family hydrolase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947874.1 MULTISPECIES: alpha/beta hydrolase family protein [Alteromonas]	Unknown	2.00
WP_014947876.1 MULTISPECIES: LacI family DNA-binding transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014947877.1 aldose epimerase family protein [Alteromonas macleodii]	Periplasmic	9.44
WP_014947878.1 MULTISPECIES: UDP-glucose--hexose-1-phosphate uridylyltransferase [Alteromonas]	Unknown	2.00
WP_014947879.1 MULTISPECIES: galactokinase [Alteromonas]	Cytoplasmic	8.96
WP_014947880.1 MULTISPECIES: sodium/sugar symporter [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947881.1 MULTISPECIES: single-stranded DNA-binding protein [Alteromonas]	Cytoplasmic	9.26
WP_014947882.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.50
WP_014947883.1 MULTISPECIES: alpha/beta hydrolase family protein [Alteromonas]	Unknown	2.50
WP_014947884.1 MULTISPECIES: alpha-galactosidase [Alteromonas]	Cytoplasmic	8.96
WP_014947885.1 SLC5 family protein [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947886.1 MULTISPECIES: TonB-dependent receptor [Alteromonas]	OuterMembrane	10.00
WP_014947887.1 MULTISPECIES: glycerol kinase GlpK [Alteromonas]	Cytoplasmic	9.97
WP_014947888.1 MULTISPECIES: DeoR/GlpR family transcriptional regulator [Alteromonas]	Cytoplasmic	9.97
WP_014947889.1 glycerol-3-phosphate dehydrogenase [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947890.1 phosphoglycerate mutase family protein [Alteromonas macleodii]	Cytoplasmic	8.96
WP_014947891.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014947892.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014947893.1 PilN domain-containing protein [Alteromonas macleodii]	Unknown	2.00
WP_014947894.1 MULTISPECIES: agglutinin biogenesis protein MshJ [Alteromonas]	Unknown	2.00
WP_014947895.1 MULTISPECIES: agglutinin biogenesis protein MshK [Alteromonas]	Unknown	2.50
WP_014947896.1 MULTISPECIES: pilus (MSHA type) biogenesis protein MshL [Alteromonas]	OuterMembrane	9.92
WP_014947897.1 ExeA family protein [Alteromonas macleodii]	Unknown	6.29
WP_014947898.1 tetratricopeptide repeat protein [Alteromonas macleodii]	Unknown	2.00
WP_014947899.1 GspE/PulE family protein [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947900.1 MULTISPECIES: type II secretion system F family protein [Alteromonas]	CytoplasmicMembrane	10.00
WP_014947901.1 hypothetical protein [Alteromonas macleodii]	Unknown	2.00
WP_014947902.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Alteromonas macleodii]	Unknown	2.00
WP_014947903.1 type II secretion system protein [Alteromonas macleodii]	Unknown	2.00
WP_014947904.1 MULTISPECIES: type II secretion system protein [Alteromonas]	Unknown	2.00
WP_014947905.1 type IV pilus modification PilV family protein [Alteromonas macleodii]	Unknown	2.00
WP_014947906.1 PulJ/GspJ family protein [Alteromonas macleodii]	Unknown	2.00
WP_014947907.1 MULTISPECIES: pilus assembly PilX family protein [Alteromonas]	Unknown	2.00
WP_014947908.1 H-type lectin domain-containing protein [Alteromonas macleodii]	Unknown	6.26
WP_014947909.1 MULTISPECIES: rod shape-determining protein [Alteromonas]	Cytoplasmic	9.97
WP_014947910.1 rod shape-determining protein MreC [Alteromonas macleodii]	Unknown	2.00
WP_014947911.1 rod shape-determining protein MreD [Alteromonas macleodii]	CytoplasmicMembrane	10.00
WP_014947912.1 Maf family protein [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947913.1 MULTISPECIES: ribonuclease G [Alteromonas]	Cytoplasmic	9.97
WP_014947914.1 YhdP family protein [Alteromonas macleodii]	OuterMembrane	9.52
WP_014947915.1 MULTISPECIES: carbon-nitrogen hydrolase family protein [Alteromonas]	Cytoplasmic	9.26
WP_014947916.1 metalloprotease TldD [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947917.1 MULTISPECIES: hypothetical protein [Alteromonas]	Unknown	2.00
WP_014947918.1 ribosome biogenesis factor YjgA [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947919.1 metalloprotease PmbA [Alteromonas macleodii]	Cytoplasmic	9.26
WP_014947920.1 AraC family transcriptional regulator [Alteromonas macleodii]	Cytoplasmic	9.97
WP_014947921.1 beta-galactosidase [Alteromonas macleodii]	Unknown	2.00
